"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"ussr_t_34_85_zis_53/dislike";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"[Thunder League] Squadra Dislike";"[Thunder League] Team Dislike
";"[Thunder League] Equipo Dislike";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"[Thunder liga] tým Dislike";"[Thunder League] Dislike Takımı";"【雷\t霆\t联\t赛\t】\tDislike Team";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"[Thunder Liga] Dislike Tim";"[Thunder League] Dislike";"[썬더 리그] Dislike Team";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"【雷\t霆\t聯\t賽\t】\tDislike Team";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";;
"ussr_t_34_85_zis_53/dislike/desc";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"[Thunder League] Squadra Dislike";"[Thunder League] Team Dislike
";"[Thunder League] Equipo Dislike";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"[Thunder liga] tým Dislike";"[Thunder League] Dislike Takımı";"【雷\t霆\t联\t赛\t】\tDislike Team";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"[Thunder Liga] Dislike Tim";"[Thunder League] Dislike";"[썬더 리그] Dislike Team";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"【雷\t霆\t聯\t賽\t】\tDislike Team";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";;
"ussr_t_34_85_zis_53/ussr_t_34_85_zis_53_verve";"[Thunder League] Verve";"[Thunder League] Verve";"[Thunder League] Verve";"[Thunder League] Team Verve
";"[Thunder League] Verve";"[Thunder League] Verve";"[Thunder League] Verve";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"[Thunder League] Verve";"[Thunder League] Verve";"[Thunder League] Verve";"[Thunder Liga] Verve";"[Thunder League] Verve";"[썬더 리그] Verve";"[Thunder League] Verve";"[Thunder League] Verve";"【雷\t霆\t聯\t賽\t】\tVerve";"[Thunder League] Verve";"[Thunder League] Verve";;
"ussr_t_34_85_zis_53/verve/desc";"[Thunder League] Verve";"[Thunder League] Verve";"[Thunder League] Verve";"[Thunder League] Team Verve
";"[Thunder League] Verve";"[Thunder League] Verve";"[Thunder League] Verve";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"[Thunder League] Verve";"[Thunder League] Verve";"[Thunder League] Verve";"[Thunder Liga] Verve";"[Thunder League] Verve";"[썬더 리그] Verve";"[Thunder League] Verve";"[Thunder League] Verve";"【雷\t霆\t聯\t賽\t】\tVerve";"[Thunder League] Verve";"[Thunder League] Verve";;
"ussr_t_34_85_zis_53_dislike";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"[Thunder League] Squadra Dislike";"[Thunder League] Team Dislike
";"[Thunder League] Equipo Dislike";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"[Thunder liga] Dislike tým";"[Thunder Ligi] Dislike Team";"【雷\t霆\t联\t赛\t】\tDislike Team";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"[Thunder Liga] Dislike Tim";"[Thunder League] Dislike";"[썬더 리그] Dislike Team";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"【雷\t霆\t聯\t賽\t】\tDislike Team";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";;
"ussr_t_34_85_zis_53_dislike/desc";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"[Thunder League] Squadra Dislike";"[Thunder League] Team Dislike
";"[Thunder League] Equipo Dislike";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"[Thunder liga] tým Dislike";"[Thunder League] Dislike Takımı";"【雷\t霆\t联\t赛\t】\tDislike Team";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"[Thunder Liga] Dislike Tim";"[Thunder League] Dislike";"[썬더 리그] Dislike Team";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"【雷\t霆\t聯\t賽\t】\tDislike Team";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";;
"ussr_t_34_85_zis_53/ussr_t_34_85_zis_53_dislike";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"[Thunder League] Squadra Dislike";"[Thunder League] Team Dislike
";"[Thunder League] Equipo Dislike";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"[Thunder liga] tým Dislike";"[Thunder League] Dislike Takımı";"【雷\t霆\t联\t赛\t】\tDislike Team";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"[Thunder Liga] Dislike Tim";"[Thunder League] Dislike";"[썬더 리그] Dislike Team";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"【雷\t霆\t聯\t賽\t】\tDislike Team";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";;
"ussr_t_44/dislike/desc";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"[Thunder League] Squadra Dislike";"[Thunder League] Team Dislike
";"[Thunder League] Equipo Dislike";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"[Thunder liga] Dislike tým";"[Thunder Ligi] Dislike Team";"【雷\t霆\t联\t赛\t】\tDislike Team";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"[Thunder Liga] Dislike Tim";"[Thunder League] Dislike";"[썬더 리그] Dislike Team";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"【雷\t霆\t聯\t賽\t】\tDislike Team";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";;
"ussr_t_44/tl_camo_grey_pink_blots";"[Thunder League] Arcade eSports";"[Thunder League] Arcade eSports";"[Thunder League] Arcade eSports";"[Thunder League] Arcade eSports
";"[Thunder League] Arcade eSports";"[Thunder League] Arcade eSports";"[Thunder League] Arcade eSports";"[Thunder liga] Arkádový e-sport";"[Thunder Ligi] Arcade e-Sporları";"【雷\t霆\t联\t赛\t】\tArcade eSports";"[Thunder League] Arcade eSports";"[Thunder League] Arcade eSports";"[Thunder League] Arcade eSports";"[Thunder Liga] Arcade eSports";"[Thunder League] Arcade eSports";"[썬더 리그] 아케이드 e스포츠";"[Thunder League] Arcade eSports";"[Thunder League] Arcade eSports";"【雷\t霆\t聯\t賽\t】\tArcade eSports";"[Thunder League] Arcade eSports";"[Thunder League] Arcade eSports";;
"ussr_t_44/ussr_t_44_dislike";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"[Thunder League] Squadra Dislike";"[Thunder League] Team Dislike
";"[Thunder League] Equipo Dislike";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"[Thunder liga] Dislike tým";"[Thunder Ligi] Dislike Team";"【雷\t霆\t联\t赛\t】\tDislike Team";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"[Thunder Liga] Dislike Tim";"[Thunder League] Dislike";"[썬더 리그] Dislike Team";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"【雷\t霆\t聯\t賽\t】\tDislike Team";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";;
"ussr_t_44/ussr_t_44_verve";"[Thunder League] Verve";"[Thunder League] Verve";"[Thunder League] Verve";"[Thunder League] Team Verve
";"[Thunder League] Verve";"[Thunder League] Verve";"[Thunder League] Verve";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"[Thunder League] Verve";"[Thunder League] Verve";"[Thunder League] Verve";"[Thunder Liga] Verve";"[Thunder League] Verve";"[썬더 리그] Verve";"[Thunder League] Verve";"[Thunder League] Verve";"【雷\t霆\t聯\t賽\t】\tVerve";"[Thunder League] Verve";"[Thunder League] Verve";;
"ussr_t_44/verve/desc";"[Thunder League] Verve";"[Thunder League] Verve";"[Thunder League] Verve";"[Thunder League] Team Verve
";"[Thunder League] Verve";"[Thunder League] Verve";"[Thunder League] Verve";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"[Thunder League] Verve";"[Thunder League] Verve";"[Thunder League] Verve";"[Thunder Liga] Verve";"[Thunder League] Verve";"[썬더 리그] Verve";"[Thunder League] Verve";"[Thunder League] Verve";"【雷\t霆\t聯\t賽\t】\tVerve";"[Thunder League] Verve";"[Thunder League] Verve";;
"ussr_t_44_122/dislike/desc";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"[Thunder League] Squadra Dislike";"[Thunder League] Team Dislike
";"[Thunder League] Equipo Dislike";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"[Thunder liga] Dislike tým";"[Thunder Ligi] Dislike Team";"【雷\t霆\t联\t赛\t】\tDislike Team";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"[Thunder Liga] Dislike Tim";"[Thunder League] Dislike";"[썬더 리그] Dislike Team";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"【雷\t霆\t聯\t賽\t】\tDislike Team";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";;
"ussr_t_44_122/ussr_t_44_122_dislike";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"[Thunder League] Squadra Dislike";"[Thunder League] Team Dislike
";"[Thunder League] Equipo Dislike";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"[Thunder liga] Dislike tým";"[Thunder Ligi] Dislike Team";"【雷\t霆\t联\t赛\t】\tDislike Team";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"[Thunder Liga] Dislike Tim";"[Thunder League] Dislike";"[썬더 리그] Dislike Team";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"【雷\t霆\t聯\t賽\t】\tDislike Team";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";;
"ussr_t_44_122/ussr_t_44_122_verve";"[Thunder League] Verve";"[Thunder League] Verve";"[Thunder League] Verve";"[Thunder League] Team Verve
";"[Thunder League] Verve";"[Thunder League] Verve";"[Thunder League] Verve";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"[Thunder League] Verve";"[Thunder League] Verve";"[Thunder League] Verve";"[Thunder Liga] Verve";"[Thunder League] Verve";"[썬더 리그] Verve";"[Thunder League] Verve";"[Thunder League] Verve";"【雷\t霆\t聯\t賽\t】\tVerve";"[Thunder League] Verve";"[Thunder League] Verve";;
"ussr_t_44_122/verve/desc";"[Thunder League] Verve";"[Thunder League] Verve";"[Thunder League] Verve";"[Thunder League] Team Verve
";"[Thunder League] Verve";"[Thunder League] Verve";"[Thunder League] Verve";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"[Thunder League] Verve";"[Thunder League] Verve";"[Thunder League] Verve";"[Thunder Liga] Verve";"[Thunder League] Verve";"[썬더 리그] Verve";"[Thunder League] Verve";"[Thunder League] Verve";"【雷\t霆\t聯\t賽\t】\tVerve";"[Thunder League] Verve";"[Thunder League] Verve";;
"yak-9t/yak-9t_verve";"[Thunder League] Verve Team";"[Thunder League] Verve Team";"[Thunder League] Squadra Verve";"[Thunder League] Team Verve
";"[Thunder League] Equipo Verve";"[Thunder League] Verve Team";"[Thunder League] Verve Team";"[Thunder liga] Verve tým";"[Thunder Ligi] Verve Takımı";"【雷\t霆\t联\t赛\t】\tVerve";"[Thunder League] Verve Team";"[Thunder League] Verve Team";"[Thunder League] Verve Team";"[Thunder Liga] Verve tim";"[Thunder League] Verve";"[썬더 리그] Verve";"[Thunder League] Verve Team";"[Thunder League] Verve Team";"【雷\t霆\t聯\t賽\t】\tVerve";"[Thunder League] Verve Team";"[Thunder League] Verve Team";;
"yak-9t_verve";"[Thunder League] Verve Team";"[Thunder League] Verve Team";"[Thunder League] Squadra Verve";"[Thunder League] Team Verve
";"[Thunder League] Equipo Verve";"[Thunder League] Verve Team";"[Thunder League] Verve Team";"[Thunder liga] Verve tým";"[Thunder Ligi] Verve Takımı";"【雷\t霆\t联\t赛\t】\tVerve";"[Thunder League] Verve Team";"[Thunder League] Verve Team";"[Thunder League] Verve Team";"[Thunder Liga] Verve tim";"[Thunder League] Verve";"[썬더 리그] Verve";"[Thunder League] Verve Team";"[Thunder League] Verve Team";"【雷\t霆\t聯\t賽\t】\tVerve";"[Thunder League] Verve Team";"[Thunder League] Verve Team";;
"t2/wt_league";"War Thunder League Camouflage";"Camouflage de la War Thunder League";"Mimetica della War Thunder League";"War Thunder League Tarnung";"Camuflaje de la War Thunder League";"Камуфляж Лиги War Thunder";"Kamuflaż War Thunder League";"War Thunder ligová kamufláž";"War Thunder League Kamuflajı";"War Thunder 联\t赛\t涂\t装";"War Thunder League Camouflage";"Camuflagem War Thunder League";"Камуфляж Ліги War Thunder";"War Thunder League Camouflage";"War Thunder League festés";"워 썬더 리그 위장";"War Thunder League Camouflage";"War Thunder League Camouflage";"War Thunder 聯\t賽\t塗\t裝";"War Thunder League Camouflage";"War Thunder League Camouflage";;
"ussr_t_80u/wt_league";"War Thunder League Camouflage";"Camouflage de la War Thunder League";"Mimetica della War Thunder League";"War Thunder League Tarnung";"Camuflaje de la War Thunder League";"Камуфляж Лиги War Thunder";"Kamuflaż War Thunder League";"War Thunder ligová kamufláž";"War Thunder League Kamuflajı";"War Thunder 联\t赛\t涂\t装";"War Thunder League Camouflage";"Camuflagem War Thunder League";"Камуфляж Ліги War Thunder";"War Thunder League Camouflage";"War Thunder League festés";"워 썬더 리그 위장";"War Thunder League Camouflage";"War Thunder League Camouflage";"War Thunder 聯\t賽\t塗\t裝";"War Thunder League Camouflage";"War Thunder League Camouflage";;
"mig-19pt/wt_league";"War Thunder League Camouflage";"Camouflage de la War Thunder League";"Mimetica della War Thunder League";"War Thunder League Tarnung";"Camuflaje de la War Thunder League";"Камуфляж Лиги War Thunder";"Kamuflaż War Thunder League";"War Thunder ligová kamufláž";"War Thunder League Kamuflajı";"War Thunder 联\t赛\t涂\t装";"War Thunder League Camouflage";"Camuflagem War Thunder League";"Камуфляж Ліги War Thunder";"War Thunder League Camouflage";"War Thunder League festés";"워 썬더 리그 위장";"War Thunder League Camouflage";"War Thunder League Camouflage";"War Thunder 聯\t賽\t塗\t裝";"War Thunder League Camouflage";"War Thunder League Camouflage";;
"us_m1a1_abrams/wt_league";"War Thunder League Camouflage";"Camouflage de la War Thunder League";"Mimetica della War Thunder League";"War Thunder League Tarnung";"Camuflaje de la War Thunder League";"Камуфляж Лиги War Thunder";"Kamuflaż War Thunder League";"War Thunder ligová kamufláž";"War Thunder League Kamuflajı";"War Thunder 联\t赛\t涂\t装";"War Thunder League Camouflage";"Camuflagem War Thunder League";"Камуфляж Ліги War Thunder";"War Thunder League Camouflage";"War Thunder League festés";"워 썬더 리그 위장";"War Thunder League Camouflage";"War Thunder League Camouflage";"War Thunder 聯\t賽\t塗\t裝";"War Thunder League Camouflage";"War Thunder League Camouflage";;
"bf-109k-4/esports_ready_2020";"eSports Ready Camouflage";"Camouflage eSports Ready";"Mimetica eSports Ready";"eSports Ready Tarnanstrich";"Camuflaje de eSports Ready";"Камуфляж eSports Ready";"Kamuflaż eSports Ready";"eSports Ready kamufláž";"eSports Ready Kamuflajı";"“电\t竞\t比\t赛\t专\t业\t游\t戏”\t涂\t装";"eSports Ready Camouflage";"Camuflagem eSports Ready";"Камуфляж eSports Ready";"eSports Ready Camouflage";"eSports Ready festés";"eSports Ready 위장";"eSports Ready Camouflage";"eSports Ready Camouflage";"“電\t競\t比\t賽\t專\t業\t遊\t戲”\t塗\t裝";"eSports Ready Camouflage";"eSports Ready Camouflage";;
"ussr_t_44_100/esports_ready_2020";"eSports Ready Camouflage";"Camouflage eSports Ready";"Mimetica eSports Ready";"eSports Ready Tarnanstrich";"Camuflaje de eSports Ready";"Камуфляж eSports Ready";"Kamuflaż eSports Ready";"eSports Ready kamufláž";"eSports Ready Kamuflajı";"“电\t竞\t比\t赛\t专\t业\t游\t戏”\t涂\t装";"eSports Ready Camouflage";"Camuflagem eSports Ready";"Камуфляж eSports Ready";"eSports Ready Camouflage";"eSports Ready festés";"eSports Ready 위장";"eSports Ready Camouflage";"eSports Ready Camouflage";"“電\t競\t比\t賽\t專\t業\t遊\t戲”\t塗\t裝";"eSports Ready Camouflage";"eSports Ready Camouflage";;
"ussr_bmp_2/aks_cup";"AKS cybersport Camouflage";"Camouflage AKS cybersport";"Mimetica AKS cybersport";"AKS Cybersport Tarnanstrich";"Camuflaje AKS cybersport";"Киберспортивный камуфляж АКС";"Kamuflaż AKS cybersport";"AKS cybersport kamufláž";"AKS cybersport Kamuflajı";"AKS 电\t子\t竞\t技\t涂\t装";"AKS cybersport Camouflage";"AKS cybersport Camouflage";"Кіберспортивний камуфляж АКС";"AKS cybersport Camouflage";"AKS Cybersport";"AKS cybersport 위장도색";"Киберспортивный камуфляж АКС";"AKS cybersport Camouflage";"AKS 電\t子\t競\t技\t塗\t裝";"AKS cybersport Camouflage";"AKS cybersport Camouflage";;
"ussr_bmp_3/aks_cup";"AKS cybersport Camouflage";"Camouflage AKS cybersport";"Mimetica AKS cybersport";"AKS Cybersport Tarnanstrich";"Camuflaje AKS cybersport";"Киберспортивный камуфляж АКС";"Kamuflaż AKS cybersport";"AKS cybersport kamufláž";"AKS cybersport Kamuflajı";"AKS 电\t子\t竞\t技\t涂\t装";"AKS cybersport Camouflage";"AKS cybersport Camouflage";"Кіберспортивний камуфляж АКС";"AKS cybersport Camouflage";"AKS Cybersport";"AKS cybersport 위장도색";"Киберспортивный камуфляж АКС";"AKS cybersport Camouflage";"AKS 電\t子\t競\t技\t塗\t裝";"AKS cybersport Camouflage";"AKS cybersport Camouflage";;
"ussr_t_80bvm/aks_cup";"AKS cybersport Camouflage";"Camouflage AKS cybersport";"Mimetica AKS cybersport";"AKS Cybersport Tarnanstrich";"Camuflaje AKS cybersport";"Киберспортивный камуфляж АКС";"Kamuflaż AKS cybersport";"AKS cybersport kamufláž";"AKS cybersport Kamuflajı";"AKS 电\t子\t竞\t技\t涂\t装";"AKS cybersport Camouflage";"AKS cybersport Camouflage";"Кіберспортивний камуфляж АКС";"AKS cybersport Camouflage";"AKS Cybersport";"AKS cybersport 위장도색";"Киберспортивный камуфляж АКС";"AKS cybersport Camouflage";"AKS 電\t子\t競\t技\t塗\t裝";"AKS cybersport Camouflage";"AKS cybersport Camouflage";;
"f-86f-25/usaaf_glenn";"MiG Mad Marine";"MiG Mad Marine";"MiG Mad Marine";"MiG Mad Marine";"MiG Mad Marine";"MiG Mad Marine";"MiG Mad Marine";"MiG Mad Marine";"MiG Deli Denizci";"“痴\t迷\t于\t米\t格\t的\t陆\t战\t队\t员”\t号";"ミグ・マッド・マリーン";"MiG Mad Marine";"MiG Mad Marine";"MiG Ludi Marinac";"MiG Mad Marine";"MiG 매드 마린";"MiG Mad Marine";"MiG Mad Marine";"“痴\t迷\t於\t米\t格\t的\t陸\t戰\t隊\t員”\t號";"“米\t格\t疯\t狂\t陆\t战\t队”";"MiG Mad Marine";;
"f-86f-25/usaaf_glenn/desc";"F-86F-30-NA 52-4584 ""MiG Mad Marine"" flown by USMC Major John Glenn, 25th Squadron, 51st Air Wing, USAF";"F-86F-30-NA 52-4584 ""MiG Mad Marine"" piloté par USMC Major John Glenn, 25 éme Escadrille, 51éme Air Wing, USAF";"F-86F-30-NA 52-4584 ""MiG Mad Marine"" pilotato dal Mag. John Glenn, 25th Squadron, 51st Air Wing, USAF";"F-86F-30-NA 52-4584 ""MiG Mad Marine"" geflogen von USMC Major John Glenn, 25th Squadron, 51st Air Wing, USAF";"F-86F-30-NA 52-4584 ""MiG Mad Marine"" pilotado por el Mayor del USMC John Glenn, 25º Escuadrón, 51º Ala Aérea, USAF";"F-86F-30-NA 52-4584 ""MiG Mad Marine"" майора Джона Гленна корпуса морской пехоты США, 25-й эскадрильи 51-го авиакрыла ВВС США";"F-86F-30-NA 52-4584 „MiG Mad Marine” pilotowany przez Majora USMC Johna Glenna, 25 Eskadra, 51 Skrzydło Lotnicze, USAF";"F-86F-30-NA 52-4584 ""MiG Mad Marine"" flown by USMC Major John Glenn, 25th Squadron, 51st Air Wing, USAF";"USMC Binbaşı John Glenn tarafından uçurulmuş F-86F-30-NA 52-4584 ""MiG Deli Denizci"", 25. Filo, 51. Hava Kolu, USAF";"美\t国\t空\t军\t第 51 战\t斗\t机\t联\t队\t第 25 中\t队，\t海\t军\t陆\t战\t队\t交\t换\t飞\t行\t员\t约\t翰·格\t伦\t少\t校\t座\t机，\tF-86F-30-NA 52-4584 号\t机\t“痴\t迷\t于\t米\t格\t的\t陆\t战\t队\t员”";"アメリカ\t空軍 第\t51戦闘航空団 第\t25戦闘飛行隊 海兵隊員 ジョン・グレン\t少佐搭乗機 F-86F-30-NA 52-4584「ミグ・マッド・マリーン」";"F-86F-30-NA 52-4584 ""MiG Mad Marine"" pilotado pelo Major John Glenn do USMC, 25º Esquadrão, 51º Ala Aérea, USAF";"F-86F-30-NA 52-4584 ""MiG Mad Marine"" майора Джона Гленна корпусу морської піхоти США, 25-ї ескадрильї 51-го авіакрила ВПС США";"F-86F-30-NA 52-4584 ""MiG Ludi Marinac"" pilota USMC Majora Džona Glena, 25. eskadrila, 51. Vazdušno krilo, USAF";"John Glenn őrnagy MiG Mad Marine nevezetű F-86F-30-NA (52-4584) típusú repülőgépének festése. 25. század, 51. légicsoport, Amerikai Egyesült Államok Légiereje.";"F-86F-30-NA 52-4584 ""MiG Mad Marine"", 미 해병대 John Glenn 소령 탑승기, 미국 공군 제 51전투비행단  제 25 전투비행대대";"F-86F-30-NA 52-4584 «MiG Mad Marine» маёра Джона Глэна (John Glenn) корпусу марской пяхоты ЗША, 25-я эскадрылля 51-га авіякрыла ВПС ЗША.";"F-86F-30-NA 52-4584 ""MiG Mad Marine"" flown by USMC Major John Glenn, 25th Squadron, 51st Air Wing, USAF";"美\t國\t空\t軍\t第 51 戰\t鬥\t機\t聯\t隊\t第 25 中\t隊，\t海\t軍\t陸\t戰\t隊\t交\t換\t飛\t行\t員\t約\t翰·格\t倫\t少\t校\t座\t機，\tF-86F-30-NA 52-4584 號\t機\t“痴\t迷\t於\t米\t格\t的\t陸\t戰\t隊\t員”";"陆\t战\t队\t少\t校\t约\t翰·格\t伦\t的\t座\t机 F-86F-30-NA\t“佩\t刀”，\t编\t号 52-4584，\t“米\t格\t疯\t狂\t陆\t战\t队”\t涂\t装";"F-86F-30-NA 52-4584 ""MiG Mad Marine"" flown by USMC Major John Glenn, 25th Squadron, 51st Air Wing, USAF";;
"f-86f-25/rocaf_shark_mouth";"ROCAF camouflage";"Camouflage de l'armée de l'Air de Taïwan";"Mimetizzazione Aeronautica Militare di Taiwan";"Tarnanstrich der ROCAF ";"Camuflaje ROCAF";"Камуфляж ВВС Китайской республики";"Kamuflaż ROCAF";"Kovový vzor TAF";"Tayvan Hava Kuvvetleri kamuflajı";"中\t华\t民\t国\t空\t军\t涂\t装";"ROCAF camouflage";"Camuflagem ROCAF";"Камуфляж ВПС Китайської республіки";"ROCAF camouflage";"Tajvani légierő";"중화민국 공군 위장";"Камуфляж ВПС Тайваня";"ROCAF camouflage";"中\t華\t民\t國\t空\t軍\t塗\t裝";"ROCAF camouflage";"ROCAF camouflage";;
"f-86f-25/rocaf_shark_mouth/desc";"Standard camouflage pattern with insignia of ROCAF";"Camouflage standard avec insigne de l'Armée de l'Air de Taiwan";"Mimetizzazione tricolore standard con insegne dell'Aereonautica Militare di Taiwan";"Standard-Tarnmuster mit Insignien der ROCAF";"Patrón de camuflaje estándar con insignias de ROCAF";"Стандартная схема камуфляжа с опознавательными знаками ВВС Китайской республики.";"Standardowy wzór kamuflażu z oznaczeniami ROCAF.";"bezbarvá kamufláž";"Tayvan Hava Kuvvetleri işaretli standart kamuflaj deseni";"中\t华\t民\t国\t空\t军\t标\t准\t涂\t装";"Standard camouflage pattern with insignia of ROCAF";"Padrão de camuflagem com insígnia de ROCAF";"Стандартна схема камуфляжу з розпізнавальними знаками ВПС Китайської республіки.";"Standard camouflage pattern with insignia of ROCAF";"Szabványos festés a tajvani légierő felségjelzésével.";"대만 공군 휘장이 도색된 표준 위장 패턴";"Стандартны трохкаляровы камуфляж з апазнавальнымі знакамі ВПС Тайваня.";"Standard camouflage pattern with insignia of ROCAF";"標\t準\t塗\t裝，\t中\t華\t民\t國\t空\t軍\t徽\t標";"Standard camouflage pattern with insignia of ROCAF";"Standard camouflage pattern with insignia of ROCAF";;
"g_56/marco_aero";"""Viva l'Italia"" camouflage";"Camouflage ""Viva l'Italia""";"Livrea ""Viva l'Italia""";"""Viva l'Italia"" Tarnanstrich ";"Camuflaje ""Viva l'Italia""";"Камуфляж ""Да здравствует Италия""";"Kamuflaż ""Viva l'Italia""";"Modrý vzor s trikolórou";"""Viva l'Italia"" kamuflajı";"“意\t大\t利\t万\t岁”\t涂\t装";"""Viva l'Italia"" camouflage";"Camuflagem ""Viva l'Italia""";"Камуфляж ""Хай живе Італія""";"""Viva l'Italia"" camouflage";"Viva l'Italia festés";"""Viva I'talia"" 위장도색";"Камуфляж «Viva l'Italia»";"""Viva l'Italia"" camouflage";"“義\t大\t利\t萬\t歲”\t塗\t裝";"""Viva l'Italia"" camouflage";"""Viva l'Italia"" camouflage";;
"g_56/marco_aero/desc";"Marco tribute ""Viva l'Italia"" camouflage";"Camouflage hommage à Marco ""Viva l'Italia""";"Tributo a Marco Oculisti";"Marco tribute ""Viva l'Italia"" Tarnanstrich ";"Camuflaje de tributo a Marco ""Viva l'Italia""";"Памятный камуфляж Марко ""Да здравствует Италия""";"Kamuflaż w hołdzie Marco ""Viva l'Italia""";"kamufláž ""Viva l'Italia""";"Marco'ya ithafen, ""Viva l'Italia"" kamuflajı";"“意\t大\t利\t万\t岁”\t涂\t装，\t以\t此\t致\t敬\t意\t大\t利\t线\t顾\t问\t马\t尔\t科";"Marco tribute ""Viva l'Italia"" camouflage";"Camuflagem de homenagem a Marco ""Viva l'Italia""";"Пам'ятний камуфляж Марко ""Хай живе Італія""";"Marco tribute ""Viva l'Italia"" camouflage";"Viva l'Italia festés Marco Oculisti emlékére.";"마르코 기념 ""Viva I'talia"" 위장도색";"Памятны камуфляж Марка «Viva l'Italia»";"Marco tribute ""Viva l'Italia"" camouflage";"“義\t大\t利\t萬\t歲”\t塗\t裝，\t以\t此\t致\t敬\t義\t大\t利\t線\t顧\t問\t馬\t爾\t科";"Marco tribute ""Viva l'Italia"" camouflage";"Marco tribute ""Viva l'Italia"" camouflage";;
"g_56/marco_d1a";"""Herringbone"" camouflage";"camouflage ""Herringbone""";"Livrea ""a spina di pesce""";"""Herringbone"" Tarnanstrich ";"Camuflaje ""Herringbone""";"Камуфляж ""Елочка""";"Kamuflaż ""Herringbone""";"Hnědo-zelený vzor";"""Herringbone"" kamuflajı";"“人\t字\t形”\t涂\t装";"""Herringbone"" camouflage";"Camuflagem ""Herringbone""";"Камуфляж ""Ялинка""";"""Herringbone"" camouflage";"Halszálkamintás festés";"""헤링본"" 위장도색";"Камуфляж «Елачка»";"""Herringbone"" camouflage";"“人\t字\t形”\t塗\t裝";"""Herringbone"" camouflage";"""Herringbone"" camouflage";;
