"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"worldWar/cantChangeCountryInOperation";"You cannot change country while in a World War operation";"Vous ne pouvez pas changer de nation pendant une opération de la guerre mondiale";"Non puoi cambiare nazione durante le operazioni della Guerra Mondiale";"Du kannst deine Nation während einer Operation im Weltkrieg-Modus nicht ändern";"No puedes cambiar de país durante la operación de Guerra Mundial";"Вы не можете изменить страну, находясь в операции Мировой войны";"Nie możesz zmienić kraju w trakcie operacji Wojny światowej";"Při operaci Světové války nemůžeš změnit zemi";"Dünya Savaşı operasyonu sırasında ülke değişikliği yapamazsınız";"在\t世\t界\t大\t战\t的\t军\t事\t行\t动\t中\t无\t法\t更\t改\t国\t家";"世界大戦作戦中に\t国を\t変更することはできません";"Você não pode mudar de país enquanto está em operação na guerra mundial";"Ви не можете змінити країну перебуваючи в операції Світової Війни";"You cannot change country while in a World War operation";"Nem válthatsz országot egy világháborús hadművelet közben.";"세계대전 작전중에는 국가를 변경할 수 없습니다.";"Вы не можаце змяніць дзяржаву, пакуль знаходзіцеся ў аперацыі Сусветнай вайны";"Nu poți schimba țara cât timp ești într-o operațiune din Războiul Mondial";"在\t世\t界\t大\t戰\t的\t軍\t事\t行\t動\t中\t無\t法\t更\t改\t國\t家";"  ";"Bạn không thể thay đổi quốc gia khi đang trong một chiến dịch Thế Chiến";;
"worldWar/squad/onlyLeaderCanJoinOperation";"Only the leader of the squad can join the operation";"Seul le chef de l’équipe peut se joindre à l’opération";"Solo il capo plotone può aderire all'operazione";"Nur der Anführer der Staffel kann der Operation beitreten.";"Sólo el líder de escuadrón puede unirse a la operación";"Только лидер отряда может присоединиться к операции";"Tylko dowódca oddziału może dołączyć do operacji";"Pouze velitel skupiny ji může zapojit do operace";"Sadece manga lideri harekata katılabilir";"只\t有\t小\t队\t队\t长\t有\t权\t加\t入\t军\t事\t行\t动";"作戦に\t参加できるのは\t分隊\tリーダーだけです。";"Apenas o líder do esquadrão pode juntar-se à operação";"Тільки лідер загону може приєднатися до операції";"Samo komandir odreda može započeti operaciju";"Csak az osztag parancsnoka tud csatlakozni a hadművelethez";"비행대 지휘관만이 작전을 개시할 수 있습니다.";"Толькі камандзір звязу можа далучыцца да аперацыі";"Doar liderul detașamentului poate începe participarea la operațiune";"只\t有\t小\t隊\t隊\t長\t有\t權\t加\t入\t軍\t事\t行\t動";"  ";"Chỉ mỗi chỉ huy của tổ đội mới có thể tham gia vào chiến dịch";;
"worldWar/squad/membersHasDifferentSide";"Players involved in the operation on the warring sides cannot fight in it within one squad";"Les joueurs participant à l’opération avec des nations belligérantes ne peuvent pas combattre au sein d’une même escouade";"I giocatori in conflitto coinvolti nell'operazione non possono combattere facendo parte di un plotone";"Spieler, die in der Operation auf unterschiedlicher Seite teilnehmen, können nicht in einer Staffel kämpfen.";"Jugadores involucrados en la operación de las partes beligerantes no pueden combatir en él dentro de un escuadrón";"Игроки, участвующие в операции на враждующих сторонах, не могут сражаться в ней в одном отряде";"Gracze biorący udział w operacji po przeciwnych stronach nie mogą walczyć w jednej drużynie";"Hráči zapojení do operace na soupeřících stranách nemůžou bojovat v jedné skupině";"Savaşan taraflarda harekata katılan oyuncular tek bir manganın içinde savaşamaz";"小\t队\t成\t员\t无\t法\t在\t军\t事\t行\t动\t中\t加\t入\t对\t立\t阵\t营。";"作戦で\t敵となった\tプレイヤー\t同士は\t分隊を\t組む\t事ができません。";"Os jogadores envolvidos na operação não podem lutar dentro de uma equipe";"Гравці, які беруть участь в операції у ворогуючих сторонах, не можуть боротися в ній в одній ланці";"Igrači uključeni u bitku na različitim stranama se ne mogu boriti u sklopu jednog odreda";"A hadviselő felek különböző oldalán harcoló játékosok nem lehetnek egy osztagban.";"전쟁 중인 다른 편에 속해 있는 플레이어는 하나의 편대로 싸울 수 없습니다.";"Гульцы, якія бяруць удзел у аперацыі за варагуючыя бакі, не могуць біцца ў ёй у адным звязе";"Jucătorii implicați în operațiune cu națiuni adverse nu pot lupta în cadrul unui detașament";"小\t隊\t成\t員\t無\t法\t在\t軍\t事\t行\t動\t中\t加\t入\t對\t立\t陣\t營。";"  ";"Người chơi tham gia vào chiến dịch bên phe tham chiến khác nhau không thể tham chiến trong cùng một tổ đội";;
"worldwar/squad/army_full";"No free player slots in the battle";"Aucun emplacement de joueur disponible dans la bataille";"Nessun posto disponibile in questa battaglia";"Keine freien Spielerplätze mehr.";"No hay cupos de jugadores libres en la batalla";"Нет свободных мест в битве";"Brak wystarczającej ilości miejsca do starcia";"V bitvě není dostatek místa";"Savaşta boş oyuncu yeri yok";"该\t战\t斗\t已\t无\t玩\t家\t空\t位";"この\t戦闘は\t満杯です。";"Não há vagas de jogador livre na batalha";"Немає вільних місь в бою";"U bici nema dovoljno mesta";"Nincs szabad hely a csatában";"전투에 참여할 수 있는 공간이 없습니다.";"Няма вольных месцаў у бітве";"Nu mai sunt locuri libere în bătălie";"該\t戰\t鬥\t已\t無\t玩\t家\t空\t位";"  ";"Không còn chỗ cho người chơi trong trận chiến.";;
"worldwar/squad/queue_full";"No free player slots in the battle queue for a squad";"Aucune place disponible en attente de la bataille pour une escouade";"Nessun posto libero nella coda di battaglia per il plotone";"Keine freie Spieler-Slots in der Warteschlange für Staffeln";"No hay cupos disponibles para escuadrones en la cola de espera de batalla";"В очереди нет свободных мест для отряда";"Brak wolnych miejsc w kolejce do bitwy dla oddziału";"V bitvě není dostatečný počet volných míst pro připojení skupiny";"Çarpışma sırasına girmek için mangada yeteri kadar serbest oyuncu slotu yok";"该\t战\t斗\t排\t队\t的\t空\t位\t无\t法\t容\t纳\t小\t队\t成\t员";"分隊用の\tバトルキューに\tプレイヤーの\t空き\tスロットがありません";"Fila de espera sobrelotada";"Немає вільних слотів для гравців в черзі загону";"No free player slots in the battle queue for a squad";"Nincs szabad hely a csata várólistáján egy osztagnak";"편대가 전투 대기열에 참여할 수 있는 공간이 없습니다.";"У чарзе няма вольных месцаў для атрада";"Nu sunt locuri libere pentru detașamente în coada de așteptare";"該\t戰\t鬥\t排\t隊\t的\t空\t位\t無\t法\t容\t納\t小\t隊\t成\t員";"  ";"Không còn chỗ cho người chơi trong hàng đợi tìm tổ đội";;
"worldwar/squad/insufficiently_available_units";"There are not enough units in your squad available for the battle";"Il n'y a pas assez d’unités disponibles dans votre escouade pour la bataille";"Non ci sono abbastanza unità disponibili nel plotone per la battaglia";"In deiner Staffel sind zu wenige Einheiten zum Kampf bereit.";"No hay suficientes unidades en su escuadra disponibles para la batalla";"В отряде недостаточно доступной техники в слотах";"Twój oddział jest zbyt mało liczny, aby dołączyć do bitwy";"Pro vstup do bitvy není dostatek strojů ve skupině";"Savaş için takımınızda kullanılabilir yeterli birim yok";"小\t队\t中\t可\t用\t的\t载\t具\t单\t位\t已\t不\t足\t以\t继\t续\t战\t斗";"戦闘に\t参加可能な\t部隊\tユニットが\t足りていません。";"Não há unidades disponíveis suficientes na squad para a batalha";"У ланці недостатньо доступної техніки в слотах";"Nema dovoljno dostupnih jedinica u odredu za bitku";"Az osztagnak nincs elegendő rendelkezésre álló járműve a csatába lépéshez";"당신의 부대원이 전투에 참여 가능한 장비가 충분하지 않습니다.";"У звязе недастаткова даступнай тэхнікі ў слотах";"Nu sunt suficiente unități în detașament disponibile pentru luptă";"小\t隊\t中\t可\t用\t的\t載\t具\t單\t位\t已\t不\t足\t以\t繼\t續\t戰\t鬥";"  ";"Không có đủ đơn vị trong tổ đội của bạn đang sẵn sàng tham gia trận chiến";;
"worldwar/squad/onlyLeaderCanJoinBattle";"Only the leader of the squad can join the battle";"Seul le chef d'escouade peut rejoindre la bataille";"Solo il capo plotone può unirsi alla battaglia";"Nur der Anführer der Staffel kann der Schlacht beitreten.";"Sólo el líder de escuadrón puede unirse a la batalla";"Только лидер отряда может присоединиться к битве";"Jedynie dowódca oddziału może dołączyć do bitwy";"Pouze velitel skupiny ji může zapojit do bitvy";"Sadece manga lideri çarpışmalara katılabilir";"只\t有\t小\t队\t队\t长\t有\t权\t加\t入\t战\t斗";"戦闘に\t参加できるのは\t分隊\tリーダーだけです。";"Apenas o líder do esquadrão se pode juntar à batalha";"Тільки лідер загону може приєднатися до битви";"Samo vođa odreda može da se pridruži bici";"Csak az osztag parancsnoka tud csatlakozni a csatához";"비행대 지휘관만이 전투을 개시할 수 있습니다.";"Толькі камандзір звязу можа далучыцца да бітвы";"Doar liderul detașamentului poate începe participarea la bătălie";"只\t有\t小\t隊\t隊\t長\t有\t權\t加\t入\t戰\t鬥";"  ";"Chỉ mỗi chỉ huy của tổ đội mới có thể tham gia vào trận chiến";;
"worldwar/squad/notAllowedMembers";"There are members in the squad who are not allowed to participate in World War";"Certains membres de l'escouade ne sont pas autorisés à participer à la guerre mondiale";"Ci sono membri nel plotone che non possono partecipare alla Guerra Mondiale";"Es gibt Mitglieder in der Staffel, die nicht am Weltkrieg teilnehmen dürfen";"Hay miembros de la escuadra que no tienen permitido participar en Guerra Mundial";"В отряде присутствуют игроки с закрытым доступом к Мировой войне";"W oddziale znajdują się członkowie niedopusczeni do udziału w Wojnie Światowej";"Ve skupině jsou členové, kteří se nemohou zúčastnit Světové války";"Manganın bazı üyeleri Dünya Savaşına katılamaz";"小\t队\t中\t有\t成\t员\t被\t禁\t止\t参\t加\t世\t界\t大\t战\t模\t式";"分隊に、\t世界大戦への\t参加が\t許可されていない\tメンバーがいます";"Há membros na equipe que estão interditos de participar na Guerra Mundial";"У загоні присутні гравці з закритим доступом до Світової війні";"There are members in the squad who are not allowed to participate in World War";"Vannak az osztagban olyanok, akik nem vehetnek részt világháborúban";"세계 대전에 참여할 수 없는 편대원이 있습니다";"У атрадзе прысутнічаюць гульцы з закрытым доступам да Сусветнай вайны";"There are members in the squad who are not allowed to participate in World War";"小\t隊\t中\t有\t成\t員\t被\t禁\t止\t參\t加\t世\t界\t大\t戰\t模\t式";"  ";"Có thành viên trong tổ được không được phép tham gia vào thế chiến";;
"worldwar/iconAllVehicle";"⌉";"⌉";"⌉";"⌉";"⌉";"⌉";"⌉";"⌉";"⌉";"⌉";"⌉";"⌉";"⌉";"⌉";"⌉";"⌉";"⌉";"⌉";"⌉";"  ";"⌉";;
"worldwar/iconAir";"▍";"▍";"▍";"▍";"▍";"▍";"▍";"▍";"▍";"▍";"▍";"▍";"▍";"▍";"▍";"▍";"▍";"▍";"▍";"  ";"▍";;
"worldwar/iconAssault";"▎";"▎";"▎";"▎";"▎";"▎";"▎";"▎";"▎";"▎";"▎";"▎";"▎";"▎";"▎";"▎";"▎";"▎";"▎";"  ";"▎";;
"worldwar/iconBomber";"▏";"▏";"▏";"▏";"▏";"▏";"▏";"▏";"▏";"▏";"▏";"▏";"▏";"▏";"▏";"▏";"▏";"▏";"▏";"  ";"▏";;
"worldwar/iconHelicopter";"⊦";"⊦";"⊦";"⊦";"⊦";"⊦";"⊦";"⊦";"⊦";"⊦";"⊦";"⊦";"⊦";"⊦";"⊦";"⊦";"⊦";"⊦";"⊦";"  ";"⊦";;
"worldwar/iconHelicopterInfantry";"⊧";"⊧";"⊧";"⊧";"⊧";"⊧";"⊧";"⊧";"⊧";"⊧";"⊧";"⊧";"⊧";"⊧";"⊧";"⊧";"⊧";"⊧";"⊧";"  ";"⊧";;
"worldwar/iconGround";"╠";"╠";"╠";"╠";"╠";"╠";"╠";"╠";"╠";"╠";"╠";"╠";"╠";"╠";"╠";"╠";"╠";"╠";"╠";"  ";"╠";;
"worldwar/iconWater";"⋛";"⋛";"⋛";"⋛";"⋛";"⋛";"⋛";"⋛";"⋛";"⋛";"⋛";"⋛";"⋛";"⋛";"⋛";"⋛";"⋛";"⋛";"⋛";"  ";"⋛";;
"worldwar/iconWaterDestroyer";"⋚";"⋚";"⋚";"⋚";"⋚";"⋚";"⋚";"⋚";"⋚";"⋚";"⋚";"⋚";"⋚";"⋚";"⋚";"⋚";"⋚";"⋚";"⋚";"  ";"⋚";;
"worldwar/iconWaterCruiser";"⋘";"⋘";"⋘";"⋘";"⋘";"⋘";"⋘";"⋘";"⋘";"⋘";"⋘";"⋘";"⋘";"⋘";"⋘";"⋘";"⋘";"⋘";"⋘";"  ";"⋘";;
"worldwar/iconWaterCruiserFire";"⋙";"⋙";"⋙";"⋙";"⋙";"⋙";"⋙";"⋙";"⋙";"⋙";"⋙";"⋙";"⋙";"⋙";"⋙";"⋙";"⋙";"⋙";"⋙";"  ";"⋙";;
"worldwar/iconLandingCraftEmpty";"⋒";"⋒";"⋒";"⋒";"⋒";"⋒";"⋒";"⋒";"⋒";"⋒";"⋒";"⋒";"⋒";"⋒";"⋒";"⋒";"⋒";"⋒";"⋒";"  ";"⋒";;
"worldwar/iconLandingCraftTank";"⋓";"⋓";"⋓";"⋓";"⋓";"⋓";"⋓";"⋓";"⋓";"⋓";"⋓";"⋓";"⋓";"⋓";"⋓";"⋓";"⋓";"⋓";"⋓";"  ";"⋓";;
"worldwar/iconLandingCraftInfantry";"⋔";"⋔";"⋔";"⋔";"⋔";"⋔";"⋔";"⋔";"⋔";"⋔";"⋔";"⋔";"⋔";"⋔";"⋔";"⋔";"⋔";"⋔";"⋔";"  ";"⋔";;
"worldwar/iconLandingCraftArtillery";"⋕";"⋕";"⋕";"⋕";"⋕";"⋕";"⋕";"⋕";"⋕";"⋕";"⋕";"⋕";"⋕";"⋕";"⋕";"⋕";"⋕";"⋕";"⋕";"  ";"⋕";;
"worldwar/iconCoastalArtillery";"⋖";"⋖";"⋖";"⋖";"⋖";"⋖";"⋖";"⋖";"⋖";"⋖";"⋖";"⋖";"⋖";"⋖";"⋖";"⋖";"⋖";"⋖";"⋖";"  ";"⋖";;
"worldwar/iconCoastalArtilleryFire";"⋗";"⋗";"⋗";"⋗";"⋗";"⋗";"⋗";"⋗";"⋗";"⋗";"⋗";"⋗";"⋗";"⋗";"⋗";"⋗";"⋗";"⋗";"⋗";"  ";"⋗";;
"worldwar/iconInfantry";"╟";"╟";"╟";"╟";"╟";"╟";"╟";"╟";"╟";"╟";"╟";"╟";"┤";"╟";"╟";"┤";"╟";"╟";"╟";"  ";"╟";;
"worldwar/iconArtillery";"┗";"┗";"┗";"┗";"┗";"┗";"┗";"┗";"┗";"┗";"┗";"┗";"┗";"┗";"┗";"┗";"┗";"┗";"┗";"  ";"┗";;
"worldwar/iconArtilleryFire";"┎";"┎";"┎";"┎";"┎";"┎";"┎";"┎";"┎";"┎";"┎";"┎";"┎";"┎";"┎";"┎";"┎";"┎";"┎";"  ";"┎";;
"worldWar/iconMoral";"╣";"╣";"╣";"╣";"╣";"╣";"╣";"╣";"╣";"╣";"╣";"╣";"╣";"╣";"╣";"╣";"╣";"╣";"╣";"  ";"╣";;
"worldWar/iconMove";"╧";"╧";"╧";"╧";"╧";"╧";"╧";"╧";"╧";"╧";"╧";"╧";"╧";"╧";"╧";"╧";"╧";"╧";"╧";"  ";"╧";;
"worldWar/iconEntrenched";"╦";"╦";"╦";"╦";"╦";"╦";"╦";"╦";"╦";"╦";"╦";"╦";"╦";"╦";"╦";"╦";"╦";"╦";"╦";"  ";"╦";;
"worldWar/iconBattle";"╥";"╥";"╥";"╥";"╥";"╥";"╥";"╥";"╥";"╥";"╥";"╥";"╥";"╥";"╥";"╥";"╥";"╥";"╥";"  ";"╥";;
"worldWar/iconIdle";"╨";"╨";"╨";"╨";"╨";"╨";"╨";"╨";"╨";"╨";"╨";"╨";"╨";"╨";"╨";"╨";"╨";"╨";"╨";"  ";"╨";;
"worldWar/iconCommander";"┐";"┐";"┐";"┐";"┐";"┐";"┐";"┐";"┐";"┐";"┐";"┐";"┐";"┐";"┐";"┐";"┐";"┐";"┐";"  ";"┐";;
"worldWar/iconReinforcement";"┑";"┑";"┑";"┑";"┑";"┑";"┑";"┑";"┑";"┑";"┑";"┑";"┑";"┑";"┑";"┑";"┑";"┑";"┑";"  ";"┑";;
"worldWar/iconArmy";"┒";"┒";"┒";"┒";"┒";"┒";"┒";"┒";"┒";"┒";"┒";"┒";"┒";"┒";"┒";"┒";"┒";"┒";"┒";"  ";"┒";;
"worldWar/iconStrike";"┍";"┍";"┍";"┍";"┍";"┍";"┍";"┍";"┍";"┍";"┍";"┍";"┍";"┍";"┍";"┍";"┍";"┍";"┍";"  ";"┍";;
"worldWar/iconAirFighter";"▍";"▍";"▍";"▍";"▍";"▍";"▍";"▍";"▍";"▍";"▍";"▍";"▍";"▍";"▍";"▍";"▍";"▍";"▍";"  ";"▍";;
"worldWar/iconAirAssault";"▎";"▎";"▎";"▎";"▎";"▎";"▎";"▎";"▎";"▎";"▎";"▎";"▎";"▎";"▎";"▎";"▎";"▎";"▎";"  ";"▎";;
"worldWar/iconAirBomber";"▏";"▏";"▏";"▏";"▏";"▏";"▏";"▏";"▏";"▏";"▏";"▏";"▏";"▏";"▏";"▏";"▏";"▏";"▏";"  ";"▏";;
"worldWar/iconAirHelicopter";"⊦";"⊦";"⊦";"⊦";"⊦";"⊦";"⊦";"⊦";"⊦";"⊦";"⊦";"⊦";"⊦";"⊦";"⊦";"⊦";"⊦";"⊦";"⊦";"  ";"⊦";;
"worldWar/map/1v1_test_wwmap";"Test Operation";"Opération de test";"Operazione di Prova";"Test Operation";"Operación de Prueba";"Тестовая операция";"Operacja testowa";"Testovací operace";"Test Harekatı";"测\t试\t行\t动";"テスト\t作戦";"Operação de Teste";"Тестова операція";"Test operacija";"Teszt hadművelet";"시험 작전";"Тэставая аперацыя";"Operațiune test";"測\t試\t行\t動";"  ";"Chiến dịch thử nghiệm";;
"wwar/operations/1v1_test_wwmap";"Test Operation.";"Opération de test.";"Operazione di Prova.";"Test Operation.";"Operación de Prueba.";"Тестовая операция.";"Operacja testowa.";"Testovací operace.";"Test Operasyonu.";"测\t试\t行\t动.";"テスト\t作戦。";"Operação de Teste.";"Тестова операція.";"Test operacija.";"Teszt hadművelet.";"시험 작전.";"Тэставая аперацыя.";"Operațiune test.";"測\t試\t行\t動.";"  ";"Chiến dịch thử nghiệm.";;
"worldWar/map/kursk_south_wwmap";"Battle of Kursk. Southern Face";"Bataille de Koursk. Face sud";"Battaglia di Kursk. Fronte Sud";"Schlacht um Kursk - Südseite";"Batalla de Kursk. Frente Sur";"Курская дуга. Южный фас";"Bitwa na Łuku Kurskim. Kierunek południowy.";"Bitva o Kursk, jižní oblouk";"Kursk Muharebesi, Güney Tarafı";"库\t尔\t斯\t克\t战\t役 • 南\t线\t战\t场";"クルスクの\t戦い、\t南側。";"Batalha de Kursk, Frente Sul";"Курська дуга. Південний фас";"Bitka za Kursk. Južni deo.";"Kurszki csata, déli harcvonal";"쿠르스크 전투. 남부 전선";"Курская дуга. Паўднёвы фас";"Bătălia din Kursk, partea sudică";"庫\t爾\t斯\t克\t戰\t役 • 南\t線\t戰\t場";"  ";"Trận Kursk. Mặt phía Nam";;
"wwar/operations/kursk_south_wwmap";"Kursk.";"Kursk.";"Kursk.";"Kursk";"Kursk.";"Курск.";"Kursk.";"Kursk";"Kursk.";"库\t尔\t斯\t克";"クルスク";"Kursk.";"Курськ.";"Kursk.";"Kurszk.";"쿠르스크.";"Курск.";"Kursk.";"庫\t爾\t斯\t克";"  ";"Kursk.";;
"worldWar/map/kursk_south_wwmap/desc";"July 5th, 1943. German forces begin an offensive against Soviet defenses in the Belgorod-Kursk direction.";"5 juillet 1943. Les forces allemandes lancent une offensive contre les forces soviétiques dans la direction Belgorod-Kursk.";"5 Luglio 1943. Le forze tedesche iniziano un'offensiva contro le difese sovietiche in direzione di Belgorod-Kursk.";"5. Juli 1943. Deutsche Truppen befinden sich im Vormarsch gegen sowjetische Verteidigungspositionen vor Belgorod-Kursk.";"5 de Julio de 1943. Fuerzas Alemanas comienzan una ofensiva contra las defensas Soviéticas en la dirección Belgorod-Kursk.";"5 июля 1943 года. Германское командование начинает наступление на оборонительные позиции советских войск на белгородско-курском направлении.";"5 lipca 1943. Siły niemieckie rozpoczęły ofensywę przeciwko radzieckiej obronie na kierunku Białogród – Kursk.";"5. července 1943 zahájily německé síly ofenzívu proti sovětské obraně ve směru Bělgorod – Kursk.";"5 Temmuz 1943. Alman kuvvetleri Sovyet savunmalarına karşı Belgorod-Kursk yönünde bir saldırı başlattı.";"1943 年 7 月 5 日，\t德\t军\t从\t别\t尔\t哥\t罗\t德\t向\t库\t尔\t斯\t克\t发\t起\t了\t一\t场\t史\t无\t前\t例\t的\t进\t攻\t作\t战。";"1943年\t7月\t5日。\tドイツ\t軍は\tベルゴロド-クルスク\t方面の\tソ\t連防衛線に\t攻撃を\t仕掛ける。";"5 de Julho de 1943. As forças alemães iniciaram uma ofensiva contra as defesas soviéticas em direcção a Belgorod-Kursk.";"5 липня 1943 року. Німецьке командування починає наступ на оборонні позиції радянських військ на білгородсько-курському напрямку.";"5. Jula, 1943. Nemačke snage kreću u ofanzivu protiv Sovjetske odbrane na pravcu Belgorod-Kursk.";"1943. július 5. A német erők támadást indítanak a szovjet védelem ellen Belgorod–Kurszk irányában.";"1943년 7월 5일, 독일군은 벨고로드-쿠르스크 방면으로 소련군 방어선에 대한 공세를 개시하였다.";"5 ліпеня 1943 г. Нямецкае камандаванне пачынае наступленне на абарончыя пазіцыі савецкіх войскаў на белгародска-курскім напрамку.";"5 iulie 1943. Forțele germane încep o ofensivă împotriva defensivei sovietice în direcția Belgorod-Kursk.";"1943 年 7 月 5 日，\t德\t軍\t從\t別\t爾\t哥\t羅\t德\t向\t庫\t爾\t斯\t克\t發\t起\t了\t一\t場\t史\t無\t前\t例\t的\t進\t攻\t作\t戰。";"  ";"Ngày 5 Tháng 7 Năm 1943. Lực lượng quân Đức tổ chức một chiến dịch tấn công các tuyến phòng thủ của Hồng quân Liên Xô theo hướng Belgoro-Kursk.";;
"worldWar/map/ardenn_wwmap";"Battle of the Bulge";"Bataille des Ardennes";"Offensiva delle Ardenne";"Ardennenoffensive";"Batalla de las Ardenas";"Арденнская операция";"Bitwa o Ardeny";"Bitva v Ardenách";"Bulge Muharebesi";"突\t出\t部\t战\t役";"バルジの\t戦い";"Batalha das Ardenas";"Арденська операція";"Ardenska bitka";"Ardenneki offenzíva";"벌지 전투";"Ардэнская аперацыя";"Bătălia din Ardeni";"突\t出\t部\t戰\t役";"  ";"Trận chiến Bulge";;
"wwar/operations/ardenn_wwmap";"Bulge.";"Ardennes.";"Ardenne.";"Ardennen";"Ardenas.";"Арденны.";"Ardeny.";"Ardeny";"Bulge.";"突\t出\t部";"バルジ";"Ardenas.";"Ардени.";"Ardeni.";"Ardennek.";"벌지.";"Ардэны.";"Ardeni.";"突\t出\t部。\t突\t出\t部";"  ";"Bulge.";;
"worldWar/map/ardenn_wwmap/desc";"December 16th, 1944.";"16 décembre 1944.";"16 dicembre 1944.";"16. Dezember 1944.";"16 de diciembre de 1944.";"16 декабря 1944 года.";"16 grudnia 1944 roku.";"16. prosince 1944";"16 Aralık, 1944.";"1944 年 12 月 16 日";"1944年 12 月 16 日";"16 de Dezembro de 1944.";"16 грудня 1944 року.";"16. Decembar 1944.";"1944. december 16.";"1944년 12월 16일.";"16 снежня 1944 г.";"16 decembrie 1944.";"1944 年 12 月 16 日";"  ";"Ngày 16 Tháng 12 năm 1944.";;
"worldWar/map/el_alamein_wwmap";"Second Battle of El Alamein";"Seconde bataille d'El Alamein";"Seconda Battaglia di El Alamein";"Zweite Schlacht von El Alamein";"Segunda Batalla de El Alamein";"Второе сражение при Эль-Аламейне";"Druga bitwa pod El Alamein";"Druhá bitva u El Alameinu";"II. El Alameyn Muharebesi";"第\t二\t次\t阿\t拉\t曼\t战\t役";"第二次\tエル・アラメインの\t戦い";"Segunda Batalha de El Alamein";"Друга битва за Ель-Аламейн";"Druga bitka za El Alamejn";"Második el-alameini csata";"2차 엘 알라메인 전투";"Бітва пры Эль-Аламейне";"A doua bătălie de la El Alamein";"第\t二\t次\t阿\t拉\t曼\t戰\t役";"  ";"Trận chiến El Alamein thứ hai";;
"wwar/operations/el_alamein_wwmap";"El Alamein.";"El Alamein.";"El Alamein.";"El Alamein";"El Alamein.";"Эль-Аламейн.";"El Alamein.";"El Alamein";"El Alameyn.";"阿\t拉\t曼";"エル ・ アラメイン";"El Alamein.";"Ель-Аламейн.";"El Alamejn.";"el-Alamein.";"엘 알라메인.";"Эль-Аламейн.";"El Alamein.";"阿\t拉\t曼";"  ";"El Alamein.";;
