"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"hint/squad_orders/no_way_to_throw_grenade_nobody_can_reach";"The soldier cannot throw a grenade to the specified point";"The soldier cannot throw a grenade to the specified point";"The soldier cannot throw a grenade to the specified point";"The soldier cannot throw a grenade to the specified point";"The soldier cannot throw a grenade to the specified point";"Боец не может кинуть гранату в указанную точку";"The soldier cannot throw a grenade to the specified point";"The soldier cannot throw a grenade to the specified point";"The soldier cannot throw a grenade to the specified point";"The soldier cannot throw a grenade to the specified point";"The soldier cannot throw a grenade to the specified point";"The soldier cannot throw a grenade to the specified point";"Боец не может кинуть гранату в указанную точку";"The soldier cannot throw a grenade to the specified point";"The soldier cannot throw a grenade to the specified point";"The soldier cannot throw a grenade to the specified point";"Боец не может кинуть гранату в указанную точку";"The soldier cannot throw a grenade to the specified point";"The soldier cannot throw a grenade to the specified point";"The soldier cannot throw a grenade to the specified point";"The soldier cannot throw a grenade to the specified point";;
"hint/squad_orders/soldier_reports_failed_to_attack_vehicle";"The soldier cannot attack the specified vehicle";"The soldier cannot attack the specified vehicle";"The soldier cannot attack the specified vehicle";"The soldier cannot attack the specified vehicle";"The soldier cannot attack the specified vehicle";"Боец не может атаковать указанную технику";"The soldier cannot attack the specified vehicle";"The soldier cannot attack the specified vehicle";"The soldier cannot attack the specified vehicle";"The soldier cannot attack the specified vehicle";"The soldier cannot attack the specified vehicle";"The soldier cannot attack the specified vehicle";"Боец не может атаковать указанную технику";"The soldier cannot attack the specified vehicle";"The soldier cannot attack the specified vehicle";"The soldier cannot attack the specified vehicle";"Боец не может атаковать указанную технику";"The soldier cannot attack the specified vehicle";"The soldier cannot attack the specified vehicle";"The soldier cannot attack the specified vehicle";"The soldier cannot attack the specified vehicle";;
"hint/personal_context_command_canceled/too_far";"Personal order cancelled. You are too far from your squadmate";"Personal order cancelled. You are too far from your squadmate";"Personal order cancelled. You are too far from your squadmate";"Personal order cancelled. You are too far from your squadmate";"Personal order cancelled. You are too far from your squadmate";"Персональный приказ отменён. Вы отошли на слишком большое расстояние от вашего члена отряда";"Personal order cancelled. You are too far from your squadmate";"Personal order cancelled. You are too far from your squadmate";"Personal order cancelled. You are too far from your squadmate";"Personal order cancelled. You are too far from your squadmate";"Personal order cancelled. You are too far from your squadmate";"Personal order cancelled. You are too far from your squadmate";"Персональный приказ отменён. Вы отошли на слишком большое расстояние от вашего члена отряда";"Personal order cancelled. You are too far from your squadmate";"Personal order cancelled. You are too far from your squadmate";"Personal order cancelled. You are too far from your squadmate";"Персональный приказ отменён. Вы отошли на слишком большое расстояние от вашего члена отряда";"Personal order cancelled. You are too far from your squadmate";"Personal order cancelled. You are too far from your squadmate";"Personal order cancelled. You are too far from your squadmate";"Personal order cancelled. You are too far from your squadmate";;
"hint/squad/next_soldier_after_death";"Next soldier";"Next soldier";"Next soldier";"Next soldier";"Next soldier";"Следующий солдат";"Next soldier";"Next soldier";"Next soldier";"Next soldier";"Next soldier";"Next soldier";"Следующий солдат";"Next soldier";"Next soldier";"Next soldier";"Следующий солдат";"Next soldier";"Next soldier";"Next soldier";"Next soldier";;
"hint/hold_breath_to_aim";"{{ID_HUMAN_HOLD_BREATH}} hold breath";"{{ID_HUMAN_HOLD_BREATH}} hold breath";"{{ID_HUMAN_HOLD_BREATH}} hold breath";"{{ID_HUMAN_HOLD_BREATH}} hold breath";"{{ID_HUMAN_HOLD_BREATH}} hold breath";"{{ID_HUMAN_HOLD_BREATH}} задержать дыхание";"{{ID_HUMAN_HOLD_BREATH}} hold breath";"{{ID_HUMAN_HOLD_BREATH}} hold breath";"{{ID_HUMAN_HOLD_BREATH}} hold breath";"{{ID_HUMAN_HOLD_BREATH}} hold breath";"{{ID_HUMAN_HOLD_BREATH}} hold breath";"{{ID_HUMAN_HOLD_BREATH}} hold breath";"{{ID_HUMAN_HOLD_BREATH}} задержать дыхание";"{{ID_HUMAN_HOLD_BREATH}} hold breath";"{{ID_HUMAN_HOLD_BREATH}} hold breath";"{{ID_HUMAN_HOLD_BREATH}} hold breath";"{{ID_HUMAN_HOLD_BREATH}} задержать дыхание";"{{ID_HUMAN_HOLD_BREATH}} hold breath";"{{ID_HUMAN_HOLD_BREATH}} hold breath";"{{ID_HUMAN_HOLD_BREATH}} hold breath";"{{ID_HUMAN_HOLD_BREATH}} hold breath";;
"hint/next_variable_zoom_tip";"Change magnification";"Change magnification";"Change magnification";"Change magnification";"Change magnification";"Поменять кратность";"Change magnification";"Change magnification";"Change magnification";"Change magnification";"Change magnification";"Change magnification";"Поменять кратность";"Change magnification";"Change magnification";"Change magnification";"Поменять кратность";"Change magnification";"Change magnification";"Change magnification";"Change magnification";;
"squad_orders/frag_grenade";"Frag";"Frag";"Frag";"Frag";"Frag";"Осколочная";"Frag";"Frag";"Frag";"Frag";"Frag";"Frag";"Осколочная";"Frag";"Frag";"Frag";"Осколочная";"Frag";"Frag";"Frag";"Frag";;
"squad_orders/smoke_grenade";"Smoke";"Smoke";"Smoke";"Smoke";"Smoke";"Дымовая";"Smoke";"Smoke";"Smoke";"Smoke";"Smoke";"Smoke";"Дымовая";"Smoke";"Smoke";"Smoke";"Дымовая";"Smoke";"Smoke";"Smoke";"Smoke";;
"squad_orders/flash_grenade";"Flash";"Flash";"Flash";"Flash";"Flash";"Светошумовая";"Flash";"Flash";"Flash";"Flash";"Flash";"Flash";"Светошумовая";"Flash";"Flash";"Flash";"Светошумовая";"Flash";"Flash";"Flash";"Flash";;
"squad_orders/cancel_mate_order";"Cancel order";"Cancel order";"Cancel order";"Cancel order";"Cancel order";"Отменить приказ";"Cancel order";"Cancel order";"Cancel order";"Cancel order";"Cancel order";"Cancel order";"Отменить приказ";"Cancel order";"Cancel order";"Cancel order";"Отменить приказ";"Cancel order";"Cancel order";"Cancel order";"Cancel order";;
"squad_orders/cancel_orders";"Cancel all orders";"Cancel all orders";"Cancel all orders";"Cancel all orders";"Cancel all orders";"Отменить все приказы";"Cancel all orders";"Cancel all orders";"Cancel all orders";"Cancel all orders";"Cancel all orders";"Cancel all orders";"Отменить все приказы";"Cancel all orders";"Cancel all orders";"Cancel all orders";"Отменить все приказы";"Cancel all orders";"Cancel all orders";"Cancel all orders";"Cancel all orders";;
"squad_orders/orders_menu";"Squad actions...";"Squad actions...";"Squad actions...";"Squad actions...";"Squad actions...";"Действия отряда...";"Squad actions...";"Squad actions...";"Squad actions...";"Squad actions...";"Squad actions...";"Squad actions...";"Действия отряда...";"Squad actions...";"Squad actions...";"Squad actions...";"Действия отряда...";"Squad actions...";"Squad actions...";"Squad actions...";"Squad actions...";;
"squad_orders/attack_vehicle";"Attack vehicle";"Attack vehicle";"Attack vehicle";"Attack vehicle";"Attack vehicle";"Атаковать технику";"Attack vehicle";"Attack vehicle";"Attack vehicle";"Attack vehicle";"Attack vehicle";"Attack vehicle";"Атаковать технику";"Attack vehicle";"Attack vehicle";"Attack vehicle";"Атаковать технику";"Attack vehicle";"Attack vehicle";"Attack vehicle";"Attack vehicle";;
"squad_orders/select_specific_soldier";"Take soldier under control";"Take soldier under control";"Take soldier under control";"Take soldier under control";"Take soldier under control";"Взять под контроль солдата";"Take soldier under control";"Take soldier under control";"Take soldier under control";"Take soldier under control";"Take soldier under control";"Take soldier under control";"Взять под контроль солдата";"Take soldier under control";"Take soldier under control";"Take soldier under control";"Взять под контроль солдата";"Take soldier under control";"Take soldier under control";"Take soldier under control";"Take soldier under control";;
"weapon_menu/human/header";"Weapon menu";"Weapon menu";"Weapon menu";"Weapon menu";"Weapon menu";"Управление оружием";"Weapon menu";"Weapon menu";"Weapon menu";"Weapon menu";"Weapon menu";"Weapon menu";"Управление оружием";"Weapon menu";"Weapon menu";"Weapon menu";"Управление оружием";"Weapon menu";"Weapon menu";"Weapon menu";"Weapon menu";;
"weapon_menu/fire_mods/title";"Fire modes";"Fire modes";"Fire modes";"Fire modes";"Fire modes";"Режимы огня";"Fire modes";"Fire modes";"Fire modes";"Fire modes";"Fire modes";"Fire modes";"Режимы огня";"Fire modes";"Fire modes";"Fire modes";"Режимы огня";"Fire modes";"Fire modes";"Fire modes";"Fire modes";;
"weapon_menu/fire_mods/switch";"Switch fire mode";"Switch fire mode";"Switch fire mode";"Switch fire mode";"Switch fire mode";"Переключить режим огня ";"Switch fire mode";"Switch fire mode";"Switch fire mode";"Switch fire mode";"Switch fire mode";"Switch fire mode";"Переключить режим огня ";"Switch fire mode";"Switch fire mode";"Switch fire mode";"Переключить режим огня ";"Switch fire mode";"Switch fire mode";"Switch fire mode";"Switch fire mode";;
"weapon_menu/fire_mods/bolt_action";"Manual";"Manual";"Manual";"Manual";"Manual";"Ручн.";"Manual";"Manual";"Manual";"Manual";"Manual";"Manual";"Ручн.";"Manual";"Manual";"Manual";"Ручн.";"Manual";"Manual";"Manual";"Manual";;
"weapon_menu/fire_mods/full_auto";"Auto";"Auto";"Auto";"Auto";"Auto";"АВ";"Auto";"Auto";"Auto";"Auto";"Auto";"Auto";"АВ";"Auto";"Auto";"Auto";"АВ";"Auto";"Auto";"Auto";"Auto";;
"weapon_menu/fire_mods/full_auto_slow";"Auto Slow";"Auto Slow";"Auto Slow";"Auto Slow";"Auto Slow";"АВ Медл.";"Auto Slow";"Auto Slow";"Auto Slow";"Auto Slow";"Auto Slow";"Auto Slow";"АВ Медл.";"Auto Slow";"Auto Slow";"Auto Slow";"АВ Медл.";"Auto Slow";"Auto Slow";"Auto Slow";"Auto Slow";;
"weapon_menu/fire_mods/semi_auto";"Semi";"Semi";"Semi";"Semi";"Semi";"ОД";"Semi";"Semi";"Semi";"Semi";"Semi";"Semi";"ОД";"Semi";"Semi";"Semi";"ОД";"Semi";"Semi";"Semi";"Semi";;
"weapon_menu/fire_mods/semi_auto_2_shots";"Burst 2";"Burst 2";"Burst 2";"Burst 2";"Burst 2";"ОЧ 2";"Burst 2";"Burst 2";"Burst 2";"Burst 2";"Burst 2";"Burst 2";"ОЧ 2";"Burst 2";"Burst 2";"Burst 2";"ОЧ 2";"Burst 2";"Burst 2";"Burst 2";"Burst 2";;
"weapon_menu/fire_mods/semi_auto_3_shots";"Burst 3";"Burst 3";"Burst 3";"Burst 3";"Burst 3";"ОЧ 3";"Burst 3";"Burst 3";"Burst 3";"Burst 3";"Burst 3";"Burst 3";"ОЧ 3";"Burst 3";"Burst 3";"Burst 3";"ОЧ 3";"Burst 3";"Burst 3";"Burst 3";"Burst 3";;
"weapon_menu/fire_mods/no_fire_mods";"No other fire modes available";"No other fire modes available";"No other fire modes available";"No other fire modes available";"No other fire modes available";"Другие режимы огня недоступны";"No other fire modes available";"No other fire modes available";"No other fire modes available";"No other fire modes available";"No other fire modes available";"No other fire modes available";"Другие режимы огня недоступны";"No other fire modes available";"No other fire modes available";"No other fire modes available";"Другие режимы огня недоступны";"No other fire modes available";"No other fire modes available";"No other fire modes available";"No other fire modes available";;
"weapon_menu/unbarrel/activate_unbarrel_gun";"Activate underbarrel grenade launcher";"Activate underbarrel grenade launcher";"Activate underbarrel grenade launcher";"Activate underbarrel grenade launcher";"Activate underbarrel grenade launcher";"Активировать подствольный гранатомёт";"Activate underbarrel grenade launcher";"Activate underbarrel grenade launcher";"Activate underbarrel grenade launcher";"Activate underbarrel grenade launcher";"Activate underbarrel grenade launcher";"Activate underbarrel grenade launcher";"Активировать подствольный гранатомёт";"Activate underbarrel grenade launcher";"Activate underbarrel grenade launcher";"Activate underbarrel grenade launcher";"Активировать подствольный гранатомёт";"Activate underbarrel grenade launcher";"Activate underbarrel grenade launcher";"Activate underbarrel grenade launcher";"Activate underbarrel grenade launcher";;
"weapon_menu/unbarrel/deactivate_unbarrel_gun";"Deactivate underbarrel grenade launcher";"Deactivate underbarrel grenade launcher";"Deactivate underbarrel grenade launcher";"Deactivate underbarrel grenade launcher";"Deactivate underbarrel grenade launcher";"Деактивировать подствольный гранатомёт";"Deactivate underbarrel grenade launcher";"Deactivate underbarrel grenade launcher";"Deactivate underbarrel grenade launcher";"Deactivate underbarrel grenade launcher";"Deactivate underbarrel grenade launcher";"Deactivate underbarrel grenade launcher";"Деактивировать подствольный гранатомёт";"Deactivate underbarrel grenade launcher";"Deactivate underbarrel grenade launcher";"Deactivate underbarrel grenade launcher";"Деактивировать подствольный гранатомёт";"Deactivate underbarrel grenade launcher";"Deactivate underbarrel grenade launcher";"Deactivate underbarrel grenade launcher";"Deactivate underbarrel grenade launcher";;
"weapon_menu/unbarrel/no_unbarrel_mode";"No underbarrel gun installed";"No underbarrel gun installed";"No underbarrel gun installed";"No underbarrel gun installed";"No underbarrel gun installed";"Нет установленного подствольного оружия";"No underbarrel gun installed";"No underbarrel gun installed";"No underbarrel gun installed";"No underbarrel gun installed";"No underbarrel gun installed";"No underbarrel gun installed";"Нет установленного подствольного оружия";"No underbarrel gun installed";"No underbarrel gun installed";"No underbarrel gun installed";"Нет установленного подствольного оружия";"No underbarrel gun installed";"No underbarrel gun installed";"No underbarrel gun installed";"No underbarrel gun installed";;
"weapon_menu/laser/activate";"Activate laser";"Activate laser";"Activate laser";"Activate laser";"Activate laser";"Активировать ЛЦУ";"Activate laser";"Activate laser";"Activate laser";"Activate laser";"Activate laser";"Activate laser";"Активировать ЛЦУ";"Activate laser";"Activate laser";"Activate laser";"Активировать ЛЦУ";"Activate laser";"Activate laser";"Activate laser";"Activate laser";;
"weapon_menu/laser/deactivate";"Deactivate laser";"Deactivate laser";"Deactivate laser";"Deactivate laser";"Deactivate laser";"Деактивировать ЛЦУ";"Deactivate laser";"Deactivate laser";"Deactivate laser";"Deactivate laser";"Deactivate laser";"Deactivate laser";"Деактивировать ЛЦУ";"Deactivate laser";"Deactivate laser";"Deactivate laser";"Деактивировать ЛЦУ";"Deactivate laser";"Deactivate laser";"Deactivate laser";"Deactivate laser";;
"weapon_menu/laser/no_laser_mod";"No laser mod installed";"No laser mod installed";"No laser mod installed";"No laser mod installed";"No laser mod installed";"Нет установленного ЛЦУ";"No laser mod installed";"No laser mod installed";"No laser mod installed";"No laser mod installed";"No laser mod installed";"No laser mod installed";"Нет установленного ЛЦУ";"No laser mod installed";"No laser mod installed";"No laser mod installed";"Нет установленного ЛЦУ";"No laser mod installed";"No laser mod installed";"No laser mod installed";"No laser mod installed";;
"weapon_menu/flashlight/activate";"Activate flashlight";"Activate flashlight";"Activate flashlight";"Activate flashlight";"Activate flashlight";"Активировать фонарь";"Activate flashlight";"Activate flashlight";"Activate flashlight";"Activate flashlight";"Activate flashlight";"Activate flashlight";"Активировать фонарь";"Activate flashlight";"Activate flashlight";"Activate flashlight";"Активировать фонарь";"Activate flashlight";"Activate flashlight";"Activate flashlight";"Activate flashlight";;
"weapon_menu/flashlight/deactivate";"Deactivate flashlight";"Deactivate flashlight";"Deactivate flashlight";"Deactivate flashlight";"Deactivate flashlight";"Деактивировать фонарь";"Deactivate flashlight";"Deactivate flashlight";"Deactivate flashlight";"Deactivate flashlight";"Deactivate flashlight";"Deactivate flashlight";"Деактивировать фонарь";"Deactivate flashlight";"Deactivate flashlight";"Deactivate flashlight";"Деактивировать фонарь";"Deactivate flashlight";"Deactivate flashlight";"Deactivate flashlight";"Deactivate flashlight";;
"weapon_menu/flashlight/no_flashlight_mod";"No flashlight mod installed";"No flashlight mod installed";"No flashlight mod installed";"No flashlight mod installed";"No flashlight mod installed";"Нет установленного фонаря";"No flashlight mod installed";"No flashlight mod installed";"No flashlight mod installed";"No flashlight mod installed";"No flashlight mod installed";"No flashlight mod installed";"Нет установленного фонаря";"No flashlight mod installed";"No flashlight mod installed";"No flashlight mod installed";"Нет установленного фонаря";"No flashlight mod installed";"No flashlight mod installed";"No flashlight mod installed";"No flashlight mod installed";;
"death/bulletHit";"Bullet hit";"Bullet hit";"Bullet hit";"Bullet hit";"Bullet hit";"Попадание пули";"Bullet hit";"Bullet hit";"Bullet hit";"Bullet hit";"Bullet hit";"Bullet hit";"Попадание пули";"Bullet hit";"Bullet hit";"Bullet hit";"Попадание пули";"Bullet hit";"Bullet hit";"Bullet hit";"Bullet hit";;
"death/headshotHit";"Headshot hit";"Headshot hit";"Headshot hit";"Headshot hit";"Headshot hit";"Выстрел в голову";"Headshot hit";"Headshot hit";"Headshot hit";"Headshot hit";"Headshot hit";"Headshot hit";"Выстрел в голову";"Headshot hit";"Headshot hit";"Headshot hit";"Выстрел в голову";"Headshot hit";"Headshot hit";"Headshot hit";"Headshot hit";;
"death/meleeHit";"Melee hit";"Melee hit";"Melee hit";"Melee hit";"Melee hit";"Удар в ближнем бою";"Melee hit";"Melee hit";"Melee hit";"Melee hit";"Melee hit";"Melee hit";"Удар в ближнем бою";"Melee hit";"Melee hit";"Melee hit";"Удар в ближнем бою";"Melee hit";"Melee hit";"Melee hit";"Melee hit";;
"death/bleedOut";"Bleeding";"Bleeding";"Bleeding";"Bleeding";"Bleeding";"Кровотечение";"Bleeding";"Bleeding";"Bleeding";"Bleeding";"Bleeding";"Bleeding";"Кровотечение";"Bleeding";"Bleeding";"Bleeding";"Кровотечение";"Bleeding";"Bleeding";"Bleeding";"Bleeding";;
"death/fallDmg";"Falling from a height";"Falling from a height";"Falling from a height";"Falling from a height";"Falling from a height";"Падение с высоты";"Falling from a height";"Falling from a height";"Falling from a height";"Falling from a height";"Falling from a height";"Falling from a height";"Падение с высоты";"Falling from a height";"Falling from a height";"Falling from a height";"Падение с высоты";"Falling from a height";"Falling from a height";"Falling from a height";"Falling from a height";;
"death/ranOver";"Colliding with a vehicle";"Colliding with a vehicle";"Colliding with a vehicle";"Colliding with a vehicle";"Colliding with a vehicle";"Столкновение с техникой";"Colliding with a vehicle";"Colliding with a vehicle";"Colliding with a vehicle";"Colliding with a vehicle";"Colliding with a vehicle";"Colliding with a vehicle";"Столкновение с техникой";"Colliding with a vehicle";"Colliding with a vehicle";"Colliding with a vehicle";"Столкновение с техникой";"Colliding with a vehicle";"Colliding with a vehicle";"Colliding with a vehicle";"Colliding with a vehicle";;
"death/nearbyExplosion";"Nearby explosion";"Nearby explosion";"Nearby explosion";"Nearby explosion";"Nearby explosion";"Близкий взрыв";"Nearby explosion";"Nearby explosion";"Nearby explosion";"Nearby explosion";"Nearby explosion";"Nearby explosion";"Близкий взрыв";"Nearby explosion";"Nearby explosion";"Nearby explosion";"Близкий взрыв";"Nearby explosion";"Nearby explosion";"Nearby explosion";"Nearby explosion";;
"death/humanDrown";"Drowned";"Drowned";"Drowned";"Drowned";"Drowned";"Утонул";"Drowned";"Drowned";"Drowned";"Drowned";"Drowned";"Drowned";"Утонул";"Drowned";"Drowned";"Drowned";"Утонул";"Drowned";"Drowned";"Drowned";"Drowned";;
"death/mapArea";"Left the battlefield";"Left the battlefield";"Left the battlefield";"Left the battlefield";"Left the battlefield";"Покинул поле боя";"Left the battlefield";"Left the battlefield";"Left the battlefield";"Left the battlefield";"Left the battlefield";"Left the battlefield";"Покинул поле боя";"Left the battlefield";"Left the battlefield";"Left the battlefield";"Покинул поле боя";"Left the battlefield";"Left the battlefield";"Left the battlefield";"Left the battlefield";;
"hint/miningWall";"Mine the wall";"Mine the wall";"Mine the wall";"Mine the wall";"Mine the wall";"Заминировать стену";"Mine the wall";"Mine the wall";"Mine the wall";"Mine the wall";"Mine the wall";"Mine the wall";"Заминировать стену";"Mine the wall";"Mine the wall";"Mine the wall";"Заминировать стену";"Mine the wall";"Mine the wall";"Mine the wall";"Mine the wall";;
"hint/reassemblingWall";"Reassemble the wall";"Reassemble the wall";"Reassemble the wall";"Reassemble the wall";"Reassemble the wall";"Восстановить стену";"Reassemble the wall";"Reassemble the wall";"Reassemble the wall";"Reassemble the wall";"Reassemble the wall";"Reassemble the wall";"Восстановить стену";"Reassemble the wall";"Reassemble the wall";"Reassemble the wall";"Восстановить стену";"Reassemble the wall";"Reassemble the wall";"Reassemble the wall";"Reassemble the wall";;
"hints/gun_needs_bipod";"Bipod required";"Bipod required";"Bipod required";"Bipod required";"Bipod required";"Требуются сошки";"Bipod required";"Bipod required";"Bipod required";"Bipod required";"Bipod required";"Bipod required";"Требуются сошки";"Bipod required";"Bipod required";"Bipod required";"Требуются сошки";"Bipod required";"Bipod required";"Bipod required";"Bipod required";;
"hints/place_bipod";"Mount weapon";"Mount weapon";"Mount weapon";"Mount weapon";"Mount weapon";"Установить оружие";"Mount weapon";"Mount weapon";"Mount weapon";"Mount weapon";"Mount weapon";"Mount weapon";"Установить оружие";"Mount weapon";"Mount weapon";"Mount weapon";"Установить оружие";"Mount weapon";"Mount weapon";"Mount weapon";"Mount weapon";;
"hints/drone/respawn_is_missing";"No spawn point for the drone";"No spawn point for the drone";"No spawn point for the drone";"No spawn point for the drone";"No spawn point for the drone";"Нет точки появления для дрона";"No spawn point for the drone";"No spawn point for the drone";"No spawn point for the drone";"No spawn point for the drone";"No spawn point for the drone";"No spawn point for the drone";"Нет точки появления для дрона";"No spawn point for the drone";"No spawn point for the drone";"No spawn point for the drone";"Нет точки появления для дрона";"No spawn point for the drone";"No spawn point for the drone";"No spawn point for the drone";"No spawn point for the drone";;
"hints/drone/bleeding_warning";"Operator injured";"Operator injured";"Operator injured";"Operator injured";"Operator injured";"Оператор ранен";"Operator injured";"Operator injured";"Operator injured";"Operator injured";"Operator injured";"Operator injured";"Оператор ранен";"Operator injured";"Operator injured";"Operator injured";"Оператор ранен";"Operator injured";"Operator injured";"Operator injured";"Operator injured";;
"hints/drone/not_availble_in_mission";"Not available in the mission";"Not available in the mission";"Not available in the mission";"Not available in the mission";"Not available in the mission";"Не доступен в миссии";"Not available in the mission";"Not available in the mission";"Not available in the mission";"Not available in the mission";"Not available in the mission";"Not available in the mission";"Не доступен в миссии";"Not available in the mission";"Not available in the mission";"Not available in the mission";"Не доступен в миссии";"Not available in the mission";"Not available in the mission";"Not available in the mission";"Not available in the mission";;
"hints/drone/lost_signal";"Signal lost";"Signal lost";"Signal lost";"Signal lost";"Signal lost";"Потерян сигнал";"Signal lost";"Signal lost";"Signal lost";"Signal lost";"Signal lost";"Signal lost";"Потерян сигнал";"Signal lost";"Signal lost";"Signal lost";"Потерян сигнал";"Signal lost";"Signal lost";"Signal lost";"Signal lost";;
"hints/drone/out_of_area";"Out of signal range";"Out of signal range";"Out of signal range";"Out of signal range";"Out of signal range";"За пределами зоны сигнала";"Out of signal range";"Out of signal range";"Out of signal range";"Out of signal range";"Out of signal range";"Out of signal range";"За пределами зоны сигнала";"Out of signal range";"Out of signal range";"Out of signal range";"За пределами зоны сигнала";"Out of signal range";"Out of signal range";"Out of signal range";"Out of signal range";;
"hints/drone/near_area_border";"Signal range boundary";"Signal range boundary";"Signal range boundary";"Signal range boundary";"Signal range boundary";"Граница зоны сигнала";"Signal range boundary";"Signal range boundary";"Signal range boundary";"Signal range boundary";"Signal range boundary";"Signal range boundary";"Граница зоны сигнала";"Signal range boundary";"Signal range boundary";"Signal range boundary";"Граница зоны сигнала";"Signal range boundary";"Signal range boundary";"Signal range boundary";"Signal range boundary";;
"hints/drone/weak_signal";"Weak signal";"Weak signal";"Weak signal";"Weak signal";"Weak signal";"Слабый сигнал";"Weak signal";"Weak signal";"Weak signal";"Weak signal";"Weak signal";"Weak signal";"Слабый сигнал";"Weak signal";"Weak signal";"Weak signal";"Слабый сигнал";"Weak signal";"Weak signal";"Weak signal";"Weak signal";;
"hints/resupply/medkit_box_refill";"Refill medkits";"Refill medkits";"Refill medkits";"Refill medkits";"Refill medkits";"Пополнить аптечки";"Refill medkits";"Refill medkits";"Refill medkits";"Refill medkits";"Refill medkits";"Refill medkits";"Пополнить аптечки";"Refill medkits";"Refill medkits";"Refill medkits";"Пополнить аптечки";"Refill medkits";"Refill medkits";"Refill medkits";"Refill medkits";;
"hints/resupply/medkit_box_item_is_full";"Maximum medkits";"Maximum medkits";"Maximum medkits";"Maximum medkits";"Maximum medkits";"Максимум аптечек";"Maximum medkits";"Maximum medkits";"Maximum medkits";"Maximum medkits";"Maximum medkits";"Maximum medkits";"Максимум аптечек";"Maximum medkits";"Maximum medkits";"Maximum medkits";"Максимум аптечек";"Maximum medkits";"Maximum medkits";"Maximum medkits";"Maximum medkits";;
"hints/resupply/useful_box_empty";"The box is empty";"The box is empty";"The box is empty";"The box is empty";"The box is empty";"Ящик пуст";"The box is empty";"The box is empty";"The box is empty";"The box is empty";"The box is empty";"The box is empty";"Ящик пуст";"The box is empty";"The box is empty";"The box is empty";"Ящик пуст";"The box is empty";"The box is empty";"The box is empty";"The box is empty";;
"hints/resupply/enemy_crate";"Enemy box";"Enemy box";"Enemy box";"Enemy box";"Enemy box";"Ящик противника";"Enemy box";"Enemy box";"Enemy box";"Enemy box";"Enemy box";"Enemy box";"Ящик противника";"Enemy box";"Enemy box";"Enemy box";"Ящик противника";"Enemy box";"Enemy box";"Enemy box";"Enemy box";;
"hints/resupply/explosive_box_refill";"Refill explosives";"Refill explosives";"Refill explosives";"Refill explosives";"Refill explosives";"Пополнить взрывчатку";"Refill explosives";"Refill explosives";"Refill explosives";"Refill explosives";"Refill explosives";"Refill explosives";"Пополнить взрывчатку";"Refill explosives";"Refill explosives";"Refill explosives";"Пополнить взрывчатку";"Refill explosives";"Refill explosives";"Refill explosives";"Refill explosives";;
"hints/resupply/ammo_box_refill";"Refill ammo";"Refill ammo";"Refill ammo";"Refill ammo";"Refill ammo";"Пополнить боезапас";"Refill ammo";"Refill ammo";"Refill ammo";"Refill ammo";"Refill ammo";"Refill ammo";"Пополнить боезапас";"Refill ammo";"Refill ammo";"Refill ammo";"Пополнить боезапас";"Refill ammo";"Refill ammo";"Refill ammo";"Refill ammo";;
"hints/resupply/armor_box_refill";"Restore armor";"Restore armor";"Restore armor";"Restore armor";"Restore armor";"Восстановить броню";"Restore armor";"Restore armor";"Restore armor";"Restore armor";"Restore armor";"Restore armor";"Восстановить броню";"Restore armor";"Restore armor";"Restore armor";"Восстановить броню";"Restore armor";"Restore armor";"Restore armor";"Restore armor";;
"hints/resupply/ammo_full";"Ammo is full";"Ammo is full";"Ammo is full";"Ammo is full";"Ammo is full";"Боезапас полон";"Ammo is full";"Ammo is full";"Ammo is full";"Ammo is full";"Ammo is full";"Ammo is full";"Боезапас полон";"Ammo is full";"Ammo is full";"Ammo is full";"Боезапас полон";"Ammo is full";"Ammo is full";"Ammo is full";"Ammo is full";;
"modification/scope_aimpoint_pro_red_dot";"Red dot";"Red dot";"Red dot";"Red dot";"Red dot";"Коллиматор";"Red dot";"Red dot";"Red dot";"Red dot";"Red dot";"Red dot";"Коллиматор";"Red dot";"Red dot";"Red dot";"Коллиматор";"Red dot";"Red dot";"Red dot";"Red dot";;
"modification/scope_aimpoint_pro_red_dot/desc";"Installs a red dot sight on the main weapon.";"Installs a red dot sight on the main weapon.";"Installs a red dot sight on the main weapon.";"Installs a red dot sight on the main weapon.";"Installs a red dot sight on the main weapon.";"Устанавливает на основное оружие коллиматорный прицел.";"Installs a red dot sight on the main weapon.";"Installs a red dot sight on the main weapon.";"Installs a red dot sight on the main weapon.";"Installs a red dot sight on the main weapon.";"Installs a red dot sight on the main weapon.";"Installs a red dot sight on the main weapon.";"Устанавливает на основное оружие коллиматорный прицел.";"Installs a red dot sight on the main weapon.";"Installs a red dot sight on the main weapon.";"Installs a red dot sight on the main weapon.";"Устанавливает на основное оружие коллиматорный прицел.";"Installs a red dot sight on the main weapon.";"Installs a red dot sight on the main weapon.";"Installs a red dot sight on the main weapon.";"Installs a red dot sight on the main weapon.";;
