"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"url/webstore";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&order=newest&utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&order=newest&utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&order=newest&utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&order=newest&utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&order=newest&utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&order=newest&utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&order=newest&utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&order=newest&utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&order=newest&utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&order=newest&utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&order=newest&utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&order=newest&utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&order=newest&utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&order=newest&utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&order=newest&utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&order=newest&utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&order=newest&utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&order=newest&utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&order=newest&utm_source=wt_game&utm_medium=special";"http://daoju.qq.com/zzlt/";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&order=newest&utm_source=wt_game&utm_medium=special";;
"url/webstore/steam";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&app_id=236390&steam_id=%s";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&app_id=236390&steam_id=%s";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&app_id=236390&steam_id=%s";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&app_id=236390&steam_id=%s";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&app_id=236390&steam_id=%s";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&app_id=236390&steam_id=%s";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&app_id=236390&steam_id=%s";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&app_id=236390&steam_id=%s";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&app_id=236390&steam_id=%s";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&app_id=236390&steam_id=%s";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&app_id=236390&steam_id=%s";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&app_id=236390&steam_id=%s";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&app_id=236390&steam_id=%s";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&app_id=236390&steam_id=%s";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&app_id=236390&steam_id=%s";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&app_id=236390&steam_id=%s";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&app_id=236390&steam_id=%s";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&app_id=236390&steam_id=%s";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&app_id=236390&steam_id=%s";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&app_id=236390&steam_id=%s";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&app_id=236390&steam_id=%s";;
"url/webstore/steam/item";"auto_local auto_login https://store.gaijin.net/steam.php?guid=%s&app_id=%d&steam_id=%s";"auto_local auto_login https://store.gaijin.net/steam.php?guid=%s&app_id=%d&steam_id=%s";"auto_local auto_login https://store.gaijin.net/steam.php?guid=%s&app_id=%d&steam_id=%s";"auto_local auto_login https://store.gaijin.net/steam.php?guid=%s&app_id=%d&steam_id=%s";"auto_local auto_login https://store.gaijin.net/steam.php?guid=%s&app_id=%d&steam_id=%s";"auto_local auto_login https://store.gaijin.net/steam.php?guid=%s&app_id=%d&steam_id=%s";"auto_local auto_login https://store.gaijin.net/steam.php?guid=%s&app_id=%d&steam_id=%s";"auto_local auto_login https://store.gaijin.net/steam.php?guid=%s&app_id=%d&steam_id=%s";"auto_local auto_login https://store.gaijin.net/steam.php?guid=%s&app_id=%d&steam_id=%s";"auto_local auto_login https://store.gaijin.net/steam.php?guid=%s&app_id=%d&steam_id=%s";"auto_local auto_login https://store.gaijin.net/steam.php?guid=%s&app_id=%d&steam_id=%s";"auto_local auto_login https://store.gaijin.net/steam.php?guid=%s&app_id=%d&steam_id=%s";"auto_local auto_login https://store.gaijin.net/steam.php?guid=%s&app_id=%d&steam_id=%s";"auto_local auto_login https://store.gaijin.net/steam.php?guid=%s&app_id=%d&steam_id=%s";"auto_local auto_login https://store.gaijin.net/steam.php?guid=%s&app_id=%d&steam_id=%s";"auto_local auto_login https://store.gaijin.net/steam.php?guid=%s&app_id=%d&steam_id=%s";"auto_local auto_login https://store.gaijin.net/steam.php?guid=%s&app_id=%d&steam_id=%s";"auto_local auto_login https://store.gaijin.net/steam.php?guid=%s&app_id=%d&steam_id=%s";"auto_local auto_login https://store.gaijin.net/steam.php?guid=%s&app_id=%d&steam_id=%s";"auto_local auto_login https://store.gaijin.net/steam.php?guid=%s&app_id=%d&steam_id=%s";"auto_local auto_login https://store.gaijin.net/steam.php?guid=%s&app_id=%d&steam_id=%s";;
"url/steamstore/all";"http://store.steampowered.com/search/?developer=Gaijin+Entertainment&term=War+Thunder";"http://store.steampowered.com/search/?developer=Gaijin+Entertainment&term=War+Thunder";"http://store.steampowered.com/search/?developer=Gaijin+Entertainment&term=War+Thunder";"http://store.steampowered.com/search/?developer=Gaijin+Entertainment&term=War+Thunder";"http://store.steampowered.com/search/?developer=Gaijin+Entertainment&term=War+Thunder";"http://store.steampowered.com/search/?developer=Gaijin+Entertainment&term=War+Thunder";"http://store.steampowered.com/search/?developer=Gaijin+Entertainment&term=War+Thunder";"http://store.steampowered.com/search/?developer=Gaijin+Entertainment&term=War+Thunder";"http://store.steampowered.com/search/?developer=Gaijin+Entertainment&term=War+Thunder";"http://store.steampowered.com/search/?developer=Gaijin+Entertainment&term=War+Thunder";"http://store.steampowered.com/search/?developer=Gaijin+Entertainment&term=War+Thunder";"http://store.steampowered.com/search/?developer=Gaijin+Entertainment&term=War+Thunder";"http://store.steampowered.com/search/?developer=Gaijin+Entertainment&term=War+Thunder";"http://store.steampowered.com/search/?developer=Gaijin+Entertainment&term=War+Thunder";"http://store.steampowered.com/search/?developer=Gaijin+Entertainment&term=War+Thunder";"http://store.steampowered.com/search/?developer=Gaijin+Entertainment&term=War+Thunder";"http://store.steampowered.com/search/?developer=Gaijin+Entertainment&term=War+Thunder";"http://store.steampowered.com/search/?developer=Gaijin+Entertainment&term=War+Thunder";"http://store.steampowered.com/search/?developer=Gaijin+Entertainment&term=War+Thunder";"http://store.steampowered.com/search/?developer=Gaijin+Entertainment&term=War+Thunder";"http://store.steampowered.com/search/?developer=Gaijin+Entertainment&term=War+Thunder";;
"url/steamstore/campaigns";"http://store.steampowered.com/app/244230/";"http://store.steampowered.com/app/244230/";"http://store.steampowered.com/app/244230/";"http://store.steampowered.com/app/244230/";"http://store.steampowered.com/app/244230/";"http://store.steampowered.com/app/244230/";"http://store.steampowered.com/app/244230/";"http://store.steampowered.com/app/244230/";"http://store.steampowered.com/app/244230/";"http://store.steampowered.com/app/244230/";"http://store.steampowered.com/app/244230/";"http://store.steampowered.com/app/244230/";"http://store.steampowered.com/app/244230/";"http://store.steampowered.com/app/244230/";"http://store.steampowered.com/app/244230/";"http://store.steampowered.com/app/244230/";"http://store.steampowered.com/app/244230/";"http://store.steampowered.com/app/244230/";"http://store.steampowered.com/app/244230/";"http://store.steampowered.com/app/244230/";"http://store.steampowered.com/app/244230/";;
"url/steamstore/dlc";"http://store.steampowered.com/dlc/236390/";"http://store.steampowered.com/dlc/236390/";"http://store.steampowered.com/dlc/236390/";"http://store.steampowered.com/dlc/236390/";"http://store.steampowered.com/dlc/236390/";"http://store.steampowered.com/dlc/236390/";"http://store.steampowered.com/dlc/236390/";"http://store.steampowered.com/dlc/236390/";"http://store.steampowered.com/dlc/236390/";"http://store.steampowered.com/dlc/236390/";"http://store.steampowered.com/dlc/236390/";"http://store.steampowered.com/dlc/236390/";"http://store.steampowered.com/dlc/236390/";"http://store.steampowered.com/dlc/236390/";"http://store.steampowered.com/dlc/236390/";"http://store.steampowered.com/dlc/236390/";"http://store.steampowered.com/dlc/236390/";"http://store.steampowered.com/dlc/236390/";"http://store.steampowered.com/dlc/236390/";"http://store.steampowered.com/dlc/236390/";"http://store.steampowered.com/dlc/236390/";;
"url/steamstore/item";"http://store.steampowered.com/app/%s/";"http://store.steampowered.com/app/%s/";"http://store.steampowered.com/app/%s/";"http://store.steampowered.com/app/%s/";"http://store.steampowered.com/app/%s/";"http://store.steampowered.com/app/%s/";"http://store.steampowered.com/app/%s/";"http://store.steampowered.com/app/%s/";"http://store.steampowered.com/app/%s/";"http://store.steampowered.com/app/%s/";"http://store.steampowered.com/app/%s/";"http://store.steampowered.com/app/%s/";"http://store.steampowered.com/app/%s/";"http://store.steampowered.com/app/%s/";"http://store.steampowered.com/app/%s/";"http://store.steampowered.com/app/%s/";"http://store.steampowered.com/app/%s/";"http://store.steampowered.com/app/%s/";"http://store.steampowered.com/app/%s/";"http://store.steampowered.com/app/%s/";"http://store.steampowered.com/app/%s/";;
"url/serv_pick_tss";"auto_login https://tss.warthunder.com/ban.php?refresh_token=1&public_key=guf2E8SStMPiaAlnUI7Z&port={port}&circuit={circuit}";"auto_login https://tss.warthunder.com/ban.php?refresh_token=1&public_key=guf2E8SStMPiaAlnUI7Z&port={port}&circuit={circuit}";"auto_login https://tss.warthunder.com/ban.php?refresh_token=1&public_key=guf2E8SStMPiaAlnUI7Z&port={port}&circuit={circuit}";"auto_login https://tss.warthunder.com/ban.php?refresh_token=1&public_key=guf2E8SStMPiaAlnUI7Z&port={port}&circuit={circuit}";"auto_login https://tss.warthunder.com/ban.php?refresh_token=1&public_key=guf2E8SStMPiaAlnUI7Z&port={port}&circuit={circuit}";"auto_login https://tss.warthunder.ru/ban.php?refresh_token=1&public_key=guf2E8SStMPiaAlnUI7Z&port={port}&circuit={circuit}";"auto_login https://tss.warthunder.com/ban.php?refresh_token=1&public_key=guf2E8SStMPiaAlnUI7Z&port={port}&circuit={circuit}";"auto_login https://tss.warthunder.com/ban.php?refresh_token=1&public_key=guf2E8SStMPiaAlnUI7Z&port={port}&circuit={circuit}";"auto_login https://tss.warthunder.com/ban.php?refresh_token=1&public_key=guf2E8SStMPiaAlnUI7Z&port={port}&circuit={circuit}";"auto_login https://tss.warthunder.com/ban.php?refresh_token=1&public_key=guf2E8SStMPiaAlnUI7Z&port={port}&circuit={circuit}";"auto_login https://tss.warthunder.com/ban.php?refresh_token=1&public_key=guf2E8SStMPiaAlnUI7Z&port={port}&circuit={circuit}";"auto_login https://tss.warthunder.com/ban.php?refresh_token=1&public_key=guf2E8SStMPiaAlnUI7Z&port={port}&circuit={circuit}";"auto_login https://tss.warthunder.ru/ban.php?refresh_token=1&public_key=guf2E8SStMPiaAlnUI7Z&port={port}&circuit={circuit}";"auto_login https://tss.warthunder.com/ban.php?refresh_token=1&public_key=guf2E8SStMPiaAlnUI7Z&port={port}&circuit={circuit}";"auto_login https://tss.warthunder.com/ban.php?refresh_token=1&public_key=guf2E8SStMPiaAlnUI7Z&port={port}&circuit={circuit}";"auto_login https://tss.warthunder.com/ban.php?refresh_token=1&public_key=guf2E8SStMPiaAlnUI7Z&port={port}&circuit={circuit}";"auto_login https://tss.warthunder.ru/ban.php?refresh_token=1&public_key=guf2E8SStMPiaAlnUI7Z&port={port}&circuit={circuit}";"auto_login https://tss.warthunder.com/ban.php?refresh_token=1&public_key=guf2E8SStMPiaAlnUI7Z&port={port}&circuit={circuit}";"auto_login https://tss.warthunder.com/ban.php?refresh_token=1&public_key=guf2E8SStMPiaAlnUI7Z&port={port}&circuit={circuit}";"auto_login https://tss.warthunder.com/ban.php?refresh_token=1&public_key=guf2E8SStMPiaAlnUI7Z&port={port}&circuit={circuit}";"auto_login https://tss.warthunder.com/ban.php?refresh_token=1&public_key=guf2E8SStMPiaAlnUI7Z&port={port}&circuit={circuit}";;
"url/tss_all_tournaments";"auto_login http://tss.warthunder.com/index.php?action=current_tournaments";"auto_login http://tss.warthunder.com/index.php?action=current_tournaments";"auto_login http://tss.warthunder.com/index.php?action=current_tournaments";"auto_login http://tss.warthunder.com/index.php?action=current_tournaments";"auto_login http://tss.warthunder.com/index.php?action=current_tournaments";"auto_login http://tss.warthunder.ru/index.php?action=current_tournaments";"auto_login http://tss.warthunder.com/index.php?action=current_tournaments";"auto_login http://tss.warthunder.com/index.php?action=current_tournaments";"auto_login http://tss.warthunder.com/index.php?action=current_tournaments";"auto_login http://tss.warthunder.com/index.php?action=current_tournaments";"auto_login http://tss.warthunder.com/index.php?action=current_tournaments";"auto_login http://tss.warthunder.com/index.php?action=current_tournaments";"auto_login http://tss.warthunder.ru/index.php?action=current_tournaments";"auto_login http://tss.warthunder.com/index.php?action=current_tournaments";"auto_login http://tss.warthunder.com/index.php?action=current_tournaments";"auto_login http://tss.warthunder.com/index.php?action=current_tournaments";"auto_login http://tss.warthunder.ru/index.php?action=current_tournaments";"auto_login http://tss.warthunder.com/index.php?action=current_tournaments";"auto_login http://tss.warthunder.com/index.php?action=current_tournaments";"auto_login http://tss.warthunder.com/index.php?action=current_tournaments";"auto_login http://tss.warthunder.com/index.php?action=current_tournaments";;
"url/serv_replay";"auto_login sso_service=any http://warthunder.com/en/tournament/replay/{roomId}";"auto_login sso_service=any http://warthunder.com/en/tournament/replay/{roomId}";"auto_login sso_service=any http://warthunder.com/en/tournament/replay/{roomId}";"auto_login sso_service=any http://warthunder.com/en/tournament/replay/{roomId}";"auto_login sso_service=any http://warthunder.com/en/tournament/replay/{roomId}";"auto_login sso_service=any http://warthunder.ru/ru/tournament/replay/{roomId}";"auto_login sso_service=any http://warthunder.com/en/tournament/replay/{roomId}";"auto_login sso_service=any http://warthunder.com/en/tournament/replay/{roomId}";"auto_login sso_service=any http://warthunder.com/en/tournament/replay/{roomId}";"auto_login sso_service=any http://warthunder.com/en/tournament/replay/{roomId}";"auto_login sso_service=any http://warthunder.com/en/tournament/replay/{roomId}";"auto_login sso_service=any http://warthunder.com/en/tournament/replay/{roomId}";"auto_login sso_service=any http://warthunder.ru/ru/tournament/replay/{roomId}";"auto_login sso_service=any http://warthunder.com/en/tournament/replay/{roomId}";"auto_login sso_service=any http://warthunder.com/en/tournament/replay/{roomId}";"auto_login sso_service=any http://warthunder.com/en/tournament/replay/{roomId}";"auto_login sso_service=any http://warthunder.ru/ru/tournament/replay/{roomId}";"auto_login sso_service=any http://warthunder.com/en/tournament/replay/{roomId}";"auto_login sso_service=any http://warthunder.com/en/tournament/replay/{roomId}";"auto_login sso_service=any http://warthunder.com/en/tournament/replay/{roomId}";"auto_login sso_service=any http://warthunder.com/en/tournament/replay/{roomId}";;
"url/server_wt_game_replay";"http://wt-game-replays.warthunder.com/{sessionId}/0000.wrpl";"http://wt-game-replays.warthunder.com/{sessionId}/0000.wrpl";"http://wt-game-replays.warthunder.com/{sessionId}/0000.wrpl";"http://wt-game-replays.warthunder.com/{sessionId}/0000.wrpl";"http://wt-game-replays.warthunder.com/{sessionId}/0000.wrpl";"http://wt-game-replays.warthunder.com/{sessionId}/0000.wrpl";"http://wt-game-replays.warthunder.com/{sessionId}/0000.wrpl";"http://wt-game-replays.warthunder.com/{sessionId}/0000.wrpl";"http://wt-game-replays.warthunder.com/{sessionId}/0000.wrpl";"http://wt-game-replays.warthunder.com/{sessionId}/0000.wrpl";"http://wt-game-replays.warthunder.com/{sessionId}/0000.wrpl";"http://wt-game-replays.warthunder.com/{sessionId}/0000.wrpl";"http://wt-game-replays.warthunder.com/{sessionId}/0000.wrpl";"http://wt-game-replays.warthunder.com/{sessionId}/0000.wrpl";"http://wt-game-replays.warthunder.com/{sessionId}/0000.wrpl";"http://wt-game-replays.warthunder.com/{sessionId}/0000.wrpl";"http://wt-game-replays.warthunder.com/{sessionId}/0000.wrpl";"http://wt-game-replays.warthunder.com/{sessionId}/0000.wrpl";"http://wt-game-replays.warthunder.com/{sessionId}/0000.wrpl";"http://wt-game-replays.warthunder.com/{sessionId}/0000.wrpl";"http://wt-game-replays.warthunder.com/{sessionId}/0000.wrpl";;
"url/live/user_missions";"auto_login http://live.warthunder.com/feed/missions/";"auto_login http://live.warthunder.com/feed/missions/";"auto_login http://live.warthunder.com/feed/missions/";"auto_login http://live.warthunder.com/feed/missions/";"auto_login http://live.warthunder.com/feed/missions/";"auto_login http://live.warthunder.com/feed/missions/";"auto_login http://live.warthunder.com/feed/missions/";"auto_login http://live.warthunder.com/feed/missions/";"auto_login http://live.warthunder.com/feed/missions/";"auto_login http://live.warthunder.com/feed/missions/";"auto_login http://live.warthunder.com/feed/missions/";"auto_login http://live.warthunder.com/feed/missions/";"auto_login http://live.warthunder.com/feed/missions/";"auto_login http://live.warthunder.com/feed/missions/";"auto_login http://live.warthunder.com/feed/missions/";"auto_login http://live.warthunder.com/feed/missions/";"auto_login http://live.warthunder.com/feed/missions/";"auto_login http://live.warthunder.com/feed/missions/";"auto_login http://live.warthunder.com/feed/missions/";"http://wt.gamebbs.qq.com/";"auto_login http://live.warthunder.com/feed/missions/";;
"url/ps4_reg_cb";"auto_login http://warthunder.com/landing/success";"auto_login http://warthunder.com/landing/success";"auto_login http://warthunder.com/landing/success";"auto_login http://warthunder.com/landing/success";"auto_login http://warthunder.com/landing/success";"auto_login http://warthunder.com/landing/success";"auto_login http://warthunder.com/landing/success";"auto_login http://warthunder.com/landing/success";"auto_login http://warthunder.com/landing/success";"auto_login http://warthunder.com/landing/success";"auto_login http://warthunder.com/landing/success";"auto_login http://warthunder.com/landing/success";"auto_login http://warthunder.com/landing/success";"auto_login http://warthunder.com/landing/success";"auto_login http://warthunder.com/landing/success";"auto_login http://warthunder.com/landing/success";"auto_login http://warthunder.com/landing/success";"auto_login http://warthunder.com/landing/success";"auto_login http://warthunder.com/landing/success";"auto_login http://warthunder.com/landing/success";"auto_login http://warthunder.com/landing/success";;
"url/ps4_bind_url";"https://login.gaijin.net/psn/index";"https://login.gaijin.net/psn/index";"https://login.gaijin.net/psn/index";"https://login.gaijin.net/psn/index";"https://login.gaijin.net/psn/index";"https://login.gaijin.net/psn/index";"https://login.gaijin.net/psn/index";"https://login.gaijin.net/psn/index";"https://login.gaijin.net/psn/index";"https://login.gaijin.net/psn/index";"https://login.gaijin.net/psn/index";"https://login.gaijin.net/psn/index";"https://login.gaijin.net/psn/index";"https://login.gaijin.net/psn/index";"https://login.gaijin.net/psn/index";"https://login.gaijin.net/psn/index";"https://login.gaijin.net/psn/index";"https://login.gaijin.net/psn/index";"https://login.gaijin.net/psn/index";"https://login.gaijin.net/psn/index";"https://login.gaijin.net/psn/index";;
"url/ps4_bind_redirect";"https://login.gaijin.net/psn/psnCallback";"https://login.gaijin.net/psn/psnCallback";"https://login.gaijin.net/psn/psnCallback";"https://login.gaijin.net/psn/psnCallback";"https://login.gaijin.net/psn/psnCallback";"https://login.gaijin.net/psn/psnCallback";"https://login.gaijin.net/psn/psnCallback";"https://login.gaijin.net/psn/psnCallback";"https://login.gaijin.net/psn/psnCallback";"https://login.gaijin.net/psn/psnCallback";"https://login.gaijin.net/psn/psnCallback";"https://login.gaijin.net/psn/psnCallback";"https://login.gaijin.net/psn/psnCallback";"https://login.gaijin.net/psn/psnCallback";"https://login.gaijin.net/psn/psnCallback";"https://login.gaijin.net/psn/psnCallback";"https://login.gaijin.net/psn/psnCallback";"https://login.gaijin.net/psn/psnCallback";"https://login.gaijin.net/psn/psnCallback";"https://login.gaijin.net/psn/psnCallback";"https://login.gaijin.net/psn/psnCallback";;
"url/steam_bind_url";"https://login.gaijin.net/steam?token={token}&lang={langAbbreviation}";"https://login.gaijin.net/steam?token={token}&lang={langAbbreviation}";"https://login.gaijin.net/steam?token={token}&lang={langAbbreviation}";"https://login.gaijin.net/steam?token={token}&lang={langAbbreviation}";"https://login.gaijin.net/steam?token={token}&lang={langAbbreviation}";"https://login.gaijin.net/steam?token={token}&lang={langAbbreviation}";"https://login.gaijin.net/steam?token={token}&lang={langAbbreviation}";"https://login.gaijin.net/steam?token={token}&lang={langAbbreviation}";"https://login.gaijin.net/steam?token={token}&lang={langAbbreviation}";"https://login.gaijin.net/steam?token={token}&lang={langAbbreviation}";"https://login.gaijin.net/steam?token={token}&lang={langAbbreviation}";"https://login.gaijin.net/steam?token={token}&lang={langAbbreviation}";"https://login.gaijin.net/steam?token={token}&lang={langAbbreviation}";"https://login.gaijin.net/steam?token={token}&lang={langAbbreviation}";"https://login.gaijin.net/steam?token={token}&lang={langAbbreviation}";"https://login.gaijin.net/steam?token={token}&lang={langAbbreviation}";"https://login.gaijin.net/steam?token={token}&lang={langAbbreviation}";"https://login.gaijin.net/steam?token={token}&lang={langAbbreviation}";"https://login.gaijin.net/steam?token={token}&lang={langAbbreviation}";"https://login.gaijin.net/steam?token={token}&lang={langAbbreviation}";"https://login.gaijin.net/steam?token={token}&lang={langAbbreviation}";;
"url/pc_bind_url";"https://login.gaijin.net/{language}/guest?stoken={stoken}";"https://login.gaijin.net/{language}/guest?stoken={stoken}";"https://login.gaijin.net/{language}/guest?stoken={stoken}";"https://login.gaijin.net/{language}/guest?stoken={stoken}";"https://login.gaijin.net/{language}/guest?stoken={stoken}";"https://login.gaijin.net/{language}/guest?stoken={stoken}";"https://login.gaijin.net/{language}/guest?stoken={stoken}";"https://login.gaijin.net/{language}/guest?stoken={stoken}";"https://login.gaijin.net/{language}/guest?stoken={stoken}";"https://login.gaijin.net/{language}/guest?stoken={stoken}";"https://login.gaijin.net/{language}/guest?stoken={stoken}";"https://login.gaijin.net/{language}/guest?stoken={stoken}";"https://login.gaijin.net/{language}/guest?stoken={stoken}";"https://login.gaijin.net/{language}/guest?stoken={stoken}";"https://login.gaijin.net/{language}/guest?stoken={stoken}";"https://login.gaijin.net/{language}/guest?stoken={stoken}";"https://login.gaijin.net/{language}/guest?stoken={stoken}";"https://login.gaijin.net/{language}/guest?stoken={stoken}";"https://login.gaijin.net/{language}/guest?stoken={stoken}";"https://login.gaijin.net/{language}/guest?stoken={stoken}";"https://login.gaijin.net/{language}/guest?stoken={stoken}";;
"url/webpoll_url";"{base_url}/survey/{survey_id}/?lang=en&disposable_token={disposable_token}";"{base_url}/survey/{survey_id}/?lang=en&disposable_token={disposable_token}";"{base_url}/survey/{survey_id}/?lang=en&disposable_token={disposable_token}";"{base_url}/survey/{survey_id}/?lang=de&disposable_token={disposable_token}";"{base_url}/survey/{survey_id}/?lang=en&disposable_token={disposable_token}";"{base_url}/survey/{survey_id}/?lang=ru&disposable_token={disposable_token}";"{base_url}/survey/{survey_id}/?lang=en&disposable_token={disposable_token}";"{base_url}/survey/{survey_id}/?lang=en&disposable_token={disposable_token}";"{base_url}/survey/{survey_id}/?lang=en&disposable_token={disposable_token}";"{base_url}/survey/{survey_id}/?lang=zh&disposable_token={disposable_token}";"{base_url}/survey/{survey_id}/?lang=jp&disposable_token={disposable_token}";"{base_url}/survey/{survey_id}/?lang=en&disposable_token={disposable_token}";"{base_url}/survey/{survey_id}/?lang=ru&disposable_token={disposable_token}";"{base_url}/survey/{survey_id}/?lang=en&disposable_token={disposable_token}";"{base_url}/survey/{survey_id}/?lang=en&disposable_token={disposable_token}";"{base_url}/survey/{survey_id}/?lang=en&disposable_token={disposable_token}";"{base_url}/survey/{survey_id}/?lang=ru&disposable_token={disposable_token}";"{base_url}/survey/{survey_id}/?lang=en&disposable_token={disposable_token}";"{base_url}/survey/{survey_id}/?lang=zh&disposable_token={disposable_token}";"{base_url}/survey/{survey_id}/?lang=en&disposable_token={disposable_token}";"{base_url}/survey/{survey_id}/?lang=en&disposable_token={disposable_token}";;
"url/support/easyanticheat";"https://support.gaijin.net/hc/en-us/articles/360000024738";"https://support.gaijin.net/hc/en-us/articles/360000024738";"https://support.gaijin.net/hc/en-us/articles/360000024738";"https://support.gaijin.net/hc/en-us/articles/360000024738";"https://support.gaijin.net/hc/en-us/articles/360000024738";"https://support.gaijin.net/hc/ru/articles/360000024738";"https://support.gaijin.net/hc/en-us/articles/360000024738";"https://support.gaijin.net/hc/en-us/articles/360000024738";"https://support.gaijin.net/hc/en-us/articles/360000024738";"https://support.gaijin.net/hc/en-us/articles/360000024738";"https://support.gaijin.net/hc/en-us/articles/360000024738";"https://support.gaijin.net/hc/en-us/articles/360000024738";"https://support.gaijin.net/hc/ru/articles/360000024738";"https://support.gaijin.net/hc/en-us/articles/360000024738";"https://support.gaijin.net/hc/en-us/articles/360000024738";"https://support.gaijin.net/hc/en-us/articles/360000024738";"https://support.gaijin.net/hc/ru/articles/360000024738";"https://support.gaijin.net/hc/en-us/articles/360000024738";"https://support.gaijin.net/hc/en-us/articles/360000024738";"https://support.gaijin.net/hc/en-us/articles/360000024738";"https://support.gaijin.net/hc/en-us/articles/360000024738";;
