"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"unlockTag/type_common_bomber";"Bomber";"Bombardier";"Bombardiere";"Bomber";"Bombardero";"Бомбардировщик";"Bombowiec";"Bombardér";"Bombardıman uçağı";"轰\t炸\t机";"爆撃機";"Bombardeiro";"Бомбардувальник";"Bombarder";"bombázó";"폭격기";"Бамбардзіроўшчык";"Bombardier";"轟\t炸\t機";"轰\t炸\t机";"Máy bay ném bom";;
"unlockTag/type_common_assault";"Attacker";"Attaquant";"Aereo d'attacco";"Schlachtflugzeug";"Avión de Ataque";"Штурмовик";"Samolot szturmowy";"Bitevník";"Taarruz uçağı";"对\t地\t攻\t击\t机";"攻撃機";"Avião de Ataque ao Solo";"Штурмовик";"Jurišni bombarder";"csatarepülő";"공격기";"Штурмавік";"Avion de atac";"對\t地\t攻\t擊\t機";"对\t地\t攻\t击\t机";"Máy bay cường kích";;
"unlockTag/type_hydroplane";"Hydroplane";"Hydravion";"Idrovolante";"Wasserflugzeug";"Hidroavión";"Гидроплан";"Hydroplan";"Hydroplán";"Deniz Uçağı";"水\t上\t飞\t机";"水上機";"Hidroavião";"Гідроплан";"Hidroavion";"hidroplán";"수상기";"Гідраплан";"Hidroavion";"水\t上\t飛\t機";"水\t上\t飞\t机";"Thủy phi cơ";;
"unlockTag/type_strike_ucav";"Strike UCAV";"Drone d'attaque";"Drone d'attacco";"Angriffsdrohne";"UCAV de Ataque";"Ударный БПЛА";"Dron uderzeniowy";"Úderný UCAV";"SİHA";"攻\t击\t无\t人\t机";"無人攻撃機";"Ataque UCAV";"Ударний БПЛА";"Strike UCAV";"Csapásmérő drón";"공격용 UCAV";"Ударны БПЛА";"Strike UCAV";"攻\t擊\t無\t人\t機";"Strike UCAV";"Máy bay tấn công không người lái";;
"unlockTag/type_flying_boat";"Flying Boat";"Bateau volant";"Idrovolante a scafo centrale";"Flugboot";"Hidrocanoa";"Летающая лодка";"Łódź latająca";"Létající člun";"Uçan Bot";"飞\t行\t艇";"飛行艇";"Barco Voador";"Літаючий човен";"Leteći Brod";"repülőcsónak";"비행정";"Лятучая лодка";"Barcă zburătoare";"飛\t行\t艇";"飞\t行\t艇";"Tàu bay";;
"unlockTag/type_torpedo";"Torpedo-Bomber";"Bombardier-torpilleur";"Aerosilurante";"Torpedobomber";"Bombardero-Torpedero";"Торпедоносец";"Samolot torpedowy";"Torpédový bombardér";"Torpido Uçağı";"鱼\t雷\t轰\t炸\t机";"雷撃機";"Torpedeiro";"Торпедоносець";"Torpedo Bombarder";"torpedóbombázó";"뇌격기";"Тарпеданосец";"Torpilor-bombardier";"魚\t雷\t轟\t炸\t機";"鱼\t雷\t轰\t炸\t机";"Máy bay ném bom phóng ngư lôi";;
"unlockTag/type_biplane";"Biplane";"Biplan";"Biplano";"Doppeldecker";"Biplano";"Биплан";"Dwupłatowiec";"Dvojplošník";"Teyyare";"双\t翼\t机";"複葉機";"Biplano";"Біплан";"Dvokrilac";"kétfedelű repülőgép";"복엽기";"Біплан";"Biplan";"雙\t翼\t機";"双\t翼\t机";"Máy bay cánh kép";;
"unlockTag/type_transport";"Cargo aircraft";"Avion cargo";"Aereo da trasporto";"Transportflugzeug";"Avión de carga";"Транспортный самолёт";"Samolot transportowy";"Nákladní letoun";"Kargo uçağı";"运\t输\t机";"貨物機";"Aeronave de carga";"Транспортний літак";"Transportni avion";"teherszállító repülőgép";"수송기";"Транспартны самалёт";"Avion marfar";"運\t輸\t機";"运\t输\t机";"Máy bay vận tải";;
"unlockTag/typeHelicopter";"Helicopter";"Hélicoptère";"Elicottero";"Hubschrauber";"Helicóptero";"Вертолёт";"Śmigłowiec";"Vrtulník";"Helikopter";"直\t升\t机";"ヘリコプター";"Helicóptero";"Гелікоптер";"Helicopter";"helikopter";"헬리콥터";"Гелікоптэр";"Elicopter";"直\t昇\t機";"直\t升\t机";"Trực thăng";;
"unlockTag/helicopter";"Helicopter";"Hélicoptère";"Elicottero";"Hubschrauber";"Helicóptero";"Вертолёт";"Śmigłowiec";"Vrtulník";"Helikopter";"直\t升\t机";"ヘリコプター";"Helicóptero";"Гелікоптер";"Helicopter";"helikopter";"헬리콥터";"Гелікоптэр";"Elicopter";"直\t昇\t機";"直\t升\t机";"Trực thăng";;
"unlockTag/type_light_tank";"Light Tank";"Char léger";"Carro Leggero";"Leichter Panzer";"Tanque Ligero";"Лёгкий танк";"Czołg lekki";"Lehký tank";"Hafif Tank";"轻\t型\t坦\t克";"軽戦車";"Tanque Leve";"Легкий танк";"Laki tenk";"könnyű harckocsi";"경전차";"Лёгкі танк";"Tanc ușor";"輕\t型\t坦\t克";"轻\t型\t坦\t克";"Xe tăng hạng nhẹ";;
"unlockTag/type_medium_tank";"Medium Tank";"Char moyen";"Carro Medio";"Mittelschwerer Panzer";"Tanque medio";"Средний танк";"Czołg średni";"Střední tank";"Orta Sınıf Tank";"中\t型\t坦\t克";"中戦車";"Tanque Médio";"Середній танк";"Srednji tenk";"közepes harckocsi";"중형전차";"Сярэдні танк";"Tanc mediu";"中\t型\t坦\t克";"中\t型\t坦\t克";"Xe tăng hạng trung";;
"unlockTag/type_heavy_tank";"Heavy Tank";"Char lourd";"Carro Pesante";"Schwerer Panzer";"Tanque Pesado";"Тяжёлый танк";"Czołg ciężki";"Těžký tank";"Ağır Tank";"重\t型\t坦\t克";"重戦車";"Tanque Pesado";"Важкий танк";"Teški tenk";"nehéz harckocsi";"중전차";"Цяжкі танк";"Tanc greu";"重\t型\t坦\t克";"重\t型\t坦\t克";"Xe tăng hạng nặng";;
"unlockTag/type_tank_destroyer";"Tank Destroyer";"Chasseur de chars";"Cacciacarri";"Jagdpanzer";"Anti Tanque";"САУ";"Niszczyciel czołgów";"Stíhač tanků";"Tank Muhribi";"坦\t克\t歼\t击\t车";"駆逐戦車";"Caça-Tanques";"САУ";"Lovac tenkova";"páncélvadász";"구축전차";"САУ";"Vânător de tancuri";"坦\t克\t殲\t擊\t車";"坦\t克\t歼\t击\t车";"Pháo chống tăng";;
"unlockTag/type_spaa";"SPAA";"AA auto-moteur";"Antiaerea";"Flugabwehrfahrzeug";"Antiaéreo autopropulsado";"ЗСУ";"Samobieżne działo przeciwlotnicze";"Samohybný PL kanón";"KMUS";"自\t行\t防\t空\t炮";"自走式対空砲";"AAAP";"ЗСУ";"Samohodni protivavionski top";"önjáró légvédelmi löveg";"자주대공포";"ЗСУ";"AAA";"自\t行\t防\t空\t炮";"自\t行\t防\t空\t炮";"Phòng không tự hành";;
"unlockTag/ship_and_boat";"Vessel";"Navire";"Vascello";"Schiff";"Buque";"Корабль";"Okręt";"Plavidlo";"Gemi";"水\t面\t载\t具";"艦船";"Navio";"Корабель";"Vessel";"hajó";"함선";"Карабель";"Vessel";"水\t面\t載\t具";"船\t舶";"Tàu thuyền";;
"unlockTag/ship_only";"Bluewater ship";"Navire de haute mer";"Nave d'Alto Mare";"Hochseeschiff";"Buque de alta mar";"Корабль большого флота";"Okręt pełnomorski";"Oceánská loď";"Açık Deniz Gemisi";"远\t洋\t舰\t船";"外洋海軍船";"Navio de alto mar";"Корабель великого флоту";"Bluewater ship";"kékvízi hajó";"대양함";"Карабель вялікага флота";"Bluewater ship";"遠\t洋\t船\t艦";"远\t海\t战\t舰";"Tàu viễn dương";;
"unlockTag/boat_only";"Coastal vessel";"Navire côtier ";"Vascello Costiero";"Küstenschiff";"Buque costero";"Корабль малого флота";"Okręt przybrzeżny";"Pobřežní plavidlo";"Kıyı Gemisi";"近\t岸\t舰\t艇";"沿岸船";"Embarcação costeira";"Корабель малого флоту";"Coastal vessel";"part menti hajó";"연안함";"Карабель малога флота";"Coastal vessel";"沿\t岸\t船\t艦";"近\t海\t船\t舶";"Tàu duyên hải";;
"unlockTag/destroyer";"Destroyer";"Destroyer";"Cacciatorpediniere";"Zerstörer";"Destructor";"Эсминец";"Niszczyciel";"Torpédoborec";"Muhrip";"驱\t逐\t舰";"駆逐艦";"Contratorpedeiro";"Есмінець";"Destroyer";"romboló";"구축함";"Эсмінец";"Distrugător";"驅\t逐\t艦";"驱\t逐\t舰";"Tàu khu trục";;
"unlockTag/type_torpedo_boat";"Motor Torpedo Boat";"Patrouilleur lance-torpilles";"Motosilurante";"Torpedo-Schnellboot";"Lancha Torpedera";"Торпедный катер";"Kuter torpedowy";"Torpédový člun";"Motorlu Torpido Botu";"鱼\t雷\t艇";"高速魚雷艇";"Torpedeiro";"Торпедний катер";"Motorni torpedo čamac";"motoros torpedónaszád";"어뢰정";"Тарпедны катар";"Barcă cu motor torpiloare";"魚\t雷\t艇";"鱼\t雷\t艇";"Tàu Tuần tra Ngư lôi";;
"unlockTag/type_gun_boat";"Motor Gun Boat";"Patrouilleur";"Motocannoniera";"Kanonenboot";"Lancha cañonera";"Артиллерийский катер";"Kuter dozorowy";"Dělový člun";"Motorlu Gambot";"炮\t艇";"高速砲艇";"Canhoneiro";"Артилерійський катер";"Motorni naoružani čamac";"motoros ágyúnaszád";"포정";"Артылерыйскі катар";"Barcă cu motor de patrulă";"炮\t艇";"炮\t艇";"Thuyền Pháo Cơ động";;
"unlockTag/type_torpedo_gun_boat";"Motor Torpedo Gun Boat";"Patrouilleur lance-torpilles";"Motosilurante cannonato";"Torpedo-/Kanonenboot";"Cañonero-torpedero";"Многоцелевой катер";"Kuter dozorowy";"Torpédový dělový člun";"Motorlu Torpido Gambotu";"鱼\t雷\t炮\t艇";"高速魚雷砲艇";"Torpedeiro canhoneiro";"Торпедно-артилерійський катер";"Motorni naoružani torpedo čamac";"motoros torpedós ágyúnaszád";"어뢰포정";"Тарпедна-артылерыйскі катар";"Barcă cu motor torpiloare de patrulă";"魚\t雷\t炮\t艇";"鱼\t雷\t炮\t艇";"Thuyền Pháo thả ngư lôi";;
"unlockTag/type_submarine_chaser";"Sub-chaser";"Chasseur de sous-marins";"Antisommergibile";"U-Jagd-Boot";"Caza submarinos";"Морской охотник";"Kuter ZOP";"Stíhač ponorek";"Denizaltı takipçisi";"猎\t潜\t艇";"駆潜艇";"Caça-submarino";"Морський мисливець";"Lovac podmornica";"tengeralattjáró-elhárító";"구잠정";"Марскі паляўнічы";"Vânător submarine";"獵\t潛\t艇";"猎\t潜\t艇";"Tàu săn ngầm";;
"unlockTag/type_destroyer";"Destroyer";"Destroyer";"Cacciatorpediniere";"Zerstörer";"Destructor";"Эсминец";"Niszczyciel";"Torpédoborec";"Muhrip";"驱\t逐\t舰";"駆逐艦";"Contratorpedeiro";"Есмінець";"Razarač";"romboló";"구축함";"Эсмінец";"Distrugător";"驅\t逐\t艦";"驱\t逐\t舰";"Tàu khu trục";;
"unlockTag/typeCruiser";"Cruiser";"Croiseur";"Incrociatore";"Kreuzer";"Crucero";"Крейсер";"Krążownik";"Křižník";"Kruvazör";"巡\t洋\t舰";"巡洋艦";"Crusador";"Крейсер";"Cruiser";"cirkáló";"순양함";"Крэйсер";"Cuirasat";"巡\t洋\t艦";"巡\t洋\t舰";"Tuần dương hạm";;
"unlockTag/type_light_cruiser";"Light Cruiser";"Croiseur léger";"Incrociatore Leggero";"Leichter Kreuzer";"Crucero Ligero";"Лёгкий крейсер";"Lekki Krążownik";"Lehký křižník";"Hafif Kruvazör";"轻\t巡\t洋\t舰";"軽巡洋艦";"Cruzador leve";"Легкий крейсер";"Light Cruiser";"könnyűcirkáló";"경순양함";"Лёгкі крэйсер";"Cuirasat ușor";"輕\t巡\t洋\t艦";"轻\t巡\t洋\t舰";"Tàu tuần dương hạng nhẹ";;
"unlockTag/type_heavy_cruiser";"Heavy Cruiser";"Croiseur lourd";"Incrociatore Pesante";"Schwerer Kreuzer";"Crucero Pesado";"Тяжёлый крейсер";"Ciężki krążownik";"Těžký křižník";"Ağır Kruvazör";"重\t巡\t洋\t舰";"重巡洋艦";"Cruzador Pesado";"Важкий крейсер";"Heavy Cruiser";"nehézcirkáló";"중순양함";"Цяжкі крэйсер";"Heavy Cruiser";"重\t巡\t洋\t艦";"Heavy Cruiser";"Tàu tuần dương hạng nặng";;
"unlockTag/type_battlecruiser";"Battlecruiser";"Croiseur de bataille";"Incrociatore da Battaglia";"Schlachtkreuzer";"Crucero de Batalla";"Линейный крейсер";"Krążownik liniowy";"Bitevní křižník";"Savaş Kruvazörü";"战\t列\t巡\t洋\t舰";"巡洋戦艦";"Cruzador de Batalha";"Лінійний крейсер";"Battlecruiser";"csatacirkáló";"순양전함";"Лінейны крэйсер";"Battlecruiser";"戰\t鬥\t巡\t洋\t艦";"Battlecruiser";"Tàu chiến-tuần dương";;
"unlockTag/type_battleship";"Battleship";"Cuirassé";"Corazzata";"Schlachtschiff";"Acorazado";"Линкор";"Pancernik";"Bitevní loď";"Zırhlı";"战\t列\t舰";"戦艦";"Encouraçado";"Лінкор";"Battleship";"csatahajó";"전함";"Лінкар";"Battleship";"戰\t列\t艦";"Battleship";"Thiết giáp hạm";;
"unlockTag/type_naval_ferry_barge";"Naval Ferry Barge";"Barge de transport";"Motozattera";"Fährprahm";"Barcaza Naval";"Артиллерийская баржа";"Pływająca bateria";"vyloďovací prám";"Donanma Feribot dubası";"海\t军\t驳\t渡\t船";"揚陸用艀";"Barcaça de balsa naval";"Швидкохідна баржа";"Pomorska trajektna barža";"uszálykomp";"상륙정";"Быстраходная баржа";"Feribot înarmat";"海\t軍\t駁\t渡\t船";"武\t装\t驳\t船";"Phà";;
"unlockTag/type_minelayer";"Minelayer";"Mouilleur de mines ";"Posamine ";"Minenleger ";"Minador ";"Минный заградитель";"Trałowiec";"Minonoska";"Mayın döşeyici";"布\t雷\t艇";"機雷敷設艦 ";"Lança-minas";"Постановник мін";"Minopolagač ";"aknarakó";"기뢰부설함";"Мінны загараджальнік";"Lansator de mine";"佈\t雷\t艇";"布\t雷\t艇";"Tàu thả thuỷ lôi";;
"unlockTag/type_minesweeper";"Minesweeper";"Dragueur de mines";"Dragamine";"Minenräumer";"Dragaminas";"Тральщик";"Trałowiec";"Minolovka";"Mayın temizleyici";"扫\t雷\t艇";"掃海艇";"Draga-minas";"Тральщик";"Minesweeper";"aknaszedő";"소해정";"Тральшчык";"Minesweeper";"掃\t雷\t艇";"扫\t雷\t艇";"Tàu quét thuỷ lôi";;
"unlockTag/carrier_take_off";"Carrier Aviation";"Aéronavale";"Aviazione Imbarcata";"Trägerstart";"Portaaviones de Aviación";"Палубная авиация";"Samoloty startujące z lotniskowca";"Palubní letadlo";"Donanma Havacılığı";"航\t母\t起\t飞";"空母艦載機";"Aviação Embarcada";"Палубна авіація";"Avijacija nosača aviona";"haditengerészeti légierő";"항모항공대";"Палубная авіяцыя";"Portavion";"航\t母\t起\t飛";"航\t母\t起\t飞";"Sân bay không quân";;
"unlockTag/axis";"Axis";"Axe";"Asse";"Achse";"Eje";"страны оси";"Państwa Osi";"Osa";"Mihver Devletleri";"轴\t心\t国";"枢軸国";"Eixo";"країни Осі";"Sile Osovine";"tengelyhatalmak";"추축군";"краіны Восі";"Axă";"軸\t心\t國";"联\t军";"Phe Trục";;
"unlockTag/allies";"Allies";"Alliés";"Alleati";"Alliierte";"Aliados";"союзники";"Alianci";"Spojenci";"Müttefikler";"同\t盟\t国";"連合国";"Aliados";"Союзники";"Saveznici";"szövetségesek";"연합군";"саюзнікі";"Aliați";"同\t盟\t國";"同\t盟\t国";"Đồng Minh";;
"conditions/missionsWon";"Missions won";"Missions remportées";"Missioni vinte";"Gewonnene Missionen";"Misiones ganadas";"Миссий выиграно";"Misje wygrane";"Vyhrané mise";"Kazanılan görevler";"胜\t利\t场\t次";"勝利数";"Missões ganhas";"Перемог";"Pobeđenih misija";"Megnyert küldetések";"승리한 임무 수";"Перамог";"Misiuni câștigate";"任\t務\t勝\t利\t數";"完\t成\t次\t数";"Chiến thắng nhiệm vụ";;
"conditions/missions";"Missions";"Missions";"Missioni";"Missionen";"Misiones";"Миссии";"Misje";"Mise";"Görevler";"任\t务";"ミッション";"Missões";"Місії";"Misije";"Küldetések";"임무";"Місіі";"Misiuni";"任\t務";"任\t务";"Nhiệm vụ";;
"conditions/mission";"Missions";"Missions";"Missioni";"Missionen";"Misiones";"Миссии";"Misje";"Mise";"Görevler";"任\t务";"ミッション";"Missões";"Місії";"Misije";"Küldetések";"임무";"Місіі";"Misiuni";"任\t務";"任\t务";"Nhiệm vụ";;
"conditions/additional";"Conditions";"Conditions";"Condizioni";"Bedingungen";"Condiciones";"Условия";"Warunki";"Podmínky";"Şartlar";"附\t加\t条\t件";"受領条件";"Condições";"Умови";"Kondicije";"Körülmények";"조건";"Умовы";"Condiții";"附\t加\t條\t件";"附\t加\t条\t件";"Điều kiện";;
"additional/critical";"Your vehicle must be critically damaged.";"Vous devez avoir un appareil endommagé.";"La tua unità ha un danno critico.";"Dein Fahrzeug muss kritisch beschädigt sein. ";"Tu vehículo debe tener daños críticos.";"Ваша техника должна иметь критические повреждения";"Twój samolot musi być krytycznie uszkodzony.";"Kriticky poškozený vlastní stroj";"Uçağın kritik hasarlı olmalıdır.";"载\t具\t必\t须\t受\t损。";"機体が\t損傷したようです ";"O seu veículo deve estar danificado.";"Ваш літак повинен бути пошкодженим. ";"Vaše vozilo mora biti kritično oštećeno.";"a járművednek súlyosan sérültnek kell lennie.";"장비가 치명타를 입은 상태이어야만 합니다.";"Ваша тэхніка павінна мець крытычныя пашкоджанні";"Vehiculul tău trebuie să fie avariat critic.";"載\t具\t必\t須\t受\t損。";"载\t具\t必\t须\t受\t损。";"Bạn phải gây hư hại một máy bay.";;
"additional/isBurning";"Your vehicle must be burned.";"Votre véhicule doit être en feu.";"La tua unità sta bruciando.";"Dein Fahrzeug muss ausgebrannt sein.";"Su vehículo debe estar incendiado.";"Ваша техника должна быть подожжена";"Twoja jednostka musi płonąć.";"Tvoje vozidlo musí hořet.";"Aracın yanıyor.";"载\t具\t必\t须\t起\t火。";"機体が\t炎上したようです";"O eu veículo deve estar incendiado.";"Ваша техніка повинна бути підпалена.";"Your vehicle must be burned.";"a járművednek égnie kell.";"본인 장비가 불타는 중이어야 함.";"Ваша тэхніка павінна быць падпалена";"Vehiculul tău trebuie să fie incendiat.";"載\t具\t必\t須\t起\t火。";"载\t具\t必\t须\t起\t火。";"Phương tiện của bạn phải bị cháy";;
"additional/lesserTeam";"Your team must be smaller than the enemy's.";"Votre équipe doit être plus petite que celle de l'ennemi.";"La tua squadra deve essere meno numerosa di quella avversaria.";"Dein Team muss kleiner als das Feindliche sein.";"Tu equipo debe ser más pequeño que el del enemigo.";"Игроков в вашей команде должно быть меньше, чем в команде противника";"Twoja drużyna musi być mniejsza od przeciwnej.";"Vlastní tým menší než nepřátelský";"Takımın düşmanınkinden daha küçük olmalıdır.";"己\t方\t人\t数\t少\t于\t对\t方";"敵\tチームより\t少ない\tチーム\t編成にしてください";"A sua equipe deve ser menor que a do inimigo.";"Гравців у вашій команді повинно бути менше, ніж у команді противника.";"Tvoj tim mora biti manji od neprijateljskog.";"a csapatodban kevesebb játékosnak kell lennie, mint az ellenséges csapatban.";"아군의 수가 적보다 적어야 합니다.";"Гульцоў у вашай камандзе павінна быць менш, чым у камандзе супраціўніка";"Echipa ta trebuie să fie mai mică decât a inamicului.";"己\t方\t人\t數\t少\t於\t對\t方";"己\t方\t人\t数\t少\t于\t对\t方";"Nhóm của bạn ít hơn phía địch.";;
"conditions/killedGround";"Ground units destroyed";"Unités terrestres détruites";"Unità di terra distrutte";"Zerstörte Bodentruppen";"Unidades de tierra destruidas";"Наземных целей уничтожено";"Zniszczone cele naziemne";"Zničené pozemní jednotky";"Yok edilen kara birliği";"地\t面\t单\t位\t摧\t毁\t数";"地上部隊撃破数";"Unidades terrestres destruídas";"Наземних цілей знищено";"Površinske jedinice uništene";"Megsemmisített szárazföldi egységek";"파괴한 지상 목표 수";"Знішчыў наземных цэляў";"Unități terestre distruse";"地\t面\t單\t位\t摧\t毀\t數";"地\t面\t单\t位\t摧\t毁\t数";"Mục tiêu mặt đất đã phá hủy";;
"conditions/killedWater";"Ships destroyed";"Navires détruits";"Navi affondate";"Zerstörte Schiffe";"Barcos destruidos";"Кораблей уничтожено";"Zniszczone okręty";"Zničené lodě";"Yok edilen gemi";"摧\t毁\t舰\t只\t数";"撃破した\t艦船";"Navios destruídos";"Кораблів знищено";"Brodova uništeno";"Megsemmisített hajók";"파괴한 함선 수";"Знішчыў караблёў";"Nave distruse";"摧\t毀\t艦\t隻\t數";"摧\t毁\t舰\t只\t数";"Tàu đã phá hủy";;
"conditions/kill_ground";"Destroying ground targets";"Détruisez les cibles au sol";"Distruggi le unità terrestri";"Bodenziele zerstören";"Destruyendo objetivos terrestres";"Уничтожение наземных целей";"Zniszczone cele naziemne";"Ničení pozemních cílů";"Kara hedeflerini yok etmek";"地\t面\t单\t位\t摧\t毁\t数";"地上目標を\t破壊します。";"Destruindo alvos terrestres";"Знищення наземних цілей";"Uništavanje kopnenih meta";"Földi célpontok megsemmisítése";"지상 목표 파괴";"Знішчэнне наземных цэляў";"Distrugere ținte terestre";"地\t面\t單\t位\t摧\t毀\t數";"地\t面\t单\t位\t摧\t毁\t数";"Tiêu diệt các mục tiêu mặt đất";;
"conditions/kill_air";"Destroying air targets";"Détruisez des cibles aériennes";"Distruggi bersagli aerei";"Luftziele zerstören";"Destruyendo objetivos aéreos";"Уничтожение воздушных целей";"Zniszczone cele powietrzne";"Ničení letadel";"Hava hedeflerini yok etmek";"空\t中\t目\t标\t击\t坠\t数";"航空目標を\t破壊します。";"Destruindo alvos aéreos";"Знищення повітряних цілей";"Uništavanje vazdušnih meta";"Légi célpontok megsemmisítése";"공중 목표 파괴";"Знішчэнне паветраных цэляў";"Distrugere ținte aeriene";"空\t中\t目\t標\t擊\t墜\t數";"空\t中\t目\t标\t击\t坠\t数";"Tiêu diệt mục tiêu trên không";;
"conditions/kill";"Destroying vehicles";"Détruisez les véhicules";"Distruggi unità";"Fahrzeuge zersötren";"Destruir vehículos";"Уничтожение техники";"Niszczenie jednostek";"Ničení vozidel";"Araçları yok etmek";"载\t具\t摧\t毁\t数";"機体を\t破壊";"Destruindo veículos";"Знищення техніки";"Uništavanje vozila";"Járművek megsemmisítése";"장비 파괴";"Знішчэнне тэхнікі";"Distrugere vehicule";"載\t具\t摧\t毀\t數";"载\t具\t摧\t毁\t数";"Tiêu diệt phương tiện";;
"conditions/killWithoutHit";"Destroying vehicles without getting damaged";"Détruire des véhicules sans subir de dégâts";"Per aver distrutto dei mezzi senza essere danneggiato";"Schadenfrei zerstörte Fahrzeuge";"Destruir vehículos sin recibir daño";"Уничтожение техники, не получив повреждений";"Niszczenie jednostek bez otrzymania uszkodzeń";"Zničení nepřátelského stroje bez vlastního zasažení";"Hasar almadan araç yok etme";"在\t未\t受\t伤\t的\t情\t况\t下\t摧\t毁\t敌\t方\t载\t具";"ダメージを\t受けずに\t機体を\t破壊";"Destruir veículos sem receber danos";"Знищення техніки, не отримавши ушкоджень";"Destroying vehicles without getting damaged";"Járművek megsemmisítése bekapott sérülés nélkül";"피해를 입지 않고 적 장비 파괴";"Знішчэнне тэхнікі без атрымання пашкоджанняў";"Distrugere vehicule fără a fi avariat";"在\t未\t受\t傷\t的\t情\t況\t下\t摧\t毀\t敵\t方\t載\t具";"在\t未\t受\t伤\t的\t情\t况\t下\t摧\t毁\t敌\t方\t载\t具";"Tiêu diệt phương tiện mà không bị hư hỏng";;
"conditions/hit";"Hits";"Coups";"Colpi";"Treffer";"Impactos";"Повреждения";"Trafienia";"Zásahy";"Hasarlar";"命\t中\t次\t数";"命中";"Acertos";"Пошкодження";"Pogodaka";"Találatok";"명중";"Пашкоджанні";"Lovituri";"命\t中\t次\t數";"命\t中\t次\t数";"Trúng";;
"conditions/assist";"Assists";"Assistances";"Assist";"Abschusshilfen";"Asistencias";"Помощь союзникам в уничтожении целей";"Asysty";"Asistence";"Asistler";"助\t攻\t次\t数";"アシスト";"Assistências";"Допомога союзникам у знищенні цілей";"Asistencija";"Asszisztálások";"격파 도움";"Падмога ў знішчэнні";"Asistări";"助\t攻\t次\t數";"助\t攻\t次\t数";"Hỗ trợ";;
"conditions/captures";"Zones Captured";"Zones capturées";"Zone conquistate";"Gebiete erobert";"Zonas Capturadas";"Захвачено зон";"Zajęte strefy";"Obsazené oblasti";"Ele Geçirilen Bölgeler";"战\t区\t占\t领\t数";"占領済み\tゾーン";"Zonas capturadas";"Захоплено зон";"Osvajanje zona";"Zónafoglalások";"점령한 지역 수";"Захоплена зон";"Capturare zone";"戰\t區\t佔\t領\t數";"Zones Captured";"Khu vực đã được chiếm đóng";;
"conditions/rank";"Rank";"Rang";"Grado";"Rang";"Rango";"Ранг";"Stopień";"Úroveň";"Rütbe";"等\t级";"ランク";"Nível";"Ранг";"Rang";"Rang";"랭크";"Ранг";"Rang";"等\t級";"等\t级";"Cấp độ";;
"conditions/missionsPlayed";"Missions played";"Missions jouées";"Missioni giocate";"Gespielte Missionen";"Misiones jugadas";"Миссий сыграно";"Rozegrane misje";"Odehrané mise";"Oynanan görev";"任\t务\t参\t加\t数";"プレイした\tミッション";"Missões jogadas";"Місій зіграно";"Misija odigrano";"Lejátszott küldetések";"남은 임무 수";"Браў удзел у місіях";"Misiuni jucate";"任\t務\t參\t加\t數";"任\t务\t完\t成\t数";"Nhiệm vụ đã chơi";;
"conditions/missionsPlayed/inverted";"Missions left";"Missions restantes";"Missioni rimaste";"Übrige Missionen";"Misiones restantes";"Миссий осталось";"Misje nieukończone";"Zbývající mise";"Kalan görevler";"剩\t余\t任\t务\t数";"残りの\tミッション";"Missões restantes";"Місій залишилося";"Ostalo misija";"Hátralévő küldetések";"남은 임무";"Засталося місій";"Misiuni rămase";"剩\t餘\t任\t務\t數";"剩\t余\t任\t务\t数";"Nhiệm vụ còn lại";;
"conditions/missionsPlayed/activeFor";"Missions";"Missions";"Missioni";"Missionen";"Misiones";"Миссий";"Misje";"Mise";"Görevler";"任\t务\t数";"ミッション";"Missões";"Місій";"Misije";"Küldetések";"임무";"Місій";"Misiuni";"任\t務\t數";"任\t务\t数";"Nhiệm vụ";;
