"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"location/arcade_canyon_snow";"Iron Range";"Iron Range";"Iron Range";"Iron Range";"Planicies de hierro";"Железный хребет";"Żelazny Masyw";"Železné pásmo";"Demir Dağlar";"铁\t矿\t区";"アイアン・レンジ";"Desfiladeiros de Ferro";"Залізний хребет";"Gvozdeni domet";"Iron Range";"철의 산맥";"Жалезны хрыбет";"Câmpul de fier";"鐵\t礦\t區";"铁\t矿\t区";"Iron Range";;
"location/arcade_norway_fjords";"Fjords";"Fjords";"Fiordi";"Fjorde";"Fiordos";"Фьорды";"Fiordy";"Fjordy";"Fiyortlar";"北\t欧\t峡\t湾";"フィヨルド";"Fiordes";"Фйорди";"Fjordovi";"Fjordok";"피요르드";"Фіёрды";"Fiorduri";"北\t歐\t峽\t灣";"北\t欧\t峡\t湾";"Fjords";;
"location/arcade_norway_green";"Green Ridge";"Green Ridge";"Cresta Verde";"Grüner Kamm";"Cumbre Verde";"Зелёный хребет";"Zielona Grań";"Zelený hřeben";"Yeşil Sırtlar";"挪\t威 • 绿\t色\t山\t脊";"グリーン・リッジ";"Green Ridge";"Зелений хребет";"Green Ridge";"Zöld hátság";"푸르른 능선";"Зялёны хрыбет";"Creasta verde";"挪\t威 • 綠\t色\t山\t脊";"绿\t色\t山\t脊";"Green Ridge";;
"location/arcade_norway_plain";"Foothills";"Contreforts";"Pedemontana";"Vorgebirge";"Piedemontes";"Предгорья";"Pogórze";"Podhůří";"Dağ Etekleri";"挪\t威 • 山\t麓";"山麓";"Sopés";"Передгір'я";"Podnožja";"Előhegység";"산기슭";"Перадгор'і";"Platouri";"挪\t威 • 山\t麓";"山\t麓";"Chân đồi";;
"location/arcade_phiphi_crater_rocks";"Pacific Hidden Base";"Base cachée du Pacifique";"Isole Phi Phi";"Versteckte Pazifische Basis";"Base Oculta en el Pacífico";"Тихоокеанская секретная база";"Ukryta baza na Pacyfiku";"Skrytá tichomořská základna";"Pasifik Gizli Üs";"披\t披\t群\t岛 • 秘\t密\t基\t地";"太平洋の\t秘密基地";"Base Secreta no Pacífico";"Тихоокеанська секретна база";"Pacific Hidden Base";"Csendes-óceáni titkos bázis";"태평양 비밀기지";"Ціхаакіянская сакрэтная база";"Bază ascunsă din Pacific";"披\t披\t群\t島 • 秘\t密\t基\t地";"火\t山\t湖";"Căn cứ Bí mật Thái Bình Dương";;
"location/arcade_snow_rocks";"Top of the World";"Toit du monde";"Tibet";"Top of the World";"Cima del Mundo";"Вершина мира";"Na szczycie świata";"Vrchol světa";"Dünyanın Zirvesi";"世\t界\t之\t巅";"世界の\t頂点";"Topo do Mundo";"Вершина світу";"Vrh sveta";"A világ teteje";"세상의 꼭대기";"Вяршыня свету";"Deasupra lumii";"世\t界\t之\t巔";"世\t界\t之\t巅";"Đỉnh của Thế giới";;
"location/arcade_zhang_park";"Grave Robbers' Cliffs";"Falaises des pilleurs de tombes";" Picchi di Zhangjiajie";"Grave Robbers' Klippen";"Acantilados de Ladrones de Tumbas";"Утёсы чёрных копателей";"Klify Hien Cmentarnych";"Pirátské útesy";"Mezar Soyguncuları Kayalıkları";"张\t家\t界\t峭\t壁\t群\t峰";"墓荒らしの\t崖";"Falésias do Ladrão de Túmulos";"Скелі копачів могил";"Grave Robbers' Cliffs";"Sírrablók szirtje";"도굴꾼의 절벽";"Скалы чорных капальнікаў";"Stâncile mormintelor tâlharilor";"張\t家\t界\t峭\t壁\t群\t峰";"峭\t壁\t群\t峰";"Vách núi Grave Robbers";;
"location/avg_european_fortress";"White Rock Fortress";"La Citadelle Blanche";"Fortezza";"Festung am Weißen Felsen";"Fortaleza de Piedra Blanca";"Крепость ""Белая Скала""";"Kamienna Twierdza";"Pevnost Bílý kámen";"Beyaz Kaya Kalesi";"白\t石\t要\t塞";"白岩要塞";"Fortaleza das Rochas Brancas";"Фортеця ""Біла Скеля""";"Tvrđava Bela Stena";"Fehérszikla-erőd";"백암 요새";"Крэпасць «Белая Скала»";"Cetatea Piatra Albă";"白\t石\t要\t塞";"白\t石\t要\t塞";"Pháo đài White Rock";;
"location/avg_guadalcanal";"Guadalcanal - tank battle";"Guadalcanal - bataille de chars";"Guadalcanal - battaglia tra carri";"Guadalcanal - Panzerschlacht";"Guadalcanal - batallas de tanques";"Гуадалканал - танковое сражение";"Guadalcanal – bitwa pancerna";"Guadalcanal - pozemní bitva";"Guadalcanal - tank muharebesi";"瓜\t达\t尔\t卡\t纳\t尔\t岛 - 陆\t战";"ガダルカナル\t島 - 戦車戦";"Guadalcanal - batalha terrestre";"Гуадалканал - танкова битва";"Gvadalkanal - tenkovska bitka";"Guadalcanal (harckocsicsata)";"과달카날 전차전";"Гуадалканал — танкавая бітва";"Guadalcanal – luptă tancuri";"瓜\t達\t爾\t卡\t納\t爾\t島 - 陸\t戰";"热\t带\t岛\t屿 - 陆\t战";"Guadalcanal - trận đấu xe tăng";;
"location/avg_ireland";"Ash River";"Rivière de cendres";"Irlanda";"Aschefluss";"Río de ceniza";"Пепельная река";"Rzeka Popiołu";"Popelavá řeka";"Kül Nehri";"爱\t尔\t兰 • 灰\t烬\t之\t川";"灰の\t川";"Ash River";"Попеляста річка";"Reka Eš";"Kiszáradt folyó";"애쉬 리버";"Попелавая рака";"Râul de cenușă (Irlanda)";"愛\t爾\t蘭 • 灰\t燼\t之\t川";"灰\t烬\t之\t川";"Dòng sông Tro bụi";;
"location/avg_port_novorossiysk";"Novorossiysk";"Novorossiysk";"Novorossiysk";"Noworossijsk";"Novorossiysk";"Новороссийск";"Noworosyjsk";"Novorossijsk";"Novorossiysk";"新\t罗\t西\t斯\t克";"ノヴォロシースク\t港";"Novorossiysk";"Новоросійськ";"Novorosijsk";"Novorosszijszk";"노보로시스크";"Новарасійск";"Novorossiisk";"新\t羅\t西\t斯\t克";"钢\t铁\t之\t城";"Novorossiysk";;
"location/avg_training_ground";"Shooting Range";"Stand de tir";"Poligono";"Schießstand";"Campo de tiro";"Стрельбище";"Strzelnica";"Střelnice";"Atış Menzili";"靶\t场";"射程";"Campo de tiro";"Стрільбище";"Test Poligon";"Lőtér";"사격장";"Стрэльбішча";"Poligon de trageri";"靶\t場";"靶\t场";"Trường bắn";;
"location/caribbean_islands";"Caribbean Islands";"Îles des Caraïbes";"Isole Caraibiche";"Karibische Inseln";"Islas del Caribe";"Карибские острова";"Karaiby";"Karibské ostrovy";"Karayip Adaları";"加\t勒\t比\t群\t岛";"カリブ\t海諸島";"Ilhas Caraíbas ";"Карибські острови";"Karipska Ostrva";"Karib-térség";"카리브 제도";"Карыбскія астравы";"Insulele Caraibe";"加\t勒\t比\t群\t島";"侠\t盗\t群\t岛";"Đảo Caribbean";;
"location/hangar_airfield_2014";"Military Airfield";"Aéroport militaire";"Aeroporto Militare";"Militärisches Flugfeld";"Aeródromo militar";"Военный аэродром";"Lotnisko Wojskowe";"Vojenské letiště";"Askeri Havaalanı";"军\t事\t机\t场";"軍飛行場";"Aeródromo Militar";"Військовий аеродром";"Vojna Pista";"Katonai repülőtér";"군 비행장";"Ваенны аэрадром";"Aeroport militar";"軍\t用\t機\t場";"军\t事\t机\t场";"Sân bay quân sự";;
"location/hangar_military_base";"Military Base";"Base militaire";"Base Militare";"Militärbasis";"Base militar";"Военная база";"Baza Wojskowa";"Vojenská základna";"Askeri Üs";"军\t事\t基\t地";"軍事基地";"Base Militar";"Військова база";"Vojna Baza";"Katonai bázis";"군 기지";"Ваенная база";"Bază militară";"軍\t事\t基\t地";"军\t事\t基\t地";"Căn cứ quân sự";;
"location/hangar_military_base_ny";"Military Base 2017";"Base Militaire 2017";"Base Militare 2017";"Militärbasis 2017";"Base militar 2017";"Военная база 2017";"Baza wojskowa 2017";"Vojenská základna 2017";"Askeri Üs 2017";"军\t事\t基\t地\t（2017 新\t年）";"軍事基地 2017";"Base militar 2017";"Військова база 2017";"Vojna Baza 2017";"2017-es katonai bázis";"군 기지 2017";"Ваенная база 2017";"Bază militară 2017";"軍\t事\t基\t地\t（2017 新\t年）";"军\t事\t基\t地\t（2017 新\t年）";"Căn cứ quân sự 2017";;
"location/spain";"Spain";"Espagne";"Spagna";"Spanien";"España";"Испания";"Hiszpania";"Španělsko";"İspanya";"西\t班\t牙";"スペイン";"Espanha";"Іспанія";"Španija";"Spanyolország";"스페인";"Іспанія";"Spania";"西\t班\t牙";"冲\t突\t起\t点";"Tây Ban Nha";;
"location/zhengzhou";"Zhengzhou";"Zhengzhou";"Zhengzhou";"Zhengzhou";"Zhengzhou";"Чжэнчжоу";"Zhengzhou";"Žengžou";"Zhengzhou";"郑\t州";"鄭州";"Zhengzhou";"Чженчжоу";"Džengdžou";"Csengcsou";"정저우";"Чжэнчжоў";"Zhengzhou";"鄭\t州";"中\t部\t平\t原";"Trịnh Châu";;
"location/avg_ardennes";"Bulge - tank battle";"Ardennes - Bataille de chars";"Ardenne - battaglia tra carri";"Ardennen - Panzerschlacht";"Berlín - batallas de tanques";"Арденны - танковое сражение";"Ardeny – bitwa pancerna";"Ardeny - pozemní bitva";"Bulge - tank savaşı";"突\t出\t部 - 陆\t战";"バルジ - 戦車戦";"Bulge - batalha terrestre";"Арденни - танкова битва";"Bulge - tank battle";"Ardennek (harckocsicsata)";"벌지 - 전차전";"Ардэны — танкавая бітва";"Ardeni – luptă tancuri";"突\t出\t部 - 陸\t戰";"突\t出\t部 - 陆\t战";"Bulge - trận đấu xe tăng";;
"location/avg_fulda";"Fulda Gap";"Trouée de Fulda";"Varco di Fulda";"Lücke von Fulda";"Fulda Gap";"Фульдский коридор";"Przesmyk Fulda";"Údolí Fulda";"Fulda Geçidi";"富\t尔\t达\t缺\t口";"フルダ・ギャップ";"Fulda Gap";"Фульдський прохід";"Fulda Gap";"Fulda-rés";"풀다 계곡";"Фульдскі калідор";"Coridorul Fulda";"富\t爾\t達\t峽\t谷";"富\t尔\t达\t缺\t口";"Kẽ hỡ Fulda";;
"location/avg_japan";"Imperial Gardens";"Jardins impériaux";"Giardini Imperiali";"Kaisergärten";"Jardines imperiales";"Императорские сады";"Cesarski Ogród";"Císařské zahrady";"İmparatorluk Bahçeleri";"日\t本 • 皇\t家\t庭\t园";"インペリアル・ガーデンズ";"Imperial Gardens";"Імператорські сади";"Imperial Gardens";"Császári kertek";"제국의 정원";"Імператарскія сады";"Grădinile Imperiale";"日\t本 • 皇\t家\t庭\t園";"皇\t家\t花\t园";"Khu vườn Hoàng tộc";;
"location/avg_sector_montmedy";"Maginot Line";"Ligne Maginot";"Linea Maginot";"Maginot-Linie";"Línea Maginot";"Линия Мажино";"Linia Maginota";"Maginotova linie";"Maginot Hattı";"马\t其\t诺\t防\t线";"マジノ\t線";"Linha Maginot";"Лінія Мажино";"Maginot Line";"Maginot-vonal";"마지노 선";"Лінія Мажыно";"Linia Maginot";"馬\t奇\t諾\t防\t線";"马\t其\t诺\t防\t线";"Dãy Maginot";;
"location/avg_lazzaro_italy";"Italy";"Italie";"Cava de' Tirreni";"Italien";"Italia";"Италия";"Włochy";"Itálie";"İtalya";"意\t大\t利";"イタリア";"Itália";"Італія";"Italija";"Olaszország";"이탈리아";"Італія";"Italia";"義\t大\t利";"艺\t术\t之\t都";"Ý";;
"location/avg_american_valley";"American Desert";"Désert américain";"Deserto Americano";"Amerikanische Wüste";"Desierto de América";"Американская пустыня";"Amerykańska pustynia";"Americká poušť";"Amerikan Çölü";"美\t国 • 沙\t漠\t之\t城";"アメリカの\t砂漠";"Deserto americano";"Американська пустеля";"Američka pustinja";"Amerikai sivatag";"아메리칸 데저트";"Амерыканская пустыня";"Deșert american";"美\t國 • 沙\t漠\t之\t城";"沙\t漠\t城\t镇";"Sa mạc Hoa kỳ";;
"location/avg_alaska_town";"Alaska Town";"Alaska";"Cittadina dell'Alaska";"Alaska Stadt";"Pueblo de Alaska";"Аляска";"Miasto na Alasce";"Aljašské město";"Alaska Kasabası";"阿\t拉\t斯\t加 • 都\t市\t丛\t林";"アラスカの\t町";"Vila no Alasca";"Аляска";"Alaska Town";"Alaszkai város";"알래스카 타운";"Аляска";"Oraș din Alaska";"阿\t拉\t斯\t加 • 都\t市\t叢\t林";"丛\t林\t都\t市";"Thị trấn Alaska";;
"location/air_vietnam";"Vietnam";"Viêtnam";"Vietnam";"Vietnam";"Vietnam";"Вьетнам";"Wietnam";"Vietnam";"Vietnam";"越\t南";"ベトナム";"Vietname";"В'єтнам";"Vijetnam";"Vietnám";"베트남";"В'етнам";"Vietnam";"越\t南";"南\t部\t丛\t林";"Việt Nam";;
"location/avg_vietnam_hills";"Vietnam Hills";"Collines vietnamiennes";"Colline del Vietnam";"Vietnam Hügel";"Colinas de Vietnam";"Вьетнамские холмы";"Wietnamskie wzgórza";"Kopce Vietnamu";"Vietnam Dağları";"越\t南 • 高\t地";"ベトナムの\t山地";"Colinas do Vietnã";"В'єтнамські пагорби";"Vietnam Hills";"Vietnámi dombok";"베트남 힐스";"В'етнамскія пагоркі";"Dealuri în Vietnam";"越\t南 • 高\t地";"南\t部\t丛\t林\t• 高\t地";"Đồi Việt Nam";;
"location/avg_egypt_sinai";"Sinai";"Sinaï";"Sinai";"Sinai";"Sinaí";"Синай";"Synaj";"Sinaj";"Sina";"西\t奈\t半\t岛";"シナイ\t半島";"Sinai";"Синай";"Sinaj";"Sínai-félsziget";"시나이";"Сінай";"Sinai";"西\t奈\t半\t島";"荒\t漠\t炼\t油\t场";"Sinai";;
"location/avg_syria";"Middle East";"Moyen Orient";"Medio Oriente";"Naher Osten";"Medio Oriente";"Ближний Восток";"Bliski Wschód";"Střední východ";"Orta Doğu";"中\t东";"中東";"Médio Oriente";"Середній Схід";"Bliski Istok";"Közel-Kelet";"중동";"Блізкі Усход";"Orientul Mijlociu";"中\t東";"油\t田";"Trung Đông";;
"location/air_ladoga";"Ladoga";"Ladoga";"Ladoga";"Ladoga";"Ladoga";"Ладога";"Ładoga";"Ladožské jezero";"Ladoga";"拉\t多\t加";"ラドガ";"Ladoga";"Ладога";"Ladoga";"Ladoga-tó";"라도가";"Ладага";"Ladoga";"拉\t多\t加";"风\t光\t湖\t畔";"Lagoda";;
"location/air_afghan";"Afghanistan";"Afghanistan";"Afganistan";"Afghanistan";"Afganistán";"Афганистан";"Afganistan";"Afghánistán";"Afganistan";"阿\t富\t汗";"アフガニスタン";"Afeganistão";"Афганістан";"Avganistan";"Afganisztán";"아프가니스탄";"Афганістан";"Afganistan";"阿\t富\t汗";"狂\t野\t战\t区";"Afghanistan";;
"location/avn_fiji";"Fiji";"Fidji";"Figi";"Fidschi";"Fiyi";"Фиджи";"Fidżi";"Fidži";"Fiji";"斐\t济";"フィジー";"Fiji";"Фіджі";"Fidži";"Fidzsi-szigetek";"피지";"Фіджы";"Fiji";"斐\t濟";"绿\t色\t海\t域";"Fiji";;
"location/avn_alps_fjord";"Green Mountains Gulf";"Golfe des montagnes vertes";"Golfo delle Montagne Verdi";"Golf der grünen Berge";"Golfo de montañas verdes";"Зелёный залив";"Zatoka w zielonych górach";"Záliv Green Mountains";"Yeşil Dağlar Körfezi";"阿\t尔\t卑\t斯 • 翠\t绿\t山\t谷";"グリーンマウンテン\t湾";"Golfo das Montanhas Verdes";"Зелена затока";"Green mountains gulf";"Zöldhegyi öböl";"푸른 산맥 만";"Зялёны заліў";"Golful munților verzi";"阿\t爾\t卑\t斯 • 翠\t綠\t山\t谷";" 翠\t绿\t山\t谷";"Vịnh Green Mountain";;
"location/arcade_mediterranean";"Greece";"Grèce";"Grecia";"Griechenland";"Grecia";"Греция";"Grecja";"Řecko";"Yunanistan";"希\t腊";"ギリシャ";"Grécia";"Греція";"Grčka";"Görögország";"그리스";"Грэцыя";"Grecia";"希\t臘";"神\t话\t之\t地";"Hy Lạp";;
"location/avn_volcanic_island";"Volcanic Island";"Île volcanique";"Isola Vulcanica";"Vulkanische Inseln";"Isla volcánica";"Вулканический остров";"Wyspa wulkaniczna";"Sopečný ostrov";"Volkanik Ada";"火\t山\t岛";"火山島";"Ilha Vulcânica";"Вулканічний острів";"Vulkansko ostrvo";"Vulkanikus sziget";"화산섬";"Вулканічны востраў";"Insulă vulcanică";"火\t山\t岛";"火\t山\t岛";"Đảo núi lửa";;
"location/avg_container_port";"Cargo Port";"Port de commerce";"Porto Merci";"Frachthafen";"Puerto de carga";"Морской терминал";"Port przeładunkowy";"Nákladní přístav";"Kargo Limanı";"货\t运\t港\t口";"貨物港";"Porto de carga";"Морський термінал";"Teretna luka";"Teherkikötő";"카고 포트";"Грузавы порт";"Port mărfuri";"貨\t運\t港\t口";"货\t运\t港\t口";"Bến cảng";;
"location/avn_peleliu";"Palau Islands";"Les îles Palaos";"Isole Palau";"Palauische Inseln";"Islas Palaos";"Острова Палау";"Wyspy Palau";"Ostrovy Palau";"Palau Adaları";"帕\t劳\t群\t岛";"パラオ\t諸島";"Ilhas Palau";"Острови Палау";"Ostrva Palau";"Palau szigetek";"팔라우 제도";"Астравы Палаў";"Insulele Palau";"帕\t勞\t群\t島";"群\t岛";"Đảo Palau";;
"location/avn_japan";"Japanese Port";"Port Japonais";"Porto Giapponese";"Japanischer Hafen";"Puerto Japonés";"Японский порт";"Japoński port";"Japonský přístav";"Japon Limanı";"日\t本 • 横\t滨\t港";"日本の\t港";"Porto japonês";"Японський порт";"Japanska luka";"Japán kikötő";"일본 항구";"Японскі порт";"Port Japonez";"日\t本 • 橫\t濱\t港";"军\t港";"Bến cảng Nhật bản";;
"location/avn_south_africa";"South Africa";"Afrique du Sud";"Sud Africa";"Südafrika";"Sudáfrica";"Южная Африка";"Południowa Afryka";"Jižní Afrika";"Güney Afrika";"南\t非";"南\tアフリカ";"África do Sul";"Південна Африка";"Južna Afrika";"Dél-Afrika";"남아프리카";"Паўднёвая Афрыка";"South Africa";"南\t非";"彩\t虹\t之\t国";"Nam Phi";;
"location/avn_new_zeland_cape";"New Zealand Cape";"Cap néo-zélandais";"Capo di Nuova Zelanda";"Neuseeländisches Kap";"Cabo de Nueva Zelanda";"Новозеландский мыс";"Przylądek w Nowej Zelandii";"Novozélandský mys";"Yeni Zelanda Burnu";"新\t西\t兰 • 纷\t争\t海\t角";"ニュージーランド\t岬";"Cabo neozelandês";"Новозеландський мис";"Novozelandski rt";"Új-Zéland partjai";"뉴질랜드 곶";"Новазеландскі мыс";"New Zealand cape";"新\t西\t蘭 • 紛\t爭\t海\t角";"纷\t争\t海\t角";"Mũi New Zealand";;
"location/avn_finland_islands";"South Kvarken";"Sud Kvarken";"Kvarken Sud";"Süd-Kvarken";"Kvarken Sur";"Южный Кваркен";"Kvarken Południowy";"Jižní Kvarken";"Güney Kvarken";"南\t克\t瓦\t尔\t肯\t海\t峡";"南\tクヴァルケン";"Kvarken do Sul";"Південний Кваркен";"Južni Kvarken";"Dél-Kvarken";"남 크바르켄";"Паўднёвы Кваркен";"South Kvarken";"南\t克\t瓦\t爾\t肯\t海\t峽";"焦\t点\t海\t峡";"Nam Kvarken";;
"location/avg_sweden";"Sweden";"Suède";"Svezia";"Schweden";"Suecia";"Швеция";"Szwecja";"Švédsko";"İsveç";"瑞\t典";"スウェーデン";"Suécia";"Швеція";"Švedska";"Svédország";"스웨덴";"Швецыя";"Sweden";"瑞\t典";"国\t境\t北\t风";"Thụy Điển";;
"location/air_denmark";"Denmark";"Danemark";"Danimarca";"Dänemark";"Dinamarca";"Дания";"Dania";"Dánsko";"Danimarka";"丹\t麦";"デンマーク";"Dinamarca";"Данія";"Danska";"Dánia";"덴마크";"Данія";"Denmark";"丹\t麥";"丹\t麦";"Đan Mạch";;
"location/air_smolensk";"Smolensk";"Smolensk";"Smolensk";"Smolensk";"Smolensk";"Смоленск";"Smoleńsk";"Smolensk";"Smolensk";"斯\t摩\t棱\t斯\t克";"スモレンスク";"Smolensk";"Смоленськ";"Smolensk";"Szmolenszk";"스몰렌스크";"Смаленск";"Smolensk";"斯\t摩\t棱\t斯\t克";"北\t方\t港\t口";"Smolensk";;
"location/hurtgen";"Hürtgen";"Hürtgen";"Hürtgen";"Hürtgen";"Hürtgen";"Хюртген";"Hürtgen";"Hürtgen";"Hürtgen";"许\t特\t根\t森\t林";"ヒュルトゲン";"Hürtgen";"Гюртген";"Hurtgen";"Hürtgen";"휘르트겐";"Гюртген";"Hürtgen";"許\t特\t根\t森\t林";"许\t特\t根\t森\t林";"Hürtgen";;
"location/sector_montmedy";"Maginot Line";"Ligne Maginot";"Linea Maginot";"Maginot-Linie";"Línea Maginot";"Линия Мажино";"Linia Maginota";"Maginotova linie";"Maginot Hattı";"马\t其\t诺\t防\t线";"マジノ\t線";"Linha Maginot";"Лінія Мажино";"Maginot Line";"Maginot-vonal";"마지노 선";"Лінія Мажыно";"Maginot Line";"馬\t其\t諾\t防\t線";"马\t其\t诺\t防\t线";"Dãy Maginot";;
"location/tunisia";"Tunisia";"Tunisie";"Tunisia";"Tunesien";"Túnez";"Тунис";"Tunezja";"Tunisko";"Tunus";"突\t尼\t斯";"チュニジア";"Tunísia";"Туніс";"Tunis";"Tunézia";"튀니지";"Туніс";"Tunisia";"突\t尼\t西\t亞";"荒\t漠\t小\t镇";"Tunisia";;
"location/arcade_tabletop_mountain";"Guiana Highlands";"Plateaux de Guyane";"Altopiani della Guiana";"Hochland von Guayana";"Macizo Guayanés";"Гвианское плоскогорье";"Wyżyny Gujany";"Guyanská vysočina";"Guyana Dağları";"圭\t亚\t那\t高\t原";"ギアナ\t高地";"Planalto das Guianas";"Гвіанське плоскогір'я";"Visoravni Gijane";"Guyanai-felföld";"가이아나 고지";"Гвіянскае пласкагор'е";"Guiana Highlands";"圭\t亞\t那\t高\t原";"高\t原";"Cao nguyên Guiana";;
"location/avg_lazzaro_italy_new_city";"Campania";"Campanie";"Campania";"Kalabrien";"Campania";"Кампания";"Kampania";"Kampánie";"Campania";"坎\t帕\t尼\t亚";"カンパニア\t州";"Campânia";"Кампанія";"Campania";"Campania";"캄파니아";"Кампанія";"Campania";"坎\t帕\t尼\t亞";"艺\t术\t庄\t园";"Campania";;
"location/avn_aleutian_islands";"Aleutian Islands";"Îles Aléoutiennes";"Isole Aleutine";"Aleuten";"Islas Aleutianas";"Алеутские острова";"Aleuty";"Aleutské ostrovy";"Aleut Adaları";"阿\t留\t申\t群\t岛";"アリューシャン\t列島";"Ilhas Aleutas";"Алеутські острови";"Aleutska ostrva";"Aleut szigetek";"알류샨 열도";"Алеўцкія астравы";"Aleutian islands";"阿\t留\t申\t群\t島";"阿\t留\t申\t群\t岛";"Đảo Aleutian";;
"location/avg_kursk_villages";"Fire Arc";"Prokhorovka";"Arco di Fuoco";"Feuerbogen
";"Arco de fuego";"Огненная дуга";"Płomienny Łuk";"Palebná výseč";"Ateş Çemberi";"库\t尔\t斯\t克 • 炽\t烈\t之\t径";"ファイアーアーク";"Arco de fogo
";"Вогняна дуга";"Fire Arc";"Tűzvonal";"파이어 아크";"Вогненная дуга";"Fire Arc";"庫\t爾\t斯\t克 • 熾\t烈\t之\t徑";"Fire Arc";"Fire Arc";;
"location/air_skyscraper_city";"City";"Ville";"Città";"Stadt";"Ciudad";"Мегаполис";"Miasto";"Město";"Şehir";"大\t都\t会";"都市";"Cidade";"Мегаполіс";"Grad";"Város";"도시";"Мегаполіс";"City";"大\t都\t會";"城\t市";"Thành phố";;
"location/avg_nuclear_incident";"Ground Zero";"Ground Zero";"Ground Zero";"Ground Zero";"Zona cero";"Эпицентр";"Strefa zero";"Ground Zero";"Sıfır Noktası";"阿\t拉\t斯\t加 • 核\t爆\t原\t点";"グラウンド・ゼロ";"Ground zero";"Епіцентр";"Ground zero";"Epicentrum";"그라운드 제로";"Эпіцэнтр";"Ground zero";"原\t爆\t點";"地\t表·零";"Vùng số 0";;
"location/avg_soviet_suburban";"Seversk-13";"Seversk-13";"Seversk-13";"Seversk-13";"Seversk-13";"Северск-13";"Siewiersk-13";"Seversk-13";"Seversk-13";"谢\t韦\t尔\t斯\t克\t-13";"セヴェルスク-13";"Seversk-13";"Сіверськ-13";"Seversk-13";"Szeverszk-13";"세베르스크-13";"Северск-13";"Seversk-13";"謝\t爾\t韋\t斯\t特\t-13";"谢\t韦\t尔\t斯\t克\t-13\t区";"Seversk-13";;
"location/avg_western_europe";"Spaceport";"Cosmodrome";"Porto Spaziale";"Weltraumhafen";"Cosmódromo";"Космодром";"Kosmodrom";"Kosmodrom";"Uzay Üssü";"航\t天\t港";"発射施設";"Cosmódromo";"Космодром";"Spaceport";"Űrkikötő";"우주 공항";"Касмадром";"Spaceport";"太\t空\t港";"Spaceport";"Cổng không gian";;
"location/arcade_floating_islands";"Floating Islands";"Iles flottantes ";"Isole Fluttuanti";"Schwimmende Inseln";"Islas Flotantes";"Плавучие острова";"Dryfujące wyspy";"Plovoucí ostrovy";"Yüzen Adalar";"浮\t游\t群\t岛";"人工島";"Ilhas Flutuantes";"Плавучі острови";"Floating Islands";"Lebegő szigetek";"떠다니는 군도";"Плывучыя астравы";"Floating Islands";"浮\t游\t群\t島";"Floating Islands";"Đảo nổi";;
"location/avn_sunken_city";"Drowned City";"Ville submergée";"Città Sommersa";"Überflutete Stadt";"Ciudad hundida";"Затонувший город";"Zatopione miasto";"Zaplavené město";"Sular Altında Kalmış Şehir";"沉\t没\t之\t城";"沈んだ\t都市";"Cidade Inundada";"Затонуле місто";"Drowned City";"Elsüllyedt város";"침수된 도시";"Затанулы горад";"Drowned City";"沉\t沒\t之\t城";"Drowned City";"Thành phố Chìm";;
"location/avg_red_desert";"Red Desert";"Désert rouge";"Deserto Rosso";"Rote Wüste";"Desierto rojo";"Красные пески";"Czerwona pustynia";"Rudá poušť";"Kızıl Çöl";"红\t色\t沙\t漠";"赤い\t砂漠";"Deserto Vermelho";"Червоні піски";"Red Desert";"Vörös sivatag";"붉은 사막";"Чырвоная пустыня";"Red Desert";"紅\t色\t沙\t漠";"Red Desert";"Sa mạc Đỏ";;
"location/avg_breslau";"Breslau";"Breslau";"Breslavia";"Breslau";"Breslau";"Бреслау";"Breslau";"Vratislav";"Breslau";"布\t雷\t斯\t劳";"ブレスラウ";"Breslávia";"Вроцлав";"Breslau";"Breslau";"브레슬라우";"Брэслаў";"Breslau";"布\t雷\t斯\t勞";"Breslau";"Breslau";;
"location/firing_range";"Proving Ground";"Terrain d'essai";"Poligono di Tiro";"Testgelände";"Campo de Pruebas";"Полигон";"Poligon";"Zkušební polygon";"Atış Alanı";"训\t练\t基\t地";"実験場";"Campo de Tiros";"Полігон";"Proving Ground";"Lőtér";"성능 시험장";"Палігон";"Proving Ground";"訓\t練\t基\t地";"Proving Ground";"Khu tập bắn";;
"location/avn_northwestern_islands";"Vyborg Bay";"Baie de Vyborg";"Baia di Vyborg";"Bucht von Vyborg";"Bahía de Víborg";"Выборгский залив";"Zatoka Wyborska";"Vyborgský záliv";"Vyborg Körfezi";"维\t堡\t湾";"ヴィボルグ\t湾";"Baía de Vyborg";"Виборзька затока";"Vyborg Bay";"Vyborg öböl";"비보르크 만";"Выбагрскі заліў";"Vyborg Bay";"維\t堡\t灣";"Vyborg Bay";"Vịnh Vyborg";;
