"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"germ_pzkpfw_IV_ausf_E_shop";"Pz.IV E";"Pz.IV E";"Pz.IV E";"Pz.IV E";"Pz.IV E";"Pz.IV E";"Pz.IV E";"PzKpfw IV Ausf. E";"Pz.IV E";"四​号​坦​克 E 型";"IV 号戦車 E 型";"Pz.IV E";"Pz.IV E";"Pz.Kpfw. IV Ausf. E";"Pz.IV E";"4호 전차 E형";"Pz.IV E";"Panzer IV E";"四​號​坦​克 E 型";"PK 4 号 E 型";"Pz.IV E";;
"germ_pzkpfw_IV_ausf_E_0";"Pz.Kpfw. IV Ausf. E";"Pz.Kpfw. IV Ausf. E";"Pz.Kpfw. IV Ausf.E";"Pz.Kpfw. IV Ausf. E";"Pz.Kpfw. IV Ausf. E";"Pz.Kpfw. IV Ausf. E";"Pz.Kpfw. IV Ausf. E";"Panzerkampfwagen IV Ausf. E";"Pz.Kpfw. IV Ausf. E";"四​号​坦​克 E 型";"IV 号戦車 E 型";"Pz.Kpfw. IV Ausf. E";"Panzerkampfwagen IV Ausführung E";"Pz.Kpfw. IV Ausf. E";"Pz.Kpfw. IV Ausf. E";"4호 전차 E형";"Pz.Kpfw. IV Ausf. E";"Panzer IV versiunea E";"裝​甲​作​戰​載​具 IV E 型";"PK 4 号 E 型";"Pz.Kpfw. IV Ausf. E";;
"germ_pzkpfw_IV_ausf_E_1";"Pz.IV E";"Pz.IV E";"Pz.IV E";"Pz.IV Ausf. E";"Pz.IV E";"Pz.IV E";"Pz.IV E";"PzKpfw IV Ausf. E";"Pz.IV E";"四​号​坦​克 E 型";"IV 号戦車 E 型";"Pz.IV E";"Pz.IV E";"Pz.IV E";"Pz.IV E";"4호 전차 E형";"Pz.IV E";"Panzer IV E";"四​號​坦​克 E 型";"PK 4 号 E 型";"Pz.IV E";;
"germ_pzkpfw_IV_ausf_E_2";"Medium tank";"Char moyen";"Carro medio";"Mittelschwerer Panzer";"Tanque mediano";"Средний танк";"Czołg średni";"PzKpfw IV";"Orta Tank";"中​型​坦​克";"中戦車";"Tanque Médio";"Середній танк";"Srednji tenk";"közepes harckocsi";"중형전차";"Сярэдні танк";"Tanc mediu";"中​型​坦​克";"中​型​坦​克";"Xe tăng hạng trung";;
"germ_pzkpfw_IV_ausf_F_shop";"Pz.IV F1";"Pz.IV F1";"Pz.IV F1";"Pz.IV F1";"Pz.IV F1";"Pz.IV F1";"Pz.IV F1";"PzKpfw IV Ausf. F1";"Pz.IV F1";"四​号​坦​克 F1 型";"IV 号戦車 F1 型";"Pz.IV F1";"Pz.IV F1";"PzKpfw IV Ausf.F1";"Pz.IV F1";"4호 전차 F1형";"Pz.IV F1";"Panzer IV F1";"四​號​坦​克 F1 型";"PK 4 号 F1 型";"Pz.IV F1";;
"germ_pzkpfw_IV_ausf_F_0";"Pz.Kpfw. IV Ausf. F1";"Pz.Kpfw. IV Ausf. F1";"Pz.Kpfw. IV Ausf.F1";"Pz.Kpfw. IV Ausf. F1";"Pz.Kpfw. IV Ausf. F1";"Pz.Kpfw. IV Ausf. F1";"Pz.Kpfw. IV Ausf. F1";"Panzerkampfwagen IV Ausf. F1";"Pz.Kpfw. IV Ausf. F1";"四​号​坦​克 F1 型";"IV 号戦車 F1 型";"Pz.Kpfw. IV Ausf. F1";"Panzerkampfwagen IV Ausführung F1";"PzKpfw IV Ausf.F1";"Pz.Kpfw. IV Ausf. F1";"4호 전차 F1형";"Pz.Kpfw. IV Ausf. F1";"Panzer IV versiunea F1";"裝​甲​作​戰​載​具 IV F1 型";"PK 4 号 F1 型";"Pz.Kpfw. IV Ausf. F1";;
"germ_pzkpfw_IV_ausf_F_1";"Pz.IV F1";"Pz.IV F1";"Pz.IV F1";"Pz.IV Ausf. F1";"Pz.IV F1";"Pz.IV F1";"Pz.IV F1";"PzKpfw IV Ausf. F1";"Pz.IV F1";"四​号​坦​克 F1 型";"IV 号戦車 F1 型";"Pz.Kpfw. IV Ausf. F1";"Pz.IV F1";"Pz.IV F1";"Pz.IV F1";"4호 전차 F1형";"Pz.IV F1";"Panzer IV F1";"四​號​坦​克 F1 型";"PK 4 号 F1 型";"Pz.IV F1";;
"germ_pzkpfw_IV_ausf_F_2";"Medium tank";"Char moyen";"Carro medio";"Mittelschwerer Panzer";"Tanque mediano";"Средний танк";"Czołg średni";"PzKpfw IV";"Orta Tank";"中​型​坦​克";"中戦車";"Tanque Médio";"Середній танк";"Srednji tenk";"közepes harckocsi";"중형전차";"Сярэдні танк";"Tanc mediu";"中​型​坦​克";"中​型​坦​克";"Xe tăng hạng trung";;
"germ_pzkpfw_IV_ausf_F2_shop";"Pz.IV F2";"Pz.IV F2";"Pz.IV F2";"Pz.IV F2";"Pz.IV F2";"Pz.IV F2";"Pz.IV F2";"PzKpfw IV Ausf. F2";"Pz.IV F2";"四​号​坦​克 F2 型";"IV 号戦車 F2 型";"Pz.IV F2";"Pz.IV F2";"PzKpfw IV Ausf.F2";"Pz.IV F2";"4호 전차 F2형";"Pz.IV F2";"Panzer IV F2";"四​號​坦​克 F2 型";"PK 4 号 F2 型";"Pz.IV F2";;
"germ_pzkpfw_IV_ausf_F2_0";"Pz.Kpfw. IV Ausf. F2";"Pz.Kpfw. IV Ausf. F2";"Pz.Kpfw. IV Ausf.F2";"Pz.Kpfw. IV Ausf. F2";"Pz.Kpfw. IV Ausf. F2";"Pz.Kpfw. IV Ausf. F2";"Pz.Kpfw. IV Ausf. F2";"Panzerkampfwagen IV Ausf. F2";"Pz.Kpfw. IV Ausf. F2";"四​号​坦​克 F2 型";"IV 号戦車 F2 型";"Pz.Kpfw. IV Ausf. F2";"Panzerkampfwagen IV Ausführung F2";"PzKpfw IV Ausf.F2";"Pz.Kpfw. IV Ausf. F2";"4호 전차 F2형";"Pz.Kpfw. IV Ausf. F2";"Panzer IV versiunea F2";"裝​甲​作​戰​載​具 IV F2 型";"PK 4 号 F2 型";"Pz.Kpfw. IV Ausf. F2";;
"germ_pzkpfw_IV_ausf_F2_1";"Pz.IV F2";"Pz.IV F2";"Pz.IV F2";"Pz.IV Ausf. F2";"Pz.IV F2";"Pz.IV F2";"Pz.IV F2";"PzKpfw IV Ausf. F2";"Pz.IV F2";"四​号​坦​克 F2 型";"IV 号戦車 F2 型";"Pz.IV F2";"Pz.IV F2";"Pz.IV F2";"Pz.IV F2";"4호 전차 F2형";"Pz.IV F2";"Panzer IV F2";"四​號​坦​克 F2 型";"PK 4 号 F2 型";"Pz.IV F2";;
"germ_pzkpfw_IV_ausf_F2_2";"Medium tank";"Char moyen";"Carro medio";"Mittelschwerer Panzer";"Tanque mediano";"Средний танк";"Czołg średni";"PzKpfw IV";"Orta Tank";"中​型​坦​克";"中戦車";"Tanque Médio";"Середній танк";"Srednji tenk";"közepes harckocsi";"중형전차";"Сярэдні танк";"Tanc mediu";"中​型​坦​克";"中​型​坦​克";"Xe tăng hạng trung";;
"germ_pzkpfw_IV_ausf_C_shop";"Pz.IV C";"Pz.IV C";"Pz.IV C";"Pz.IV C";"Pz.IV C";"Pz.IV C";"Pz.IV C";"PzKpfw IV Ausf. C";"Pz.IV C";"四​号​坦​克 C 型";"IV 号戦車 C 型";"Pz.IV C";"Pz.IV C";"PzKpfw IV Ausf.C";"Pz.IV C";"4호 전차 C형";"Pz.IV C";"Panzer IV C";"四​號​坦​克 C 型";"PK 4 号 C 型";"Pz.IV C";;
"germ_pzkpfw_IV_ausf_C_0";"Pz.Kpfw. IV Ausf. C";"Pz.Kpfw. IV Ausf. C";"Pz.Kpfw. IV Ausf.C";"Pz.Kpfw. IV Ausf. C";"Pz.Kpfw. IV Ausf. C";"Pz.Kpfw. IV Ausf. C";"Pz.Kpfw. IV Ausf. C";"Panzerkampfwagen IV Ausf. C";"Pz.Kpfw. IV Ausf. C";"四​号​坦​克 C 型";"IV 号戦車 C 型";"Pz.Kpfw. IV Ausf. C";"Panzerkampfwagen IV Ausführung C";"PzKpfw IV Ausf.C";"Pz.Kpfw. IV Ausf. C";"4호 전차 C형";"Pz.Kpfw. IV Ausf. C";"Panzer IV versiunea C";"裝​甲​作​戰​載​具 IV C 型";"PK 4 号 C 型";"Pz.Kpfw. IV Ausf. C";;
"germ_pzkpfw_IV_ausf_C_1";"Pz.IV C";"Pz.IV C";"Pz.IV C";"Pz.IV Ausf. C";"Pz.IV C";"Pz.IV C";"Pz.IV C";"PzKpfw IV Ausf. C";"Pz.IV C";"四​号​坦​克 C 型";"IV 号戦車 C 型";"Pz.IV C";"Pz.IV C";"Pz.IV C";"Pz.IV C";"4호 전차 C형";"Pz.IV C";"Panzer IV C";"四​號​坦​克 C 型";"PK 4 号 C 型";"Pz.IV C";;
"germ_pzkpfw_IV_ausf_C_2";"Medium tank";"Char moyen";"Carro medio";"Mittelschwerer Panzer";"Tanque mediano";"Средний танк";"Czołg średni";"PzKpfw IV";"Orta Tank";"中​型​坦​克";"中戦車";"Tanque Médio";"Середній танк";"Srednji tenk";"közepes harckocsi";"중형전차";"Сярэдні танк";"Tanc mediu";"中​型​坦​克";"中​型​坦​克";"Xe tăng hạng trung";;
"germ_pzkpfw_IV_ausf_G_shop";"Pz.IV G";"Pz.IV G";"Pz.IV G";"Pz.IV G";"Pz.IV G";"Pz.IV G";"Pz.IV G";"PzKpfw IV Ausf. G";"Pz.IV G";"四​号​坦​克 G 型";"IV 号戦車 G 型";"Pz.IV G";"Pz.IV G";"PzKpfw IV Ausf.G";"Pz.IV G";"4호 전차 G형";"Pz.IV G";"Panzer IV G";"四​號​坦​克 G 型";"PK 4 号 G 型";"Pz.IV G";;
"germ_pzkpfw_IV_ausf_G_0";"Pz.Kpfw. IV Ausf. G";"Pz.Kpfw. IV Ausf. G";"Pz.Kpfw. IV Ausf.G";"Pz.Kpfw. IV Ausf. G";"Pz.Kpfw. IV Ausf. G";"Pz.Kpfw. IV Ausf. G";"Pz.Kpfw. IV Ausf. G";"Panzerkampfwagen IV Ausf. G";"Pz.Kpfw. IV Ausf. G";"四​号​坦​克 G 型";"IV 号戦車 G 型";"Pz.Kpfw. IV Ausf. G";"Panzerkampfwagen IV Ausführung G";"PzKpfw IV Ausf.G";"Pz.Kpfw. IV Ausf. G";"4호 전차 G형";"Pz.Kpfw. IV Ausf. G";"Panzer IV versiunea G";"裝​甲​作​戰​載​具 IV G 型";"PK 4 号 G 型";"Pz.Kpfw. IV Ausf. G";;
"germ_pzkpfw_IV_ausf_G_1";"Pz.IV G";"Pz.IV G";"Pz.IV G";"Pz.IV Ausf. G";"Pz.IV G";"Pz.IV G";"Pz.IV G";"PzKpfw IV Ausf. G";"Pz.IV G";"四​号​坦​克 G 型";"IV 号戦車 G 型";"Pz.IV G";"Pz.IV G";"Pz.IV G";"Pz.IV G";"4호 전차 G형";"Pz.IV G";"Panzer IV G";"四​號​坦​克 G 型";"PK 4 号 G 型";"Pz.IV G";;
"germ_pzkpfw_IV_ausf_G_2";"Medium tank";"Char moyen";"Carro medio";"Mittelschwerer Panzer";"Tanque mediano";"Средний танк";"Czołg średni";"PzKpfw IV";"Orta Tank";"中​型​坦​克";"中戦車";"Tanque Médio";"Середній танк";"Srednji tenk";"közepes harckocsi";"중형전차";"Сярэдні танк";"Tanc mediu";"中​型​坦​克";"中​型​坦​克";"Xe tăng hạng trung";;
"germ_pzkpfw_IV_ausf_H_shop";"Pz.IV H";"Pz.IV H";"Pz.IV H";"Pz.IV H";"Pz.IV H";"Pz.IV H";"Pz.IV H";"PzKpfw IV Ausf. H";"Pz.IV H";"四​号​坦​克 H 型";"IV 号戦車 H 型";"Pz.IV H";"Pz.IV H";"PzKpfw IV Ausf.H";"Pz.IV H";"4호 전차 H형";"Pz.IV H";"Panzer IV H";"四​號​坦​克 H 型";"PK 4 号 H 型";"Pz.IV H";;
"germ_pzkpfw_IV_ausf_H_0";"Pz.Kpfw. IV Ausf. H";"Pz.Kpfw. IV Ausf. H";"Pz.Kpfw. IV Ausf.H";"Pz.Kpfw. IV Ausf. H";"Pz.Kpfw. IV Ausf. H";"Pz.Kpfw. IV Ausf. H";"Pz.Kpfw. IV Ausf. H";"Panzerkampfwagen IV Ausf. H";"Pz.Kpfw. IV Ausf. H";"四​号​坦​克 H 型";"IV 号戦車 H 型";"Pz.Kpfw. IV Ausf. H";"Panzerkampfwagen IV Ausführung H";"PzKpfw IV Ausf.H";"Pz.Kpfw. IV Ausf. H";"4호 전차 H형";"Pz.Kpfw. IV Ausf. H";"Panzer IV versiunea H";"裝​甲​作​戰​載​具 IV H 型";"PK 4 号 H 型";"Pz.Kpfw. IV Ausf. H";;
"germ_pzkpfw_IV_ausf_H_1";"Pz.IV H";"Pz.IV H";"Pz.IV H";"Pz.IV Ausf. H";"Pz.IV H";"Pz.IV H";"Pz.IV H";"PzKpfw IV Ausf. H";"Pz.IV H";"四​号​坦​克 H 型";"IV 号戦車 H 型";"Pz.IV H";"Pz.IV H";"Pz.IV H";"Pz.IV H";"4호 전차 H형";"Pz.IV H";"Panzer IV H";"四​號​坦​克 H 型";"PK 4 号 H 型";"Pz.IV H";;
"germ_pzkpfw_IV_ausf_H_2";"Medium tank";"Char moyen";"Carro medio";"Mittelschwerer Panzer";"Tanque mediano";"Средний танк";"Czołg średni";"PzKpfw IV";"Orta Tank";"中​型​坦​克";"中戦車";"Tanque Médio";"Середній танк";"Srednji tenk";"közepes harckocsi";"중형전차";"Сярэдні танк";"Tanc mediu";"中​型​坦​克";"中​型​坦​克";"Xe tăng hạng trung";;
"germ_panzerbefelhswagen_VI_P_shop";"Pz.Bef.Wg.VI P";"Pz.Bef.Wg.VI P";"Pz.Bef.Wg.VI P";"Pz.Bef.Wg.VI P";"Pz.Bef.Wg.VI P";"Pz.Bef.Wg.VI P";"Pz.Bef.Wg.VI P";"PzBfw VI Tiger (P)";"Pz.Bef.Wg.VI P";"虎 (P) 式​指​挥​坦​克";"Pz.Bfw. VI (P)";"Pz.Bef.Wg.VI P";"Pz.Bfw.VI P";"Pz.Bfw. VI (P)";"Pz.Bef.Wg.VI P";"6호 지휘전차 P";"Pz.Bfw.VI (P)";"PzBfwVI (P)";"虎 (P) 式​指​揮​坦​克";"BPK 6 号 (P)​指​挥​坦​克";"Pz.Bef.Wg.VI P";;
"germ_panzerbefelhswagen_VI_P_0";"Panzerbefehlswagen VI P";"Panzerbefehlswagen VI P";"Panzerbefehlswagen VI P";"Panzerbefehlswagen VI P";"Panzerbefehlswagen VI P";"Panzerbefehlswagen VI P";"Panzerbefehlswagen VI P";"Panzerbefehlswagen VI Tiger (P)";"Panzerbefehlswagen VI P";"虎 (P) 式​装​甲​指​挥​车";"Panzerbefehlswagen VI P";"Panzerbefehlswagen VI P";"Panzerbefehlswagen VI «Tiger» (P)";"Panzerbefehlswagen VI P";"Panzerbefehlswagen VI P";"6호 지휘전차 P";"Panzerbefehlswagen VI (P)";"Panzerbefehlswagen VI (P)";"裝​甲​指​揮​載​具 VI (保​時​捷)";"BPK 6 号 (P)​指​挥​坦​克";"Panzerbefehlswagen VI P";;
"germ_panzerbefelhswagen_VI_P_1";"Pz.Bef.Wg.VI P";"Pz.Bef.Wg.VI P";"Pz.Bef.Wg.VI P";"Panzerbefehlswagen VI (P)";"Pz.Bef.Wg.VI P";"Pz.Bef.Wg.VI P";"Pz.Bef.Wg.VI P";"PzBfw Tiger (P)";"Pz.Bef.Wg.VI P";"虎 (P) 式​指​挥​坦​克";"Panzerbefehlswagen VI (P)";"Pz.Bef.Wg.VI P";"Pz.Bfw.VI P";"Pz.Bef.Wg.VI P";"Pz.Bef.Wg.VI P";"6호 지휘전차 P";"Pz.Bfw.VI";"PzBfwVI";"虎 (P) 式​指​揮​坦​克";"BPK 6 号 (P)​指​挥​坦​克";"Pz.Bef.Wg.VI P";;
"germ_panzerbefelhswagen_VI_P_2";"Heavy tank";"Char lourd";"Carro pesante";"Schwerer Panzer";"Tanque pesado";"Тяжёлый танк";"Czołg ciężki";"Tiger";"Ağır Tank";"重​型​坦​克";"重戦車";"Tanque Pesado";"Важкий танк";"Teški tenk";"nehéz harckocsi";"중전차";"Цяжкі танк";"Tanc greu";"重​型​坦​克";"重​型​坦​克";"Xe tăng hạng nặng";;
"germ_panzerbefelhswagen_IV_ausf_J_shop";"Pz.Bef.Wg.IV J";"Pz.Bef.Wg.IV J";"Pz.Bfw.IV J";"Pz.Bfw.IV";"Pz.Bef.Wg.IV J";"Pz.Bef.Wg.IV J";"Pz.Bef.Wg.IV J";"Pz.Bef.Wg.IV J";"Pz.Bef.Wg.IV J";"四​号​指​挥​坦​克";"Pz.Bfw. IV";"Pz.Bef.Wg.IV J";"Pz.Bfw.IV J";"Pz.Bfw. IV";"Pz.Bef.Wg.IV J";"4호 지휘전차 J형";"Pz.Bfw.IV";"PzBfw IV";"四​號​指​揮​坦​克 J 型";"BPK 4 号 指​挥​坦​克";"Pz.Bef.Wg.IV J";;
"germ_panzerbefelhswagen_IV_ausf_J_0";"Pz.Bef.Wg.IV Ausf. J";"Pz.Bef.Wg.IV Ausf. J";"Pz.Bef.Wg.IV Ausf. J";"Pz.Bef.Wg.IV Ausf. J";"Pz.Bef.Wg.IV Ausf. J";"Pz.Bef.Wg.IV Ausf. J";"Pz.Bef.Wg.IV Ausf. J";"Panzerbefehlswagen IV Ausf. J";"Pz.Bef.Wg.IV Ausf. J";"四​号​装​甲​指​挥​车 J 型";"Pz.Bef.Wg.IV Ausf. J";"Pz.Bef.Wg.IV Ausf. J";"Panzerbefehlswagen IV Ausführung J";"Pz.Bef.Wg.IV Ausf. J";"Pz.Bef.Wg.IV Ausf. J";"4호 지휘전차 J형";"Panzerbefehlswagen IV";"Panzerbefehlswagen IV versiunea J";"裝​甲​指​揮​載​具 IV J 型";"BPK 4 号 指​挥​坦​克";"Pz.Bef.Wg.IV Ausf. J";;
"germ_panzerbefelhswagen_IV_ausf_J_1";"Pz.Bef.Wg.IV J";"Pz.Bef.Wg.IV J";"Pz.Bef.Wg.IV J";"Pz.Bef.Wg.IV J";"Pz.Bef.Wg.IV J";"Pz.Bef.Wg.IV J";"Pz.Bef.Wg.IV J";"PzBfw IV Ausf. J";"Pz.Bef.Wg.IV J";"四​号​指​挥​坦​克";"Panzerbefehlswagen IV";"Pz.Bef.Wg.IV J";"Pz.Bfw.IV J";"Pz.Bfw. IV";"Pz.Bef.Wg.IV J";"4호 지휘전차 J형";"Pz.Bfw.IV";"PzBfw IV";"四​號​指​揮​坦​克 J 型";"BPK 4 号 指​挥​坦​克";"Pz.Bef.Wg.IV J";;
"germ_panzerbefelhswagen_IV_ausf_J_2";"Medium tank";"Char moyen";"Carro medio";"Mittelschwerer Panzer";"Tanque mediano";"Средний танк";"Czołg średni";"PzKpfw IV";"Orta Tank";"中​型​坦​克";"中戦車";"Tanque Médio";"Середній танк";"Srednji tenk";"közepes harckocsi";"중형전차";"Сярэдні танк";"Tanc mediu";"中​型​坦​克";"中​型​坦​克";"Xe tăng hạng trung";;
"germ_pzkpfw_IV_ausf_J_shop";"Pz.IV J";"Pz.IV J";"Pz.IV J";"Pz.IV J";"Pz.IV J";"Pz.IV J";"Pz.IV J";"PzKpfw IV Ausf. J";"Pz.IV J";"四​号​坦​克 J 型";"IV 号戦車 J 型";"Pz.IV J";"Pz.IV J";"Pz.Kpfw. IV Ausf. J";"Pz.IV J";"4호 전차 J형";"Pz.IV J";"Panzer IV J";"四​號​坦​克 J 型";"PK 4 号 J 型";"Pz.IV J";;
"germ_pzkpfw_IV_ausf_J_0";"Pz.Kpfw. IV Ausf. J";"Pz.Kpfw. IV Ausf. J";"Pz.Kpfw. IV Ausf.J";"Pz.Kpfw. IV Ausf. J";"Pz.Kpfw. IV Ausf. J";"Pz.Kpfw. IV Ausf. J";"Pz.Kpfw. IV Ausf. J";"Panzerkampfwagen IV Ausf. J";"Pz.Kpfw. IV Ausf. J";"四​号​坦​克 J 型";"IV 号戦車 J 型";"Pz.Kpfw. IV Ausf. J";"Panzerkampfwagen IV Ausführung J";"Pz.Kpfw. IV Ausf. J";"Pz.Kpfw. IV Ausf. J";"4호 전차 J형";"Pz.Kpfw. IV Ausf. J";"Panzer IV versiunea J";"裝​甲​作​戰​載​具 IV J 型";"PK 4 号 J 型";"Pz.Kpfw. IV Ausf. J";;
"germ_pzkpfw_IV_ausf_J_1";"Pz.IV J";"Pz.IV J";"Pz.IV J";"Pz.IV Ausf. J";"Pz.IV J";"Pz.IV J";"Pz.IV J";"PzKpfw IV Ausf. J";"Pz.IV J";"四​号​坦​克 J 型";"IV 号戦車 J 型";"Pz.IV J";"Pz.IV J";"Pz.IV J";"Pz.IV J";"4호 전차 J형";"Pz.IV J";"Panzer IV J";"四​號​坦​克 J 型";"PK 4 号 J 型";"Pz.IV J";;
"germ_pzkpfw_IV_ausf_J_2";"Medium tank";"Char moyen";"Carro medio";"Mittelschwerer Panzer";"Tanque mediano";"Средний танк";"Czołg średni";"PzKpfw IV";"Orta Tank";"中​型​坦​克";"中戦車";"Tanque Médio";"Середній танк";"Srednji tenk";"közepes harckocsi";"중형전차";"Сярэдні танк";"Tanc mediu";"中​型​坦​克";"中​型​坦​克";"Xe tăng hạng trung";;
"germ_ru251_shop";"Ru 251";"Ru 251";"Ru 251";"Ru 251";"Ru 251";"Ru 251";"Ru 251";"SpähPz Ru 251";"Ru 251";"Ru 251";"Ru 251";"Ru 251";"Ru 251";"Ru 251";"Ru 251";"Ru 251";"Ru 251";"Ru 251";"Ru 251";"Ru 251";"Ru 251";;
"germ_ru251_0";"Spähpanzer Ru 251";"Spähpanzer Ru 251";"Spähpanzer Ru 251";"Spähpanzer Ru 251";"Spähpanzer Ru 251";"Spähpanzer Ru 251";"Spähpanzer Ru 251";"Spähpanzer Ru 251";"Spähpanzer Ru 251";"侦​察​坦​克 Ru 251";"Ru 251";"Spähpanzer Ru 251";"Spähpanzer Ru 251";"Spähpanzer Ru 251";"Spähpanzer Ru 251";"정찰전차 Ru 251";"Spähpanzer Ru 251";"Spähpanzer Ru 251";"Ru 251 偵​查​坦​克  l Spähpanzer Ru 251";"侦​查​坦​克 Ru 251";"Spähpanzer Ru 251";;
"germ_ru251_1";"Ru 251";"Ru 251";"Ru 251";"Ru 251";"Ru 251";"Ru 251";"Ru 251";"SpähPz Ru 251";"Ru 251";"Ru 251";"Ru 251";"Ru 251";"Ru 251";"Ru 251";"Ru 251";"Ru 251";"Ru 251";"Ru 251";"Ru 251";"Ru 251";"Ru 251";;
"germ_ru251_2";"Light tank";"Char léger";"Carro leggero";"Leichter Panzer";"Tanque ligero";"Лёгкий танк";"Czołg lekki";"Ru 251";"Hafif Tank";"轻​型​坦​克";"軽戦車";"Tanque Leve";"Легкий танк";"Laki tenk";"könnyű harckocsi";"경전차";"Лёгкі танк";"Tanc ușor";"輕​型​坦​克";"轻​型​坦​克";"Xe tăng hạng nhẹ";;
"germ_th_800_bismark_shop";"Class 3 (P)";"Class 3 (P)";"Class 3 (P)";"Class 3 (P)";"Clase 3 (P)";"Class 3 (P)";"Class 3 (P)";"Class 3 (P)";"Class 3 (P)";"第 3 类​原​型​车";"Class 3 (P)";"Class 3 (P)";"Class 3 (P)";"Class 3 (P)";"Class 3 (P)";"Class 3 (P)";"Class 3 (P)";"Class 3 (P)";"TH800";"第​三​类​原​型​车";"Class 3 (P)";;
"germ_th_800_bismark_0";"TH800";"TH800";"TH800";"Class 3 (P) / TH800";"TH800";"Class 3 Prototype";"TH800";"TH800";"TH800";"新​一​代​装​甲​车​计​划​第 3 类​原​型​车";"TH800";"TH800";"Class 3 (P) / TH800";"TH800";"TH 800";"TH800";"Class 3 Prototype";"TH800";"新​一​代​裝​甲​車​計​畫​第 3 類​原​型​車";"TH-800​轮​式​突​击​车";"TH800";;
"germ_th_800_bismark_1";"Class 3 (P)";"Class 3 (P)";"Class 3 (P)";"Class 3 (P)";"Clase 3 (P)";"Class 3 (P)";"Class 3 (P)";"Class 3 (P)";"Class 3 (P)";"第 3 类​原​型​车";"Class 3 (P)";"Class 3 (P)";"Class 3 (P)";"Class 3 (P)";"Class 3 (P)";"Class 3 (P)";"Class 3 (P)";"Class 3 (P)";"TH800";"第​三​类​原​型​车";"Class 3 (P)";;
"germ_th_800_bismark_2";"Light tank";"Char léger";"Autoblindo";"Leichter Panzer";"Tanque ligero";"Лёгкий танк";"Czołg lekki";"lehký tank";"Hafif Tank";"轻​型​坦​克";"軽戦車";"Tanque leve";"Легкий танк";"SPG";"könnyű harckocsi";"자주포";"Лёгкі танк";"Light tank";"輕​型​坦​克";"自​行​火​炮";"Xe tăng hạng nhẹ";;
"germ_leopard_I_shop";"Leopard I";"Leopard I";"Leopard 1";"Leopard I";"Leopard I";"Leopard I";"Leopard I";"Leopard 1";"Leopard I";"豹 1";"レオパルト I";"Leopard I";"Leopard 1";"Leopard I";"Leopard 1";"레오파르트 I";"Leopard I";"Leopard I";"豹​1";"“豹”​1";"Leopard I";;
"germ_leopard_I_0";"Leopard I";"Leopard I";"Leopard 1";"Leopard I";"Leopard I";"Leopard I";"Leopard I";"Leopard 1";"Leopard I";"豹 1";"レオパルト I";"Leopard I";"Leopard 1";"Leopard I";"Leopard 1";"레오파르트 I";"Leopard I";"Leopard I";"豹​1​型​主​力​戰​車";"“豹”​1";"Leopard I";;
"germ_leopard_I_1";"Leopard I";"Leopard I";"Leopard 1";"Leopard I";"Leopard I";"Leopard I";"Leopard I";"Leopard 1";"Leopard I";"豹 1";"レオパルト I";"Leopard I";"Leopard 1";"Leopard I";"Leopard 1";"레오파르트 I";"Leopard I";"Leopard I";"豹​1";"“豹”​1";"Leopard I";;
"germ_leopard_I_2";"MBT";"MBT";"MBT";"Kampfpanzer";"MBT";"ОБТ";"Czołg podstawowy";"MBT";"AMT";"主​战​坦​克";"中戦車";"MBT";"ОБТ";"Glavni borbeni tenk";"alapharckocsi";"주력전차";"АБТ";"TPL";"主​戰​坦​克";"主​战​坦​克";"Xe tăng chiến đấu chủ lực";;
"germ_vk_3002m_shop";"VK 3002 (M)";"VK 30.02 (M)";"VK 30.02 (M)";"VK 30.02 (M)";"VK 3002 (M)";"VK 3002 (M)";"VK 3002 (M)";"VK 3002 (M)";"VK 3002 (M)";"VK 3002 (M)";"VK 30.02 (M)";"VK 3002 (M)";"VK 30.02 (M)";"VK 3002 (M)";"VK 3002 (M)";"VK 3002 (M)";"VK 3002 (M)";"VK 3002 (M)";"VK 3002 (M)";"VK 3002 (M)";"VK 3002 (M)";;
"germ_vk_3002m_0";"VK 3002 (M)";"VK 30.02 (M)";"VK 30.02 (M)";"VK 30.02 (M)";"VK 3002 (M)";"VK 3002 (M)";"VK 3002 (M)";"VK 3002 (M)";"VK 3002 (M)";"3002(M) 试​验​车";"VK 30.02 (M)";"VK 3002 (M)";"VK 30.02 (MAN)";"VK 3002 (M)";"VK 3002 (M)";"VK 3002 (M)";"VK 3002 (M)";"VK 3002 (M)";"VK 3002 (M)";"VK 3002 (M)";"VK 3002 (M)";;
"germ_vk_3002m_1";"VK 3002 (M)";"VK 30.02 (M)";"VK 30.02 (M)";"VK 30.02 (M)";"VK 3002 (M)";"VK 3002 (M)";"VK 3002 (M)";"VK 3002 (M)";"VK 3002 (M)";"VK 3002 (M)";"VK 30.02 (M)";"VK 3002 (M)";"VK 30.02 (M)";"VK 3002 (M)";"VK 3002 (M)";"VK 3002 (M)";"VK 3002 (M)";"VK 3002 (M)";"VK 3002 (M)";"VK 3002 (M)";"VK 3002 (M)";;
