"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"options/virtual_instructor/tooltip";"This mode provides you with a virtual instructor to help control of the aircraft in the air. Unlike Pointer Aiming mode, however, it allows you to assign the controls to any device.";"Ce mode vous fournit un instructeur virtuel pour vous aider à contrôler l'avion dans les airs. Contrairement au mode de visée avec le stick, ce mode vous permet d'assigner des commandes à n'importe quelle partie de l'appareil.";"Questa modalità fornisce con un istruttore virtuale per contribuire a controllare l'aereo in aria. A differenza della modalità Puntamento cursore, esso consente di assegnare i controlli per qualsiasi dispositivo.";"In diesem Modus hilft dir ein virtueller Ausbilder bei der Steuerung des Flugzeugs. Anders als im Zeigersteuerungs-Modus kannst du aber hier die Steuerungselemente einem beliebigen Gerät zuweisen.";"Este modo proporciona un instructor virtual para ayudar a controlar el avión en el aire. A diferencia del modo de Apuntado con Puntero, sin embargo, permite asignar los controles a cualquier dispositivo.";"В данном режиме виртуальный инструктор помогает контролировать самолёт в воздухе. Однако, в отличие от режима ""Прицеливание указателем"", в данном можно настроить управление с любого устройства.";"W tym trybie wirtualny instruktor pomaga kontrolować samolot w powietrzu. Tryb ten, w przeciwieństwie do trybu sterowania myszą, pozwala na sterowanie samolotem przy użyciu dowolnego urządzenia zewnętrznego.";"Tento mód ti při řízení letadla pomáhá virtuálním instruktorem. Na rozdíl od míření ukazatelem ale můžeš k ovládání použít jakékoliv zařízení.";"This mode provides you with a virtual instructor to help control of the aircraft in the air. Unlike Pointer Aiming mode, however, it allows you to assign the controls to any device.";"该\t模\t式\t中\t的\t辅\t助\t控\t制\t系\t统\t能\t帮\t助\t控\t制\t飞\t行\t姿\t态。\t不\t过\t与\t指\t针\t瞄\t准\t模\t式\t不\t同，\t玩\t家\t选\t择\t此\t模\t式\t后\t能\t控\t制\t各\t种\t机\t载\t设\t备。";"この\tモードでは、\t仮想\tインストラクターが\t空中での\t航空機の\t操作を\t手伝います。\tただし、\tポインター\t照準\tモードとは\t異なり、\t任意の\tデバイスに\t操作を\t割り\t当てることができます。";"Este modo fornece-lhe um instrutor virtual para ajudar a controlar o avião no ar. Ao contrário do modo de mira com o mouse. Contudo, permite atribuir os controles a qualquer dispositivo.";"В цьому режимі віртуальний інструктор допомагає контролювати літак в повітрі. Однак, на відміну від режиму ""Прицілювання вказівником"", в цьому можна налаштувати управління з будь-якого пристрою.";"This mode provides you with a virtual instructor to help control of the aircraft in the air. Unlike Pointer Aiming mode, however, it allows you to assign the controls to any device.";"Ebben a módban a virtuális instruktor segíti a jármű levegőben való vezérlését. Az egérel való vezérlési móddal ellentétben itt bármilyen eszközt használhatsz vezérlésre.";"이 모드에서는 공중에서 항공기의 제어를 돕기 위해 가상 인스트럭터를 제공합니다. 그러나 포인터 에임 모드와는 달리 어떤 장치에 조작을 할당할 수 있습니다.";"У гэтым рэжыме віртуальны інструктар дапамагае вам кантраляваць самалёт у паветры. Аднак у гэтым рэжыме, у адрозненні ад рэжыму «Прыцэльванне ўказальнікам», дазваляецца наладзіць кіраванне любой прыладай.";"Acest mod permite folosirea unui instructor virtual pentru a controla aeronava. Spre deosebire de modul de controlare cu ajutorul cursorului, permite atribuirea de comenzi oricărui dispozitiv.";"該\t模\t式\t中\t的\t輔\t助\t控\t制\t系\t統\t能\t幫\t助\t控\t制\t飛\t行\t姿\t態。\t不\t過\t與\t指\t針\t瞄\t準\t模\t式\t不\t同，\t玩\t家\t選\t擇\t此\t模\t式\t後\t能\t控\t制\t各\t種\t機\t載\t設\t備。";"该\t模\t式\t中\t的\t辅\t助\t控\t制\t系\t统\t能\t帮\t助\t控\t制\t飞\t行\t姿\t态。\t不\t过\t与\t指\t针\t瞄\t准\t模\t式\t不\t同，\t玩\t家\t选\t择\t此\t模\t式\t后\t能\t控\t制\t各\t种\t机\t载\t设\t备。";;
"options/virtual_instructor/tank/tooltip";"Unlike Pointer Aiming mode, this mode allows you to assign the controls to any device.";"Contrairement à la visée curseur , ce mode vous permet d'assigner des contrôles à n'importe quel appareil.";"A differenza della modalità Puntamento Cursore, in questa ti è permesso di assegnare i controlli a qualsiasi dispositivo.";"Anders als im Modus 'Zeigersteuerung' kannst du in diesem Modus die Steuerungen einem beliebigen Gerät zuweisen.";"A diferencia del modo Apuntado con Puntero, este modo le permite asignar los controles a cualquier dispositivo.";"В данном режиме, в отличие от режима ""Прицеливание указателем"", можно настроить управление с любого устройства.";"W przeciwieństwie do Celowania Myszą, ten schemat pozwala na przypisanie sterowania do jakiegokolwiek urządzenia.";"Na rozdíl od míření ukazatelem umožňuje tento mód použít k ovládání libovolné zařízení";"Unlike Pointer Aiming mode, this mode allows you to assign the controls to any device.";"不\t同\t于\t指\t针\t瞄\t准\t模\t式，\t在\t该\t模\t式\t下\t需\t要\t手\t动\t控\t制\t各\t种\t机\t构。";"ポインター\t照準\tモードとは\t異なり、\t任意の\tデバイスに\t操作を\t割り\t当てることができます。";"Ao contrário do modo de mira de mouse, este modo permite atribuir os controles para qualquer dispositivo.";"В цьому режимі, на відміну від режиму ""Прицілювання вказівником"", можна налаштувати управління з будь-якого пристрою.";"Unlike Pointer Aiming mode, this mode allows you to assign the controls to any device.";"Ellentétben a mutatóval való vezérlés móddal, ezzel bármelyik alkatrészt vezérelheted.";"포인터 에임 모드와는 달리 어떤 장치에든 동작을 할당할 수 있습니다.";"У гэтым рэжыме, у адрозненні ад рэжыму «Прыцэльванне ўказальнікам», дазваляецца наладзіць кіраванне любой прыладай.";"Spre deosebire de modul de control cu ajutorul cursorului, acest mod permite atribuirea de comenzi oricărui dispozitiv.";"不\t同\t於\t指\t針\t瞄\t準\t模\t式，\t在\t該\t模\t式\t下\t需\t要\t手\t動\t控\t制\t各\t種\t機\t構。";"不\t同\t于\t指\t针\t瞄\t准\t模\t式，\t在\t该\t模\t式\t下\t需\t要\t手\t动\t控\t制\t各\t种\t机\t构。";;
"helpersMode/mouseAim";"Control type: pointer aim";"Type de commande : Visée avec le stick";"Tipo controlli: puntamento cursore";"Steuerungsart: Zeigersteuerung";"Tipo de mandos: apuntado con puntero";"Тип управления: прицеливание указателем";"Typ sterowania: mysz";"Typ ovládání: míření ukazatelem";"Kontrol tipi: işaretçiyle nişan";"操\t控\t方\t式：\t指\t针\t瞄\t准\t模\t式";"操作\tタイプ：\tポインター\t照準";"Tipo de controle: Mira do mouse";"Тип керування: прицілювання покажчиком";"Control type: pointer aim";"Vezérlési mód: mutatóval való vezérlés";"조작 방식: 포인터 에임";"Тып кіравання: прыцэльванне ўказальнікам";"Tip de controlare: cursor";"操\t控\t方\t式：\t指\t針\t瞄\t準\t模\t式";"操\t控\t方\t式：\t指\t针\t瞄\t准\t模\t式";;
"msg/mouseAimDefaults";"Would you like to use the default settings for pointer aiming?";"Voulez-vous utiliser les réglages par défaut pour le curseur ?";"Vuoi utilizzare le impostazioni predefinite per il puntamento cursore?";"Möchtest du die Standard-Zieleinstellungen für die Zeigersteuerung verwenden?";"¿Desea usar la configuración predeterminada para apuntado con puntero?";"Хотите установить настройки для прицеливания указателем по умолчанию?";"Czy chcesz użyć domyślnych ustawień celowania myszą?";"Chceš použít výchozí nastavení pro míření ukazatelem?";"İşaretçiyle nişan için varsayılan ayarları kullanmak ister misiniz?";"是\t否\t要\t使\t用\t指\t针\t瞄\t准\t模\t式\t的\t默\t认\t设\t置？";"ポインター\t照準の\tデフォルト\t設定を\t使用しますか?";"Você gostaria de usar as configurações predefinidas da mira do mouse?";"Хочете встановити налаштування для прицілювання вказівником початкові?";"Would you like to use the default settings for pointer aiming?";"Szeretnéd, hogy az alapértelmezett beállításokat használja a mutatóval való vezérlés?";"포인터를 위한 기본 조준 설정을 사용하시겠습니까?";"Ці хочаце вярнуць перадвызначаныя налады прыцэльвання ўказальнікам?";"Dorești să folosești setările implicite pentru controlarea cu ajutorul cursorului?";"是\t否\t要\t使\t用\t指\t針\t瞄\t準\t模\t式\t的\t默\t認\t設\t置？";"是\t否\t要\t使\t用\t指\t针\t瞄\t准\t模\t式\t的\t默\t认\t设\t置？";;
"hotkeys/ID_PLANE_JOYSTICK_HEADER";"Screen joystick";"Écran souris";"Joystick Schermo";"Bildschirm-Joystick";"Joystick en pantalla";"Экранный джойстик";"Screen joystick";"Obrazovkový joystick";"Ekran joystick'i";"屏\t幕\t模\t拟\t摇\t杆";"画面\tジョイスティック";"Screen joystick";"Екранний джойстик";"Screen joystick";"Képernyő botkormány";"화면 조이스틱";"Экранны джойстык";"Joystick pe ecran";"螢\t幕\t模\t擬\t搖\t桿";"屏\t幕\t模\t拟\t摇\t杆";;
"options/mouse_joystick";"Screen joystick";"Écran souris";"Joystick Schermo";"Bildschirm-Joystick";"Joystick en pantalla";"Экранный джойстик";"Screen joystick";"Obrazovkový joystick";"Ekran joystick'i";"屏\t幕\t模\t拟\t摇\t杆";"画面\tジョイスティック";"Screen joystick";"Екранний джойстик";"Screen joystick";"Képernyő botkormány";"화면 조이스틱";"Экранны джойстык";"Joystick pe ecran";"螢\t幕\t模\t擬\t搖\t桿";"屏\t幕\t模\t拟\t摇\t杆";;
"controls/mouse_joystick_mode";"Screen joystick mode";"Mode écran souris";"Modalità Joystick schermo";"Bildschirm-Joystickmodus";"Modo joystick en pantalla";"Режим экранного джойстика";"Screen joystick mode";"Mód Obrazovkový joystick";"Ekran joystick'i modu";"屏\t幕\t模\t拟\t摇\t杆\t模\t式";"画面\tジョイスティックモード";"Modo Screen joystick";"Режим екранного джойстика";"Screen joystick mode";"Képernyő botkormány bód";"화면 조이스틱 모드";"Рэжым экраннага джойстыка";"Mod joystick pe ecran";"螢\t幕\t模\t擬\t搖\t桿\t模\t式";"屏\t幕\t模\t拟\t摇\t杆\t模\t式";;
"guiHints/mouse_joystick";"Screen joystick";"Écran souris";"Joystick Schermo";"Bildschirm-Joystick";"Joystick en pantalla";"Экранный джойстик";"Screen joystick";"Obrazovkový joystick";"Ekran joystick'i";"屏\t幕\t模\t拟\t摇\t杆";"画面\tジョイスティック";"Screen joystick";"Екранний джойстик";"Screen joystick";"Képernyő botkormány";"화면 조이스틱";"Экранны джойстык";"Joystick pe ecran";"螢\t幕\t模\t擬\t搖\t桿";"屏\t幕\t模\t拟\t摇\t杆";;
"presets/pc_xinput_ma";"Xbox Controller, keyboard and mouse (pointer aim), old ver.0";"Manette Xbox, clavier et souris (mode visée), ancienne version .0";"Controller Xbox, tastiera e mouse (puntamento), versione vecchia 0";"Xbox Controller, Tastatur und Maus (Zeigerziel), alte Version 0";"Mando de Xbox, teclado y ratón (modo apuntado), antigua ver.0";"Геймпад Xbox, клавиатура и мышь (прицеливание указателем), старая версия 0";"Xbox Controller, keyboard and mouse (pointer aim), old ver.0";"Ovladač Xbox, myš + klávesnice (zaměřovací mód), stará verze 0";"Xbox Controller, keyboard and mouse (pointer aim), old ver.0";"Xbox 手\t柄、\t键\t盘\t和\t鼠\t标\t（指\t针\t瞄\t准\t模\t式）\told ver.0";"Xbox コントローラー、\tキーボード、\tマウス (ポインター\t照準)、\t旧\tver.0";"Controle de Xbox, teclado e mouse, versão antiga 0";"Геймпад Xbox, клавіатура і миша (прицілювання покажчиком), стара версія 0";"Xbox Controller, keyboard and mouse (pointer aim), old ver.0";"Xbox kontroller, billentyűzet és egér (mutatóval való vezérlés), régi ver.0";"Xbox 컨트롤러, 키보드 및 마우스 (포인터 조준) 구 ver.0";"Геймпад Xbox, клавиатура и мышь (прицеливание указателем), старая версия 0";"Xbox Controller, keyboard and mouse (pointer aim), old ver.0";"Xbox 手\t柄、\t鍵\t盤\t和\t鼠\t標\t（指\t針\t瞄\t準\t模\t式）\told ver.0";"Xbox Controller, keyboard and mouse (pointer aim), old ver.0";;
"presets/pc_xinput_ma_ver1";"Xbox Controller, keyboard and mouse (pointer aim)";"Manette Xbox, clavier et souris (mode visée)";"Controller Xbox, tastiera e mouse (puntamento)";"Xbox-Controller, Tastatur und Maus (Zeigerziel)";"Mando de Xbox, teclado y ratón (modo apuntado)";"Геймпад Xbox, клавиатура и мышь (прицеливание указателем)";"Xbox Controller, keyboard and mouse (pointer aim)";"Ovladač Xbox, myš + klávesnice (zaměřovací mód)";"Xbox Controller, keyboard and mouse (pointer aim)";"Xbox 手\t柄、\t键\t盘\t和\t鼠\t标\t（指\t针\t瞄\t准\t模\t式）";"Xbox コントローラー、\tキーボード、\tマウス (ポインター\t照準)";"Controle de Xbox , teclado e mouse";"Геймпад Xbox, клавіатура і миша (прицілювання покажчиком)";"Xbox Controller, keyboard and mouse (pointer aim)";"Xbox kontroller, billentyűzet és egér (mutatóval való vezérlés)";"Xbox 컨트롤러, 키보드 및 마우스 (포인터 조준)";"Геймпад Xbox, клавиатура и мышь (прицеливание указателем)";"Xbox Controller, keyboard and mouse (pointer aim)";"Xbox 手\t柄、\t鍵\t盤\t和\t鼠\t標\t（指\t針\t瞄\t準\t模\t式）";"Xbox Controller, keyboard and mouse (pointer aim)";;
"presets/keyboard_mouse_joystick";"Keyboard and Screen joystick";"Clavier et écran souris";"Tastiera e Joystick schermo";"Tastatur und Bildschirmjoystick";"Teclado y joystick en pantalla";"Только клавиатура и экранный джойстик";"Keyboard and Screen joystick";"Klávesnice a Obrazovkový joystick";"Klavye ve Ekran joystick'i";"键\t盘\t和\t屏\t幕\t模\t拟\t摇\t杆";"キーボードおよび\t画面\tジョイスティック";"Teclado e Screen joystick";"Тільки клавіатура і екранний джойстик";"Keyboard and Screen joystick";"Billentyűzet és képernyő botkormány";"키보드 그리고 스크린 조이스틱";"Толькі клавіятура і экранны джойстык";"Tastatură și joystick pe ecran";"鍵\t盤\t和\t螢\t幕\t模\t擬\t搖\t桿";"键\t盘\t和\t屏\t幕\t模\t拟\t摇\t杆";;
"matching/SERVER_ERROR_PROTOCOL_MISMATCH";"Incompatible server version. Please update the client.";"Version du serveur incompatible. Mettez à jour votre client.";"Versione del server incompatibile. Aggiornare il gioco.";"Inkompatible Server-Version. Bitte aktualisiere deinen Client.";"Versión del servidor incompatible. Por favor actualizar el cliente.";"Несовместимая версия сервера. Пожалуйста, обновите клиент.";"Niekompatybilna wersja serwera. Proszę zaktualizować klienta.";"Nekompatibilní verze serveru, prosím aktualizuj klienta";"Uyumsuz sunucu versiyonu. Lütfen istemciyi güncelleyin.";"与\t服\t务\t器\t版\t本\t不\t兼\t容。\t请\t升\t级\t客\t户\t端。";"互換性のない\tサーバーバージョンです。\tクライアントを\tアップデートしてください。";"Versão do servidor incompatível. Por favor, atualize o cliente.";"Несумісна версія сервера. Будь ласка, поновіть клієнт.";"Incompatible server version. Please update the client.";"Inkompatibilis szerver verzió. Kérlek, frissítsd a klienst!";"서버 버전이 호환되지 않습니다. 클라이언트를 업데이트하시기 바랍니다.";"Несумяшчальная версія сервера. Абнавіце кліент гульні.";"Versiune server incompatibilă. Actualizează clientul.";"與\t伺\t服\t器\t版\t本\t不\t兼\t容。\t請\t升\t級\t客\t戶\t端。";"与\t服\t务\t器\t版\t本\t不\t兼\t容。\t请\t升\t级\t客\t户\t端。";;
"matching/SERVER_ERROR_INVALID_VERSION";"Incompatible server version. Please update the client.";"Version du serveur incompatible. Mettez à jour votre client.";"Versione del server incompatibile. Aggiornare il gioco.";"Inkompatible Server-Version. Bitte aktualisiere deinen Client.";"Versión del servidor incompatible. Por favor actualizar el cliente.";"Несовместимая версия сервера. Пожалуйста, обновите клиент.";"Niekompatybilna wersja serwera. Proszę zaktualizować klienta.";"Nekompatibilní verze serveru, prosím aktualizuj klienta";"Uyumsuz sunucu versiyonu. Lütfen istemciyi güncelleyin.";"与\t服\t务\t器\t版\t本\t不\t兼\t容。\t请\t升\t级\t客\t户\t端。";"互換性のない\tサーバーバージョンです。\tクライアントを\tアップデートしてください。";"Versão do servidor incompatível. Por favor, atualize o cliente.";"Несумісна версія сервера. Будь ласка, поновіть клієнт.";"Incompatible server version. Please update the client.";"Inkompatibilis szerver verzió. Kérlek, frissítsd a klienst!";"서버 버전이 호환되지 않습니다. 클라이언트를 업데이트하시기 바랍니다.";"Несумяшчальная версія сервера. Абнавіце кліент гульні.";"Versiune server incompatibilă. Actualizează clientul.";"與\t伺\t服\t器\t版\t本\t不\t兼\t容。\t請\t升\t級\t客\t戶\t端。";"与\t服\t务\t器\t版\t本\t不\t兼\t容。\t请\t升\t级\t客\t户\t端。";;
"options/inmouseaim";"Pointer Aim mode only";"Mode ""Visée curseur"" uniquement";"Solo modalità di puntamento con il cursore";"Nur bei Zeigersteuerung";"Solo modo de Apuntado con Puntero";"В режиме прицеливания указателем";"Tylko tryb sterowania wskaźnikiem";"Pouze režim míření ukazatelem";"Yalnızca işaretçiyle nişan modu";"仅\t指\t针\t瞄\t准\t模\t式";"ポインター\t照準\tモードのみ";"Somente no modo de mira com o mouse";"В режимі прицілювання вказівником";"Pinter Aim mode only";"Csak egérrel való vezérlésnél";"포인터 조준만";"Толькі ў рэжыме прыцэльвання ўказальнікам";"Doar mod controlare prin cursor";"僅\t指\t針\t瞄\t準\t模\t式";"仅\t指\t针\t瞄\t准\t模\t式";;
"hotkeys/ID_CENTER_MOUSE_JOYSTICK";"Center screen Joystick";"Centrer l'écran souris";"Centra il joystik sullo schermo";"Maus-Joystick zentrieren";"Centrar joystick en pantalla";"Центрировать экранный джойстик";"Center screen Joystick";"Vystředit obrazovku joysticku";"Ekran Joystick'ini Ortala";"中\t心\t屏\t幕\t摇\t杆";"中央画面\tジョイスティック";"Centralizar o mouse joystick";"Централізація екрану джойстика";"Center screen Joystick";"Képernyő botkormány középállás";"조이스틱을 화면 가운데에 정렬";"Центрировать экранный джойстик";"Centrare joystick pe ecran";"中\t心\t螢\t幕\t搖\t桿";"中\t心\t屏\t幕\t摇\t杆";;
"hints/tutorialB_howTo_MA";"In Pointer Aim mode, you can control your plane simply by move the cursor at the place where you want to fly to";"En Mode visée curseur, vous pouvez contrôler votre avion en pointant tout simplement votre curseur vers l'endroit où vous souhaitez vous diriger";"In modalità di Puntamento col Cursore, è possibile controllare l'aeroplano semplicemente puntando il cursore sul luogo verso cui si desidera fare rotta";"Im Zeiger-Modus kannst du das Flugzeug einfach mit dem Cursor steuern, indem du den Cursor in die gewünschte Flugrichtung bewegst.";"En el modo Apuntado con Puntero, puedes controlar el avión simplemente apuntando con el cursor al lugar hacia el que quieres volar";"Чтобы управлять самолётом в режиме Прицеливания указателем, вам достаточно переместить курсор на место, в которое самолёт должен лететь";"W trybie sterowania myszą kontrolujesz samolot wskazując kursorem kierunek, w którym ma on lecieć";"V módu míření ukazatelem lze letadlo řídit jednoduše tak, že kurzorem ukážeš tam, kam chceš letět";"In Pointer Aim mode, you can control your plane simply by move the cursor at the place where you want to fly to";"在\t指\t针\t瞄\t准\t模\t式\t下，\t只\t需\t将\t光\t标\t移\t至\t目\t的\t地\t即\t可\t控\t制\t航\t向";"ポインター\t照準\tモードでは、\t飛行したい\t場所に\tカーソルを\t動かすだけで、\t航空機を\t操作できます";"No modo Mira de Mouse, pode controlar o seu avião simplesmente apontando o cursor ao local que deseja voar";"У режимі вказівника цілі ви можете керувати своїм літаком, просто переміщаючи курсор у місце, де ви хочете здійснити політ";"In Pointer Aim mode, you can control your plane simply by move the cursor at the place where you want to fly to";"Mutatóval való vezérlési módban a repülőgéped irányításához egyszerűen csak arra kell mutatnod a kurzorral, amerre repülni szeretnél.";"포인터 조준 모드에서는 귀관이 가고 싶은 방향으로 커서를 움직이는 것으로 간단히 기체를 조종할 수 있다.";"Чтобы управлять самолётом в режиме Прицеливания указателем, вам достаточно переместить курсор на место, в которое самолёт должен лететь";"În modul de controlare prin cursor se poate controla avionul doar prin mișcarea cursorului spre locul în care trebuie să se îndrepte aeronava.";"在\t指\t針\t瞄\t準\t模\t式\t下，\t只\t需\t將\t光\t標\t移\t至\t目\t的\t地\t即\t可\t控\t制\t航\t向";"在\t指\t针\t瞄\t准\t模\t式\t下，\t只\t需\t将\t光\t标\t移\t至\t目\t的\t地\t即\t可\t控\t制\t航\t向";;
"hints/tutorialB_howTo_MA_continue";"In Pointer Aim mode, you can control your plane simply by move the cursor at the place where you want to fly to

Press {{ID_CONTINUE}} to continue";"En mode de visée curseur, vous pouvez contrôler votre avion en pointant tout simplement votre curseur à l´endroit où vous souhaitez vous diriger

Appuyez sur {{ID_CONTINUE}} pour continuer";"In modalità di Puntamento col Cursore, è possibile controllare l'aeroplano semplicemente puntando il cursore sul luogo verso cui si desidera fare rotta

Premi {{ID_CONTINUE}} per continuare";"Im Zeiger-Modus kannst du das Flugzeug einfach mit dem Cursor steuern, indem du den Cursor in die gewünschte Flugrichtung bewegst.

Drücke {{ID_CONTINUE}} um fortzufahren";"En el modo Apuntado con Puntero, puedes controlar el avión simplemente moviendo el cursor al lugar hacia el que quieres volar.

Pulsa {{ID_CONTINUE}} para continuar";"Чтобы управлять самолётом в режиме Прицеливания указателем, вам достаточно переместить курсор на место, в которое самолёт должен лететь

Нажмите {{ID_CONTINUE}} для продолжения";"W trybie sterowania myszą sterujesz samolotem, wskazując kursorem kierunek, w którym ma on lecieć

Naciśnij {{ID_CONTINUE}}, by kontynuować";"V módu míření ukazatelem lze letadlo řídit jednoduše tak, že kurzorem ukážeš tam, kam chceš letět

Pokračuj stiskem {{ID_CONTINUE}}";"In Pointer Aim mode, you can control your plane simply by move the cursor at the place where you want to fly to

Press {{ID_CONTINUE}} to continue";"在\t指\t针\t瞄\t准\t模\t式\t下，\t只\t需\t将\t光\t标\t移\t至\t目\t的\t地\t即\t可\t控\t制\t航\t向

按 {{ID_CONTINUE}} 键\t继\t续";"ポインター\t照準\tモードでは、\t飛行したい\t場所に\tカーソルを\t動かすだけで、\t航空機を\t操作できます

{{ID_CONTINUE}}を\t押して\t続行";"No modo Mira de Mouse, pode controlar o seu avião simplesmente apontando o cursor ao local que deseja voar

Pressione {{ID_CONTINUE}} para continuar";"У режимі вказівника цілі ви можете керувати своїм літаком, просто переміщаючи курсор у місце, де ви хочете здійснити політ

Натисніть {{ID_CONTINUE}}, щоб продовжити";"In Pointer Aim mode, you can control your plane simply by move the cursor at the place where you want to fly to

Press {{ID_CONTINUE}} to continue";"Mutatóval való vezérlési módban a repülőgéped irányításához egyszerűen csak arra kell mutatnod a kurzorral, amerre repülni szeretnél.

{{ID_CONTINUE}} a folytatáshoz.";"포인터 조준 모드에서는 귀관이 가고 싶은 방향으로 커서를 움직이는 것으로 간단히 기체를 조종할 수 있다.

{{ID_CONTINUE}} 을(를) 눌러 계속";"Чтобы управлять самолётом в режиме Прицеливания указателем, вам достаточно переместить курсор на место, в которое самолёт должен лететь

Нажмите {{ID_CONTINUE}} для продолжения";"În modul de controlare prin cursor se poate controla avionul doar prin mișcarea cursorului spre locul în care trebuie să se îndrepte aeronava.

Apasă pe {{ID_CONTINUE}} pentru a continua";"在\t指\t針\t瞄\t準\t模\t式\t下，\t只\t需\t將\t光\t標\t移\t至\t目\t的\t地\t即\t可\t控\t制\t航\t向

按 {{ID_CONTINUE}} 鍵\t繼\t續";"在\t指\t针\t瞄\t准\t模\t式\t下，\t只\t需\t将\t光\t标\t移\t至\t目\t的\t地\t即\t可\t控\t制\t航\t向

按 {{ID_CONTINUE}} 键\t继\t续";;
