"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"country_usa_pilot_9";"Hamilton McGuire";"Hamilton McGuire";"Hamilton McGuire";"Hamilton McGuire";"Hamilton McGuire";"Гамильтон МакГвайр";"Hamilton McGuire";"Hamilton McGuire";"Hamilton McGuire";"汉\t密\t尔\t顿·麦\t圭\t尔";"ハミルトン・マグワイヤー";"Hamilton McGuire";"Гамільтон МакГуайр";"Hamilton McGuire";"Hamilton McGuire";"해밀턴 맥과이어";"Гэмілтан МакГвайр";"««Hamilton McGuire»»";"漢\t密\t爾\t頓．麥\t圭\t爾";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Hamilton McGuire";;
"country_usa_pilot_10";"Gomez Gabreski";"Gomez Gabreski";"Gomez Gabreski";"Gomez Gabreski";"Gomez Gabreski";"Гомес Габрески";"Gomez Gabreski";"Gomez Gabreski";"Gomez Gabreski";"戈\t麦\t斯·加\t布\t雷\t斯\t基";"ゴメス・ガブレスキー";"Gomez Gabreski";"Гомес Габрескі";"Gomez Gabreski";"Gomez Gabreski";"고메즈 가브레스키";"Гомэс Габрэскі";"««Gomez Gabreski»»";"戈\t麥\t斯．加\t佈\t雷\t斯\t基";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Gomez Gabreski";;
"country_usa_pilot_11";"Lance Curtis";"Lance Curtis";"Lance Curtis";"Lance Curtis";"Lance Curtis";"Лэнс Кертис";"Lance Curtis";"Lance Curtis";"Lance Curtis";"兰\t斯·柯\t蒂\t斯";"ランス・カーティス";"Lance Curtis";"Ленс Кертіс";"Lance Curtis";"Lance Curtis";"랜스 커티스";"Лэанс Кэртыс";"««Lance Curtis»»";"蘭\t斯．柯\t帝\t士";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Lance Curtis";;
"country_usa_pilot_12";"Frank Blaksli";"Frank Blaksli";"Frank Blaksli";"Frank Blaksli";"Frank Blaksli";"Фрэнк Блаксли";"Frank Blaksli";"Frank Blaksli";"Frank Blaksli";"弗\t兰\t克·布\t拉\t克\t斯\t利";"フランク・ブラクシル";"Frank Blaksli";"Френк Блакслі";"Frank Blaksli";"Frank Blaksli";"프랑크 블랙슬리";"Фрэнк Блакслі";"««Frank Blaksli»»";"弗\t蘭\t克．布\t拉\t克\t斯\t利";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Frank Blaksli";;
"country_ussr_pilot_5";"Konstantin Deacons";"Konstantin Deacons";"Konstantin Deacons";"Konstantin Deacons";"Konstantin Deacons";"Константин Дьячков";"Konstantin Dikons";"Konstantin Deacons";"Konstantin Deacons";"康\t斯\t坦\t丁·迪\t肯\t斯";"コンスタンティン・ディーコンズ";"Konstantin Deacons";"Костянтин Дячков";"Konstantin Deacons";"Konsztantyin Dikonsz";"콘스탄틴 디컨";"Канстанцін Дзячкоў";"««Konstantin Deacons»»";"康\t斯\t坦\t丁．迪\t肯\t斯";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Konstantin Deacons";;
"country_ussr_pilot_6";"Leonid Golubev";"Leonid Golubev";"Leonid Golubev";"Leonid Golubev";"Leonid Golubev";"Леонид Голубев";"Leonid Gołubiew";"Leonid Golubev";"Leonid Golubev";"里\t奥\t尼\t德·戈\t卢\t别\t夫";"レオニッド・グルベフ";"Leonid Golubev";"Леонід Голубєв";"Leonid Golubev";"Leonyid Golubev";"레오니트 골루볘브";"Леанід Голубеў";"««Leonid Golubev»»";"裡\t奧\t尼\t德．戈\t盧\t別\t夫";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Leonid Golubev";;
"country_ussr_pilot_7";"Eugene Zaitsev";"Eugene Zaitsev";"Eugene Zaitsev";"Eugene Zaitsev";"Eugene Zaitsev";"Евгений Зайцев";"Jewgienij Zajcew";"Evžen Zaicev";"Eugene Zaitsev";"尤\t金·扎\t伊\t采\t夫";"ユージーン・ザイツェフ";"Eugene Zaitsev";"Євген Зайцев";"Eugene Zaitsev";"Jevgenyij Zajcev";"유진 자이체프";"Яўген Зайцаў";"««Eugene Zaitsev»»";"尤\t金．紮\t伊\t采\t夫";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Eugene Zaitsev";;
"country_ussr_pilot_8";"Ivan Kuznetsov";"Ivan Kuznetsov";"Ivan Kuznetsov";"Ivan Kuznetsov";"Ivan Kuznetsov";"Иван Кузнецов";"Iwan Kuzniecow";"Ivan Kuzněcov";"İvan Kuznetsov";"伊\t万·库\t兹\t涅\t佐\t夫";"イワン・クズネツォフ";"Ivan Kuznetsov";"Іван Кузнєцов";"Ivan Kuznetsov";"Ivan Kuznyecov";"이반 쿠즈네초프";"Іван Кузняцоў";"««Ivan Kuznetsov»»";"伊\t萬．庫\t茲\t涅\t佐\t夫";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Ivan Kuznetsov";;
"country_ussr_pilot_9";"Semyon Zinchenko";"Semyon Zinchenko";"Semyon Zinchenko";"Semyon Zinchenko";"Semyon Zinchenko";"Семен Зинченко";"Siemion Zinczenko";"Semjon Zinčenko";"Semyon Zinchenko";"塞\t姆\t扬·津\t琴\t科";"セミョン・ジンチェンコ";"Semyon Zinchenko";"Семен Зінченко";"Semyon Zinchenko";"Szemjon Zincsenko";"세묜 진첸코";"Сямён Зінчанка";"««Semyon Zinchenko»»";"塞\t姆\t揚．津\t琴\t科";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Semyon Zinchenko";;
"country_ussr_pilot_10";"Nicholas Maksimov";"Nicholas Maksimov";"Nicholas Maksimov";"Nicholas Maksimov";"Nicholas Maksimov";"Николай Максимов";"Nikołaj Maksimow";"Nikolas Maximov";"Nicholas Maksimov";"尼\t古\t拉\t斯·马\t克\t西\t莫\t夫";"ニコラス・マクシモフ";"Nicholas Maksimov";"Микола Максимов";"Nicholas Maksimov";"Nyikolaj Makszimov";"니콜라스 막시모프";"Мікалай Максімаў";"««Nicholas Maksimov»»";"尼\t古\t拉\t斯．馬\t克\t西\t莫\t夫";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Nicholas Maksimov";;
"country_ussr_pilot_11";"Peter Rudenko";"Peter Rudenko";"Peter Rudenko";"Peter Rudenko";"Peter Rudenko";"Петр Руденко";"Piotr Rudenko";"Peter Ruděnko";"Peter Rudenko";"彼\t得·卢\t登\t科";"ピーター・ルーデンコ";"Peter Rudenko";"Петро Руденко";"Peter Rudenko";"Pjotr Rudenko";"피터 루덴코";"Пётр Рудэнка";"««Peter Rudenko»»";"彼\t得．盧\t登\t科";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Peter Rudenko";;
"country_ussr_pilot_12";"Victor Tokarev";"Victor Tokarev";"Victor Tokarev";"Victor Tokarev";"Victor Tokarev";"Виктор Токарев";"Wiktor Tokariew";"Viktor Tokarev";"Victor Tokarev";"维\t克\t多·托\t卡\t列\t夫";"ビクター・トカレフ";"Victor Tokarev";"Віктор Токарєв";"Victor Tokarev";"Viktor Tokarev";"빅터 토카레프";"Віктар Токараў";"««Victor Tokarev»»";"維\t克\t多．托\t卡\t列\t夫";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Victor Tokarev";;
"coop/Bot33";"Abelard";"Abelard";"Abelard";"Abelard";"Abelard";"Abelard";"Abelard";"Abelard";"Abelard";"阿\t伯\t拉\t德";"アベラール";"Abelard";"Абелар";"Abelard";"Abelard";"아벨라르";"Abelard";"««Abelard»»";"阿\t伯\t拉\t德";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Abelard";;
"coop/Bot34";"Ada";"Ada";"Ada";"Ada";"Ada";"Ada";"Ada";"Ada";"Ada";"艾\t达";"エイダ";"Ada";"Ада";"Ada";"Ada";"에이다";"Ada";"««Ada»»";"艾\t達";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Ada";;
"coop/Bot35";"Adalhard";"Adalhard";"Adalhard";"Adalhard";"Adalhard";"Adalhard";"Adalhard";"Adalhard";"Adalhard";"阿\t达\t尔\t哈\t特";"アーダルハルト";"Adalhard";"Адалар";"Adalhard";"Adalhard";"아달하르트";"Adalhard";"««Adalhard»»";"阿\t達\t爾\t哈\t特";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Adalhard";;
"coop/Bot36";"Adalmar";"Adalmar";"Adalmar";"Adalmar";"Adalmar";"Adalmar";"Adalmar";"Adalmar";"Adalmar";"阿\t达\t尔\t马";"アダルマール";"Adalmar";"Адельмар";"Adalmar";"Adalmar";"아달마르";"Adalmar";"««Adalmar»»";"阿\t達\t爾\t馬";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Adalmar";;
"coop/Bot37";"Adalwulf";"Adalwulf";"Adalwulf";"Adalwulf";"Adalwulf";"Adalwulf";"Adalwulf";"Adalwulf";"Adalwulf";"阿\t达\t尔\t沃\t尔\t夫";"アダルウォルフ";"Adalwulf";"Адальвульф";"Adalwulf";"Adalwulf";"아달불프";"Adalwulf";"««Adalwulf»»";"阿\t達\t爾\t沃\t爾\t夫";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Adalwulf";;
"coop/Bot38";"Agnethe";"Agnethe";"Agnethe";"Agnethe";"Agnethe";"Agnethe";"Agnethe";"Agnethe";"Agnethe";"阿\t格\t内\t特";"アグネッタ";"Agnethe";"Агнета";"Agnethe";"Agnethe";"아그네테";"Agnethe";"««Agnethe»»";"阿\t格\t內\t特";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Agnethe";;
"coop/Bot39";"Albrecht";"Albrecht";"Albrecht";"Albrecht";"Albrecht";"Albrecht";"Albrecht";"Albrecht";"Albrecht";"阿\t尔\t布\t雷\t西\t特";"アルブレヒト";"Albrecht";"Альбрехт";"Albrecht";"Albrecht";"알브레흐트";"Albrecht";"««Albrecht»»";"阿\t爾\t佈\t雷\t西\t特";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Albrecht";;
"coop/Bot40";"Aldo";"Aldo";"Aldo";"Aldo";"Aldo";"Aldo";"Aldo";"Aldo";"Aldo";"奥\t尔\t多";"アルド";"Aldo";"Альдо";"Aldo";"Aldo";"알도";"Aldo";"««Aldo»»";"奧\t爾\t多";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Aldo";;
"coop/Bot41";"Aldrich";"Aldrich";"Aldrich";"Aldrich";"Aldrich";"Aldrich";"Aldrich";"Aldrich";"Aldrich";"奥\t德\t里\t奇";"アルドリッチ";"Aldrich";"Альдріх";"Aldrich";"Aldrich";"알드리히";"Aldrich";"««Aldrich»»";"奧\t德\t里\t奇";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Aldrich";;
"coop/Bot42";"Alf";"Alf";"Alf";"Alf";"Alf";"Alf";"Alf";"Alf";"Alf";"阿\t尔\t夫";"アルフ";"Alf";"Альф";"Alf";"Alf";"알프";"Alf";"««Alf»»";"阿\t爾\t夫";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Alf";;
"coop/Bot43";"Alfons";"Alfons";"Alfons";"Alfons";"Alfons";"Alfons";"Alfons";"Alfons";"Alfons";"阿\t尔\t方\t斯";"アルフォンス";"Alfons";"Альфонс";"Alfons";"Alfons";"알폰스";"Alfons";"««Alfons»»";"阿\t爾\t方\t斯";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Alfons";;
"coop/Bot44";"Almerich";"Almerich";"Almerich";"Almerich";"Almerich";"Almerich";"Almerich";"Almerich";"Almerich";"阿\t尔\t梅\t利\t希";"アルメリック";"Almerich";"Альмеріх";"Almerich";"Almerich";"알메리히";"Almerich";"««Almerich»»";"阿\t爾\t梅\t利\t希";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Almerich";;
"coop/Bot45";"Alrich";"Alrich";"Alrich";"Alrich";"Alrich";"Alrich";"Alrich";"Alrich";"Alrich";"阿\t尔\t利\t希";"アルドリッチ";"Alrich";"Альріх";"Alrich";"Alrich";"알리히";"Alrich";"««Alrich»»";"阿\t爾\t利\t希";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Alrich";;
"coop/Bot46";"Altman";"Altman";"Altman";"Altman";"Altman";"Altman";"Altman";"Altman";"Altman";"阿\t尔\t特\t曼";"アルトマン";"Altman";"Альтман";"Altman";"Altman";"알트만";"Altman";"««Altman»»";"阿\t爾\t特\t曼";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Altman";;
"coop/Bot47";"Amalrich";"Amalrich";"Amalrich";"Amalrich";"Amalrich";"Amalrich";"Amalrich";"Amalrich";"Amalrich";"阿\t玛\t尔\t利\t希";"アマルリック";"Amalrich";"Амальріх";"Amalrich";"Amalrich";"아말리히";"Amalrich";"««Amalrich»»";"阿\t瑪\t爾\t利\t希";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Amalrich";;
"coop/Bot48";"Anke";"Anke";"Anke";"Anke";"Anke";"Anke";"Anke";"Anke";"Anke";"安\t克";"アンケ";"Anke";"Анке";"Anke";"Anke";"안케";"Anke";"««Anke»»";"安\t克";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Anke";;
"coop/Bot49";"Anshelm";"Anshelm";"Anshelm";"Anshelm";"Anshelm";"Anshelm";"Anshelm";"Anshelm";"Anshelm";"安\t斯\t赫\t尔\t姆";"アンセルムス";"Anshelm";"Ансхельм";"Anshelm";"Anshelm";"안셸름";"Anshelm";"««Anshelm»»";"安\t斯\t赫\t爾\t姆";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Anshelm";;
"coop/Bot50";"Arnwald";"Arnwald";"Arnwald";"Arnwald";"Arnwald";"Arnwald";"Arnwald";"Arnwald";"Arnwald";"阿\t恩\t斯\t瓦\t尔\t德";"アーンウォルド";"Arnwald";"Арнвальд";"Arnwald";"Arnwald";"아른발트";"Arnwald";"««Arnwald»»";"阿\t恩\t斯\t瓦\t爾\t德";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Arnwald";;
"coop/Bot51";"Bardawulf";"Bardawulf";"Bardawulf";"Bardawulf";"Bardawulf";"Bardawulf";"Bardawulf";"Bardawulf";"Bardawulf";"巴\t尔\t达\t沃\t尔\t夫";"ボードウルフ";"Bardawulf";"Бардавульф";"Bardawulf";"Bardawulf";"바르다불프";"Bardawulf";"««Bardawulf»»";"巴\t爾\t達\t沃\t爾\t夫";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Bardawulf";;
"coop/Bot52";"Berahthraben";"Berahthraben";"Berahthraben";"Berahthraben";"Berahthraben";"Berahthraben";"Berahthraben";"Berahthraben";"Berahthraben";"贝\t拉\t特\t拉\t本";"ベビーラフトラベン";"Berahthraben";"Бератрабен";"Berahthraben";"Berahthraben";"베라흐트라벤";"Berahthraben";"««Berahthraben»»";"貝\t拉\t特\t拉\t本";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Berahthraben";;
"coop/Bot53";"Berhtram";"Berhtram";"Berhtram";"Berhtram";"Berhtram";"Berhtram";"Berhtram";"Berhtram";"Berhtram";"伯\t特\t伦";"ベルトラム";"Berhtram";"Бертрам";"Berhtram";"Berhtram";"베르트람";"Berhtram";"««Berhtram»»";"伯\t特\t倫";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Berhtram";;
"coop/Bot54";"Bernhardt";"Bernhardt";"Bernhardt";"Bernhardt";"Bernhardt";"Bernhardt";"Bernhardt";"Bernhardt";"Bernhardt";"伯\t恩\t哈\t特";"ベルンハルト";"Bernhardt";"Бернхардт";"Bernhardt";"Bernhardt";"베른하르트";"Bernhardt";"««Bernhardt»»";"伯\t恩\t哈\t特";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Bernhardt";;
"coop/Bot55";"Berthold";"Berthold";"Berthold";"Berthold";"Berthold";"Berthold";"Berthold";"Berthold";"Berthold";"贝\t特\t霍\t尔\t德";"ベルトルド";"Berthold";"Бертольд";"Berthold";"Berthold";"베르톨트";"Berthold";"««Berthold»»";"貝\t特\t霍\t爾\t德";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Berthold";;
"coop/Bot56";"Burkhard";"Burkhard";"Burkhard";"Burkhard";"Burkhard";"Burkhard";"Burkhard";"Burkhard";"Burkhard";"布\t克\t哈\t德";"ブルクハルト";"Burkhard";"Буркхард";"Burkhard";"Burkhard";"부르크하르트";"Burkhard";"««Burkhard»»";"布\t克\t哈\t德";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Burkhard";;
"coop/Bot57";"Dedrich";"Dedrich";"Dedrich";"Dedrich";"Dedrich";"Dedrich";"Dedrich";"Dedrich";"Dedrich";"德\t德\t里\t希";"ディードリッヒ";"Dedrich";"Дідріх";"Dedrich";"Dedrich";"데드리히";"Dedrich";"««Dedrich»»";"德\t德\t里\t希";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Dedrich";;
"coop/Bot58";"Dietmar";"Dietmar";"Dietmar";"Dietmar";"Dietmar";"Dietmar";"Dietmar";"Dietmar";"Dietmar";"迪\t特\t马\t尔";"ディトマー";"Dietmar";"Дітмар";"Dietmar";"Dietmar";"디트마르";"Dietmar";"««Dietmar»»";"迪\t特\t瑪\t律";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Dietmar";;
"coop/Bot59";"Dietrich";"Dietrich";"Dietrich";"Dietrich";"Dietrich";"Dietrich";"Dietrich";"Dietrich";"Dietrich";"迪\t特\t里\t希";"ディートリッヒ";"Dietrich";"Дітріх";"Dietrich";"Dietrich";"디트리히";"Dietrich";"««Dietrich»»";"迪\t特\t裡\t希";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Dietrich";;
"coop/Bot60";"Dirk";"Dirk";"Dirk";"Dirk";"Dirk";"Dirk";"Dirk";"Dirk";"Dirk";"迪\t尔\t克";"ディルク";"Dirk";"Дірк";"Dirk";"Dirk";"디르크";"Dirk";"««Dirk»»";"迪\t爾\t克";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Dirk";;
"coop/Bot61";"Eberhard";"Eberhard";"Eberhard";"Eberhard";"Eberhard";"Eberhard";"Eberhard";"Eberhard";"Eberhard";"埃\t伯\t哈\t德";"エバーハルト";"Eberhard";"Еберхард";"Eberhard";"Eberhard";"에버하르트";"Eberhard";"««Eberhard»»";"埃\t伯\t哈\t德";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Eberhard";;
"coop/Bot62";"Echhardt";"Echhardt";"Echhardt";"Echhardt";"Echhardt";"Echhardt";"Echhardt";"Echhardt";"Echhardt";"埃\t希\t哈\t特";"エックハルト";"Echhardt";"Екхард";"Echhardt";"Echhardt";"에흐하르트";"Echhardt";"««Echhardt»»";"埃\t希\t哈\t特";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Echhardt";;
"coop/Bot63";"Eduard";"Eduard";"Eduard";"Eduard";"Eduard";"Eduard";"Eduard";"Eduard";"Eduard";"爱\t德\t华";"エドワード";"Eduard";"Едуард";"Eduard";"Eduard";"에두아르트";"Eduard";"««Eduard»»";"愛\t德\t華";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Eduard";;
"coop/Bot64";"Emmerich";"Emmerich";"Emmerich";"Emmerich";"Emmerich";"Emmerich";"Emmerich";"Emmerich";"Emmerich";"埃\t梅\t里\t希";"エメリッヒ";"Emmerich";"Еммеріх";"Emmerich";"Emmerich";"에머리히";"Emmerich";"««Emmerich»»";"埃\t梅\t裡\t希";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Emmerich";;
"coop/Bot65";"Engelbert";"Engelbert";"Engelbert";"Engelbert";"Engelbert";"Engelbert";"Engelbert";"Engelbert";"Engelbert";"恩\t格\t尔\t贝\t特";"エンゲルベルト";"Engelbert";"Енгельберт";"Engelbert";"Engelbert";"엥겔베르트";"Engelbert";"««Engelbert»»";"恩\t格\t爾\t貝\t特";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Engelbert";;
"coop/Bot66";"Erdmann";"Erdmann";"Erdmann";"Erdmann";"Erdmann";"Erdmann";"Erdmann";"Erdmann";"Erdmann";"埃\t德\t曼";"エルトマン";"Erdmann";"Ердман";"Erdmann";"Erdmann";"에르트만";"Erdmann";"««Erdmann»»";"埃\t德\t曼";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Erdmann";;
"coop/Bot67";"Erhard";"Erhard";"Erhard";"Erhard";"Erhard";"Erhard";"Erhard";"Erhard";"Erhard";"埃\t哈\t德";"エアハルト";"Erhard";"Ерхард";"Erhard";"Erhard";"에르하르트";"Erhard";"««Erhard»»";"埃\t哈\t德";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Erhard";;
"coop/Bot68";"Erwin";"Erwin";"Erwin";"Erwin";"Erwin";"Erwin";"Erwin";"Erwin";"Erwin";"埃\t尔\t温";"アーウェン";"Erwin";"Ервін";"Erwin";"Erwin";"에르빈";"Erwin";"««Erwin»»";"埃\t爾\t溫";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Erwin";;
"coop/Bot69";"Friedhelm";"Friedhelm";"Friedhelm";"Friedhelm";"Friedhelm";"Friedhelm";"Friedhelm";"Friedhelm";"Friedhelm";"弗\t里\t德\t黑\t尔\t姆";"フリードヘルム";"Friedhelm";"Фрідхельм";"Friedhelm";"Friedhelm";"프리드헬름";"Friedhelm";"««Friedhelm»»";"弗\t裡\t德\t黑\t爾\t姆";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Friedhelm";;
"coop/Bot70";"Friedrich";"Friedrich";"Friedrich";"Friedrich";"Friedrich";"Friedrich";"Friedrich";"Friedrich";"Friedrich";"弗\t里\t德\t里\t希";"フリードリヒ";"Friedrich";"Фрідріх";"Friedrich";"Friedrich";"프리드리히";"Friedrich";"««Friedrich»»";"弗\t裡\t德\t里\t希";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Friedrich";;
"coop/Bot71";"Fritz";"Fritz";"Fritz";"Fritz";"Fritz";"Fritz";"Fritz";"Fritz";"Fritz";"弗\t里\t茨";"フリッツ";"Fritz";"Фрітц";"Fritz";"Fritz";"프리츠";"Fritz";"««Fritz»»";"弗\t裡\t茨";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Fritz";;
"coop/Bot72";"Gamhard";"Gamhard";"Gamhard";"Gamhard";"Gamhard";"Gamhard";"Gamhard";"Gamhard";"Gamhard";"加\t姆\t哈\t德";"ガムハルト";"Gamhard";"Гамхард";"Gamhard";"Gamhard";"감하르트";"Gamhard";"««Gamhard»»";"加\t姆\t哈\t德";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Gamhard";;
"coop/Bot73";"Gaufrid";"Gaufrid";"Gaufrid";"Gaufrid";"Gaufrid";"Gaufrid";"Gaufrid";"Gaufrid";"Gaufrid";"高\t弗\t里\t德";"ガウフリート";"Gaufrid";"Гауфрід";"Gaufrid";"Gaufrid";"가우프리트";"Gaufrid";"««Gaufrid»»";"高\t弗\t裡\t德";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Gaufrid";;
"coop/Bot74";"Gebbert";"Gebbert";"Gebbert";"Gebbert";"Gebbert";"Gebbert";"Gebbert";"Gebbert";"Gebbert";"格\t贝\t尔\t特";"ゲバート";"Gebbert";"Гебберт";"Gebbert";"Gebbert";"게베르트";"Gebbert";"««Gebbert»»";"格\t貝\t爾\t特";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Gebbert";;
"coop/Bot75";"Gerhardt";"Gerhardt";"Gerhardt";"Gerhardt";"Gerhardt";"Gerhardt";"Gerhardt";"Gerhardt";"Gerhardt";"格\t尔\t哈\t特";"ゲールハルト";"Gerhardt";"Герхардт";"Gerhardt";"Gerhardt";"게르하르트";"Gerhardt";"««Gerhardt»»";"格\t爾\t哈\t特";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Gerhardt";;
"coop/Bot76";"Gerrit";"Gerrit";"Gerrit";"Gerrit";"Gerrit";"Gerrit";"Gerrit";"Gerrit";"Gerrit";"格\t里\t特";"ゲリット";"Gerrit";"Герріт";"Gerrit";"Gerrit";"게리트";"Gerrit";"««Gerrit»»";"格\t裡\t特";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Gerrit";;
"coop/Bot77";"Gertraud";"Gertraud";"Gertraud";"Gertraud";"Gertraud";"Gertraud";"Gertraud";"Gertraud";"Gertraud";"格\t尔\t特\t劳\t德";"ゲルトラウト";"Gertraud";"Гертрауд";"Gertraud";"Gertraud";"게르트라우트";"Gertraud";"««Gertraud»»";"格\t爾\t特\t勞\t德";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Gertraud";;
"coop/Bot78";"Gerwulf";"Gerwulf";"Gerwulf";"Gerwulf";"Gerwulf";"Gerwulf";"Gerwulf";"Gerwulf";"Gerwulf";"格\t尔\t沃\t尔\t夫";"ゲルブルプ";"Gerwulf";"Гервульф";"Gerwulf";"Gerwulf";"게르불프";"Gerwulf";"««Gerwulf»»";"格\t爾\t沃\t爾\t夫";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Gerwulf";;
"coop/Bot79";"Gisfrid";"Gisfrid";"Gisfrid";"Gisfrid";"Gisfrid";"Gisfrid";"Gisfrid";"Gisfrid";"Gisfrid";"吉\t斯\t弗\t里\t德";"ガルフリッド";"Gisfrid";"Гісфрід";"Gisfrid";"Gisfrid";"기스프리트";"Gisfrid";"««Gisfrid»»";"吉\t斯\t弗\t裡\t德";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Gisfrid";;
"coop/Bot80";"Gottfried";"Gottfried";"Gottfried";"Gottfried";"Gottfried";"Gottfried";"Gottfried";"Gottfried";"Gottfried";"戈\t特\t弗\t里\t德";"ゴットフリート";"Gottfried";"Годфрід";"Gottfried";"Gottfried";"고트프리트";"Gottfried";"««Gottfried»»";"戈\t特\t弗\t裡\t德";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Gottfried";;
"coop/Bot81";"Gotthard";"Gotthard";"Gotthard";"Gotthard";"Gotthard";"Gotthard";"Gotthard";"Gotthard";"Gotthard";"戈\t特\t哈\t德";"ゴットハルト";"Gotthard";"Готхард";"Gotthard";"Gotthard";"고트하르트";"Gotthard";"««Gotthard»»";"戈\t特\t哈\t德";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Gotthard";;
"coop/Bot82";"Gottlieb";"Gottlieb";"Gottlieb";"Gottlieb";"Gottlieb";"Gottlieb";"Gottlieb";"Gottlieb";"Gottlieb";"戈\t特\t里\t布";"ゴットリーブ";"Gottlieb";"Готліб";"Gottlieb";"Gottlieb";"고틀리프";"Gottlieb";"««Gottlieb»»";"戈\t特\t裡\t布";"««\t〔AI-\t陪\t练\t机\t器\t人〕\t»»";"Gottlieb";;
