"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"hotkeys/ship_mouse_aim_x";"Ship aiming (X-axis)";"Visée - naval (axe-x)";"Puntamento nave (asse-X)";"Zielen: X-Achse (Schiff)";"Apuntado de la nave (Eje-X)";"Прицеливание (ось X)";"Celowanie w okręcie (oś X)";"Míření lodi (osa X)";"Gemi hedefleme (X-ekseni)";"海\t战\t瞄\t准\t控\t制 (X 轴)";"艦艇照準(X\t軸)";"Mira do navio (eixo-X)";"Прицілювання (вісь X)";"Brodsko ciljanje (X-osa)";"Hajócélzás (X tengely)";"함선 조준 (X 축)";"Прыцэльванне (вось X)";"Reticul țintire navă (axa X)";"船\t艦\t瞄\t準 (X\t軸)";"海\t战\t瞄\t准\t控\t制\t（X 轴）";"Tàu nhắm mục tiêu (trục X)";;
"hotkeys/ship_mouse_aim_y";"Ship aiming (Y-axis)";"Visée - naval (axe-y)";"Puntamento nave (asse-Y)";"Zielen: Y-Achse (Schiff)";"Apuntado de la nave (Eje-Y)";"Прицеливание (ось Y)";"Celowanie w okręcie (oś Y)";"Míření lodi (osa Y)";"Gemi hedefleme (Y-ekseni)";"海\t战\t瞄\t准\t控\t制 (Y 轴)";"艦艇照準(Y\t軸)";"Mira do navio (eixo-Y)";"Прицілювання (вісь Y)";"Brodsko ciljanje (Y-osa)";"Hajócélzás (Y tengely)";"함선 조준 (Y 축)";"Прыцэльванне (вось Y)";"Reticul țintire navă (axa Y)";"船\t艦\t瞄\t準 (Y\t軸)";"海\t战\t瞄\t准\t控\t制\t（Y 轴）";"Tàu nhắm mục tiêu (trục Y)";;
"controls/human_mouse_aim_x";"Infantryman aiming (X-axis)";"Visée fantassin (axe X)";"Puntamento Fante (asse-X)";"Infanterist Zielen (X-Achse)";"Puntería de infantería (eje X)";"Прицеливание (ось X)";"Celowanie – piechota (oś X)";"Míření pěchoty (osa X)";"Piyade nişan alma (X-ekseni)";"步\t兵\t瞄\t准\t控\t制 (X 轴)";"歩兵照準（X\t軸）";"Mira do soldado (eixo X)";"Прицілювання (вісь X)";"Infantryman aiming (X-axis)";"Gyalogság célzás (X-tengely)";"보병 조준 (X축)";"Прыцэльванне (вось X)";"Infantryman aiming (X-axis)";"步\t兵\t瞄\t準\t控\t制 (X 軸)";"Infantryman aiming (X-axis)";"Nhắm bắn của bộ binh (Trục X)";;
"controls/human_mouse_aim_y";"Infantryman aiming (Y-axis)";"Visée fantassin (axe Y)";"Puntamento Fante (asse-Y)";"Infanterist Zielen (Y-Achse)";"Puntería de infantería (eje Y)";"Прицеливание (ось Y)";"Celowanie – piechota (oś Y)";"Míření pěchoty (osa Y)";"Piyade nişan alma (Y-ekseni)";"步\t兵\t瞄\t准\t控\t制 (Y 轴)";"歩兵照準（Y\t軸）";"Mira do soldado (eixo Y)";"Прицілювання (вісь Y)";"Infantryman aiming (Y-axis)";"Gyalogság célzás (Y-tengely)";"보병 조준 (Y축)";"Прыцэльванне (вось Y)";"Infantryman aiming (Y-axis)";"步\t兵\t瞄\t準\t控\t制 (Y 軸)";"Infantryman aiming (Y-axis)";"Nhắm bắn của bộ binh (Trục Y)";;
"hotkeys/human_mouse_aim_x";"Infantryman aiming (X-axis)";"Visée fantassin (axe X)";"Puntamento Fante (asse-X)";"Infanterist Zielen (X-Achse)";"Puntería de infantería (eje X)";"Прицеливание (ось X)";"Celowanie – piechota (oś X)";"Míření pěchoty (osa X)";"Piyade nişan alma (X-ekseni)";"步\t兵\t瞄\t准\t控\t制 (X 轴)";"歩兵照準（X\t軸）";"Mira do soldado (eixo X)";"Прицілювання (вісь X)";"Infantryman aiming (X-axis)";"Gyalogság célzás (X-tengely)";"보병 조준 (X축)";"Прыцэльванне (вось X)";"Infantryman aiming (X-axis)";"步\t兵\t瞄\t準\t控\t制 (X 軸)";"Infantryman aiming (X-axis)";"Nhắm bắn của bộ binh (Trục X)";;
"hotkeys/human_mouse_aim_y";"Infantryman aiming (Y-axis)";"Visée fantassin (axe Y)";"Puntamento Fante (asse-Y)";"Infanterist Zielen (Y-Achse)";"Puntería de infantería (eje Y)";"Прицеливание (ось Y)";"Celowanie – piechota (oś Y)";"Míření pěchoty (osa Y)";"Piyade nişan alma (Y-ekseni)";"步\t兵\t瞄\t准\t控\t制 (Y 轴)";"歩兵照準（Y\t軸）";"Mira do soldado (eixo Y)";"Прицілювання (вісь Y)";"Infantryman aiming (Y-axis)";"Gyalogság célzás (Y-tengely)";"보병 조준 (Y축)";"Прыцэльванне (вось Y)";"Infantryman aiming (Y-axis)";"步\t兵\t瞄\t準\t控\t制 (Y 軸)";"Infantryman aiming (Y-axis)";"Nhắm bắn của bộ binh (Trục Y)";;
"hotkeys/gm_mouse_aim_x_rangeMin";"Turn aim left";"Tourner à gauche de l'objectif";"Puntare a sinistra";"Nach links zielen";"Girar mira a la izquierda";"Поворот прицела влево";"Celuj w lewo";"Otočit zaměřovač doleva";"Nişangah sola";"向\t左\t瞄\t准";"照準を\t左へ";"Virar mira à esquerda";"Поворот прицілу вліво";"Pomeri nišan levo";"Célzás balra";"조준 왼쪽으로";"Прыцэл улева";"Mutare reticul țintire la stânga";"向\t左\t瞄\t準";"向\t左\t瞄\t准";"Xoay tâm ngắm trái";;
"hotkeys/gm_mouse_aim_x_rangeMax";"Turn aim right";"Tourner à droite";"Puntare a destra";"Nach rechts zielen";"Girar mira a la derecha";"Поворот прицела вправо";"Celuj w prawo";"Otočit zaměřovač doprava";"Nişangah sağa";"向\t右\t瞄\t准";"照準を\t右へ";"Virar mira à direita";"Поворот прицілу вправо";"Pomeri nišan desno";"Célzás jobbra";"조준 오른쪽으로";"Прыцэл управа";"Mutare reticul țintire la dreapta";"向\t右\t瞄\t準";"向\t右\t瞄\t准";"Xoay tâm ngắm phải";;
"hotkeys/gm_mouse_aim_y_rangeMin";"Lower aim";"Baisser le viseur";"Puntare in basso";"Nach unten zielen";"Mover mira hacia abajo";"Опустить прицел";"Celuj w dół";"Sklonit zaměřovač";"Nişangah aşağı";"向\t下\t瞄\t准";"照準を\t下へ";"Virar mira para baixo";"Опустити приціл";"Spusti nišan";"Célzás lefelé";"조준 아래로";"Прыцэл уніз";"Coborâre reticul țintire";"降\t低\t瞄\t準";"向\t下\t瞄\t准";"Hạ tâm ngắm";;
"hotkeys/gm_mouse_aim_y_rangeMax";"Raise aim";"Lever l'objectif";"Puntare in alto";"Nach oben zielen";"Mover mira hacia arriba";"Поднять прицел";"Celuj w górę";"Zvednout zaměřovač";"Nişangah yukarı";"向\t上\t瞄\t准";"照準を\t上へ";"Virar mira para cima";"Підняти приціл";"Podigni nišan";"Célzás felfelé";"조준 위로";"Прыцэл уверх";"Ridicare reticul țintire";"提\t高\t瞄\t準";"向\t上\t瞄\t准";"Nâng tâm ngắm";;
"hotkeys/ship_mouse_aim_x_rangeMin";"Turn aim left";"Pivoter le viseur à gauche";"Puntare a sinistra";"Nach links zielen";"Mira hacia la izquierda";"Поворот прицела влево";"Celuj w lewo";"Otočit zaměřovač doleva";"Nişangah sola";"向\t左\t瞄\t准";"照準を\t左へ";"Virar mira à esquerda";"Поворот прицілу вліво";"Pomeri nišan levo";"Célzás balra";"조준 왼쪽으로";"Прыцэл улева";"Țintire spre stânga";"向\t左\t瞄\t準";"向\t左\t瞄\t准";"Xoay tâm ngắm trái";;
"hotkeys/ship_mouse_aim_x_rangeMax";"Turn aim right";"Pivoter le viseur à droite";"Puntare a destra";"Nach rechts zielen";"Mira hacia la derecha";"Поворот прицела вправо";"Celuj w prawo";"Otočit zaměřovač doprava";"Nişangah sağa";"向\t右\t瞄\t准";"照準を\t右へ";"Virar mira à direita";"Поворот прицілу вправо";"Pomeri nišan desno";"Célzás jobbra";"조준 오른쪽으로";"Прыцэл управа";"Țintire spre dreapta";"向\t右\t瞄\t準";"向\t右\t瞄\t准";"Xoay tâm ngắm phải";;
"hotkeys/ship_mouse_aim_y_rangeMin";"Lower aim";"Baisser le viseur";"Puntare in basso";"Nach unten zielen";"Mover mira hacia abajo";"Опустить прицел";"Celuj w dół";"Sklonit zaměřovač";"Nişangah aşağı";"向\t下\t瞄\t准";"照準を\t下へ";"Baixar mira";"Опустити приціл";"Spusti nišan";"Célzás lefelé";"조준 아래로";"Прыцэл уніз";"Coborâre reticul țintire";"降\t低\t瞄\t準";"向\t下\t瞄\t准";"Hạ tâm ngắm";;
"hotkeys/ship_mouse_aim_y_rangeMax";"Raise aim";"Élever le viseur";"Puntare in alto";"Nach oben zielen";"Mover mira hacia arriba";"Поднять прицел";"Celuj w górę";"Zvednout zaměřovač";"Nişangah yukarı";"向\t上\t瞄\t准";"照準を\t上へ";"Subir mira";"Підняти приціл";"Podigni nišan";"Célzás felfelé";"조준 위로";"Прыцэл уверх";"Ridicare reticul țintire";"提\t高\t瞄\t準";"向\t上\t瞄\t准";"Nâng tâm ngắm";;
"controls/gm_turret_x";"Turret rotation (X-axis)";"Rotation Tourelle (axe-X)";"Rotazione torretta (asse-X)";"Turm drehen (X-Achse)";"Rotación de la torreta (eje-X)";"Поворот башни (ось X)";"Obrót wieżyczki (Oś X)";"Otáčení věže (osa X)";"Kule dönüşü (X-ekseni)";"炮\t塔\t旋\t转 (X 轴)";"砲塔の\t回転 (X\t軸)";"Rotação da torre (eixo X)";"Поворот башти (вісь Х)";"Rotacija kupole (X-osa)";"Toronyforgatás (X tengely)";"포탑 회전 (X축)";"Паварот вежы (вось X)";"Rotire turelă (axa X)";"炮\t塔\t旋\t轉 (X\t軸)";"炮\t塔\t旋\t转\t（X 轴）";"Xoay tháp pháo (trục X)";;
"controls/gm_turret_y";"Turret rotation (Y-axis)";"Rotation Tourelle (axe-Y)";"Rotazione torretta (asse-Y)";"Turm drehen (Y-Achse)";"Rotación de la torreta (eje Y)";"Поворот башни (ось Y)";"Obrót wieżyczki (Oś Y)";"Otáčení věže (osa Y)";"Kule dönüşü (Y-ekseni)";"炮\t管\t俯\t仰 (Y 轴)";"砲塔の\t回転 (Y\t軸)";"Rotação da torre (eixo Y)";"Поворот башти (вісь Y)";"Rotacija kupole (Y-osa)";"Toronyforgatás (Y tengely)";"포탑 회전 (Y축)";"Паварот вежы (вось Y)";"Rotire turelă (axa Y)";"炮\t塔\t旋\t轉 (Y\t軸)";"炮\t管\t俯\t仰\t（Y 轴）";"Xoay tháp pháo (trục Y)";;
"options/multiplier_mouse_aim";"Aim control sensitivity";"Sensibilité des commandes";"Sensibilità dei controlli";"Empfindlichkeit der Maussteuerung";"Control de sensibilidad";"Чувствительность управления прицелом";"Czułość sterowania";"Citlivost zaměřování";"Nişangah hassasiyet kontrolü";"操\t控\t灵\t敏\t度";"照準の\t操作感度";"Sensibilidade do controle da mira";"Чутливість осей керування";"Osetljivost kontrola";"Célzás érzékenysége";"조종 민감도";"Адчувальнасць мышы";"Sensibilitate deplasare reticul țintire";"控\t制\t靈\t敏\t度";"操\t控\t灵\t敏\t度";"Điều khiển độ nhạy mục tiêu";;
"guiHints/multiplier_mouse_aim";"Aim control sensitivity";"Sensibilité des commandes";"Sensibilità dei controlli";"Empfindlichkeit der Maussteuerung";"Control de sensibilidad";"Чувствительность управления прицелом";"Czułość sterowania";"Citlivost zaměřování";"Nişangah hassasiyet kontrolü";"操\t控\t灵\t敏\t度";"照準の\t操作感度";"Sensibilidade do controle da mira";"Чутливість осей керування";"Osetljivost kontrola";"Célzás érzékenysége";"조종 민감도";"Адчувальнасць мышы";"Sensibilitatea deplasării reticulului de țintire";"控\t制\t靈\t敏\t度";"操\t控\t灵\t敏\t度";"Điều khiển độ nhạy mục tiêu";;
"options/multiplier_joy_camera_view";"Gamepad aim sensitivity";"Sensibilité de la visée au gamepad";"Sensibilità mira Gamepad";"Sensitivität der Gamepad-Kamerasteuerung";"Sensibilidad del control de cámara del mando";"Чувствительность прицеливания на геймпаде";"Czułość pada – sterowanie kamerą";"Citlivost ovládání pohledu Gamepadu";"Oyun kumandası nişan alma hassasiyeti";"手\t柄\t瞄\t准\t灵\t敏\t度";"ゲームパッドの\tカメラ\t操作感度";"Sensibilidade de mira do gamepad";"Чутливість прицілювання на геймпаді";"Gamepad aim sensitivity";"Gamepad kameravezérlés-érzékenység";"게임패드 조준 민감도";"Адчувальнасць кіравання камерай на геймпадзе";"Sensibilitate mișcare cameră (controler jocuri)";"手\t柄\t視\t角\t控\t制\t靈\t敏\t度";"手\t柄\t视\t角\t控\t制\t灵\t敏\t度";"Độ nhạy nhắm tay cầm";;
"guiHints/multiplier_joy_camera_view";"Gamepad aim sensitivity";"Sensibilité de la visée à la manette";"Sensibilità mira Gamepad";"Sensitivität der Gamepad-Kamerasteuerung";"Sensibilidad del control de cámara del mando";"Чувствительность прицеливания на геймпаде";"Czułość pada – sterowanie kamerą";"Citlivost ovládání pohledu Gamepadu";"Oyun kumandası nişan alma hassasiyeti";"手\t柄\t瞄\t准\t灵\t敏\t度";"ゲームパッドの\tカメラ\t操作感度";"Sensibilidade de mira do gamepad";"Чутливість прицілювання на геймпаді";"Gamepad aim sensitivity";"Gamepad kameravezérlés-érzékenység";"게임패드 조준 민감도";"Адчувальнасць кіравання камерай на геймпадзе";"Sensibilitatea controlării camerei cu controlerul de jocuri";"手\t柄\t視\t角\t控\t制\t靈\t敏\t度";"手\t柄\t视\t角\t控\t制\t灵\t敏\t度";"Độ nhạy nhắm tay cầm";;
"controls/abs_throttle";"Flightstick style throttle";"Accélérateur de style Flight stick";"Tipo manetta flightstick";"Schubregelung im Flightstick-Stil";"Aceleración con estilo Flighstick";"Использование ручки управления мощностью";"Przepustnica w stylu 'Flighstick'";"Plyn ve stylu řídicí páky";"Uçuş Kolu tarzı gaz";"摇\t杆\t式\t油\t门";"フライトスティック\t式の\tスロットルを\t使用";"Acelerador de estilo Flightstick";"Використання ручки керування потужністю";"""Flightstick"" stil gasa";"Flightstick típusú gázkar";"비행용 스틱 형식의 스로틀";"Ручка газу ў стылы ручкі кіравання палётам";"Stil accelerare „Flightstick”";"搖\t桿\t式\t油\t門";"摇\t杆\t式\t油\t门";"Tăng ga kiểu Flightstick";;
"controls/x360_layout";"Use Xbox Controller layout";"Utiliser les contrôles prédéfinis de la manette de Xbox";"Usa schema controller Xbox";"Xbox-Controller-Layout verwenden";"Utiliza el esquema de Mando de Xbox";"Использовать раскладку контроллера Xbox";"Użyj układu kontrolera Xbox";"Použít rozložení ovládacích prvků pro Xbox";"Xbox Kumanda Düzenini Kullan";"使\t用 Xbox 手\t柄\t布\t局";"Xbox コントローラーの\tレイアウトを\t使用する";"Use o Layout do controlador da Xbox";"Використовувати розкладку контролера Xbox";"Koristi Xbox raspored kontrola";"Xbox játékvezérlő elrendezésének használata";"Xbox 컨트롤러를 사용합니다";"Ужываць раскладку кантролера Xbox";"Utilizare schemă manete controler Xbox";"Use Xbox 控\t制\t器\t配\t置";"使\t用 Xbox 手\t柄\t布\t局";"Sử dụng giao diện điều khiển Xbox";;
"controls/customHintsWarning";"All control hints will be displayed as they are for ""Wireless Controller"" (default) layout.";"Tous les ébauches de contrôle seront exposés en tant que mise en page des 'manettes sans fil'.";"Tutte le indicazioni dei comandi saranno visualizzate per lo schema ""Controller wireless"" (predefinito).";"Alle Steuerungshinweise beziehen sich auf das Standardlayout für Wireless-Controller.";"Se mostrarán todas las señales de control para el esquema de ""Mando Inalámbrico"" (predeterminado).";"Управление в подсказках будет взято из раскладки для беспроводного контроллера (по умолчанию).";"Wszystkie wskazówki dotyczące sterowania zostaną wyświetlone zgodnie z ustawieniami kontolera bezprzewodowego (domyślnie).";"Všechny tipy k ovládání budou zobrazovány dle (výchozího) rozložení pro „bezdrátový ovladač“";"Bütün kontrol ipuçları ""Kablosuz Kontrol aleti"" (varsayılan) düzeninde olduğu şekilde görüntülenir.";"所\t有\t控\t制\t提\t示\t都\t将\t按\t照\t“无\t线\t手\t柄” (默\t认)\t的\t布\t局\t显\t示。";"すべての\tコントロールの\tヒントは「ワイヤレス コントローラー」\tの\tデフォルト\t設定に\t則って\t表示されます。";"Todas as dicas de controle serão exibidas como elas são para o layout ""Controlador sem fio"" (predefinido).";"Керування в підказках буде взято із розкладки для бездротового контролера (за замовчуванням).";"Svi saveti vezani za kontrole će biti prikazani kao kod (osnovnog) rasporeda ""bežičnog kontrolera"".";"Minden vezérlési javaslat a „vezeték nélküli kontroller” (alapértelmezett) elrendezése szerint jelenik meg.";"모든 조작 힌트는 ""무선 컨트롤러"" 레이아웃(기본값)에 표시될 것입니다.";"Усе падказкі, якія датычацца кіравання, будуць паказвацца згодна з перадвызначанымі наладамі бесправаднога кантролера.";"Toate indiciile vor fi afișate ca și cum ar fi pentru schema unui „Controler fără fir” (implicit).";"所\t有\t控\t制\t提\t示\t都\t將\t按\t照\t“無\t線\t搖\t桿”\t（預\t設）\t的\t配\t置\t顯\t示。";"所\t有\t控\t制\t提\t示\t都\t将\t按\t照\t“无\t线\t手\t柄”\t（默\t认）\t的\t布\t局\t显\t示。";"Tất cả những gợi ý điều khiển sẽ được hiển thị khi chúng được bố trí cho ""Bộ điều khiển không dây"" (mặc định).";;
"controls/nonlinearity";"Nonlinearity";"Aucune linéarité";"Illinearità";"Nichtlinearität";"No linealidad";"Нелинейность";"Nieliniowość";"Nelinearita";"Doğrusalsızlık";"非\t线\t性";"非線形性";"Não-linearidade";"Нелінійність";"Nelinearnost";"Arányosság";"비선형성";"Нелінейнасць";"Nelinearitate";"非\t線\t性";"非\t线\t性";"Phi tuyến";;
"controls/deadzone";"Dead zone";"Zone morte";"Zona morta";"Deadzone";"Zona muerta";"Мёртвая зона";"Martwa strefa";"Mrtvá oblast";"Ölü bölge";"死\t区";"デッドゾーン";"Zona neutra";"Мертва зона";"Mrtva zona";"Holttér";"데드 존";"Мёртвая зона";"Zonă moartă";"盲\t區";"死\t区";"Khu vực chết";;
"controls/custom";"Custom";"Personnalisé";"Person.";"Benutzerdefiniert";"Personalizado";"Настроить вручную";"Tryb niestandardowy";"Vlastní";"Özel";"自\t定\t义";"カスタム";"Personalizado";"Налаштувати вручну";"Podesiva";"Egyéni";"사용자 지정";"Наладзіць уручную";"Personal";"自\t訂";"自\t定\t义";"Tùy chỉnh";;
"controls/selectControl";"Select control";"Sélectionnez le contrôle";"Selezionare il controllo";"Steuerungselement auswählen";"Seleccione un control";"Выберите элемент управления";"Wybierz Sterowanie";"Vybrat ovládaní";"Kontrolör seçimi";"选\t择\t控\t制\t方\t式";"操作を\t選択";"Selecione o controle";"Виберіть елемент керування";"Izaberite kontrolu";"Irányítás kiválasztása";"조작 선택";"Выберыце элемент кіравання";"Selectare control";"選\t擇\t控\t制\t方\t式";"选\t择\t控\t制\t方\t式";"Lựa chọn điều khiển";;
"controls/custom/settings";"Settings for Custom layout";"Réglages des mises en page habituelles";"Impostazioni per schema person.";"Einstellungen für benutzerdefiniertes Layout";"Configuración de Esquema Personalizado";"Настройка пользовательской раскладки управления";"Ustawienia Użytkownika";"Nastavení pro vlastní rozložení";"Özel düzen için ayarlar";"自\t定\t义\t按\t键\t设\t置";"カスタム レイアウトの\t設定";"Configurações de layout personalizado";"Налаштування розкладки керування користувача";"Podešavanja za podesiv raspored";"Beállítások az „egyéni” elrendezéshez";"사용자 지정 레이아웃 설정";"Наладка карыстальніцкай схемы кіравання";"Setări pentru schema personală";"自\t定\t義\t按\t鍵\t配\t置";"自\t定\t义\t按\t键\t设\t置";"Thiết lập tùy chỉnh";;
"controls/assignPauseMenu";"Please assign button for ""Pause Menu"" action.";"Veuillez assigner un bouton à l'action 'pause menu'.";"Assegna un pulsante per l'azione ""Menu pausa"".";"Bitte weise eine Taste für das Pause-Menü zu.";"Asigna un botón para abrir el ""Menú de Pausa"".";"Не выбрана кнопка для выхода в меню.";"Przypisz klawisz do funkcji ""Menu Pauza"".";"Přiřaď klávesu pro akci „pauza“";"Lütfen ""Duraklatma Menüsü"" için bir tuş atayın.";"请\t为\t“暂\t停\t菜\t单”\t动\t作\t分\t配\t按\t键";"「ポーズ メニュー」\tの\t動作の\tボタンを\t割り\t当ててください";"Por favor, atribua o botão para a acção ""Pausa no Menu"".";"Кнопка для виходу в меню не призначена.";"Molimo vas dodelite taster za akciju ""Meni pauze"".";"Kérlek rendelj hozzá egy gombot a „Szünet Menü” művelethez.";"""일시정지 메뉴"" 작업에 버튼을 할당하십시오.";"Прызначце клавішу для выхаду ў меню.";"Atribuie un buton pentru acțiunea „Meniu pauză”.";"請\t為\t“暫\t停\t選\t單”\t的\t功\t能\t分\t配\t按\t鍵";"请\t为\t“暂\t停\t菜\t单”\t动\t作\t分\t配\t按\t键";"Xin vui lòng ấn phím thao tác ""tạm dừng"".";;
"controls/warningUnmapped";"Warning! There are no buttons assigned for following actions";"Attention! Il n'y a aucune touche assignée pour les actions suivantes";"Attenzione! Non sono stati assegnati tasti per le seguenti azioni";"Warnung! Den folgenden Aktionen wurde keine Taste zugewiesen";"¡Advertencia! Las siguientes acciones no tienen botones asignados";"Внимание! Не назначены кнопки для следующих действий";"Uwaga! Nie przypisano przycisków do następujących czynności:";"Pozor, následující akce nemají přiřazenou klávesu:";"Uyarı! Şu hareketlere atanmış tuş yok";"警\t告！\t还\t没\t有\t为\t以\t下\t动\t作\t分\t配\t按\t键";"警告! 以下の\t動作に\tキーが\t割り\t当てられていません";"Atenção! Não há botões atribuídos para as seguintes ações:";"Увага! Не призначені кнопки для наступних дій";"Upozorenje! Sledećim akcijama/radnjama nisu dodeljeni tasteri";"Figyelem! Nincsenek billentyűk hozzárendelve az alábbi műveletekhez";"경고! 다음 작업에 할당된 버튼이 없습니다";"Увага! Не прызначаны кнопкі наступным дзеянням:";"Atenție! Nu sunt atribuite butoane pentru următoarele acțiuni";"警\t告! 以\t下\t動\t作\t行\t為\t尚\t未\t配\t置\t按\t鍵";"警\t告！\t还\t没\t有\t为\t以\t下\t动\t作\t分\t配\t按\t键";"Cảnh báo! Không có phím thao tác cho hành động này";;
"controls/unmapped";"No action";"Aucune action";"Nessuna azione";"Keine Aktion";"Ninguna acción";"Нет действия";"Brak akcji";"Žádná akce";"Eylem yok";"未\t分\t配\t按\t键";"なにもしない";"Sem ação";"Немає дії";"Bez akcije";"Nincs művelet";"동작 없음";"Няма дзеяння";"Fără acțiune";"未\t分\t配\t按\t鍵";"未\t分\t配\t按\t键";"Không có hành động";;
"controls/prop_pitch";"Propeller Pitch";"Pas de l'hélice";"Passo elica";"Propellerblattsteigung";"Paso de la hélice";"Шаг винта";"Ustawienie śmigła";"Úhel náběhu vrtulových listů";"Pervane Eğimi";"桨\t距";"プロペラピッチ";"Passo da Hélice";"Крок гвинта";"Korak propelera";"Légcsavarszög";"프로펠러 피치";"Поступ вінта";"Pas elice";"槳\t距";"桨\t距";"Nâng hạ cánh quạt";;
"hotkeys/prop_pitch";"Propeller Pitch";"Pas de l'hélice";"Passo dell'elica";"Propellerblattsteigung";"Paso de la hélice";"Шаг винта";"Ustawienie śmigła";"Úhel náběhu vrtulových listů";"Pervane Eğimi";"桨\t距";"プロペラピッチ";"Passo da Hélice";"Крок гвинта";"Korak propelera";"Légcsavarszög";"프로펠러 피치";"Поступ вінта";"Pas elice";"槳\t距";"桨\t距";"Nâng hạ cánh quạt";;
"hotkeys/prop_pitch_rangeMin";"Minimum Propeller Pitch";"Pas minimal de l'hélice";"Passo minimo dell'elica";"Minimale Propellerblattsteigung";"Inclinación mínima de la hélice";"Минимальный шаг винта";"Minimalny skok śmigła";"Minimální úhel náběhu vrtulových listů";"Minimum Pervane Hatvesi";"最\t小\t桨\t距";"プロペラピッチ\t最小";"Passo Mínimo da Hélice";"Мінімальний крок гвинта";"Minimalni nagib propelera";"Minimális légcsavarszög";"프로펠러 피치 최소";"Мінімальны поступ вінта";"Pas minim elice";"最\t小\t槳\t距";"最\t小\t桨\t距";"Nâng hạ cánh quạt tối thiểu";;
"hotkeys/prop_pitch_rangeMax";"Maximum Propeller Pitch";"Pas maximal de l'hélice";"Passo massimo dell'elica";"Maximale Propellerblattsteigung";"Paso máximo de la hélice";"Максимальный шаг винта";"Maksymalny skok śmigła";"Maximální úhel náběhu vrtulových listů";"Maksimum Pervane Hatvesi";"最\t大\t桨\t距";"プロペラピッチ\t最大";"Passo Mínimo da Hélice";"Максимальний крок гвинта";"Maksimalni nagib propelera";"Maximális légcsavarszög";"프로펠러 피치 최대";"Максімальны поступ вінта";"Pas maxim elice";"最\t大\t槳\t距";"最\t大\t桨\t距";"Nâng hạ cánh quạt tối đa";;
"hotkeys/prop_pitch_rangeInc";"Increase Propeller Pitch";"Augmenter le pas de l'hélice";"Aumenta il passo dell'elica";"Propellerblattsteigung erhöhen";"Aumentar paso de la hélice";"Увеличить шаг винта";"Zwiększ skok śmigła";"Zvýšit úhel náběhu vrtulových listů";"Pervane Hatvesini artır";"增\t大\t桨\t距";"プロペラピッチを\t上げる";"Aumentar o Passo da Hélice";"Збільшити крок гвинта";"Povećaj nagib propelera";"Légcsavarszög növelése";"프로펠러 피치 증가";"Павялічыць поступ вінта";"Mărire pas elice";"增\t大\t槳\t距";"增\t大\t桨\t距";"Tăng lực nâng cánh quạt";;
"hotkeys/prop_pitch_rangeDec";"Decrease Propeller Pitch";"Diminuer le pas de l'hélice";"Riduci il passo dell'elica";"Propellerblattsteigung verringern";"Reducir paso de la hélice";"Уменьшить шаг винта";"Zmniejsz skok śmigła";"Snížit úhel náběhu vrtulových listů";"Pervane Hatvesini azalt";"减\t小\t桨\t距";"プロペラピッチを\t下げる";"Diminuir o Passo da Hélice";"Зменшити крок гвинта";"Smanji nagib propelera";"Légcsavarszög csökkentése";"프로펠러 피치 감소";"Паменшыць поступ вінта";"Reducere pas elice";"減\t小\t槳\t距";"减\t小\t桨\t距";"Giảm lực nâng cánh quạt";;
"hotkeys/prop_pitch_rangeSet";"Reset Propeller Pitch axis";"Réinitialiser l'axe du pas de l'hélice";"Reimposta l'asse del passo dell'elica";"Propellerblattsteigung zurücksetzen";"Restablecer eje de paso de la hélice";"Сброс значения оси шага винта";"Przywróć domyślne ustawienie skoku śmigła";"Resetovat osu nastavení úhlu náběhu vrtulových listů";"Pervane Hatvesi eksenini sıfırla";"重\t置\t桨\t距\t轴";"プロペラピッチを\tリセット";"Reset ao eixo do Passo da Hélice";"Скидання значення осі кроку гвинта";"Resetuj osu nagiba propelera";"Légcsavarszög alaphelyzetbe";"프로펠러 피치 축 초기화";"Вярнуць перадвызначаныя налады восі поступу вінта";"Resetare axă pas elice";"重\t置\t槳\t距\t軸";"重\t置\t桨\t距\t轴";"Thiết lập lại trục nâng cánh quạt";;
"controls/mixture";"Mixture";"Mélange";"Miscela";"Gemisch";"Mezcla";"Смесь";"Mieszanka";"Směs";"Karışım";"油\t气\t混\t合\t比";"燃料混合比";"Mistura";"Суміш";"Mešavina";"Keverék";"혼합비";"Сумесь";"Amestec";"油\t氣\t混\t合\t比";"油\t气\t混\t合\t比";"Hỗn hợp";;
"hotkeys/mixture";"Enable mixture axis";"Activer l'axe de réglage du mélange";"Miscela";"Gemischachse aktivieren";"Mezcla";"Активация оси смеси";"Mieszanka";"Zapnout osu směsi";"Karışım eksenini etkinleştir";"启\t用\t油\t气\t混\t合\t比\t轴";"燃料混合比";"Habilitar eixo da mistura";"Суміш";"Mešavina";"Keverék tengely engedélyezése";"혼합비";"Сумесь";"Activare axă amestec";"啟\t用\t油\t氣\t混\t合\t比\t例";"油\t气\t混\t合\t比";"Hỗn hợp";;
