"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Vietnamese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"cut_the_wings_main";"Destroy aircraft on the enemy airfield";"Détruisez les avions sur l'aérodrome ennemi";"Distruggi i velivoli sulla base aerea nemica";"Zerstöre die Flugzeuge auf dem feindlichen Flugplatz";"Destruye aeronave en el aeródromo enemigo";"Уничтожьте самолёты на вражеском аэродроме";"Zniszcz samoloty znajdujące się na lotnisku wroga";"Zničte letadla na nepřátelském letišti";"Düşman uçak pistindeki uçakları imha et";"摧\t毁\t敌\t军\t机\t场\t上\t的\t飞\t机";"敵飛行場にある\t機体を\t撃破せよ";"Destrua aeronaves no aeródromo inimigo";"Destroy aircraft on the enemy airfield";"Знищте літаки на ворожому аеродромі ";"Uništi avione na neprijateljskom aerodromu";"Semmisítsd meg az ellenséges repülőtéren található repülőgépeket";"적 비행장에 주기된 항공기를 격파하라";"Знішчыце самалёты, што знаходзяцца на варожым аэрадроме";"Distruge avioanele de pe aerodromul inamic";"摧毀敵軍機場上的飛機";"摧\t毁\t敌\t军\t机\t场\t上\t的\t飞\t机";;
"cut_the_wings_add";"Destroy buildings on the airfield";"Détruisez les bâtiments sur l'aérodrome";"Distruggi gli edifici sulla base aerea nemica";"Zerstöre die Gebäude auf dem Flugplatz";"Destruye edificaciones del aeródromo";"Уничтожьте строения на аэродроме";"Zniszcz budynki znajdujące się na lotnisku.";"Zničte budovy na letišti";"Uçak pistindeki binaları imha et";"摧\t毁\t敌\t军\t机\t场\t上\t的\t建\t筑";"飛行場の\t建物を\t撃破せよ";"Destrua edifícios no aeródromo";"Destroy buildings on the airfield";"Знищте будівлі на аеродромі ";"Uništi zgrade na aerodromu";"Semmisítsd meg a repülőtéren található épületeket";"비행장 건물을 파괴하라";"Знішчыце будынкі варожага аэрадрома";"Distruge clădirile de pe aerodrom";"摧毀敵軍機場上的建築";"摧\t毁\t敌\t军\t机\t场\t上\t的\t建\t筑";;
"cut_the_wings_fly_to";"Reach the enemy airfield";"Atteignez l'aérodrome ennemi";"Raggiungi l'aeroporto nemico";"Erreiche den feindlichen Flugplatz";"Alcanza el campo de aviación enemigo";"Доберитесь до вражеского аэродрома";"Leć do wrogiego lotniska.";"Dostaňte se k nepřátelskému letišti";"Düşman uçak pistine ulaş";"飞\t抵\t敌\t方\t机\t场";"敵飛行場まで\t進軍せよ";"Chegue até o aeródromo inimigo";"Reach the enemy airfield";"Доберітьсь до ворожого аеродрому ";"Stigni do neprijateljskog aerodroma";"Érd el az ellenséges repülőteret";"적 비행장에 도달하라";"Даляціце да варожага аэрадрома";"Du-te la aerodromul inamic";"飛抵敵方機場";"飞\t抵\t敌\t方\t机\t场";;
"cut_the_wings_evacuate";"Leave the enemy territory";"Quittez le territoire ennemi";"Lascia il territorio nemico";"Verlasse das feindliche Gebiet";"Abandonar el territorio enemigo";"Покиньте территорию противника";"Opuść terytorium wroga.";"Opusťte nepřátelské území";"Düşman sahasını terk et";"撤\t离\t敌\t军\t领\t地";"敵陣から\t退却せよ";"Deixe o território inimigo";"Leave the enemy territory";"Покиньте територію противника";"Napusti neprijateljsku teritoriju";"Hagyd el az ellenséges területet";"적의 점령지에서 벗어나라";"Пакіньце раён, які знаходзіцца пад кантролем супраціўніка";"Părăsește teritoriul inamic";"撤離敵軍領地";"撤\t离\t敌\t军\t领\t地";;
"the_escapes_main";"Protect the city until Allied military units leave it";"Protégez la ville avant que les unités militaires alliées la quittent";"Proteggi la città fino a che le unità militari Alleate non andranno via";"Verteidige die Stadt bis zum Abzug der alliierten Truppen";"Proteger a la ciudad hasta que se marchen las unidades militares aliadas";"Защищайте город, пока его не покинут военные части союзников";"Broń miasta, póki nie opuszczą go wszystkie jednostki aliantów.";"Chraňte město, dokud jej neopustí spojenecké vojenské jednotky";"Şehri Müttefik askeri birlikler ayrılana kadar koru";"在\t友\t军\t部\t队\t撤\t离\t之\t前\t保\t卫\t城\t市";"連合国軍部隊が\t退却を\t完了するまで\t町を\t防衛せよ";"Proteja a cidade até que as unidades militares Aliadas se retirem";"Protect the city until Allied military units leave it";"Захищайте місто, поки його не покинуть військові частини союзників";"Štiti grad do odlaska savezničkih vojnih jedinica";"Védd meg a várost amíg a szövetséges katonai egységek el nem hagyják azt";"연합군이 모두 후퇴할 때까지 도시를 방어하라";"Бараніце горад, пакуль яго не пакінуць вайсковыя часці Саюзнікаў";"Protejează orașul până când unitățile militare Aliate îl părăsesc";"在友軍部隊撤離之前保衛城市";"在\t友\t军\t部\t队\t撤\t离\t之\t前\t保\t卫\t城\t市";;
"storm_warning_to_battle_point";"Rise over the clouds to spot the enemy";"Levez-vous au-dessus des nuages pour repérer l'ennemi";"Volta al di sopra delle nuvole per individuare il nemico";"Steige über die Wolken, um den Feind zu sichten";"Elévate sobre las nubes para detectar al enemigo";"Поднимитесь над облаками для обнаружения противника";"Wznieś się ponad chmury, by zlokalizować przeciwnika.";"Vyleťte nad mraky a pozorujte nepřátele";"Düşmanı tespit etmek için bulutların üzerine yüksel";"升\t至\t云\t层\t之\t上\t侦\t察\t敌\t军";"雲の\t上に\t出て\t敵を\t確認せよ";"Erga-se sobre as nuvens para detectar o inimigo";"Rise over the clouds to spot the enemy";"Підніміться над хмарами для виявлення противника";"Popni se iznad oblaka da uočiš neprijatelja";"Emelkedj a felhők fölé, hogy megtaláld az ellenséget";"적을 찾아내기 위해서 구름 위로 상승하라";"Падніміцеся над аблокамі, каб выявіць супраціўніка";"Ridică-te deasupra norilor pentru a repera inamicul";"升至雲層之上偵察敵軍";"升\t至\t云\t层\t之\t上\t侦\t察\t敌\t军";;
"storm_warning_main_b29";"Destroy the enemy surveillance aircraft";"Détruisez l'avion de surveillance ennemi";"Distruggi i velivoli di perlustrazione nemici";"Zerstöre das feindliche Aufklärungsflugzeug";"Destruye la aeronave de vigilancia del enemigo";"Уничтожьте вражеский самолёт-разведчик";"Zniszcz wrogi samolot zwiadowczy.";"Zničte nepřátelské průzkumné letadlo";"Düşman gözetleme uçaklarını imha et";"摧\t毁\t敌\t军\t侦\t察\t机";"敵哨戒機を\t撃墜せよ";"Destrua os aviões de vigilância inimigos";"Destroy the enemy surveillance aircraft";"Знищте ворожий літак-розвідник";"Uništi neprijateljski osmatrački avion";"Semmisítsd meg az ellenséges felderítőgépet";"적의 정찰기를 격추하라";"Знішчыце варожы самалёт-выведнік";"Distruge avionul de recunoaștere al inamicului";"摧毀敵軍偵察機";"摧\t毁\t敌\t军\t侦\t察\t机";;
"storm_warning_main_f86";"Repel attack of enemy fighters";"Détruisez les chasseurs ennemis";"Distruggi i caccia nemici";"Schlage den Angriff der feindlichen Jäger zurück";"Ataca a los aviones de combate enemigos";"Отбейте атаку истребителей противника";"Odeprzyj atak wrogich myśliwców";"Zničte nepřátelské stíhače";"Düşman savaş uçaklarını imha et";"摧\t毁\t敌\t军\t战\t斗\t机";"敵戦闘機を\t撃墜せよ";"Repele os ataques dos caças inimigos";"Repel attack of enemy fighters";"Відбийте атаку винищувачів противника";"Uništi neprijateljske lovce";"Verd vissza az ellenséges vadászrepülők támadását";"적 전투기의 공격을 격퇴하라";"Адбіце атаку варожых знішчальнікаў";"Respinge atacul avioanelor de vânătoare inamice";"摧毀敵軍戰鬥機";"摧\t毁\t敌\t军\t战\t斗\t机";;
"storm_warning_add";"Land on the airfield";"Atterrissez sur l'aérodrome";"Atterra in aeroporto";"Lande auf dem Flugplatz";"Aterrice en el aeródromo";"Сядьте на аэродром";"Wyląduj na lotnisku.";"Přistaň na letišti";"Havaalanına iniş yap";"在\t机\t场\t着\t陆";"飛行場に\t着陸せよ";"Pouse no aeródromo";"Land on the airfield";"Сядьте на аеродром";"Sleti na aerodrom";"Szállj le a repülőtérre";"비행장에 착륙하라";"Пасадзіце самалёт на аэрадром";"Aterizează pe aerodrom";"在機場著陸";"在\t机\t场\t着\t陆";;
"the_pursuit_to_airfield";"Descend to the airfield to find out why it stopped producing the signal";"Descendez à l'aérodrome pour savoir pourquoi il a cessé de produire le signal";"Scendi sull'aeroporto per scoprire perché ha interrotto il segnale";"Sinke bis zum Flugplatz ab und finde heraus, warum das Signal nicht mehr gesendet wird";"Desciende al aeródromo para averiguar por qué dejó de producir la señal";"Снизьтесь к аэродрому, чтобы узнать, почему от него перестал поступать сигнал";"Zbliż się do lotniska, by sprawdzić, dlaczego przestało nadawać sygnał.";"Sestupte k letišti a zjistěte, proč přestalo vysílat signál";"Sinyal vermeyi neden kestiğini öğrenmek için uçak pistine alçal";"在\t机\t场\t着\t陆\t，\t考\t察\t停\t止\t发\t送\t信\t号\t的\t原\t因";"飛行場に\t着陸して\t信号発信が\t停止した\t原因を\t調査せよ";"Desça para o aeródromo para descobrir por que ele parou de produzir o sinal";"Descend to the airfield to find out why it stopped producing the signal";"Знизьтеся до аеродрому, щоб дізнатися, чому від нього перестав поступати сигнал";"Spusti se do aerodroma da saznaš zašto je prestalo odašiljanje signala";"Ereszkedj le a repülőtérhez, hogy megtaláld a rádióadás megszűnésének okát";"비행장 쪽으로 하강하여 신호가 왜 멈추었는지 알아보라";"Знізьцеся да аэрадрома і дазнайцеся, чаму з яго прыпынілася перадача сігналу";"Coboară pe aerodrom pentru a afla de ce a încetat să emită semnalul";"在機場著陸，考察停止發送信號的原因";"在\t机\t场\t着\t陆\t，\t考\t察\t停\t止\t发\t送\t信\t号\t的\t原\t因";;
"the_pursuit_b29";"Chase and destroy the bombers that dropped the lethal load on the airfield";"Chassez et détruisez les bombardiers qui ont jeté la charge mortelle sur l'aérodrome";"Insegui e distruggi i bombardieri che hanno sganciato il carico letale sull'aeroporto";"Verfolge und zerstöre die Bomber, die den Flugplatz bombardiert haben";"Persigue y destruye a los bombarderos que soltaron la carga letal en el aeródromo";"Догоните и уничтожьте бомбардировщики, сбросившие смертельный груз на аэродром";"Dogoń i zniszcz bombowce, które zniszczyły lotnisko.";"Dostihněte a zničte bombardéry, které na letiště shodily smrtící náklad";"Ölümcül yüklerini uçak pistine boşaltan bombardıman uçaklarını kovala ve imha et";"追\t击\t并\t摧\t毁\t曾\t空\t袭\t了\t机\t场\t的\t轰\t炸\t机";"飛行場を\t爆撃した\t爆撃機を\t追尾して\t撃墜せよ";"Persega e destrua os bombardeiros jogaram a carga letal no aeródromo";"Chase and destroy the bombers that dropped the lethal load on the airfield";"Наздоженіть і знищте бомбардувальники, що скинули смертельний вантаж на аеродром";"Juri i uništi bombardere koji su ispustli smrtonosni tovar na aerodrom";"Kapd el és semmisítsd meg a bombázókat, melyek a repülőtérre dobták bombáikat";"비행장에 치명타를 가한 폭격기를 쫒아서 격추하라";"Даганіце і знішчыце бамбардзіроўшчыкі, якія разбамбілі аэрадром";"Urmărește și distruge bombardierele care au lansat încărcătura letală pe aerodrom";"追擊並摧毀曾空襲了機場的轟炸機";"追\t击\t并\t摧\t毁\t曾\t空\t袭\t了\t机\t场\t的\t轰\t炸\t机";;
"blindness_hunt_second_convoy";"Find and destroy all convoys";"Trouvez et détruisez tous les convois";"Trova e distruggi tutti i convogli";"Suche und zerstöre alle Konvois";"Encuentra y destruye todos los convoys";"Найдите и уничтожьте все конвои";"Zlokalizuj i zniszcz wszystkie konwoje.";"Najděte a zničte všechny konvoje";"Bütün konvoyları bul ve yok et";"搜\t寻\t并\t摧\t毁\t所\t有\t车\t队";"輸送隊を\t発見して\t殲滅せよ";"Encontre e destrua todos os convoys";"Find and destroy all convoys";"Знайдіть і знищте усі конвої";"Pronađi i uništi sve konvoje";"Találd meg és semmisítsd meg az összes konvojt";"모든 수송대를 수색파괴하라";"Знайдзіце і знішчыце ўсе канвоі";"Caută și distruge toate convoaiele";"搜尋並摧毀所有車隊";"搜\t寻\t并\t摧\t毁\t所\t有\t车\t队";;
"blindness_hunt_land";"Return to the airfield";"Retournez à l'aérodrome";"Ritorna all'aeroporto";"Kehre zum Flugplatz zurück";"Regresa al aeródromo.";"Вернитесь на аэродром";"Wróć na lotnisko.";"Vraťte se na letiště";"Uçuş pistine geri dön";"返\t回\t机\t场";"飛行場に\t戻れ";"Volte ao aeródromo";"Return to the airfield";"Поверніться на аеродром";"Vrati se na aerodrom";"Térj vissza a repülőtérre";"비행장으로 돌아가라";"Вярніцеся на аэрадром";"Revino la aerodrom";"返回機場";"返\t回\t机\t场";;
"escape_from_death_main";"Follow the route";"Suivez la route";"Segui il percorso";"Folge der Route";"Sigue la ruta";"Пролетите по маршруту";"Podążaj wyznaczoną trasą.";"Leťte po vytyčené trase";"Güzergahı izle";"按\t照\t航\t线\t飞\t行";"進路に\t従って\t飛行せよ";"Siga a rota";"Follow the route";"Пролетіть по маршруту";"Prati maršrutu";"Kövesd az útvonalat";"정해진 경로를 따라가라";"Праляціце па вызначаным маршруце";"Urmează traseul";"按照航線飛行";"按\t照\t航\t线\t飞\t行";;
"iron_stream_main";"Destroy the enemy tanks before they take the city and the airfield";"Détruisez les chars ennemis avant qu'ils ne prennent la ville et l'aérodrome";"Distruggi i mezzi corazzati nemici prima che occupino la città e l'aeroporto";"Zerstöre die feindlichen Panzer, bevor sie die Stadt und den Flugplatz einnehmen können";"Destruye los tanques enemigos antes de que tomen la ciudad y el aeródromo";"Уничтожьте вражеские танки до того, как они захватят город и аэродром";"Zniszcz czołgi wroga, zanim zajmą miasto i lotnisko";"Zničte nepřátelské tanky, než se jim podaří dobýt město a letiště";"Düşman tanklarını onlar şehri ve uçak pistini ele geçirmeden önce imha et";"在\t敌\t军\t坦\t克\t攻\t占\t城\t市\t和\t机\t场\t之\t前\t摧\t毁\t它\t们";"街と\t飛行場が\t制圧されてしまう\t前に\t敵戦車隊を\t撃破せよ";"Destrua os tanques inimigos antes que eles capturem a cidade e o aeródromo";"Destroy the enemy tanks before they take the city and the airfield";"Знищте ворожі танки до того, як вони захоплять місто і аеродром";"Uništi neprijateljske tenkove pre nego što zauzmu grad i aerodrom";"Semmisítsd meg az ellenséges harckocsikat, mielőtt elfoglalnák a várost és a repülőteret";"적의 전차가 도시와 비행장을 점령하기 전에 격파하라";"Знішчыце варожыя танкі раней як яны зоймуць горад і аэрадром";"Distruge tancurile inamice înainte de a prelua orașul și aerodromul";"在敵軍坦克攻佔城市和機場之前摧毀它們";"在\t敌\t军\t坦\t克\t攻\t占\t城\t市\t和\t机\t场\t之\t前\t摧\t毁\t它\t们";;
"iron_stream_add_01";"Do not let the northern and southern suburbs of Chuncheon be taken";"Ne permettez pas la prise des banlieues nord et sud de Chuncheon";"Non permettere che i quartieri meridionali e settentrionali vengano occupati";"Verhindere die Einnahme der Vororte im Norden und Süden von Chuncheon";"No dejes que tomen los suburbios norte y sur de Chuncheon ";"Не допустите захвата северного и южного пригородов Чхунчхона";"Nie pozwól, by wróg zajął północne i południowe przedmieścia Chuncheon.";"Zabraňte v dobytí severního a jižního předměstí Čchunčchonu";"Chuncheon'un kuzey ve güney banliyölerinin ele geçirilmesine izin verme";"阻\t止\t敌\t军\t占\t领\t春\t川\t市\t南\t部\t和\t北\t部\t的\t郊\t区";"春川の\t郊外南部・\t北部の\t占領を\t阻止せよ";"Não deixe os subúrbios do Norte e do Sul de Chuncheon sejam tomados";"Do not let the northern and southern suburbs of Chuncheon be taken";"Не допустіть захоплення північного і південного передмість Чхунчхона";"Ne dozvoli da severna i južna predgrađa Čančana budu zauzeta";"Ne engedd, hogy elfoglalják Csuncson északi és déli külvárosait";"적이 춘천 남쪽과 북쪽 외곽을 점령하지 못하게 하라";"Не дайце ворагу заняць паўночны і паўднёвы прыгарады Чхунчхона";"Nu permite cucerirea suburbiilor sudice și nordice ale Chuncheon";"阻止敵軍佔領春川市南部和北部的郊區";"阻\t止\t敌\t军\t占\t领\t春\t川\t市\t南\t部\t和\t北\t部\t的\t郊\t区";;
"iron_stream_take_off";"Take off from the airfield";"Décollez de l'aérodrome";"Decolla dall'aeroporto";"Hebe vom Flugplatz ab";"Despega desde el aeródromo";"Взлетите с аэродрома";"Wystartuj z lotniska.";"Vzlétněte z letiště";"Uçak pistinden kalkış yap";"从\t机\t场\t起\t飞";"飛行場から\t離陸せよ";"Descole do aeródromo";"Take off from the airfield";"Злетіть з аеродрому";"Uzleti sa aerodroma";"Szállj fel a repülőtérről";"비행장에서 이륙하라";"Узляціце з аэрадрома";"Decolează de pe aerodrom";"從機場起飛";"从\t机\t场\t起\t飞";;
"night_breakktrough_takeoff";"Take off from the airfield";"Décollez de l'aérodrome";"Decolla dall'aeroporto";"Hebe vom Flugplatz ab";"Despega desde el aeródromo";"Взлетите с аэродрома";"Wystartuj z lotniska.";"Vzlétněte z letiště";"Uçak pistinden kalkış yap";"从\t机\t场\t起\t飞";"飛行場から\t離陸せよ";"Decole do aeródromo";"Take off from the airfield";"Злетіть з аеродрому";"Uzleti sa aerodroma";"Szállj fel a repülőtérről";"비행장에서 이륙하라";"Узляціце з аэрадрома";"Decolează de pe aerodrom";"從機場起飛";"从\t机\t场\t起\t飞";;
"night_breakktrough_attack_ground";"Destroy enemy tanks before they reach the city";"Détruisez les chars ennemis avant qu'ils n'atteignent la ville";"Distruggi i mezzi corazzati nemici prima che raggiungano la città";"Zerstöre die feindlichen Panzer, bevor sie die Stadt erreichen";"Destruye los tanques enemigos antes de que alcancen la ciudad";"Уничтожьте вражеские танки до того, как они достигнут города";"Zniszcz wrogie czołgi, zanim dojadą do miasta.";"Zničte nepřátelské tanky, než se dostanou k městu";"Düşman tanklarını şehre ulaşmadan önce imha et";"在\t敌\t军\t坦\t克\t抵\t达\t城\t市\t之\t前\t摧\t毁\t它\t们";"敵戦車部隊が\t町に\t到達する\t前に\t撃破せよ";"Destrua os tanques inimigos antes que eles atinjam a cidade";"Destroy enemy tanks before they reach the city";"Знищте ворожі танки до того, як вони досягнуть міста";"Uništi neprijateljske tenkove pre nego što priđu gradu";"Semmisítsd meg az ellenséges harckocsikat, mielőtt elérnék a várost";"적 전차가 도시에 도달하기 전에 격파하라";"Знішчыце варожыя танкі раней як яны дасягнуць горада";"Distruge tancurile inamice înainte de a ajunge în oraș";"在敵軍坦克抵達城市之前摧毀它們";"在\t敌\t军\t坦\t克\t抵\t达\t城\t市\t之\t前\t摧\t毁\t它\t们";;
"night_breakktrough_attack_bombers";"Do not let bombers drop bombs on the city";"Ne permettez pas que les bombardiers jettent des bombes sur la ville";"Non lasciare che i bombardieri sgancino bombe sulla città";"Verhindere die Bombardierung der Stadt durch die Bomber";"No dejes que los bombarderos lancen bombas a la ciudad";"Не дайте бомбардировщикам сбросить бомбы на город";"Nie pozwól, by bombowce zbombardowały miasto.";"Nedovolte bombardérům bombardovat město";"Bombardıman uçaklarının şehre bomba bırakmasına izin verme";"阻\t止\t轰\t炸\t机\t在\t城\t市\t投\t弹";"爆撃機による\t町への\t爆撃を\t阻止せよ";"Não deixe que os bombardeiros soltem bombas sobre a cidade";"Do not let bombers drop bombs on the city";"Не дайте бомбардувальникам скинути бомби на місто";"Ne dozvoli bombarderima da bace bombe na grad";"Ne engedd, hogy a bombázók a városra dobják a bombáikat";"폭격기가 도시를 폭격하지 못하게 막아라";"Не дайце бамбардзіроўшчыкам правесці бамбардзіроўку горада";"Nu permite bombardierelor să lanseze bombe asupra orașului";"阻止轟炸機在城市投彈";"阻\t止\t轰\t炸\t机\t在\t城\t市\t投\t弹";;
"night_breakktrough_landing";"Land on the airfield";"Atterrissez sur l'aérodrome";"Atterra in aeroporto";"Lande auf dem Flugplatz";"Aterrice en el aeródromo";"Сядьте на аэродром";"Wyląduj na lotnisku.";"Přistaň na letišti";"Havaalanına iniş yap";"在\t机\t场\t着\t陆";"飛行場に\t着陸せよ";"Pouse no aeródromo";"Land on the airfield";"Сядьте на аеродром";"Sleti na aerodrom";"Szállj le a repülőtérre";"비행장에 착륙하라";"Пасадзіце самалёт на аэрадром";"Aterizează pe aerodrom";"在機場著陸";"在\t机\t场\t着\t陆";;
"help_the_il2_to_the_front";"Reach the front line";"Atteignez la ligne de front";"Raggiunti la linea del fronte";"Erreiche die Front";"Llega a la línea frontal";"Доберитесь до линии фронта";"Poleć na linię frontu.";"Dostaňte se k frontové linii";"Cephe hattına ulaş";"抵\t达\t前\t线";"前線に\t移動せよ";"Alcance a linha de frente";"Reach the front line";"Дістаньтеся до лінії фронту";"Dođi do linije fronta";"Érd el a frontvonalat";"전선에 도달하라";"Даляціце да лініі фронту";"Du-te la linia frontului";"抵達前線";"抵\t达\t前\t线";;
"help_the_il2_main";"Achieve air superiority and provide safety for ground-attack aircraft";"Atteignez la supériorité aérienne et assurez la sécurité des avions d'attaque au sol";"Ottieni la superiorità aerea e proteggi i velivoli per gli attacchi a terra";"Erlange Luftüberlegenheit und verteidige die verbündeten Schlachtflugzeuge";"Logra superioridad aérea y brinda seguridad a aeronave para ataques terrestres";"Добейтесь превосходства в воздухе и обеспечьте безопасность для штурмовиков";"Zdobądź przewagę powietrzną i zapewnij bezpieczeństwo samolotom szturmowym";"Dosáhněte vzdušné převahy a zajistěte bezpečnost stíhacích bombardérů";"Hava hakimiyeti kur ve havadan yere saldırı uçaklarının güvenliğini sağla";"取\t得\t制\t空\t权\t，\t保\t护\t对\t地\t攻\t击\t机";"制空権を\t奪い、\t攻撃機の\t安全を\t確保せよ";"Obtenha superioridade aérea e proporcione segurança para aviões de ataque ao solo";"Achieve air superiority and provide safety for ground-attack aircraft";"Добийтеся переваги в повітрі і забезпечте безпеку для штурмовиків";"Ostvari vazdušnu superiornost i obezbedi sigurnost za napade juršnih aviona";"Szerezz légi fölényt, és fedezd a szárazföldet támadó repülőgépeket";"공중우세를 달성하고 지상공격기를 안전하게 하라";"Дасягніце перавагі ў паветры і забяспечце бяспеку штурмавікоў";"Obține superioritatea aeriană și apără avioanele de atac terestru";"取得制空權，保護對地攻擊機";"取\t得\t制\t空\t权\t，\t保\t护\t对\t地\t攻\t击\t机";;
"burning_tanks_of_luftwaffe_cover";"Cover the tank attack";"Couvrez l'attaque du char";"Copri l'attacco dei mezzi corazzati";"Gib den Panzern beim Angriff Deckung";"Cubre el ataque de tanques";"Прикройте атаку танков";"Osłaniaj atak czołgów.";"Chraňte tankový útok";"Tank saldırısını koru";"掩\t护\t坦\t克\t的\t进\t攻";"戦車の\t攻撃を\t掩護せよ";"Dê cobertura ao ataque dos tanque";"Cover the tank attack";"Прикривайте атаку танків";"Pokrivaj tenkovski napad";"Fedezd a harckocsitámadást";"전차의 공격을 엄호하라";"Прыкрывайце танкавую атаку";"Apără atacul tancurilor";"掩護坦克的攻勢";"掩\t护\t坦\t克\t的\t进\t攻";;
"mountain_fly_through_points";"Fly the charted route";"Volez la route tracée";"Vola lungo il percorso stabilito";"Folge der kartierten Route";"Vuela la ruta trazada";"Пролетите по намеченному маршруту";"Poleć wyznaczoną trasą.";"Leťte po vyznačené trase";"Çizilen güzergahta uç";"按\t绘\t制\t的\t航\t线\t飞\t行";"所定の\t航路を\t進行せよ";"Voe a rota traçada";"Fly the charted route";"Пролетіть по наміченому маршруту";"Leti ucrtanom maršrutom";"Repülj végig a feltérképezett útvonalon";"정해진 경로를 따라 비행하라";"Накіроўвайцеся па вызначаным маршруце";"Zboară pe traseul marcat";"按繪製的航線飛行";"按\t绘\t制\t的\t航\t线\t飞\t行";;
"mountain_fly_land";"Land on the airfield";"Atterrissez sur l'aérodrome";"Atterra in aeroporto";"Lande auf dem Flugplatz";"Aterrice en el aeródromo";"Сядьте на аэродром";"Wyląduj na lotnisku.";"Přistaň na letišti";"Havaalanına iniş yap";"在\t机\t场\t着\t陆";"飛行場に\t着陸せよ";"Pouse no aeródromo";"Land on the airfield";"Сядьте на аеродром";"Sleti na aerodrom";"Szállj le a repülőtérre";"비행장에 착륙하라";"Пасадзіце самалёт на аэрадром";"Aterizează pe aerodrom";"在機場著陸";"在\t机\t场\t着\t陆";;
"covert_infiltration_artillery";"Destroy enemy long-range artillery";"Détruisez l'artillerie à longue portée de l'ennemi";"Distruggi l'artiglieria nemica a lungo raggio";"Zerstöre die feindliche Langstreckenartillerie";"Destruye la artillería de largo alcance del enemigo";"Уничтожьте вражескую дальнобойную артиллерию";"Zniszcz wrogą artylerię dalekiego zasięgu.";"Zničte nepřátelské dalekonosné dělostřelectvo";"Düşman uzun menzilli toplarını imha et";"摧\t毁\t敌\t军\t的\t远\t程\t火\t炮";"敵の\t長距離砲を\t撃破せよ";"Destrua a artilharia inimiga de longo alcance";"Destroy enemy long-range artillery";"Знищте ворожу далекобійну артилерію";"Uništi neprijateljsku artiljeriju dugog dometa";"Semmisítsd meg az ellenség nagy hatótávolságú tüzérségét";"적의 장사정포를 격파하라";"Знішчыце варожую дальнабойную артылерыю";"Distruge artileria de rază lungă inamică";"摧毀敵軍的遠程火炮";"摧\t毁\t敌\t军\t的\t远\t程\t火\t炮";;
"covert_infiltration_evacuate";"Leave the battlefield";"Quittez le champ de bataille";"Lascia il campo di battaglia";"Verlasse das Schlachtfeld";"Abandonar el campo de batalla";"Покиньте поле боя";"Opuść pole bitwy.";"Opusťte bojiště";"Savaş alanını terk et";"从\t战\t场\t撤\t离";"戦場から\t撤退せよ";"Deixe o campo de batalha";"Leave the battlefield";"Покиньте поле бою";"Napusti bojno polje";"Hagyd el a harcteret";"전장에서 이탈하라";"Пакіньце раён баявых дзеянняў";"Părăsește câmpul de luptă";"從戰場撤離";"从\t战\t场\t撤\t离";;
"covert_infiltration_hide";"Fly a route bypassing the front line or rise over the clouds to reach the target unspotted";"Volez une route en contournant la ligne de front ou allez au dessus des nuages pour atteindre l'objectif sans être détecté";"Vola lungo un percorso evitando la linea del fronte o al di sopra delle nuvole per raggiungere l'obiettivo senza essere individuato.";"Fliege eine Route unter Umgehung der Front oder steige über die Wolken, um unentdeckt das Ziel zu erreichen";"Vuela una ruta que sortee la línea frontal y elévate sobre las nubes para alcanzar el blanco sin ser detectado";"Облетите линию фронта стороной или поднимитесь за облака, чтобы добраться до цели незамеченным";"Poleć trasą okrążającą linię frontu lub wznieś się ponad chmury, by dolecieć do celu, pozostając niezauważonym.";"Leťte po trase, na níž se vyhnete frontové linii, nebo vystoupejte nad mraky, abyste se vyhnuli odhalení";"Hedefe tespit edilmeden ulaşmak için cephe hattını pas geçen bir güzergah izle veya bulutların üzerine yüksel";"绕\t开\t前\t线\t或\t飞\t至\t云\t层\t之\t上\t，\t确\t保\t在\t飞\t抵\t目\t标\t之\t前\t不\t被\t发\t现";"前線回避路を\t飛行するか、\t雲の\t上に\t出て\t標的対象となることを\t回避せよ";"Voe uma rota contornando a linha de frente ou suba acima das nuvens para atingir a meta sem ser detetado";"Fly a route bypassing the front line or rise over the clouds to reach the target unspotted";"Облетіть лінію фронту стороною або підніміться за хмари, щоб дістатися до цілі непоміченим";"Leti maršrutom zaobilazeći prvu liniju fronta ili se popni iznad oblaka kako bi neuočen stigao do mete";"Repülj a frontvonalat elkerülő útvonalon vagy emelkedj a felhők fölé, hogy észrevétlenül érd el a célpontot";"목표 지점에 도착할 때까지 발각되지 않게 전선을 우회하거나 구름 위로 상승하라";"Абляціце лінію фронту збоч або падніміцеся па-над хмарамі, каб дасягнуць цэлі і застацца незаўважаным";"Zboară pe o rută care ocolește linia frontului sau ridică-te deasupra norilor pentru a ajunge la țintă nereperat";"繞開前線或飛至雲層之上，確保在飛抵目標之前不被發現";"绕\t开\t前\t线\t或\t飞\t至\t云\t层\t之\t上\t，\t确\t保\t在\t飞\t抵\t目\t标\t之\t前\t不\t被\t发\t现";;
