"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"multiplayer/lb_naval_kills_bot";"Naval Targets Destroyed (bots)";"Cibles navales détruites (bots)";"Bersagli Navali Distrutti (bot)";"Zerstörte Seeziele (KI-Spieler)";"Objetivos Navales Destruidos (bots)";"Уничтожено морских целей (боты)";"Zniszczone cele nawodne (boty)";"Zničená plavidla (boti)";"Deniz Hedefleri Yok Edildi (botlar)";"水​面​单​位​摧​毁​数​（电​脑）";"撃破した\t海上目標 (bot)";"Alvos navais destruídos (bots)";"Знищено морських цілей (боти)";"Uništene pomorske mete (botovi)";"Megsemmisített vízi célpontok (botok)";"해상 목표 격침 (봇)";"Знішчыў надводных цэляў («боты»)";"Ținte navale distruse (boți)";"水​面​單​位​擊​沉​數​（電​腦）";"水​面​单​位​摧​毁​数​（电​脑）";"Mục tiêu mặt nước bị phá hủy (máy)";;
"multiplayer/lb_naval_kills_ai";"Naval Targets Destroyed (AI)";"Cibles navales détruites (IA)";"Bersagli Navali Distrutti (IA)";"Zerstörte Seeziele (KI)";"Objetivos Navales Destruidos (IA)";"Уничтожено морских целей (AI)";"Zniszczone cele nawodne (SI)";"Zničená plavidla (AI)";"Deniz Hedefleri Yok Edildi (YZ)";"水​面​单​位​摧​毁​数​（AI）";"撃破した\t海上目標 (AI)";"Alvos navais destruídos (AI)";"Знищено морських цілей (АІ)";"Uništene pomorske mete (AI)";"Megsemmisített vízi célpontok (MI)";"해상 목표 격침 (AI)";"Знішчыў надводных цэляў (AI)";"Ținte navale distruse (IA)";"水​面​單​位​擊​沉​數​（AI）";"水​面​单​位​摧​毁​数​（AI）";"Mục tiêu mặt nước bị phá hủy (máy)";;
"multiplayer/lb_air_spawn";"Air respawns";"Réapparitions aérienne";"Rigenerazioni aeree";"Wiedereinstiege (Luft)";"Reapariciones aéreas";"Воздушные возрождения";"Odrodzenia w powietrzu";"Vzdušná nasazení";"Hava için yeniden doğuş";"空​战​重​生​数";"空中\tリスポーン";"Respawns aéreos";"Повітряні відродження";"Vazdušni povratci u igru";"Légi belépések";"공중 부활 횟수";"Адраджэнні ў паветры";"Intrări aeriene";"空​戰​重​生​數";"空​战​重​生​数";"Hồi sinh trên không";;
"multiplayer/lb_ground_spawn";"Ground respawns";"Réapparitions au sol";"Rigenerazioni a terra";"Wiedereinstiege (Land)";"Reapariciones terrestres";"Наземные возрождения";"Odrodzenia na ziemi";"Pozemní nasazení";"Kara için yeniden doğuş";"陆​战​重​生​数";"地上\tリスポーン";"Respawns terrestres";"Наземні відродження";"Kopneni povratci u igru";"Földi belépések";"지상 부활 횟수";"Адраджэнні на зямлі";"Intrări terestre";"陸​戰​重​生​數";"陆​战​重​生​数";"Hồi sinh mặt đất";;
"multiplayer/lb_naval_spawn";"Naval respawns";"Réapparitions navales";"Rigenerazione in Mare";"Wiedereinstiege (See)";"Reapariciones navales";"Морские возрождения";"Odrodzenia na morzu";"Námořní nasazení";"Denizde Tekrar Doğmalar";"海​战​重​生​数";"海上\tリスポーン";"Respawns navais";"Морські відродження";"Pomorski povratci u igru";"Vízi belépések";"해상 부활 횟수";"Марскія адраджэнні";"Intrări navale";"海​戰​重​生​數";"海​战​重​生​数";"Hồi sinh mặt nước";;
"multiplayer/lb_air_death";"Air deaths";"Morts aériennes";"Morti aeree";"Verluste (Luft)";"Muertes aéreas";"Воздушные смерти";"Zgony w powietrzu";"Vzdušná zničení";"Hava ölümleri";"空​战​战​损​数";"空戦死亡数";"Mortes aéreas";"Повітряні смерті";"Vazdušne smrti";"Légi halálok";"공중 피격 횟수";"Смерці ў паветры";"Omorât în aer";"空​戰​戰​損​數";"空​战​战​损​数";"Số lần tử vong khi đi trên không.";;
"multiplayer/lb_ground_death";"Ground deaths";"Morts au sol";"Morti carri armati";"Verluste (Land)";"Muertes terrestres";"Наземные смерти";"Zgony na ziemi";"Pozemní zničení";"Kara ölümleri";"陆​战​战​损​数";"陸戦死亡数";"Mortes terrestres";"Наземні смерті";"Kopnene smrti";"Földi halálok";"지상 피격 횟수";"Смерці на зямлі";"Omorât la sol";"陸​戰​戰​損​數";"陆​战​战​损​数";"Số lần tử vong khi đi mặt đất.";;
"multiplayer/lb_naval_death";"Naval deaths";"Morts navales";"Morti";"Verluste (See)";"Muertes navales";"Морские смерти";"Zgony na morzu";"Námořní zničení";"Denizde ölümler";"海​战​战​损​数";"海戦死亡数";"Mortes navais";"Морські смерті";"Pomorske smrti";"Vízi halálok";"해상 피격 횟수";"Смерці на моры";"Omorât pe apă";"海​戰​戰​損​數";"海​战​战​损​数";"Số lần tử vong khi đi trên mặt nước.";;
"multiplayer/victories_battles_na_tooltip";"You need to take part in at least 100 battles in this game mode for your result to be registered in the Record Table.";"Vous devez participer à au moins 100 batailles dans ce mode de jeu pour que votre résultat soit enregistré dans le classement.";"Devi partecipare almeno a 100 battaglie in questa modalità di gioco per essere inseriti nel Registro.";"Du musst an mindestens 100 Schlachten in diesem Spielemodus teilnehmen, bevor deine Ergebnisse in der Bestenliste gespeichert werden.";"Necesitas participar en al menos 100 batallas en este modo de juego para que tu resultado se registre en la Tabla de Récords.";"Необходимо принять участие минимум в 100 битвах этого режима, чтобы результат был зачтён в таблице рекордов.";"Musisz wziąć udział w przynajmniej 100 bitwach w tym trybie gry, aby Twój wynik ukazywał się w Tabeli Wyników.";"Aby byl tvůj výsledek uveden v této tabulce, musíš se zúčastnit alespoň 100 bitev v tomto herním režimu.";"Sonuçlarınızın Rekor Tablosuna kaydedilmesi için bu oyun modunda en az 100 savaşa katılmanız gerekir.";"在​该​游​戏​模​式​下​的​场​次​低​于 100 场，​战​绩​无​法​登​入​统​计​表。";"レコードテーブルに\t結果を\t登録するには、\tこの\tゲームモードで\t少なくとも\t100回\tバトルに\t参加する\t必要があります。";"É necessário participar em pelo menos 100 batalhas neste modo de jogo para que o resultado seja registado na Tabela.";"Необхідно взяти участь мінімум в 100 битвах цього режиму, щоб результат був зарахований в таблиці рекордів.";"Morate učestvovati najmanje u 100 bitaka da bi vaš rezultat bio registrovan u tabeli rekorda.";"You need to take part in at least 100 battles in this game mode for your result to be registered in the Record Table.";"이 게임 모드의 순위표에 기록을 올리기 위해선 최소 100회 이상의 전투에 참여해야 합니다.";"Необходимо принять участие минимум в 100 битвах этого режима, чтобы результат был зачтён в таблице рекордов.";"You need to take part in at least 100 battles in this game mode for your result to be registered in the Record Table.";"在​該​遊​戲​模​式​下​的​場​次​低​於 100 場，​戰​績​無​法​登​入​統​計​表。";"游​戏​场​次​低​于 100，​战​绩​无​法​登​入​统​计​表。";"Bạn cần tham gia ít nhất 100 trận đấu ở chế độ chơi này để kết quả của bạn được ghi vào Bảng kỷ lục.";;
"multiplayer/lb_event_superiority_battles_threshold";"Battles required";"Batailles requises";"Battaglie richieste";"Erforderliche Schlachten";"Batallas requeridas";"Необходимо боёв";"Wymagane bitwy";"Požadované bitvy";"Gerekli savaşlar";"任​务​完​成​数";"必要な\t戦闘";"Batalhas necessárias";"Необхідно боїв";"Battles required";"Szükséges csataszám";"요구 전투 횟수:";"Патрабуецца баёў";"Bătălii necesare";"任​務​完​成​數";"任​务​完​成​数";"Số trận đấu yêu cầu";;
"multiplayer/rowNo";;;;;;;;;;;;;;;;;;;;;;;
"multiplayer/BattlesWon";"Battles Won";"Batailles gagnées";"Battaglie vinte";"Gewonnene Schlachten";"Batallas Ganadas";"Сражений выиграно";"Wygrane bitwy";"Vyhrané bitvy";"Kazanılan Savaşlar";"战​斗​胜​利​场​次";"勝利した\t戦闘";"Batalhas Ganhas";"Битв виграно";"Dobijeno bitaka";"Sikeres csaták";"승리한 전투 횟수";"Выйграных баёў";"Bătălii câștigate";"戰​鬥​勝​利​場​次";"战​斗​胜​利​场​次";"Trận thắng";;
"multiplayer/tableLosses";"Campaign Statistics";"Statistiques de la campagne";"Statistiche campagna";"Kampagnen-Statistiken";"Estadísticas de la Campaña";"Статистика кампании";"Statystyki kampanii";"Statistiky kampaně";"Harekat İstatistikleri";"战​役​数​据​统​计";"キャンペーンの\t戦績";"Estatísticas de campanha";"Статистика кампанії";"Statistika kampanje";"Hadjárat-statisztika";"캠페인 통계";"Статыстыка кампаніі";"Statistică campanie";"戰​役​資​料​統​計";"战​役​数​据​统​计";"Thống kê chiến dịch";;
"multiplayer/enemy";"Enemy";"Ennemi";"Nemico";"Feinde";"Enemigo";"Враг";"Wróg";"Nepřátelské";"Düşman";"敌​方";"敵\tチーム";"Inimigo";"Противник";"Protivnik";"Ellenség";"적군";"Ворагі";"Inamic";"敵​方";"敌​方";"Địch";;
"multiplayer/yours";"Yours";"Vos";"Tuoi";"Verbündete";"Tú";"Вы";"Sojuszniczy";"Tvoje";"Seninkiler";"己​方";"味方\tチーム";"Teus";"Ви";"Vaš";"Szövetséges";"아군";"Свае";"Ale tale";"我​方";"己​方";"Bạn";;
"multiplayer/tablename";"Campaign Status";"Statut de la campagne";"Stato campagna";"Kampagnenstatus";"Estado de la Campaña";"Статус кампании";"Status kampanii";"Stav kampaně";"Harekat Durumu";"战​役​状​态";"キャンペーン\t戦況";"Status da campanha";"Статус кампанії";"Status kampanje";"Hadjárat állapota";"캠페인 전적";"Стан кампаніі";"Stare campanie";"戰​役​狀​態";"战​役​状​态";"Trạng thái chiến dịch";;
"multiplayer/tickets";"Tickets";"Tickets";"Punti";"Tickets";"Tickets";"Очки";"Punkty";"Šance";"Puanlar";"剩​余​分​数";"チケット";"Bilhetes";"Очки";"Tiketi";"Pontok";"티켓";"Ачкі";"Puncte";"剩​餘​分​數";"剩​余​分​数";"Điểm";;
"multiplayer/airfieldName";"Airfield";"Aérodrome";"Campo d'aviazione";"Flugplatz";"Aeródromo";"Аэродром";"Lotnisko";"Letiště";"Havaalanı";"机​场";"飛行場";"Aeródromo";"Аеродром";"Aerodrom";"Repülőtér";"비행장";"Аэрадром";"Aerodrom";"機​場";"机​场";"Sân bay";;
"multiplayer/airfieldStatus";"Status";"Statut";"Stato";"Status";"Estado";"Статус";"Status";"Stav";"Durum";"状​态";"ステータス";"Status";"Статус";"Status";"Állapot";"상태";"Стан";"Stare";"狀​態";"状​态";"Trạng thái";;
"multiplayer/numPlayers";"Players";"Joueurs";"Giocatori";"Spieler";"Jugadores";"Игроки";"Gracze";"Hráči";"Oyuncular";"玩​家";"プレイヤー";"Jogadores";"Гравці";"Igrači";"Játékosok";"플레이어";"Гульцы";"Jucători";"玩​家";"玩​家";"Người chơi";;
"multiplayer/difficulty";"Difficulty level";"Niveau de difficulté";"Livello di difficoltà";"Schwierigkeitsgrad";"Nivel de dificultad";"Уровень сложности";"Poziom trudności";"Úroveň obtížnosti";"Zorluk seviyesi";"难​度​等​级";"難易度";"Nível de dificuldade";"Рівень складності";"Nivo težine";"Nehézségi szint";"난이도";"Узровень складанасці";"Nivel dificultate";"難​度​等​級";"难​度​等​级";"Độ khó";;
"multiplayer/playersInYourClan";"Players of your squadron:";"Joueurs de votre escadron :";"Giocatori della tua squadriglia:";"Spieler der eigenen Kampfgruppe:";"Jugadores de tu escuadrón:";"Игроков твоего полка:";"Gracze z twojego dywizjonu:";"Hráči ve tvém svazu:";"Filo oyuncuları:";"本​联​队​人​员​分​布：";"あなたの\t部隊の\tプレイヤー:";"Jogadores do seu esquadrão:";"Гравців твого полку:";"Igrači iz vaše eksadrile:";"Játékosok a századodból:";"비행대 플레이어 수";"Гульцоў твайго палка:";"Jucătorii companiei tale:";"本​聯​隊​人​員​分​佈：";"本​联​队​人​员​分​布：";"Người chơi của quân đoàn của bạn:";;
"multiplayer/clansInQueue";"Total squadrons in queue:";"Escadrons totaux dans la file :";"Squadriglie totali in coda:";"Kampfgruppen in Warteschlange:";"Total de escuadrones en cola:";"Всего полков в очереди:";"Łączna liczba dywizjonów w kolejce:";"Počet svazů ve frontě:";"Sıradaki toplam filo sayısı:";"联​队​战​排​队​总​分​布：";"キュー\t内の\t合計部隊数:";"Total de esquadrões em espera:";"Всього полків у черзі:";"Ukupno eskadrila u redu:";"Századok a várólistán:";"대기 중인 비행대:";"Усяго палкоў у чарзе:";"Total companii în așteptare:";"聯​隊​戰​排​隊​總​分​佈：";"联​队​战​排​队​总​分​布：";"Tổng số quân đoàn trong hàng đợi:";;
"multiplayer/currentPlayers";"Waiting line";"File d'attente";"Lista d'attesa";"Warteschlange";"Línea de espera";"Очередь ожидания";"Kolejka oczekujących";"Čekající řada";"Bekleme sırası";"排​队​情​况";"待ち";"Fila de espera";"Черга очікування";"Red za čekanje";"Várakozási sor";"대기선";"Чарга чакання";"Linia de așteptare";"排​隊​情​況";"排​队​情​况";"Danh sách chờ";;
"multiplayer/difficultyShort";"Difficulty";"Difficulté";"Difficoltà";"Schwierigkeit";"Dificultad";"Сложность";"Trudność";"Obtížnost";"Zorluk";"难​度";"難易度";"Dificuldade";"Рівень складності";"Težina";"Nehézség";"난이도";"Узровень";"Dificultate";"難​度";"难​度";"Độ khó";"10 symbols or shorter";
"multiplayer/createModeShort";"Mode";"Mode";"Modalità";"Modus";"Modo";"Режим";"Tryb";"Mód";"Mod";"模​式";"モード";"Modo";"Режим";"Režim";"Mód";"모드";"Рэжым";"Mod";"模​式";"模​式";"Chế độ chơi";;
"wait/leaderboard";"Loading leaderboard";"Chargement de classement";"Caricamento classifica";"Lade Bestenliste.";"Cargando tabla de clasificación";"Загрузка таблицы рекордов";"Wczytywanie rankingu";"Načítání žebříčku";"Liderlik Tablosu yükleniyor";"正​在​载​入​排​行​榜";"ランキングを\tロード\t中";"Carregar a tabela da classificação";"Завантаження таблиці рекордів";"Učitavanje tabele sa rezultatima";"Ranglista betöltése";"순위표를 불러오는 중";"Загрузка табліцы рэкордаў";"Încărcare clasament";"正​在​載​入​排​行​榜";"正​在​载​入​排​行​榜";"Đang tải bảng xếp hạng";;
"multiplayer/timeLeft";"Time Left";"Temps restant";"Tempo rimasto";"Verbleibende Zeit";"Tiempo Restante";"Времени осталось";"Pozostały czas";"Zbývající čas";"Kalan Zaman";"剩​余​时​间";"残り\t時間";"Tempo restante";"Часу залишилося";"Preostalo Vreme";"Hátralévő idő";"남은 시간";"Засталося часу";"Timp rămas";"剩​餘​時​間";"剩​余​时​间";"Thời gian còn lại";;
"multiplayer/totalCheckpoints";"Total checkpoints";"Total des points de contrôle";"Punti di controllo totali";"Erreichte Kontrollpunkte";"Puntos de control totales";"Всего контрольных точек";"Liczba punktów kontrolnych";"Kontrolní body";"Toplam kontrol noktaları";"检​查​点​总​数";"合計\tチェックポイント";"Checkpoints totais";"Всього контрольних точок";"Ukupno kontrolnih tačaka";"Összes ellenőrzőpont";"체크포인트";"Усяго кантрольных пунктаў";"Total puncte de control";"檢​查​點​總​數";"检​查​点​总​数";"Tổng điểm";;
"multiplayer/airfields";"Zones";"Zones";"Zone";"Zielgebiete";"Zonas";"Зоны";"Strefy";"Oblasti";"Alanlar";"占​领​区​域";"飛行場";"Zonas";"Зони";"Zone";"Zónák";"점령지";"Зоны";"Zone";"佔​領​區​域";"占​领​区​域";"Khu vực";;
"multiplayer/rounds";"Rounds Won";"Tours gagnés";"Round vinti";"Runden gewonnen";"Rondas Ganadas";"Побед";"Wygrane rundy";"Vyhraná kola";"Kazanılan rauntlar";"回​合​取​胜​场​次";"勝利\tラウンド\t数";"Rondas ganhas";"Перемог";"Runda dobijeno";"Nyertes körök";"승리한 라운드";"Перамог";"Runde câștigate";"回​合​取​勝​場​次";"回​合​取​胜​场​次";"Chiến thắng";;
"multiplayer/btnOptions";"My Settings";"Mes Paramètres";"La mia configurazione";"Meine Einstellungen";"Mi Configuración";"Мои настройки";"Moje ustawienia";"Mé nastavení";"Ayarlarım";"我​的​设​置";"プレイヤーの\t設定";"Minhas configurações";"Мої налаштування";"Moja podešavanja";"Beállítások";"내 설정";"Мае налады";"Setările mele";"我​的​設​置";"我​的​设​置";"Thiết lập cá nhân";;
"multiplayer/btnPlayers";"Players";"Joueurs";"Giocatori";"Spieler";"Jugadores";"Игроки";"Gracze";"Hráči";"Oyuncular";"玩​家";"プレイヤー";"Jogadores";"Гравці";"Igrači";"Játékosok";"플레이어";"Гульцы";"Jucători";"玩​家";"玩​家";"Người chơi";;
"multiplayer/btnStart";"Start";"Commencer";"Inizia";"Start";"Iniciar";"Начать";"Start";"Start";"Başla";"开​始";"出撃";"Início";"Почати";"Start";"Indítás";"시작";"Пачаць";"Start";"開​始";"开​始";"Bắt đầu";;
"multiplayer/btnNotReady";"Not Ready";"Pas prêt";"Non pronto";"Nicht bereit";"No Listo";"Не готов";"Nie jest gotowy";"Nepřipraven";"Hazır değil";"取​消​准​备";"準備中";"Não está pronto";"Не готовий";"Nespreman";"Mégse";"준비 중";"Не гатовы";"Nepregătit";"取​消​準​備";"取​消​准​备";"Bỏ sẵn sàng";;
"multiplayer/leaderWaiting";"Waiting for the leader";"En attente du chef";"Aspettando il caposquadra";"Warte auf Anführer";"Esperando al líder";"Ожидаем лидера";"Oczekiwanie na lidera";"Čekání na velitele";"Lider Bekleniyor";"等​待​队​长";"リーダー\t待ち";"Esperando pelo líder";"Очікування лідера";"Čekamo na vođu";"Várakozás a vezetőre";"편대장을 기다리는 중...";"Чаканне камандзіра";"Așteptare lider";"等​待​隊​長";"等​待​队​长";"Đang chờ đội trưởng";;
"multiplayer/killRatio";"Kill Ratio";"Ratio de tué";"Rapporto abbattuti";"Abschuss-Verhältnis";"Ratio de Bajas";"Эффективность";"Współczynnik zabójstw";"Poměr zničení";"Öldürme Oranı";"杀​伤​率";"撃墜/撃破率";"Rácio de Mortes";"Ефективність";"Razmera obaranja";"Ölési arány";"격파 교환비";"Эфектыўнасць";"Raport ucideri";"殺​傷​率";"杀​伤​率";"Tỷ lệ tiêu diệt";;
"multiplayer/notEnoughPlayers";"Not enough players to start the game.";"Pas assez de joueurs pour démarrer le jeu.";"Non ci sono abbastanza giocatori per iniziare la partita.";"Nicht genügend Spieler, um das Spiel zu starten.";"No hay suficientes jugadores para iniciar el juego.";"Недостаточно игроков для запуска матча.";"Za mało graczy, aby rozpocząć grę.";"Nedostatek hráčů pro začátek hry.";"Oyunu başlatmak için yeterli oyuncu yok.";"玩​家​数​量​不​足，​无​法​开​始​游​戏";"ゲームを\t開始するのに\tプレイヤーが\t足りません。";"Jogadores insuficientes para iniciar o jogo.";"Недостатньо гравців для початку матчу.";"Nema dovoljno igrača za početak igre.";"Nincs elég a játékos a játszma elkezdéséhez.";"플레이어 숫자가 부족하여 게임을 시작할 수 없습니다.";"Замала гульцоў, каб пачаць гульню.";"Jucători insuficienți pentru a începe partida.";"玩​家​數​量​不​足，​無​法​開​始​遊​戲";"玩​家​数​量​不​足，​无​法​开​始​游​戏";"Không đủ người chơi để bắt đầu trận chiến.";;
"multiplayer/notEnoughReadyPlayers";"Not enough ready players to start the game.";"Pas assez de joueurs prêts pour démarrer le jeu.";"Non ci sono abbastanza giocatori pronti per iniziare.";"Nicht genügend Spieler sind bereit, um das Spiel zu starten.";"No hay suficientes jugadores listos para iniciar el juego.";"Недостаточно готовых игроков для запуска матча.";"Niewystarczająca liczba gotowych graczy, aby rozpocząć grę.";"K dispozici není dostatek připravených hráčů na spuštění hry.";"Oyunu başlatmak için yeterli sayıda oyuncu hazır değil.";"准​备​就​绪​的​玩​家​数​量​不​足";"ゲームを\t開始するのに\t準備ができた\tプレイヤーが\t足りません。";"Jogadores prontos insuficientes para começar o jogo.";"Недостатньо готових гравців для початку матчу.";"Nema dovoljno spremnih igrača za početak igre.";"Nincs elég készen álló játékos a játszma elkezdéséhez.";"아직 준비완료되지 않은 플레이어가 있습니다.";"Замала гатовых гульцоў, каб пачаць гульню.";"Jucători pregătiți insuficienți pentru a începe partida.";"準​備​就​緒​的​玩​家​數​量​不​足";"准​备​就​绪​的​玩​家​数​量​不​足";"Không đủ người chơi sẵn sàng để bắt đầu trận chiến.";;
"multiplayer/notEnoughPlayersTeam";"Not enough players in one of the teams to start the game.";"Pas assez de joueurs dans une des équipes pour commencer la partie.";"Giocatori insufficienti in una delle squadre per avviare la partita.";"Ein Team hat nicht genügend Spieler, um das Spiel zu starten.";"Uno de los equipos no cuenta con los jugadores suficientes para comenzar el juego.";"В одной из команд недостаточно участников для начала игры.";"Za mało graczy w jednej z drużyn, by rozpocząć grę";"V jednom týmu není dostatek členů ke spuštění mise";"Takımlardan birinde oyun başlatmaya yetecek kadar oyuncu yok.";"一​方​的​玩​家​数​量​不​足，​无​法​开​始​游​戏";"いずれかの\tチームにおいて、\tゲームを\t開始するために\t必要な\tプレイヤー\t数が\t揃っていません。";"Não há jogadores suficientes em uma das equipes para iniciar o jogo.";"У одній з команд недостатньо учасників для початку гри.";"Nema dovoljno igrača u jednom od timova za početak igre.";"Az egyik csapatban nincs elég játékos, hogy elkezdődhessen a játszma.";"한쪽 팀의 인원이 부족하여 게임을 시작할 수 없습니다.";"У адной з камандаў замала гульцоў, каб пачаць гульню.";"Jucători insuficienți într-una din echipe pentru a începe partida.";"一​方​的​玩​家​數​量​不​足，​無​法​開​始​遊​戲";"一​方​的​玩​家​数​量​不​足，​无​法​开​始​游​戏";"1 trong 2 đội chưa đủ người chơi để bắt đầu trận chiến.";;
"multiplayer/playersTeamLessThanMin";"Not enough players to start the game.
Minimum players: {minSize}";"Pas assez de joueurs pour démarrer le jeu. Nombre minimum de joueurs : {minSize}";"Non ci sono abbastanza giocatori per avviare il gioco.
Giocatori minimo: {minSize}";"Unzureichende Spieler, um das Spiel zu starten.
Minimale Spielerzahl: {minSize}";"No hay suficientes jugadores para empezar la partida.
Jugadores mínimos: {minSize}";"Недостаточно участников для начала игры.
Минимальное количество игроков: {minSize}";"Za mało graczy, aby rozpocząć grę. 
Minimalna liczba graczy: {minSize}";"Nedostatek hráčů pro začátek hry
Minimální počet hráčů je {minSize}";"Oyunu başlatmak için yeterli oyuncu yok.
En az oyuncu: {minSize}";"玩​家​人​数​不​够，​无​法​开​始​游​戏。
所​需​的​最​小​人​数​为 {minSize}";"ゲームを\t開始するには\tプレイヤーが\t足りません。\t
最小\tプレイヤー\t数は{minSize}名です。";"Jogadores insuficientes para iniciar o jogo. Mínimo de jogadores: {minSize}";"Недостатньо гравців для запуску матчу.
Мінімум гравців: {minSize}";"Nema dovoljno igrača za početak igre.
Minimum igrača: {minSize}";"Nincs elég játékos a csata elindításához.
Minimum {minSize} játékos szükséges.";"게임을 시작하기에 충분한 플레이어가 참가하지 않았습니다.
최소 플레이어: {minSize}";"Замала ўдзельнікаў для пачатку гульні.
Мінімальная колькасць гульцоў: {minSize}";"Jucători insuficienți pentru a începe partida.
Minim jucători: {minSize}";"玩​家​人​數​不​夠，​無​法​開​始​遊​戲。
所​需​的​最​小​人​數​為 {minSize}";"玩​家​人​数​不​够，​无​法​开​始​游​戏。
所​需​的​最​小​人​数​为 {minSize}";"Không đủ người chơi để bắt đầu trò chơi.
Số lượng người chơi tối thiểu: {minSize}";;
"multiplayer/playersTeamDisbalance";"Too many players in the team.
Maximum difference between the teams: {maxDisbalance}";"Trop de joueurs dans l'équipe. Différence maximum entre les équipes : {maxDisbalance}";"Troppi giocatori nella squadra.
Differenza massima tra le squadre: {maxDisbalance}";"Zu viele Spieler im Team.
Maximaler Unterschied zwischen den Teams: {maxDisbalance}";"Demasiados jugadores en el equipo.
Diferencia máxima entre los equipos: {maxDisbalance}";"Слишком много игроков в команде.
Максимальная разница между командами: {maxDisbalance}";"Zbyt wielu graczy w drużynie. 
Maksymalna różnica w liczebności drużyn: {maxDisbalance}";"Příliš mnoho hráčů na jedné straně
Rozdíl velikostí může být nejvýše {maxDisbalance}";"Takımda çok fazla oyuncu var.
Takımlar arasındaki en büyük fark: {maxDisbalance}";"本​队​的​玩​家​人​数​过​多。
两​队​之​间​的​最​大​人​数​差​不​得​超​过 {maxDisbalance}";"チーム\t内の\tプレイヤー\t数が\t多すぎます。\t
チーム\t間の\t最大人数差：\t {maxDisbalance}";"Muitos jogadores na equipe.
Diferença máxima entre as equipes: {maxDisbalance}";"Занадто багато гравців в команді.
Максимальна різниця між командами: {maxDisbalance}";"Suviše igrača u timu.
Maksimalna razlika među timovima: {maxDisbalance}";"Túl sok játékos van a csapatban.
A csapatok létszáma közti különbség maximum {maxDisbalance} lehet.";"팀에 플레이어가 너무 많습니다.
최대 팀간 차이: {maxDisbalance}";"Зашмат гульцоў у камандзе.
Максімальная розніца паміж камандамі: {maxDisbalance}";"Prea mulți jucători în echipă.
Diferența maximă dintre echipe: {maxDisbalance}";"本​隊​的​玩​家​人​數​過​多。
兩​隊​之​間​的​最​大​人​數​差​不​得​超​過 {maxDisbalance}";"本​队​的​玩​家​人​数​过​多。
两​队​之​间​的​最​大​人​数​差​不​得​超​过 {maxDisbalance}";"Có quá nhiều người chơi trong đội.
Chênh lệch tối đa giữa hai đội: {maxDisbalance}";;
