"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"missile/irccm";"IRCCM";"IRCCM";"IRCCM";"IRCCM";"IRCCM";"Защита от помех";"IRCCM";"IRCCM";"IRCCM";"抗\t红\t外\t干\t扰\t能\t力";"IRCCM";"IRCCM";"Захист від перешкод";"IRCCM";"IRCCM";"IRCCM";"Защита от помех";"IRCCM";"IRCCM";"IRCCM";"IRCCM";;
"missile/eccm";"ECCM";"ECCM";"ECCM";"ECCM";"ECCM";"Защита от помех";"ECCM";"ECCM";"ECCM";"电\t子\t反\t对\t抗\t措\t施";"ECCM";"ECCM";"Захист від перешкод";"ECCM";"ECCM";"대 전자전 능력";"Защита от помех";"ECCM";"電\t子\t反\t制\t措\t施";"电\t子\t反\t对\t抗\t措\t施";"ECCM";;
"missile/timeGuidance";"Missile guidance time";"Temps de guidage du missile";"Tempo di guida del missile";"Raketenlenkzeit";"Tiempo de guiado de misil";"Время управляемого полёта";"Czas kierowania pociskiem";"Čas navádění rakety";"Füze güdüm süresi";"导\t弹\t制\t导\t时\t长";"ミサイル\t誘導時間";"Tempo de guiamento do míssil";"Час керованого польоту";"Missile guidance time";"Rakétavezérlési idő";"미사일 유도 시간";"Время управляемого полёта";"Missile guidance time";"導\t彈\t制\t導\t時\t長";"Missile guidance time";"Thời gian dẫn đường tên lửa";;
"missile/timeSelfdestruction";"Self-destruction time";"Délai d’autodestruction";"Tempo di autodistruzione";"Selbstzerstörungszeit";"Tiempo de autodestrucción";"Время самоликвидации";"Czas do samozniszczenia";"Čas samodestrukce";"Kendini imha süresi";"自\t毁\t时\t限";"自爆までの\t時間";"Tempo de auto-destruição";"Час самоліквідації";"Self-destruction time";"Önmegsemmisítési idő";"자폭 시간";"Время самоликвидации";"Self-destruction time";"自\t毀\t時\t限";"Self-destruction time";"Thời gian tự hủy";;
"torpedo/maxSpeedInWater";"Maximum speed in water";"Vitesse maximale dans l’eau";"Velocità massima in acqua";"Höchstgeschwindigkeit im Wasser";"Velocidad màxima en el agua";"Максимальная скорость в воде";"Pędkość maksymalna w wodzie";"nejvyšší rychlost ve vodě";"Sudaki azami hız";"最\t大\t航\t速";"水中最高速度";"Velocidade máxima em água";"Максимальна швидкість у воді";"Maksimalna brzina u vodi";"Maximális sebesség vízben";"수중 최대 속도";"Максімальная хуткасць у вадзе";"Viteză maximă în apă";"最\t大\t航\t速";"最\t大\t航\t速";"Tốc độ tối đa trong nước";;
"torpedo/distanceToLive";"Travel distance";"Distance de déplacement";"Distanza di percorrenza";"Reichweite";"Distancia de viaje";"Дистанция хода";"Zasięg torpedy";"dosah";"Etkili menzil";"射\t程";"走行距離﻿";"Distância de viagem";"Дистанція ходу";"Travel distance";"Hatótávolság";"사거리";"Дыстанцыя ходу";"Distanță deplasare";"射\t程";"射\t程";"Khoảng cách hành trình ";;
"torpedo/armingDistance";"Arming distance";"Distance d'armement";"Distanza di armamento";"Abstand bis zur Scharfschaltung";"Distancia de armado";"Дистанция взвода";"Dystans uzbrajania";"Vzdálenost odjištění";"Silahlanma mesafesi";"引\t信\t解\t除\t保\t险\t距\t离";"安全解除距離";"Distância de armamento";"Дистанція взводу";"Arming distance";"Élesítési távolság";"최소 발사 거리";"Дистанция взвода";"Distanță armare";"引\t信\t解\t除\t保\t險\t距\t離";"解\t除\t保\t险\t距\t离";"Khoảng cách ngắm";;
"missile/armingDistance";"Arming distance";"Distance d'armement";"Distanza di armamento";"Abstand bis zur Scharfschaltung";"Distancia de armado";"Дистанция взвода";"Dystans uzbrajania";"Vzdálenost odjištění";"Silahlanma mesafesi";"引\t信\t解\t除\t保\t险\t距\t离";"射程距離";"Distância de ativação";"Дистанція взводу";"Arming distance";"Élesítési távolság";"최소 발사 거리";"Дистанция взвода";"Arming distance";"引\t信\t解\t除\t保\t險\t距\t離";"Arming distance";"Khoản cách ngắm";;
"guidanceSystemType/header";"Guidance system type:";"Système de guidage :";"Sistema di Guida:";"Lenksystemtyp:";"Tipo de sistema de guiado:";"Тип системы наведения:";"System naprowadzania";"typ naváděcího systému";"Kılavuz sistem tipi:";"制\t导\t方\t式";"誘導\tシステムの\t種類:";"Tipo de sistema de controle:";"Тип системи наведення:";"Sistem navođenja:";"Irányítási mód:";"유도체계 유형:";"Тып сістэмы навядзення:";"Sistem ghidare tip:";"制\t導\t方\t式";"制\t导\t方\t式：";"Loại hệ thống dẫn đường";;
"guidanceSystemType/beamRider";"Beam riding";"Guidage par faisceau";"Guida Laser";"Leitstrahllenkung";"Haz de rayo";"По лазерному лучу";"Naprowadzanie laserowe";"Beam riding";"Huzme içinde";"驾\t束\t制\t导";"ビームライディング";"Orientação por feixe";"За лазерним променем";"Beam riding";"Vezetősugaras";"빔 라이딩";"По лазерному лучу";"Beam riding";"Beam riding";"Beam riding";"Tia dẫn đường";;
"guidanceSystemType/semiAuto";"Semi-automatic";"Semi-automatique";"Semi-automatico";"Halbaktiv";"Semiautomático";"Полуавтоматическая";"Półautomatyczne";"poloautomatický";"Yarı-otomatik";"半\t自\t动\t制\t导";"半自動";"Semi-automático";"Напівавтоматична";"Polu automatsko";"félautomata";"반자동";"Паўаўтаматычная";"Semiautomat";"半\t自\t動\t制\t導";"半\t自\t动\t制\t导";"Bán tự động";;
"guidanceSystemType/handAim";"Hand aiming";"Manuel";"Puntamento Manuale";"Aktiv";"Puntería manual";"Ручная";"Ręczne";"ruční zaměřování";"El Nişanlaması";"人\t工\t制\t导";"手動";"Mira com a mão";"Ручна";"Ručno nišanjenje";"kézi";"수동";"Ручная";"Țintire manuală";"人\t工\t制\t導";"人\t工\t制\t导";"Ngắm tay";;
"sonicDamage/horAngles";"Horizontal strike angle";"Angle d'attaque horizontal";"Angolo d'attacco orizzontale";"Horizontaler Anstellwinkel";"Ángulo de impacto horizontal";"Угол поражения по горизонтали";"Poziomy kąt natarcia";"Vodorovný úhel dopadu";"Yatay saldırı açısı";"水\t平\t打\t击\t范\t围";"水平命中角";"Ângulo de ataque horizontal";"Горизонтальний кут удару";"Horizontal strike angle";"Vízszintes támadószög";"수평 타격각도";"Угол поражения по горизонтали";"Horizontal strike angle";"水\t平\t打\t擊\t範\t圍";"Horizontal strike angle";"Phương tấn công ngang";;
"sonicDamage/verAngles";"Vertical strike angle";"Angle d'attaque vertical";"Angolo d'attacco verticale";"Vertikaler Anstellwinkel";"Ángulo de impacto vertical";"Угол поражения по вертикали";"Pionowy kąt natarcia";"Svislý úhel dopadu";"Dikey saldırı açısı";"垂\t直\t打\t击\t范\t围";"垂直命中角";"Ângulo de ataque vertical";"Вертикальний кут удару";"Vertical strike angle";"Függőleges támadószög";"수직 타격각도";"Угол поражения по вертикали";"Vertical strike angle";"垂\t直\t打\t擊\t範\t圍";"Vertical strike angle";"Phương tấn công dọc";;
"sonicDamage/distance";"Working distance";"Distance de fonctionnement";"Distanza di funzionamento";"Arbeitsabstand";"Distancia de funcionamiento";"Дальность действия";"Zasięg roboczy";"Funkční vzdálenost";"Çalışma mesafesi";"射\t程";"稼働距離";"Distâncua de funcionamento";"Робоча відстань";"Working distance";"Működési távolság";"유효 거리";"Дальность действия";"Working distance";"射\t程";"Working distance";"Khoản cách làm việc";;
"sonicDamage/speed";"Shock velocity";"Vitesse d'impact";"Velocità del colpo";"Schockwellengeschwindigkeit";"Velocidad de choque";"Скорость ударной волны";"Prędkość uderzenia";"Rychlost zvukové vlny";"Şok hızı";"传\t播\t速\t度";"衝撃波速度";"Velocidade de onda de choque";"Ударна швидкість";"Shock velocity";"Hullámterjedési sebesség";"충격파";"Скорость ударной волны";"Shock velocity";"衝\t擊\t波\t速\t度";"Shock velocity";"Tốc độ xung kích";;
"firingRange";"Firing range";"Portée de tir";"Raggio di Fuoco";"Feuerreichweite";"Distancia de tiro";"Дальность стрельбы";"Zasięg maksymalny";"dostřel";"Ateşleme Menzili";"射\t程";"射程";"Alcance de tiro";"Дальність стрільби";"Vatreni domet";"Hatótávolság";"사거리";"Далёкасць стральбы";"Rază de foc";"射\t程";"射\t程";"Tầm bắn";;
"guaranteedRange";"Guaranteed launch range";"Portée de lancement garantie";"Raggio di lancio garantito";"Garantierte Startreichweite";"Distancia de lanzamiento garantizado";"Гарантированная дальность пуска";"Minimalny zasięg gwarantowany";"Garantovaná vypouštěcí vzdálenost";"Kesin fırlatma mesafesi";"有\t效\t作\t战\t距\t离";"発射保証距離";"Raio de alcance garantido";"Гарантована дальність пуску";"Guaranteed launch range";"Garantált hatótávolság";"유효 사거리";"Гарантированная дальность пуска";"Guaranteed launch range";"有\t效\t作\t戰\t距\t離";"Guaranteed launch range";"Tầm phóng bảo đảm";;
"launchRange";"Launch range";"Portée de tir";"Raggio di lancio";"Max. Reichweite";"Distancia de lanzamiento";"Дальность пуска";"Zasięg wystrzelenia";"Vzdálenost odpalu";"Fırlatma mesafesi";"发\t射\t距\t离";"発射距離";"Raio de alcance";"Дальність запуску";"Launch range";"Hatótávolság";"발사 거리";"Дальность пуска";"Launch range";"制\t導\t距\t離";"Launch range";"Tầm Phóng";;
"caliber_5.56/desc";"5.56 mm machine gun shell rack filled with %s bullets";"Magasin pour mitrailleuse de 5,56 mm avec %s balles";"Munizioni da 5.56 mm con proiettili %s";"5,56 mm Maschinengewehr-Munitionslager gefüllt mit %s Geschossen";"Bastidor de municiones para ametralladora de 5.56 mm cargado con %s balas";"В боекомплект 5,56-мм пулемёта входят пули %s";"Taśma amunicyjna karabinu kal. 5.56 mm załadowana pociskami %s";"zásobník kulometné 5.56 mm munice s %s náboji";"%s mermiyle dolu 5.56 mm makineli tüfek mermisi rafı";"5.56 毫\t米\t机\t枪\t使\t用 %s";"%s 発の\t弾薬を\t装填した\t5.56mm\t機銃用の\t弾薬\tラック";"Conjunto de munições de metralhadora 5,56 mm com %s projéteis";"У боєкомплект 5,56-мм кулемету входять кулі %s";"5.56 mm machine gun shell rack filled with %s bullets";"5,56 mm-es lőszerrekesz %s lőszerekkel";"5.56 mm 기관총탄이 %s 발 차있는 탄띠/탄알집";"В боекомплект 5,56-мм пулемёта входят пули %s";"5.56 mm machine gun shell rack filled with %s bullets";"5.56 毫\t米\t機\t槍\t使\t用 %s";"5.56 mm machine gun shell rack filled with %s bullets";"Băng đạn súng máy 5.56 mm chứa %s đạn";;
"caliber_5.8/desc";"5.8 mm machine gun shell rack filled with %s bullets";"Magasin pour mitrailleuse de 5,8 mm avec %s balles";"Munizioni da 5.8 mm con proiettili %s";"5,8 mm Maschinengewehr-Munitionslager gefüllt mit %s Geschossen";"Bastidor de municiones para ametralladora de 5.8 mm cargado con %s balas";"В боекомплект 5,8-мм пулемёта входят пули %s";"Taśma amunicyjna karabinu kal. 5.8 mm załadowana pociskami %s";"zásobník kulometné 5.8 mm munice s %s náboji";"%s mermiyle dolu 5.8 mm makineli tüfek mermisi rafı";"5.8 毫\t米\t机\t枪\t使\t用 %s";"%s 発の\t弾薬を\t装填した\t5.8mm\t機銃用の\t弾薬\tラック";"Conjunto de munições de metralhadora 5,8 mm com %s projéteis";"У боєкомплект 5,8-мм кулемету входять кулі %s";"5.8 mm machine gun shell rack filled with %s bullets";"5,8 mm-es lőszerrekesz %s lőszerekkel";"5.8 mm 기관총탄이 %s 발 차있는 탄띠/탄알집";"В боекомплект 5,8-мм пулемёта входят пули %s";"5.8 mm machine gun shell rack filled with %s bullets";"5.8 毫\t米\t機\t槍\t使\t用 %s";"5.8 mm machine gun shell rack filled with %s bullets";"Băng đạn súng máy 5.8 mm chứa %s đạn";;
"caliber_6.5/desc";"6.5 mm machine gun shell rack filled with %s bullets";"Magasin pour mitrailleuse de 6.5 mm avec %s balles";"Munizioni da 6.5 mm con proiettili %s";"6.5mm Maschinengewehrmunition: %s";"Bastidor de municiones para ametralladora de 6.5 mm cargado con %s balas";"В боекомплект 6,5-мм пулемёта входят пули %s";"Taśma amunicyjna karabinu kal. 6.5 mm załadowana pociskami %s";"zásobník kulometné 6.5 mm munice s %s náboji";"%s mermiyle dolu 6,5 mm makineli tüfek mermisi rafı";"6.5 毫\t米\t机\t枪\t使\t用 %s";"6.5 mmの %s を\t装填した\t弾薬棚";"Conjunto de munições de metralhadora 6,5 mm com %s projéteis";"У боєкомплект 6,5-мм кулемета входять кулі %s";"6.5 mm machine gun shell rack filled with %s bullets";"6,5 mm-es lőszerkészlet %s lőszerekkel";"6.5 mm 기관총탄이 %s 발 차있는 탄띠/탄알집";"В боекомплект 6,5-мм пулемёта входят пули %s";"Încărcător mitralieră 6,5 mm umplut cu gloanțe %s";"6.5 毫\t米\t機\t槍\t使\t用 %s";"6.5 毫\t米\t机\t枪\t弹\t种\t使\t用 %s";"Băng đạn súng máy 6.5 mm chứa %s đạn";;
"caliber_7.5/desc";"7.5 mm machine gun shell rack filled with %s bullets";"Magasin pour mitrailleuse de 7.5 mm avec %s balles";"Munizioni da 7.5 mm con proiettili %s";"7,5mm Maschinengewehrmunition: %s";"Bastidor de municiones para ametralladora de 7.5 mm cargado con %s balas";"В боекомплект 7,5-мм пулемёта входят пули %s";"Taśma amunicyjna karabinu kal. 7.5 mm załadowana pociskami %s";"7,5 mm munice s %s náboji";"%s mermi rafı 7.5 mm makineli tüfek mühimmatı ile dolduruldu";"7.5 毫\t米\t机\t枪\t使\t用 %s";"7.5 mmの%s を\t装填した\t弾薬\tラック";"Conjunto de munições de metralhadora 7,5 mm com %s projéteis";"До боєкомплекту 7,5-мм кулемета входять кулі %s";"7.5 mm mitraljeski redenik napunjen %s mecima";"7,5 mm-es lőszerkészlet %s lőszerekkel";"%s (으)로 채워진 7.5 mm 기관총 탄띠/탄알집";"7,5-мм кулямётная тасьма з %s кулямі";"Încărcător mitralieră 7,5 mm umplut cu gloanțe %s";"7.5 毫\t米\t機\t槍\t使\t用 %s";"7.5 毫\t米\t机\t枪\t使\t用 %s";"Băng đạn súng máy 7,5 mm chứa %s đạn";;
"caliber_7.62/desc";"7.62 mm machine gun shell rack filled with %s bullets";"Magasin pour mitrailleuse de 7.62 mm avec %s balles";"Munizioni da 7.62 mm con proiettili %s";"7,62mm Maschinengewehrmunition: %s";"Bastidor de municiones para ametralladora de 7.62 mm cargado con %s balas";"В боекомплект 7,62-мм пулемёта входят пули %s";"Taśma amunicyjna karabinu kal. 7.62 mm załadowana pociskami %s";"7,62 mm munice s %s náboji";"%s mermi rafı 7.62 mm makineli tüfek mühimmatı ile dolduruldu";"7.62 毫\t米\t机\t枪\t使\t用 %s";"7.62 mmの%s を\t装填した\t弾薬\tラック";"Conjunto de munições de metralhadora 7,62 mm com %s projéteis";"До боєкомплекту 7,62-мм кулемета входять кулі %s";"7.62 mm mitraljeski redenik napunjen %s mecima";"7,62 mm-es lőszerkészlet %s lőszerekkel";"%s (으)로 채워진 7.62 mm 기관총 탄띠/탄알집";"7,62-мм кулямётная тасьма з %s кулямі";"Încărcător mitralieră 7,62 mm umplut cu gloanțe %s";"7.62 毫\t米\t機\t槍\t使\t用 %s";"7.62 毫\t米\t机\t枪\t使\t用 %s";"Băng đạn súng máy 7,62 mm chứa %s đạn";;
"caliber_7.7/desc";"7.7 mm machine gun shell rack filled with %s bullets";"Magasin pour mitrailleuse de 7.7 mm avec %s balles";"Munizioni da 7.7 mm con proiettili %s";"7,7mm Maschinengewehrmunition: %s";"Bastidor de municiones para ametralladora de 7.7 mm cargado con %s balas";"В боекомплект 7,7-мм пулемёта входят пули %s";"Taśma amunicyjna karabinu kal. 7.7 mm załadowana pociskami %s";"7,7 mm munice s %s náboji";"%s mermi rafı 7.7 mm makineli tüfek mühimmatı ile dolduruldu";"7.7 毫\t米\t机\t枪\t使\t用 %s";"7.7 mmの%s を\t装填した\t弾薬\tラック";"Conjunto de munições de metralhadora 7,7 mm com %s projéteis";"До боєкомплекту 7,7-мм кулемета входять кулі %s";"7.7 mm mitraljeski redenik napunjen %s mecima";"7,7 mm-es lőszerkészlet %s lőszerekkel";"%s (으)로 채워진 7.7 mm 기관총 탄띠/탄알집";"7,7-мм кулямётная тасьма з %s кулямі";"Încărcător mitralieră 7,5 mm umplut cu gloanțe %s";"7.7 毫\t米\t機\t槍\t使\t用 %s";"7.7 毫\t米\t机\t枪\t使\t用 %s";"Băng đạn súng máy 7,7 mm chứa %s đạn";;
"caliber_7.92/desc";"7.92 mm machine gun shell rack filled with %s bullets";"Magasin pour mitrailleuse de 7.92 mm avec %s balles";"Munizioni da 7.92 mm con proiettili %s";"7,92mm Maschinengewehrmunition: %s";"Bastidor de municiones para ametralladora de 7.92 mm cargado con %s balas";"В боекомплект 7,92-мм пулемёта входят пули %s";"Taśma amunicyjna karabinu kal. 7.92 mm załadowana pociskami  %s";"7,92 mm munice s %s náboji";"%s mermi rafı 7.92 mm makineli tüfek mühimmatı ile dolduruldu";"7.92 毫\t米\t机\t枪\t使\t用 %s";"7.92 mmの%s を\t装填した\t弾薬\tラック";"Conjunto de munições de metralhadora 7,92 mm com %s projéteis";"До боєкомплекту 7,92-мм кулемета входять кулі %s";"7.92 mm mitraljeski redenik napunjen %s mecima";"7,92 mm-es lőszerkészlet %s lőszerekkel";"%s (으)로 채워진 7.92 mm 기관총 탄띠/탄알집";"7,92-мм кулямётная тасьма з %s кулямі";"Încărcător mitralieră 7,7 mm umplut cu gloanțe %s";"7.92 毫\t米\t機\t槍\t使\t用 %s";"7.92 毫\t米\t机\t枪\t使\t用 %s";"Băng đạn súng máy 7,92 mm chứa %s đạn";;
"caliber_8/desc";"8 mm machine gun shell rack filled with %s bullets";"Magasin pour mitrailleuse de 8 mm avec %s balles";"Munizioni da 8 mm con proiettili %s";"8mm Maschinengewehrmunition: %s";"Bastidor de municiones para ametralladora de 8 mm cargado con %s balas";"В боекомплект 8-мм пулемёта входят пули %s";"Taśma amunicyjna karabinu kal. 8 mm załadowana pociskami %s";"zásobník kulometné 8 mm munice s %s náboji";"%s mermiyle dolu 8 mm makineli tüfek mermisi rafı";"8 毫\t米\t机\t枪\t使\t用 %s";"8mm の %s を\t装填した\t弾薬\tラック";"Conjunto de munições de metralhadora 8 mm com %s projéteis";"У боєкомплект 8-мм кулемета входять кулі %s";"8 mm machine gun shell rack filled with %s bullets";"8 mm-es lőszerkészlet %s lőszerekkel";"8 mm 기관총탄이 %s 발 차있는 탄띠/탄알집";"В боекомплект 8-мм пулемёта входят пули %s";"Încărcător mitralieră 8 mm umplut cu gloanțe %s";"8 毫\t米\t機\t槍\t使\t用 %s";"8 毫\t米\t机\t枪\t的\t弹\t种\t使\t用 %s";"Băng đạn súng máy 8 mm chứa %s đạn";;
"caliber_8.6/desc";"8.6 mm machine gun shell rack filled with %s bullets";"Magasin pour mitrailleuse de 8,6 mm avec %s balles";"Munizioni da 8.6 mm con proiettili %s";"8,6 mm Maschinengewehr-Munitionslager gefüllt mit %s Geschossen";"Bastidor de municiones para ametralladora de 8.6 mm cargado con %s balas";"В боекомплект 8,6-мм пулемёта входят пули %s";"Taśma amunicyjna karabinu kal. 8,6 mm załadowana pociskami %s";"zásobník kulometné 8.6 mm munice s %s náboji";"%s mermiyle dolu 8.6 mm makineli tüfek mermisi rafı";"8.6 毫\t米\t机\t枪\t使\t用 %s";"%s\t発の\t弾薬を\t装填した\t8.6mm\t機関銃用の\t弾薬架";"Conjunto de munições de metralhadora 8,6 mm com %s projéteis";"У боєкомплект 8,6-мм кулемету входять кулі %s";"8.6 mm machine gun shell rack filled with %s bullets";"8.6 mm machine gun shell rack filled with %s bullets";"8.6 mm 기관총탄이 %s 발 차있는 탄띠/탄알집";"В боекомплект 8,6-мм пулемёта входят пули %s";"8.6 mm machine gun shell rack filled with %s bullets";"8.6 毫\t米\t機\t槍\t使\t用 %s";"8.6 mm machine gun shell rack filled with %s bullets";"Băng đạn súng máy 8.6 mm chứa %s đạn";;
"caliber_12.7/desc";"12.7 mm machine gun shell rack filled with %s bullets";"Magasin pour mitrailleuse de 12.7 mm avec %s balles";"Munizioni da 12.7 mm con proiettili %s";"12,7mm Maschinengewehrmunition: %s";"Bastidor de municiones para ametralladora de 12.7 mm cargado con %s balas";"В боекомплект 12,7-мм пулемёта входят пули %s";"Taśma amunicyjna karabinu kal. 12.7 mm załadowana pociskami %s";"12,7 mm munice s %s náboji";"%s mermi rafı 12.7 mm makineli tüfek mühimmatı ile dolduruldu";"12.7 毫\t米\t机\t枪\t使\t用 %s";"12.7 mmの%s を\t装填した\t弾薬\tラック";"Conjunto de munições de metralhadora 12,7 mm com %s projéteis";"До боєкомплекту 12,7-мм кулемета входять кулі %s";"12.7 mm mitraljeski redenik napunjen %s mecima";"12,7 mm-es lőszerkészlet %s lőszerekkel";"%s (으)로 채워진 12.7 mm 기관총 탄띠/탄알집";"12,7-мм кулямётная тасьма з %s кулямі";"Încărcător mitralieră 12,7 mm umplut cu gloanțe %s";"12.7 毫\t米\t機\t槍\t使\t用 %s";"12.7 毫\t米\t机\t枪\t使\t用 %s";"Băng đạn súng máy 12,7 mm chứa %s đạn";;
"caliber_13/desc";"13 mm machine gun shell rack filled with %s bullets";"Magasin pour mitrailleuse de 13 mm avec %s balles";"Munizioni da 13 mm con proiettili %s";"13mm Maschinengewehrmunition: %s";"Bastidor de municiones para ametralladora de 13 mm cargado con %s balas";"В боекомплект 13-мм пулемёта входят пули %s";"Taśma amunicyjna karabinu kal. 13 mm załadowana pociskami %s";"13 mm munice s %s náboji";"%s mermi rafı 13 mm makineli tüfek mühimmatı ile dolduruldu";"13 毫\t米\t机\t枪\t使\t用 %s";"13 mmの%s を\t装填した\t弾薬\tラック";"Conjunto de munições de metralhadora 13 mm com %s projéteis";"До боєкомплекту 13-мм кулемета входять кулі %s";"13 mm mitraljeski redenik napunjen %s mecima";"13 mm-es lőszerkészlet %s lőszerekkel";"%s (으)로 채워진 13 mm 기관총 탄띠/탄알집";"13-мм кулямётная тасьма з %s кулямі";"Încărcător mitralieră 13 mm umplut cu gloanțe %s";"13 毫\t米\t機\t槍\t使\t用 %s";"13 毫\t米\t机\t枪\t使\t用 %s";"Băng đạn súng máy 13 mm chứa %s đạn";;
"caliber_13.2/desc";"13.2 mm machine gun shell rack filled with %s bullets";"Magasin de munitions pour mitrailleuse de 13,2 mm avec %s balles";"Munizioni da 13.2 mm con proiettili %s";"13,2mm Maschinengewehrmunition: %s";"Bastidor de municiones para ametralladora de 13.2 mm cargado con %s balas";"В боекомплект 13,2-мм пулемёта входят пули %s";"Taśma amunicyjna karabinu kal. 13.2 mm załadowana pociskami %s";"13,2 mm munice s %s náboji";"%s mermi rafı 13.2 mm makineli tüfek mühimmatı ile dolduruldu";"13.2 毫\t米\t机\t枪\t使\t用 %s";"13.2 mmの%s を\t装填した\t弾薬\tラック";"Conjunto de munições de metralhadora 13,2 mm com %s projéteis";"До боєкомплекту 13,2-мм кулемета входять кулі %s";"13.2 mm mitraljeski redenik napunjen %s mecima";"13,2 mm-es lőszerkészlet %s lőszerekkel";"%s (으)로 채워진 13.2 mm 기관총 탄띠/탄알집";"13,2-мм кулямётная тасьма з %s кулямі";"Încărcător mitralieră 13,2 mm umplut cu gloanțe %s";"13.2 毫\t米\t機\t槍\t使\t用 %s";"13.2 毫\t米\t机\t枪\t使\t用 %s";"Băng đạn súng máy 13,2 mm chứa %s đạn";;
"caliber_14.5/desc";"14.5 mm machine gun shell rack filled with %s bullets";"Magasin de munitions pour mitrailleuse de 14.5 mm avec %s balles";"Munizioni da 14.5 mm con proiettili %s";"14,5mm Maschinengewehrmunition: %s";"Bastidor de municiones para ametralladora de 14.5 mm cargado con %s balas";"В боекомплект 14,5-мм пулемёта входят пули %s";"Taśma amunicyjna karabinu kal. 14,5 mm załadowana pociskami %s";"14,5 mm munice s %s náboji";"%s mermi ile dolu 14.5 mm makineli tüfek fişeği rafı";"14.5 毫\t米\t机\t枪\t使\t用 %s";"14.5 mm\t機銃の%s を\t装填した\t弾薬\tラック";"Conjunto de munições de metralhadora de 14.5 mm de tipo %s";"До боєкомплекту 14,5-мм кулемета входять кулі %s";"14.5 mm mitraljeski redenik napunjen %s mecima";"14,5 mm-es lőszerkészlet %s lőszerekkel";"%s (으)로 채워진 14.5 mm 기관총 탄띠/탄알집";"14,5-мм кулямётная тасьма з %s кулямі";"Încărcător mitralieră 14,5 mm umplut cu gloanțe %s";"14.5 毫\t米\t機\t槍\t使\t用 %s";"14.5 毫\t米\t机\t枪\t使\t用 %s";"Băng đạn súng máy 14.5 mm chứa %s đạn";;
"caliber_15/desc";"15 mm machine gun shell rack filled with %s bullets";"Magasin pour canon de 15 mm avec %s obus";"Munizioni da 15 mm con proiettili %s";"15mm Maschinengewehrmunition: %s";"Bastidor de municiones para ametralladora de 15 mm cargado con %s balas";"В боекомплект 15-мм пулемёта входят пули %s";"Taśma amunicyjna karabinu kal. 15 mm załadowana pociskami %s";"15 mm munice s %s náboji";"%s mermi rafı 15 mm makineli tüfek mühimmatı ile dolduruldu";"15 毫\t米\t机\t枪 (炮)\t使\t用 %s";"15 mmの%s を\t装填した\t弾薬\tラック";"Conjunto de munições de metralhadora 15 mm com %s projéteis";"До боєкомплекту 15-мм кулемета входять кулі %s";"15 mm mitraljeski redenik napunjen %s mecima";"15 mm-es lőszerkészlet %s lőszerekkel";"%s (으)로 채워진 15 mm 기관총 탄띠/탄알집";"15-мм кулямётная тасьма з %s кулямі";"Încărcător mitralieră 15 mm umplut cu gloanțe %s";"15 毫\t米\t機\t槍\t（炮）\t使\t用 %s";"15 毫\t米\t机\t枪\t（炮）\t使\t用 %s";"Băng đạn súng máy 15 mm chứa %s đạn";;
"caliber_20/desc";"20 mm cannon shell rack filled with %s shells";"Magasin de munitions pour canon de 20 mm avec %s obus";"Munizioni da 20 mm con proiettili %s";"20mm Kanonenmunition: %s";"Bastidor de munición de cañón de 20 mm cargado con %s proyectiles";"В боекомплект 20-мм пушки входят снаряды %s";"Taśma amunicyjna działka kal. 20 mm załadowana pociskami %s";"20 mm munice s %s náboji";"%s mermi rafı 20 mm top mühimmatı ile dolduruldu";"20 毫\t米\t炮\t使\t用 %s";"20 mmの%s を\t装填した\t弾薬\tラック";"Conjunto de munições de canhão 20 mm com %s projéteis";"До боєкомплекту 20-мм гармати входять снаряди %s";"20 mm topovski redenik napunjen %s granatama";"20 mm-es lőszerkészlet %s lőszerekkel";"%s (으)로 채워진 20 mm 기관포 탄띠/탄알집";"20-мм гарматная тасьма з %s снарадамі";"Încărcător tun 20 mm umplut cu proiectile %s";"20 毫\t米\t炮\t使\t用 %s";"20 毫\t米\t炮\t使\t用 %s";"Băng đạn pháo 20 mm chứa %s đạn pháo";;
