"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"chat/error/743";"Functionality unavailable. To be able to write to the chat you need two wins in battles. The ability to create new channels is available after ten wins.";"Fonctionnalité indisponible. Pour pouvoir écrire dans le chat, vous devez gagner 2 batailles. La possibilité de créer de nouveaux channels vous est donnée après 10 victoires.";"Funzione non disponibile. Per poter scrivere in chat devi vincere 2 battaglie. La possibilità di creare dei nuovi canali viene attivata dopo 10 vittorie.";"Diese Funktion steht dir gegenwärtig nicht zur Verfügung. Um in Chat-Kanälen schreiben zu können, musst du mindestens zwei Schlachten gewinnen. Das Erstellen von eigenen Chat-Kanälen steht dir ab zehn gewonnenen Schlachten offen.";"Funcionalidad no disponible. Para poder escribir en el chat necesitas dos victorias en batalla. La opción de crear nuevos canales se activa luego de diez victorias.";"Функционал недоступен. Чтобы получить возможность писать в чат необходимо две победы в боях, возможность создавать новые каналы открывается после десяти побед.";"Funkcja niedostępna. Aby móc pisać na czacie, odnieś w bitwach dwa zwycięstwa. Możliwość tworzenia nowych kanałów otwiera się po dziesięciu zwycięstwach.";"Funkce je nedostupná. Pro možnost psát do konverzace musíš zvítězit ve dvou bitvách, pro možnost zakládat nové kanály potřebuješ deset vítězství.";"İşlevsellik kullanılamaz. Sohbete yazabilmek için savaşlarda iki zafer sahibi olmanız gerekli. Yeni kanal yaratabilme imkanı ise on zafer sonrası açılır.";"本\t功\t能\t暂\t时\t不\t可\t用。\t取\t得 2 场\t胜\t利\t以\t开\t启\t文\t字\t聊\t天\t功\t能，\t取\t得 10 场\t胜\t利\t以\t开\t启\t创\t建\t聊\t天\t频\t道\t功\t能。";"現在この\t機能は\t使用できません。\tチャットに\t書き\t込むには、\t戦闘で\t2回勝利する\t必要があります。\t新しい\tチャンネルを\t作成するには、\t10回勝利する\t必要があります。";"Funcionalidade indisponível. Para receber acesso ao chat deve vencer duas batalhas. A capacidade de criar novos canais fica disponível depois de dez vitórias.";"Функціонал недоступний. Щоб отримати можливість писати в чат необхідно дві перемоги в боях, можливість створювати нові канали відкривається після десяти перемог.";"Funkcionalnost nedostupna. Za pisanje u čet moraš pobediti 2 bitke. Mogućnost stvaranja novih kanala je dostupna nakon 10 pobeda.";"A funkció nem elérhető. Hogy tudj a társalgóba írni, meg kell nyerned két csatát, a csatornák létrehozásához pedig tíz győzelem szükséges.";"기능을 이용할 수 없습니다. 채팅을 이용하려면 전투에서 2회 승리해야합니다. 전투에서 10회 승리한 뒤에 채널을 생성할 수 있습니다.";"Функцыя недаступна. Каб атрымаць магчымасць пісаць у чат, неабходна мець дзве перамогі ў баях, магчымасць ствараць новыя каналы даецца пасля дзесяці перамог.";"Funcționalitatea nu este disponibilă. Pentru a putea scrie în discuții, ai nevoie de două victorii în bătălii. Posibilitatea de a crea noi canale se activează după zece victorii.";"此\t功\t能\t無\t法\t使\t用，\t若\t要\t發\t言\t聊\t天，\t你\t需\t要\t在\t戰\t鬥\t中\t贏\t得\t兩\t場\t勝\t利，\t創\t建\t新\t頻\t道\t功\t能\t將\t在\t獲\t得\t十\t場\t勝\t利\t後\t開\t啟。";"本\t功\t能\t暂\t时\t不\t可\t用。\t取\t得 2 场\t胜\t利\t以\t开\t启\t文\t字\t聊\t天\t功\t能，\t取\t得 10 场\t胜\t利\t以\t开\t启\t创\t建\t聊\t天\t频\t道\t功\t能。";"Chức năng không khả năng. Để có thể chat bạn cần phải thắng 2 trận. Bạn có thể tạo kênh chat mới khi đã thắng 10 trận.";;
"chat/chatMessagesFilterWarning";"Chat filter is active. You will see no replies.";"Le filtre de chat est actif. Vous ne pourrez voir aucune réponse.";"Il filtro della Chat è attivo. Non vedrai le risposte.";"Der Chat-Filter ist aktiv. Du wirst keine Antworten sehen können.";"Filtro del chat está activo. No verás respuestas.";"Включён фильтр сообщений. Вы не увидите ответы.";"Filtr czatu jest aktywny. Nie zobaczysz żadnych odpowiedzi.";"Filtr konverzace je aktivní, nezobrazí se žádné odpovědi";"Sohbet filtresi etkin. Hiçbir cevap görmeyeceksin.";"聊\t天\t过\t滤\t器\t已\t启\t用。\t将\t不\t会\t再\t看\t到\t消\t息\t回\t复。";"チャットフィルターが\t有効です。\t返答は\t表示されません。";"O filtro do chat está ativo. Não verá mais respostas.";"Увімкнено фільтр повідомлень. Ви не побачите відповіді.";"Filter za čet je aktivan. Nećete videti odgovore.";"A társalgószűrő aktív. Nem fogod látni a válaszokat.";"채팅 필터가 활성화되었습니다. 응답을 볼 수 없을 것입니다.";"Фільтр паведамленняў уключаны. Цяпер адказы не будуць паказвацца.";"Filtrul din discuții este activ. Nu vei vedea nici un răspuns.";"聊\t天\t篩\t選\t程\t式\t已\t經\t啟\t用，\t將\t不\t會\t再\t看\t到\t訊\t息\t回\t復。";"聊\t天\t过\t滤\t器\t已\t启\t用。\t将\t不\t会\t再\t看\t到\t消\t息\t回\t复。";"Bộ lọc trò chuyện đang hoạt động. Bạn sẽ không nhận được phản hồi.";;
"chat/to";"Message to";"Message à";"Messaggio per";"Nachricht an";"Mensaje a";"Кому";"Wiadomość do";"Zpráva";"Mesaj:";"发\t送\t至";"メッセージ\t宛先";"Mensagem para";"Кому";"Poruka za";"Üzenet küldése";"받는 사람";"Каму";"Mesaj către";"訊\t息\t發\t送\t給";"发\t送\t至";"Nhắn cho";;
"chat/all";"All";"Tous";"Tutto";"Alle";"Todos";"Все";"Wszyscy";"Všem";"Hepsi";"所\t有\t人";"全員";"Todos";"Всі";"Svi";"mindenki";"전체";"Усе";"Toți";"全\t部";"所\t有\t人";"Tất cả";;
"chat/all/desc";"Friendly and enemy teams.";"Équipes amie et ennemie.";"Squadre alleate e nemiche.";"Verbündete und feindliche Spieler.";"Jugadores aliados y enemigos.";"Дружественная и вражеская команды.";"Drużyny wrogie i sojusznicze.";"Spojencům i nepřátelům";"Dost ve düşman takımlar.";"己\t方\t与\t敌\t方\t玩\t家\t均\t可\t见。";"味方\tチームと\t敵\tチーム";"Equipes inimigas e aliadas.";"Дружня і ворожа команди.";"Prijateljski i neprijateljski timovi.";"Minden szövetséges és ellenséges játékos.";"아군 및 적군";"Хаўрусная і варожая каманды.";"Echipele aliate și inamice.";"友\t方\t和\t敵\t方\t的\t隊\t伍";"己\t方\t与\t敌\t方\t玩\t家\t均\t可\t见。";"Đồng đội và đội địch";;
"chat/send";"Send";"Envoyer";"Invia";"Abschicken";"Enviar";"Отправить";"Wyślij";"Odeslat";"Gönder";"发\t送";"送信";"Enviar";"Надіслати";"Poslati";"Küldés";"보내기";"Адправіць";"Trimite";"發\t送";"发\t送";"Gửi";;
"chat/team";"Team";"Équipe";"Squadra";"Team";"Equipo";"Команда";"Drużyna";"Spojencům";"Takım";"友\t军";"チーム";"Equipe";"Команда";"Tim";"csapat";"아군";"Каманда";"Echipă";"隊\t伍";"友\t军";"Đội";;
"chat/team/desc";"All friendly players.";"Tous les joueurs alliés.";"Tutti i giocatori amici.";"Alle verbündete Spieler.";"Todos los jugadores aliados.";"Все дружественные игроки.";"Wszyscy sojusznicy.";"Všem spojencům";"Tüm dost oyuncular.";"所\t有\t己\t方\t队\t友\t可\t见。";"味方\tプレイヤー\t全員";"Todos os jogadores aliados.";"Усі дружні гравці.";"Svi saveznici.";"Minden szövetséges játékos.";"아군 전체";"Усе хаўрусныя гульцы.";"Toți jucătorii aliați.";"所\t有\t我\t方\t隊\t友\t可\t見。";"所\t有\t己\t方\t队\t友\t可\t见。";"Tất cả đồng minh.";;
"chat/squad";"Squad";"Escouade";"Plotone";"Staffel";"Escuadrón";"Отряд";"Oddział";"Skupině";"Manga";"小\t队";"分隊";"Esquadrão";"Загін";"Odred";"osztag";"편대";"Звяз";"Detașament";"小\t隊";"小\t队";"Biên đội";;
"chat/squad/desc";"Friendly team players that are members of your squad.";"Les joueurs alliés qui font partie de votre escouade.";"Giocatori amici che sono membri del tuo plotone.";"Verbündete Spieler, die Mitglieder deiner Staffel sind.";"Jugadores aliados que son miembros de tu pelotón.";"Игроки дружественной команды, входящие в ваш отряд";"Sojusznicy będący członkami Twojego oddziału.";"Spřátelení hráči, kteří jsou členy tvé skupiny.";"Manganıza mensup müttefik takım oyuncuları.";"小\t队\t成\t员\t可\t见。";"あなたの\t分隊\tメンバーの\t味方\tチームプレイヤー";"Os jogadores da equipe aliada que são membros da sua squad.";"Гравці дружньої команди, що входять до вашого загону.";"Saveznici koji su deo tvog odreda.";"Minden játékos az osztagodban.";"같은 편대에 속한 아군";"Гульцы хаўруснай каманды, што ўваходзяць у ваш атрад";"Jucătorii aliați care sunt membri ai detașamentului tău.";"友\t軍\t隊\t伍\t玩\t家\t是\t你\t的\t小\t隊\t成\t員";"小\t队\t成\t员\t可\t见。";"Người chơi đồng mình là thành viên của tổ đội.";;
"chat/private";"Private";"Privé";"Privato";"Privat";"Privado";"Лично";"Prywatny";"Soukromý";"Özel";"私\t人";"プライベート";"Privado";"Приватно";"Privatni";"Privát";"귓속말";"Прыватна";"Privat";"私\t人";"私\t人";"Riêng";;
"chat/help/modeSwitch";"{modeSwitchShortcuts} - {modeList}";"{modeSwitchShortcuts} - {modeList}";"{modeSwitchShortcuts} - {modeList}";"{modeSwitchShortcuts} - {modeList}";"{modeSwitchShortcuts} - {modeList}";"{modeSwitchShortcuts} - {modeList}";"{modeSwitchShortcuts} – {modeList}";"{modeSwitchShortcuts} - {modeList}";"{modeSwitchShortcuts} - {modeList}";"{modeSwitchShortcuts} - {modeList}";"{modeSwitchShortcuts} - {modeList}";"{modeSwitchShortcuts} - {modeList}";"{modeSwitchShortcuts} - {modeList}";"{modeSwitchShortcuts} - {modeList}";"{modeSwitchShortcuts} – {modeList}";"{modeSwitchShortcuts} - {modeList}";"{modeSwitchShortcuts} - {modeList}";"{modeSwitchShortcuts} - {modeList}";"{modeSwitchShortcuts} - {modeList}";"{modeSwitchShortcuts} - {modeList}";"{modeSwitchShortcuts} - {modeList}";;
"chat/help/send";"{sendShortcuts} - send";"{sendShortcuts} - envoyer";"{sendShortcuts} - invia";"{sendShortcuts} - senden";"{sendShortcuts} - enviar";"{sendShortcuts} - отправить";"{sendShortcuts} - wyślij";"{sendShortcuts} - poslat";"Yolla - {sendShortcuts}";"{sendShortcuts} - 发\t送";"{sendShortcuts}-送信";"{sendShortcuts} - enviar";"{sendShortcuts} - надіслати";"{sendShortcuts} - pošalji";"{sendShortcuts} – küldés";"{sendShortcuts} - 보내기";"{sendShortcuts} - адправіць";"{sendShortcuts} – trimite mesaj";"{sendShortcuts} - 發\t送";"{sendShortcuts} - 发\t送";"{sendShortcuts} - gửi";;
"chat/help/spectator";"{{ID_TOGGLE_CHAT_TEAM}} - write a message";"{{ID_TOGGLE_CHAT_TEAM}} - écrire un message";"{{ID_TOGGLE_CHAT_TEAM}} - scrivi un messaggio";"Drücke {{ID_TOGGLE_CHAT_TEAM}} um eine Nachricht zu verfassen";"{{ID_TOGGLE_CHAT_TEAM}} - escribe un mensaje";"{{ID_TOGGLE_CHAT_TEAM}} - написать сообщение";"{{ID_TOGGLE_CHAT_TEAM}} – napisz wiadomość";"{{ID_TOGGLE_CHAT_TEAM}} - napsat zprávu";"{{ID_TOGGLE_CHAT_TEAM}} - mesaj yaz";"{{ID_TOGGLE_CHAT_TEAM}} - 发\t送\t消\t息";"{{ID_TOGGLE_CHAT_TEAM}} ：\tメッセージを\t書く";"{{ID_TOGGLE_CHAT_TEAM}} - escrever uma mensagem";"{{ID_TOGGLE_CHAT_TEAM}} - написати повідомлення";"{{ID_TOGGLE_CHAT_TEAM}} - napiši poruku";"{{ID_TOGGLE_CHAT_TEAM}} – üzenet írása";"{{ID_TOGGLE_CHAT_TEAM}} - 메시지를 입력하십시오";"{{ID_TOGGLE_CHAT_TEAM}} - напісаць паведамленне";"Tasta {{ID_TOGGLE_CHAT_TEAM}} - scrie un mesaj";"{{ID_TOGGLE_CHAT_TEAM}} - 發\t送\t消\t息";"{{ID_TOGGLE_CHAT_TEAM}} - 发\t出\t了\t一\t条\t消\t息";"{{ID_TOGGLE_CHAT_TEAM}} - viết tin nhắn";;
"chat/myPrivateMsgToPlayer";"To %s";"Pour %s";"A %s";"An %s";"A %s";"К %s";"Do %s";"Pro %s";"Şuraya: %s";"发\t送\t给 %s";"%s へ";"Para %s";"До %s";"%su";"%s részére";"%s 에게";"Каму: %s";"La %s";"發\t送\t給 %s";"发\t送\t给 %s";"Đến %s";;
"menuchat/help";"Available chat commands:
/help - Help
/msg [nick] or /[nick] - Private messages
/join [#channel] - Join or create a channel
/join [#channel] [password] - Join or create a password-protected channel
The following commands are available only for channel creators:
/mode +i - Mark the current channel as invitation-only
/invite [nick] - Invite a player to the current invitation-only channel
/sinvite [nick] - Invite a player to your squad";"Commandes de chat disponibles :
/help - Aide
/msg [pseudo] ou /[pseudo] - Message privés
/join [#channel] - Rejoindre ou créer un canal
/join [#channel] [password] - Rejoindre ou créer un canal protégé par mot de passe
Les commandes suivantes sont disponibles uniquement pour les créateurs de canal :
/mode +i - Marquer le canal actuel comme uniquement sur invitation
/invite [pseudo] - Inviter un joueur au canal actuel uniquement sur invitation
/sinvite [pseudo] - Inviter un joueur dans votre escouade";"Comandi chat disponibili:
/help - Guida
/msg [nick] o /[nickname] - Messaggi privati
/join [numero canale] - Crea o accedi a un canale
/join [numero canale] [password] - Crea o accedi a un canale protetto da password
I seguenti comandi sono disponibili solo per i creatori dei canali:
/mode +i - Rende il canale accessibile solo su invito
/invite [nickname] - Invita un giocatore all'attuale canale accessibile solo su invito
/sinvite [nickname] - Invita un giocatore nel tuo plotone";"Verfügbare Chatbefehle:
/help - Hilfe
/msg [nick] oder /[nick] - Private Nachrichten
/join [#channel] - Kanal beitreten oder erstellen
/join [#channel] [password] - Passwortgeschützem Kanal beitreten oder erstellen
Folgende Befehle sind nur für Channel-Ersteller verfügbar:
/mode +i - Aktuellen Channel als einladungspflichtig kennzeichnen
/invite [nick] - Einen Spieler zum aktuellen einladungspflichtigen Channel einladen
/sinvite [nick] - Einen Spieler in deine Staffel einladen";"Comandos de chat disponibles:
/help - Ayuda
/msg [nick] o /[nick] - Mensajes privados
/join [#canal] - Unirse o crear un canal
/join [#canal] [password] - Unirse o crear un canal protegido por contraseña
Los siguientes comandos sólo están disponibles para los creadores de canales:
/mode +i - Marcar el canal actual como sólo por invitación
/invite [nick] - Invita a un jugador al canal actual sólo por invitación
/sinvite [nick] - Invita a un jugador a tu escuadrón";"Доступные команды чата:
/help - Помощь
/msg [nick] или /[nick] - Личные сообщения
/join [#канал] - Присоединиться к каналу или создать его
/join [#канал] [пароль] - Присоединиться к защищённому паролем каналу или создать его
Следующие команды доступны только создателю канала:
/mode +i - Сделать текущий канал закрытым (вход по приглашениям)
/invite [имя] - Пригласить игрока в текущий закрытый канал
/sinvite [имя] - Пригласить игрока в ваш отряд.";"Dostępne komendy czatu:
/help — pomoc
/msg [nick] or /[nick] - Private messages
/join [#channel] - dołącz do kanału lub utwórz nowy
/join [#channel] [password] - dołącz do kanału chronionego hasłem lub utwórz nowy
Następujące komendy są dostępne jedynie dla twórców kanałów:
/mode +i - oznacz ten kanał jako służący wyłącznie do powitań
/invite [nick] - zaproś gracza na kanał powitalny
/sinvite [nick] - zaproś gracza do swojego oddziału";"Dostupné příkazy konverzace:
/help - Nápověda
/msg [nick] nebo /[nick] - Soukromé zprávy
/join [#kanál] - Připojit se ke kanálu nebo jej vytvořit
/join [#kanál] [heslo] - Připojit se ke kanálu chráněnému heslem nebo jej vytvořit
Následující příkazy jsou dostupné pouze pro tvůrce kanálu:
/mode +i - Zpřístupní současný kanál pouze pro zvané
/invite [nick] - Pozve hráče do současného kanálu pouze pro zvané
/sinvite [nick] - Pozve hráče do tvé skupiny";"Mevcut sohbet komutları:
/help - Yardım
/msg [nick] veya /[nick] - Özel mesajlar
/join [#channel] - Bir kanala gir veya kanal kur
/join [#channel] [password] - Şifreli bir kanal oluştur veya şifreli bir kanala gir
Şu komutlar sadece kanal kurucuları içindir:
/mode +i - Kanalı sadece davetle girilebilir olarak işaretle
/invite [nick] - Sadece davetle girilebilen bu kanala oyuncu davet et
/sinvite [nick] - Mangaya oyuncu davet et";"聊\t天\t频\t道\t可\t用\t命\t令：
/help 〔帮\t助〕
/msg [\t昵\t称] [\t文\t本] 〔发\t送\t私\t人\t消\t息〕
/[\t昵\t称] [\t文\t本] 〔发\t送\t私\t人\t消\t息〕
/join [\t频\t道\t名] 〔加\t入\t或\t创\t建\t一\t个\t频\t道〕
/join [\t频\t道\t名] [\t密\t码] 〔加\t入\t或\t创\t建\t一\t个\t设\t有\t密\t码\t保\t护\t的\t频\t道〕

以\t下\t命\t令\t仅\t频\t道\t创\t建\t者\t可\t用：
/mode +i 〔标\t记\t当\t前\t频\t道\t为\t“需\t要\t邀\t请”〕
/invite [\t昵\t称] 〔邀\t请\t玩\t家\t加\t入\t当\t前\t“需\t要\t邀\t请”\t的\t频\t道〕
/sinvite [\t昵\t称] 〔 邀\t请\t玩\t家\t加\t入\t你\t的\t小\t队〕";"使用可能な\tチャットコマンド:
/help - ヘルプ/msg [ニックネーム]または/[ニックネーム] - プライベートメッセージ/join [#チャンネル] - チャンネルに\t参加または\t作成 /join [#チャンネル] [パスワード] - パスワード\t保護された\tチャンネルに\t参加または\t作成以下の\tコマンドは、\tチャンネル\t作成者だけが\t使用可能:
/mode +i - 現在の\tチャンネルを\t招待のみとして\tマーク/invite [ニックネーム] - プレイヤーを\t現在の\t招待のみの\tチャンネルに\t招待/sinvite [ニックネーム] - プレイヤーを\t分隊に\t招待";"Comandos de chat disponíveis:
/help ajuda
/msg [nick] ou /[nick] - Mensagens privadas
/join [#channel] - Entrar ou criar um canal
/join [#channel] [password] - Entre ou crie um canal protegido por senha
Os seguintes comandos estão disponíveis apenas para criadores de canal:
/mode +i - Marca o canal atual como somente por convite
/invite [nick] - Convida um jogador para o canal atual somente para convidados
/sinvite [nick] - Convida um jogador para a sua esquadrilha";"Доступні команди чату :
/help - Допомога
/msg [nick] чи /[nick] - Особисті повідомлення
/join [#канал] - Приєднатися до каналу або створити його
/join [#канал] [пароль] - Приєднатися до захищеного паролем каналу або створити його
Наступні команди доступні тільки творцеві каналу :
/mode +i - Зробити поточний канал закритим(вхід по запрошеннях)
/invite [ім'я] - Запросити гравця в поточний закритий канал
/sinvite [ім'я] - Запросити гравця у ваш загін";"Raspoložive naredbe na četu:
/help - Pomoć
/msg [nadimak] ili /[nadimak] - Privatna poruka
/join [#kanal] - Stvori ili uđi u kanal
/join [#kanal] [lozinka] - Stvori ili uđi u kanal zaštićen lozinkom
Sledeće naredbe su na raspolaganju samo kreatorima kanala:
/mode +i - Označi trenutni kanal za kanal samo po-pozivu
/invite [nadimak] - Pozovi igrača u trenutni kanal koji je samo po-pozivu
/sinvite [nadimak] - Pozovi igrača u tvoj Sastav";"Társalgóban használható parancsok:
/help – súgó
/msg [felhasználónév] vagy /[felhasználónév] – privát üzenet
/join [#csatorna] – csatlakozás csatornához vagy csatorna létrehozása
/join [#csatorna] [jelszó] – csatlakozás jelszóval védett csatornához vagy csatorna létrehozása jelszóval

Az alábbi parancsokat csak a csatorna létrehozója használhatja:
/mode +i – aktuális csatorna beállítása meghívásosra
/invite [felhasználónév] – játékos meghívása az aktuális meghívásos csatornába
/sinvite [felhasználónév] – játékos meghívása az osztagodba";"채팅 명령어:
/help - 도움말
/msg [닉네임] or /[닉네임] - 귓속말
/join [#방 제목] - 대화방 만들기, 들어가기
/join [#방 제목] [비밀번호] - 비밀번호가 설정된 대화방 만들기
아래 명령어는 방장만 사용할 수 있습니다.
/mode +i - 현재 방을 비밀 대화방으로 설정(초대로만 입장 가능)
/invite [닉네임] - 해당 플레이어를 비밀 대화방에 초대
/sinvite [닉네임] - 해당 플레이어를 편대에 초대";"Даступныя загады чата:
/help — дапамога
/msg [імя] ці /[імя] — асабістыя паведамленні
/join [#канал] — далучыцца да канала ці стварыць яго
/join [#канал] [пароль] — далучыцца да абароненага паролем каналу ці стварыць яго
Наступныя каманды даступныя толькі стваральніку канала:
/mode +i — зрабіць гэты канал прыватным (уваход па запрашэннях)
/invite [імя] — запрасіць гульца ў гэты прыватны канал
/sinvite [імя] — запрасіць гульца ў свой звяз.";"Comenzi disponibile în discuții:
/help - Ajutor
/msg [pseudonim] sau /[pseudonim] - Mesaje private
/join [#canal] - Alăturare sau creare canal
/join [#canal] [parola] – Alăturare sau creare canal protejat prin parolă
Următoarele comenzi sunt disponibile numai pentru creatorii de canale:
/mode +i - Marcare canal curent cu accesare doar pe bază de invitație
/invite [pseudonim] - Invitare un jucător în canalul actual bazat doar pe invitații
/invite [pseudonim] - Invitare un jucător în detașament";"聊\t天\t可\t用\t指\t令:
/help - 問\t題\t協\t助
/msg [\t暱\t稱] 或 /[\t暱\t稱] - 私\t人\t訊\t息
/join [#\t頻\t道\t名\t稱] - 加\t入\t或\t創\t建\t頻\t道
/join [\t頻\t道\t名] [\t密\t碼] 〔加\t入\t或\t創\t建\t一\t個\t設\t有\t密\t碼\t保\t護\t的\t頻\t道〕
/join [#\t頻\t道\t名\t稱] [\t密\t碼] - 加\t入\t或\t創\t建\t有\t密\t碼\t的\t頻\t道

以\t下\t指\t令\t僅\t頻\t道\t管\t理\t者\t可\t用：
/mode +i - 標\t記\t頻\t道\t僅\t限\t邀\t請
/invite [\t暱\t稱] - 邀\t請\t玩\t家\t加\t入\t當\t前\t僅\t限\t請\t的\t頻\t道
/sinvite [\t暱\t稱] - 邀\t請\t玩\t家\t加\t入\t小\t隊";"聊\t天\t频\t道\t可\t用\t命\t令：
/help 〔帮\t助〕
/msg [\t昵\t称] [\t文\t本] 〔发\t送\t私\t人\t消\t息〕
/[\t昵\t称] [\t文\t本] 〔发\t送\t私\t人\t消\t息〕
/join [\t频\t道\t名] 〔加\t入\t或\t创\t建\t一\t个\t频\t道〕
/join [\t频\t道\t名] [\t密\t码] 〔加\t入\t或\t创\t建\t一\t个\t设\t有\t密\t码\t保\t护\t的\t频\t道〕

以\t下\t命\t令\t仅\t频\t道\t创\t建\t者\t可\t用：
/mode +i 〔标\t记\t当\t前\t频\t道\t为\t“需\t要\t邀\t请”〕
/invite [\t昵\t称] 〔邀\t请\t玩\t家\t加\t入\t当\t前\t“需\t要\t邀\t请”\t的\t频\t道〕
/sinvite [\t昵\t称] 〔 邀\t请\t玩\t家\t加\t入\t你\t的\t小\t队〕";"Câu lệnh trong trò chuyện: 
/help - Giúp đỡ
/msg [nick] or /[nick] - Trò chuyện riêng
/join [#channel] - Tham gia hoặc tạo một kênh
 /join [#channel] [password] - tham gia hoặc tạo một mật khẩu bảo vệ kênh 
Các lệnh sau chỉ dành cho người tạo kênh mới:
/mode +i - Lựa chọn các kênh hiện tại hoặc chỉ mời riêng
/invite [nick] - Mời người chơi hiện tại trên kênh
/sinvite [nick] - Mời người chơi vào biên đội của bạn";;
"menuchat/hello";"Welcome to a War Thunder chat room!
Use /help to see available chat commands.
Right click on player's nickname opens context menu.";"Bienvenue dans la salle de discussion War Thunder !
Utilisez /help pour afficher les commandes de chat.
Un clic droit sur le pseudo d'un joueur ouvre le menu contextuel.";"Benvenuto nella chat di War Thunder!
Digita /help per visualizzare la guida sui comandi della chat.
Facendo clic con il pulsante destro sul nickname di un giocatore si apre un menu contestuale.";"Willkommen im War Thunder Chat!
Tippen Sie /help ein, um sich eine Liste der verfügbaren Chatbefehle anzeigen zu lassen.
Ein Rechtsklick auf den Nicknamen eines Spielers öffnet das dazugehörige Kontextmenü.";"Bienvenido a la sala del chat de War Thunder.
Utiliza /help para ver los comandos del chat.
Haz clic con el botón derecho en el apodo del jugador para abrir el menú contextual.";"Добро пожаловать в чат War Thunder!
Используйте /help, чтобы увидеть список доступных команд чата.
Правый клик по нику игрока открывает контекстное меню.";"Witaj na czacie War Thunder!
Wpisz /help, aby przejrzeć dostępne komendy.
Kliknij prawym przyciskiem myszy pseudonim gracza, by otworzyć menu.";"Vítej v konverzační místnosti War Thunder
Příkazy konverzace zobrazíš příkazem /help
Pravé kliknutí na přezdívku hráče otevře kontextovou nabídku";"War Thunder sohbet odasına hoş geldiniz!
/help komutunu kullanarak mevcut olan sohbet komutlarını görüntüleyebilirsiniz.
Oyuncuların ismine tıklayarak içerik menüsünü açabilirsiniz.";"欢\t迎\t来\t到 War Thunder 聊\t天\t室！
使\t用 /help 可\t查\t看\t聊\t天\t室\t相\t关\t指\t令。
右\t击\t玩\t家\t昵\t称\t可\t打\t开\t功\t能\t菜\t单。";"War Thunder チャットルームへようこそ！\t
”/help”で\tチャットコマンドを\t確認して\t下さい。\t
プレイヤーの\tニックネームを\t右\tクリックすると、\tテキスト メニューが\t開きます。";"Bem-vindo à sala de chat do War Thunder!
Use /help para ver os comandos de chat disponíveis.
Clique com o botão direito no apelido do jogador para abrir o menu de contexto.";"Ласкаво просимо в чат War Thunder!
Використайте /help, щоб побачити список доступних команд чату.
Правий клік по ніку гравця відкриває контекстне меню";"Dobrodošli u War Thunder čet sobu!
Koristite /help da vidite dostupne čet komande.
Klikom na igračev nadimak otvara kontekstni meni.";"Üdvözlünk a War Thunder társalgójában!
Használd a /help parancsot a használható parancsok megtekintéséhez.
Jobb egérgombbal a játékos felhasználónevére kattintva megnyílik a helyi menü.";"워썬더 채팅에 오신 것을 환영합니다!
/help 를 입력하여 채팅 명령어를 볼 수 있습니다.
플레이어의 이름을 오른쪽 클릭하여 메뉴를 열 수 있습니다.";"Вітаем вас у чаце гульні War Thunder! 
Каб пабачыць спіс даступных каманд чата, напішыце /help. 
Каб адкрыць кантэкстнае меню, націсніце правай кнопкай мышы на імя гульца.";"Bine ai venit în camera de discuții din War Thunder!
Folosește /help pentru a vedea comenzile disponibile.
Făcând clic dreapta pe numele unui jucător se deschide meniul contextual.";"歡\t迎\t來\t到 War Thunder 聊\t天\t室!
使\t用 /help 可\t查\t看\t聊\t天\t室\t相\t關\t指\t令
右\t鍵\t點\t擊\t玩\t家\t暱\t稱\t可\t以\t打\t開\t功\t能\t表";"欢\t迎\t来\t到\t战\t争\t雷\t霆\t聊\t天\t室！
使\t用 /help 可\t查\t看\t聊\t天\t室\t相\t关\t指\t令。
右\t击\t玩\t家\t昵\t称\t可\t打\t开\t功\t能\t菜\t单。";"Chào mừng đến với phòng chat War Thunder!
Sử dụng lệnh /help để xem các lệnh chat có sẵn.
Nhấp chuột phải vào tên người chơi để mở menu ngữ cảnh.";;
