"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Vietnamese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"tutorial01_dialogue16_p01";"Congratulations.";"Félicitations.";"Congratulazioni.";"Herzlichen Glückwunsch.";"Felicidades.";"Поздравляю.";"Gratuluję.";"Gratuluji";"Tebrikler.";"干\t得\t好\t。";"おめでとう";"Parabéns.";"Congratulations.";"Вітаю.";"Čestitamo.";"Gratulálok.";"축하한다.";"Віншую.";"Felicitări.";"恭喜你。";"干\t得\t好\t。";;
"tutorial01_dialogue16_p02";"You have mastered the main principles of piloting. ";"Vous maîtrisez les principes essentiels du pilotage.";"Hai dominato i principi di base dell'arte del pilotare. ";"Sie beherrschen jetzt die wichtigsten Prinzipien der Steuerung. ";"Has dominado los principios básicos de pilotear un avión.";"Вы успешно освоили основные приёмы управления самолётом.";"Znasz już główne podstawy pilotażu.";"Zvládl jsi hlavní principy pilotáže";"Pilotluğun ana prensiplerini kavradın. ";"你\t已\t经\t掌\t握\t了\t驾\t驶\t飞\t机\t的\t主\t要\t技\t巧\t。\t ";"君は\t操縦の\t基本を\tマスターした";"Dominas os princípios essenciais de pilotagem. ";"You have mastered the main principles of piloting. ";"Ви з успіхом засвоїли основні прийоми керування літаком.";"Savladali ste osnovne principe letenja.";"Elsajátítottad a repülés fő elveit. ";"이제 귀관은 주요 조종법을 완벽히 숙달했다.";"Вы паспяхова асвоілі асноўныя прыёмы кіравання самалётам.";"Ai stăpânit principiile de bază ale pilotării.";"你已經掌握了駕駛飛機的主要原則。 ";"你\t已\t经\t掌\t握\t了\t驾\t驶\t飞\t机\t的\t主\t要\t技\t巧\t。\t ";;
"tutorial01_dialogue16_p03";"We still have a long way to go, but you've made the first step in exploring the air.";"Il y a encore du chemin à parcourir, mais vous avez fait les premiers pas dans l’exploration aérienne.";"Abbiamo ancora un lungo cammino davanti, ma abbiamo fatto il primo passo nell'esplorazione dell'aria.";"Es liegt noch ein langer Weg vor uns, aber Sie haben den ersten Schritt getan.";"Todavía tenemos un largo camino, pero has dado los primeros pasos en la exploración del aire.";"Впереди у нас ещё много работы, но вы сделали свой первый шаг в освоении неба.";"Jeszcze długa droga przed nami, ale udało ci się wykonać pierwszy krok na drodze do eksploracji przestworzy.";"Pořád před sebou máme dlouhou cestu, ale udělal jsi první krok k ovládnutí vzduchu";"Daha uzun bir yolumuz var; fakat havayı keşfetme yolunda ilk adımını attın.";"虽\t然\t要\t学\t的\t东\t西\t还\t很\t多\t，\t但\t至\t少\t已\t经\t迈\t出\t了\t探\t索\t天\t空\t的\t第\t一\t步\t。";"まだまだ\t先は\t長いが、\t君は\t空の\t冒険への\t第一歩を\t踏み\t出したんだ";"Ainda temos um longo caminho a percorrer, mas já fizeste o primeiro passo em explorar o ar.";"We still have a long way to go, but you've made the first step in exploring the air.";"Попереду у нас ще багато роботи, але ви зробили свій перший крок на шляху засвоєння неба.";"Dug put je još pred nama, ali ste načinili prve korake u poznavanju letenja.";"Még hosszú út áll előttünk, de már megtetted az első lépést a ég felfedezésében.";"아직 갈 길이 멀지만, 하늘을 탐험하는 데 첫 걸음을 내딛었다.";"Наперадзе ў нас яшчэ багата работы, але свой першы крок у асваенні неба вы зрабілі.";"Mai avem mult de parcurs, dar ai făcut primul pas în explorarea aerului.";"我們還有很長的路要走，但你已經邁出了探索天空的第一步。";"虽\t然\t要\t学\t的\t东\t西\t还\t很\t多\t，\t但\t至\t少\t已\t经\t迈\t出\t了\t探\t索\t天\t空\t的\t第\t一\t步\t。";;
"tutorial01_dialogue16_p04";"You have all it takes to become a real ace!";"Vous avez tout ce qu’il faut pour devenir un as !";"Hai tutto ciò che serve per diventare un asso!";"Sie haben alles, um ein echtes Ass zu werden!";"¡Tienes todo lo que se necesita para volverte un verdadero Nº 1!";"Думаю, из вас получится блестящий ас!";"Masz potencjał, by stać się prawdziwym asem!";"Máš v sobě vše, co skutečné eso potřebuje!";"Gerçek bir savaş pilotu olmak için gerekli her şeye sahipsin!";"事\t实\t上\t你\t已\t经\t具\t备\t了\t成\t为\t一\t名\t王\t牌\t飞\t行\t员\t的\t基\t本\t素\t质\t了\t！";"君なら\t正真正銘の\tエースになれる";"Tens tudo o que é preciso para te tornares um verdadeiro ás!";"You have all it takes to become a real ace!";"Гадаю, з вас вийде неперевершений ас!";"Imate sve što je potrebno da postanete pravi as!";"Most már mindent tudsz, hogy valódi ász válhasson belőled!";"진정한 에이스가 되기 위한 모든 걸 갖췄다!";"Думаю, з вас выйдзе сапраўдны ас!";"Ai tot ce trebuie pentru a deveni un adevărat as!";"你已經具備成為一名真正的王牌飛行員所需的全部技能了!";"事\t实\t上\t你\t已\t经\t具\t备\t了\t成\t为\t一\t名\t王\t牌\t飞\t行\t员\t的\t基\t本\t素\t质\t了\t！";;
"tutorial02_dialogue01_p01";"Welcome to the second part of your training.";"Bienvenue dans la seconde partie de votre formation.";"Benvenuto alla seconda parte del tuo allenamento.";"Willkommen zum zweiten Teil Ihrer Ausbildung.";"Bienvenido a la segunda parte de tu entrenamiento.";"Приветствую вас во второй части нашего обучения.";"Witaj na drugiej części szkolenia.";"Vítej ve druhé části výcviku";"Eğitiminin ikinci bölümüne hoş geldin!";"欢\t迎\t进\t入\t训\t练\t课\t程\t的\t第\t二\t部\t分\t。";"飛行訓練第二部へようこそ";"Bem-vindo à segunda parte do teu treino.";"Welcome to the second part of your training.";"Вітаю вас у другій частині нашої програми навчання.";"Dobrodošli u drugi deo vašeg treninga.";"Köszöntelek a kiképzésed második szakaszában.";"훈련의 두 번째 과정에 온 것을 환영한다.";"Вітаю вас у другой частцы нашага вучэбнага курса.";"Bine ai venit la a doua parte a antrenamentului.";"歡迎進入第二部分訓練。";"欢\t迎\t进\t入\t训\t练\t课\t程\t的\t第\t二\t部\t分\t。";;
"tutorial02_dialogue01_p02";"Today you will engage in your first aerial combat.";"Aujourd’hui, vous prendrez part à votre premier combat aérien.";"Oggi ingaggerai il tuo primo combattimento aereo.";"Heute werden Sie Ihren ersten Luftkampf austragen.";"Hoy te ocuparás de tu primer combate aéreo";"Сегодня вам предстоит воздушный бой.";"Dziś wdasz się w swoją pierwszą walkę powietrzną.";"Dnes tě čeká tvůj první letecký souboj";"Bugün ilk hava muharebene katılacaksın.";"今\t天\t你\t将\t亲\t身\t经\t历\t一\t场\t真\t正\t的\t空\t战\t。";"今日、\t君は\t初めての\t空中戦に\t挑む";"Hoje irás participar no teu primeiro combate aéreo.";"Today you will engage in your first aerial combat.";"Сьогодні на вас чекає повітряний бій.";"Danas ćete učestvovati u vašoj prvoj vazdušnoj borbi.";"Ma részt fogsz venni az első légi harcodban.";"오늘은 처음으로 공중전을 벌일 거다.";"Сёння вас чакае паветраны бой.";"Astăzi te veți angaja în prima luptă aeriană.";"今天你將會經歷第一次空戰。";"今\t天\t你\t将\t亲\t身\t经\t历\t一\t场\t真\t正\t的\t空\t战\t。";;
"tutorial02_dialogue01_p03";"However, first things first.";"Toutefois, chaque chose en son temps.";"Ma andiamo con ordine.";"Doch das Wichtigste zuerst.";"Sin embargo, lo primero es lo primero.";"Но начнём по порядку.";"Ale po kolei.";"Ale hezky popořadě";"Ancak, her şeyin sırası var.";"不\t过\t，\t首\t先\t需\t要\t说\t明\t一\t下\t。";"だが、\tその\t前にやる\t事がある";"No entanto, as primeiras coisas primeiro.";"However, first things first.";"Але почнемо за порядком.";"Ipak, krenimo redom.";"Azonban csak sorjában.";"하지만 먼저 알아둬야 할 게 있다.";"Але ўсё па парадку.";"Totuși, să începem cu începutul.";"不過，首先得瞭解一些重要事項。";"不\t过\t，\t首\t先\t需\t要\t说\t明\t一\t下\t。";;
"tutorial02_dialogue02_p01";"You can always change your viewpoint when flying.";"Vous pouvez toujours modifier votre point de vue en vol.";"Puoi sempre cambiare il tuo punto di vista mentre voli.";"Sie können jederzeit beim Fliegen die Ansicht ändern.";"Siempre puedes cambiar tu punto de vista cuando vuelas.";"На любом самолёте вы всегда можете сменить вид.";"W czasie lotu w każdej chwili możesz zmienić perspektywę.";"Během letu můžeš měnit svůj pohled";"Uçuş halinde görüş açını her zaman değişebilirsin.";"在\t飞\t行\t过\t程\t中\t你\t可\t以\t随\t时\t切\t换\t视\t角\t。";"飛行中はいつでも\t視点を\t切り\t替えられる";"Sempre podes alterar teu ponto de vista ao voar.";"You can always change your viewpoint when flying.";"На будь-якому літаку ви завжди маєте змогу змінити вид.";"Uvek možete promeniti pogled prilikom letenja.";"Repülés közben bármikor válthatsz nézetet.";"비행 중에 언제라도 시점을 변경할 수가 있다.";"На любым самалёце можна змяніць від.";"Poți să-ți schimbi întotdeauna punctul de observare când zbori.";"在飛行過程中你可以隨時切換視角。";"在\t飞\t行\t过\t程\t中\t你\t可\t以\t随\t时\t切\t换\t视\t角\t。";;
"tutorial02_dialogue02_p02";"Usually there are three viewpoints: cockpit, virtual cockpit and third person view.";"En général, il y a trois points de vue : cockpit, cockpit virtuel et vue à la troisième personne.";"In genere i punti di vista sono tre: abitacolo, abitacolo virtuale e la visione in terza persona.";"In der Regel gibt es drei Ansichten: Cockpit, virtuelles Cockpit und Drittpersonansicht.";"Generalmente hay tres puntos de vista: visión de cabina, de cabina virtual y de tercera persona.";"Обычно их три — кокпит, виртуальный кокпит и вид от третьего лица.";"Zwykle dostępne są trzy widoki: z kokpitu, z kokpitu wirtualnego, oraz z perspektywy trzeciej osoby.";"Obvykle máš k dispozici tři pohledy: kokpit, virtuální kokpit a vnější pohled";"Genellikle üç görüş açısı vardır; kokpit, sanal kokpit ve üçüncü kişi.";"通\t常\t有\t以\t下\t三\t种\t选\t择\t：\t座\t舱\t视\t角\t、\t虚\t拟\t座\t舱\t视\t角\t和\t第\t三\t人\t称\t视\t角\t。";"通常、\t三種類の\t視点がある　\tコクピット、\tバーチャル・コクピット、\tそれに\tビハインドビューだ";"Geralmente, existem três pontos de vista: cockpit, cockpit virtual e visão em terceira pessoa.";"Usually there are three viewpoints: cockpit, virtual cockpit and third person view.";"Зазвичай їх три — кокпіт, віртуальний кокпіт, та вид від третьої особи.";"Obično postoje tri pogleda: kabina, virtualna kabina i pogled iz trećeg lica.";"Általában három nézőpont van: pilótafülke, virtuális pilótafülke és külső nézet.";"일반적으로 조종석, 가상 조종석 그리고 3인칭 시점의 3가지 시점이 있다.";"Звычайна іх тры — кабіна, віртуальная кабіна і від ад трэцяй асобы.";"De obicei, există trei puncte de observare: cabina, cabina virtuală și vederea din exterior.";"通常有三種視角：座艙視角、虛擬座艙視角和第三人稱視角。";"通\t常\t有\t以\t下\t三\t种\t选\t择\t：\t座\t舱\t视\t角\t、\t虚\t拟\t座\t舱\t视\t角\t和\t第\t三\t人\t称\t视\t角\t。";;
"tutorial02_dialogue02_p03";"Change the viewpoint.";"Changer le point de vue.";"Cambia il punto di vista.";"Ändern Sie die Ansicht.";"Cambia el punto de vista.";"Переключите вид.";"Zmień perspektywę.";"Přepni pohled";"Görüş açını değiştir.";"按\t下\t切\t换\t视\t角\t。";"視点を\t切り\t替えてみよう";"Muda o ponto de vista.";"Change the viewpoint.";"Перемкніть вид.";"Promenite pogled.";"Válts nézetet.";"시점을 변경한다.";"Пераключыце від.";"Modifică punctul de observare.";"切換視角。";"按\t下\t切\t换\t视\t角\t。";;
"tutorial02_dialogue02_p04";"Press this button repeatedly to cycle between viewpoints. Choose the one you like best.";"Appuyez plusieurs fois sur ce bouton pour changer de point de vue. Choisissez celui que vous préférez.";"Premi ripetutamente il tasto per cambiare i punti di vista. Scegli quello che preferisci.";"Drücken Sie diese Button, um die Ansichten zu ändern. Wählen Sie die, die Ihnen am besten gefällt.";"Presiona este botón repetidamente para alternar entre puntos de vista. Elige el que más te guste. ";"Повторное нажатие на кнопку переключит вас на следующий вид. Выберите понравившийся.";"Wciskając ten przycisk, przełączasz się pomiędzy widokami. Wybierz ten, który odpowiada ci najbardziej.";"Opakovaným stiskem klávesy přepínej mezi pohledy, vyber si ten, který ti vyhovuje nejlépe";"Görüş açıları arasında geçiş yapmak için bu düğmeye sürekli bas. En çok sevdiğini seç.";"重\t复\t按\t此\t键\t，\t便\t可\t以\t在\t各\t视\t角\t之\t间\t循\t环\t切\t换\t。\t现\t在\t选\t一\t个\t你\t最\t喜\t欢\t的\t视\t角\t。";"この\tボタンを\t繰り\t返し\t押す\t事で、\t視点が\t順番に\t切り\t替わる　\t好みの\t視点を\t選んでくれ";"Pressiona este botão repetidamente para alternar entre pontos de vista. Escolhe a que mais gostas.";"Press this button repeatedly to cycle between viewpoints. Choose the one you like best.";"Повторне натиснення кнопки перемикне вас до наступного виду. Оберіть той, що сподобався.";"Pritiskajte ovo dugme za kruženje između postojećih pogleda. Odaberite onaj koji vam najviše odgovara.";"Ezzel a gombbal válthatsz a nézetek között. Válaszd ki a neked legjobban tetszőt.";"이 버튼을 반복적으로 눌러 시점을 변경할 수 있을 거다. 가장 마음에 드는 걸 선택할 수 있도록 한다.";"Паўторны націск на клавішу пераключыць від яшчэ раз. Выберыце від, які вам даспадобы.";"Apasă repetat acest buton pentru a trece succesiv printre punctele de observare. Alege-l pe cel care îți place cel mai mult.";"重複按此按鈕，可以在各視角之間迴圈切換。選一個你最喜歡的視角。";"重\t复\t按\t此\t键\t，\t便\t可\t以\t在\t各\t视\t角\t之\t间\t循\t环\t切\t换\t。\t现\t在\t选\t一\t个\t你\t最\t喜\t欢\t的\t视\t角\t。";;
"tutorial02_dialogue02_p05";"You can zoom in to see your target better.";"Vous pouvez zoomer pour mieux voir votre cible.";"Puoi anche fare zoom per vedere meglio l'obiettivo.";"Sie können zoomen, um Ihr Ziel besser zu sehen.";"Puedes hacer zoom para ver mejor tu objetivo.";"Вы можете использовать приближение, чтобы лучше видеть цель.";"Możesz przybliżyć obraz, by lepiej widzieć cel.";"Přiblížením pohledu si můžeš cíl lépe prohlédnout";"Hedefini daha iyi görebilmek için yakınlaşabilirsin.";"放\t大\t视\t角\t后\t可\t以\t更\t好\t地\t观\t察\t目\t标\t。";"標的をよく\t見たい\t時は\tズームイン";"Podes ampliar para ver melhor o alvo.";"You can zoom in to see your target better.";"Ви можете використати наближення, щоб краще бачити ціль.";"Možete zumirati pogled da biste bolje videli vašu metu.";"Ráközelítésre is van lehetőséged, ha jobban szeretnéd látni a célpontot.";"화면을 확대하면 목표가 더 잘 보일 거다.";"Можна выкарыстоўваць набліжэннем, каб лепш бачыць цэль.";"Poți să mărești imaginea (să o apropii) pentru a vedea mai bine ținta.";"你可以進行放大，以便更清晰地查看你的目標。";"放\t大\t视\t角\t后\t可\t以\t更\t好\t地\t观\t察\t目\t标\t。";;
"tutorial02_dialogue02_p06";"Often you will need to see what is happening around you.";"Vous aurez souvent besoin de voir ce qui se passe autour de vous.";"Spesso avrai bisogno di vedere cosa succede attorno a te.";"Oft werden Sie sehen müssen, was um Sie herum geschieht.";"Con frecuencia necesitarás ver que está pasando a tu alrededor.";"Также нам часто необходимо видеть, что происходит вокруг.";"Często musisz dobrze widzieć, co dzieje się wokół ciebie.";"Často budeš chtít mít přehled o tom, co se kolem tebe děje";"Çevrende neler olup bittiğini sık sık gözetlemen gerekecek.";"在\t大\t部\t分\t情\t况\t下\t你\t都\t需\t要\t充\t分\t把\t控\t周\t围\t的\t态\t势\t。";"周囲の\t状況は\t頻繁に\t確認する\t必要がある";"Muitas vezes precisarás de ver o que está a acontecer ao teu redor.";"Often you will need to see what is happening around you.";"Також необхідно бачити те, що відбувається навкруги.";"Često ćete morati gledati šta se događa oko vas.";"Gyakran szükséged lesz arra, hogy lásd mi történik körülötted.";"주변에서 무슨 일이 일어나는지 자주 확인해 봐야 할 거다.";"Таксама часта трэба бачыць, што адбываецца навакол.";"Adesea va trebui să vezi ce se întâmplă în jurul tău.";"很多時候，你需要知道周圍發生了什麼。";"在\t大\t部\t分\t情\t况\t下\t你\t都\t需\t要\t充\t分\t把\t控\t周\t围\t的\t态\t势\t。";;
"tutorial02_dialogue02_p07";"For that you can look around.";"Pour ça, vous pouvez regarder autour.";"Con questo puoi guardarti attorno.";"Dafür können Sie sich umsehen.";"Para eso puedes mirar alrededor.";"Для этого вы можете оглядеться по сторонам.";"Właśnie dlatego możesz się rozglądać.";"A proto se můžeš rozhlížet";"Çevrene bakınabilirsin.";"这\t时\t可\t以\t环\t顾\t四\t周\t。";"そのため\t見回す\t事も\t可能だ";"Para isso, podes olhar em redor.";"For that you can look around.";"Задля цього ви маєте змогу озиратися по сторонам.";"Za to možete gledati unaokolo.";"Ezért körül is tudsz nézni.";"그러려면 주위를 둘러볼 수 있어야 하고.";"Для гэтага можна азірнуцца па баках.";"Pentru asta poți să te uiți în jur.";"這種情況下，你可以環顧周圍。";"这\t时\t可\t以\t环\t顾\t四\t周\t。";;
"tutorial02_dialogue02_p08";"However, your target might be out of your range of visibility.";"Toutefois, votre cible peut être hors de vue.";"Comunque, il tuo obiettivo potrebbe stare fuori dal tuo campo visivo.";"Allerdings kann ein Ziel auch außerhalb Ihrer Sichtweite sein.";"Sin embargo, tu objetivo puede estar fuera de tu rango de visibilidad.";"Однако искомый объект не всегда бывает в пределах видимости.";"Twój cel może być jednak poza zasięgiem wzroku.";"Nicméně tvůj cíl může být mimo dohled";"Ne var ki, hedefin görüş alanının dışında olabilir.";"当\t然\t，\t你\t的\t目\t标\t也\t有\t可\t能\t在\t当\t前\t视\t线\t范\t围\t之\t外\t。";"だが\t標的は\t君の\t視界の\t外にいるかもしれない";"No entanto, o teu alvo pode estar fora do teu alcance de visibilidade.";"However, your target might be out of your range of visibility.";"Однак шуканий об'єкт не завжди буває у межах видимості.";"Međutim, vaša meta može biti van vašeg opsega vidljivosti.";"Azonban előfordulhat, hogy a célpont a látótartományodon kívül esik.";"근데 목표가 시야 밖에 있을 수도 있어.";"Аднак шуканы аб'ект не заўсёды бывае ў граніцах бачнасці.";"Cu toate acestea, ținta s-ar putea să nu fie în raza câmpului tău vizual.";"但是，你的目標有可能在你的視線範圍之外。";"当\t然\t，\t你\t的\t目\t标\t也\t有\t可\t能\t在\t当\t前\t视\t线\t范\t围\t之\t外\t。";;
"tutorial02_dialogue02_p09";"If that's the case, try to locate it on the map.";"Dans ce cas, essayez de la positionner sur la carte.";"Se questo è il caso, cerca di localizzarlo sulla cartina.";"Versuchen Sie es in diesem Fall auf der Karte zu lokalisieren.";"Si ese es el caso, trata de localizarlo en el mapa.";"В таком случае попробуйте найти его на карте.";"Jeśli tak jest, spróbuj odnaleźć go na mapie.";"V takovém případě se pokus cíl najít na mapě";"Durum buysa hedefini haritada tespit etmeyi dene.";"这\t样\t就\t得\t尝\t试\t通\t过\t战\t术\t地\t图\t确\t定\t其\t位\t置\t。";"その\t場合は、\tマップ\t上で\t位置を\t確認しろ";"Se for esse o caso, tenta localizá-lo no mapa.";"If that's the case, try to locate it on the map.";"В такому випадку спробуйте знайти його на мапі.";"U tom slučaju, pokušajte je pronaći na mapi.";"Ha így lenne, akkor próbáld meg lokalizálni a térképen.";"그럴 때는 지도를 보면 돼.";"У такім выпадку скарыстайце карту, каб знайсці яго.";"În acest caz, încearcă să o găsești pe hartă.";"這時候需要試試在地圖上確定它的位置。";"这\t样\t就\t得\t尝\t试\t通\t过\t战\t术\t地\t图\t确\t定\t其\t位\t置\t。";;
"tutorial02_dialogue02_p10";"When you become wing leader, you will have another map interface.";"Quand vous dirigerez un escadron, vous aurez une autre interface pour les cartes.";"Quando sarai il comandante dello squadrone, avrai un'altra interfaccia della mappa.";"Wenn Sie Schwarmführer werden, haben Sie eine andere Karte zur Ansicht.";"Cuando te conviertas en un líder del aire, tendrás otra interfase de mapa.";"Когда вы станете командиром отряда, вам пригодится другой вид карты.";"Gdy zostaniesz dowódcą klucza, będziesz korzystać z innego interfejsu mapy.";"Když se staneš velitelem letky, budeš mít k dispozici jiné mapové rozhraní";"Kanat lideri olduğunda başka bir harita arayüzün olacak.";"作\t为\t小\t队\t长\t，\t你\t会\t获\t得\t一\t个\t专\t门\t的\t地\t图\t界\t面\t。";"君が\t編隊長の\t時は、\t別の\tマップも\t与えられる";"Quando te tornares no líder da asa, terás outra interface do mapa.";"When you become wing leader, you will have another map interface.";"Коли ви станете командиром ланки, вам стане у пригоді інший вигляд мапи.";"Kada postanete vođa krila, imaćete još jedan interfejs sa mapom.";"Ha rajparancsnok leszel, akkor más lesz a térképnek a kezelő felülete.";"편대장이 되면 지도 인터페이스가 달라질 거다.";"Калі вы станеце камандзірам звязу, вам прыдасца іншы выгляд карты.";"Când devii lider de zbor, vei avea o altă interfață a hărții.";"當你是機隊隊長時，你會有另外一個地圖介面。";"作\t为\t小\t队\t长\t，\t你\t会\t获\t得\t一\t个\t专\t门\t的\t地\t图\t界\t面\t。";;
"tutorial02_dialogue02_p11";"It will list your wingmen and let you cycle between them.";"Elle listera vos coéquipiers, et vous permettra de circuler parmi eux.";"Ci sarà una lista dei tuoi copiloti e potrai alternare fra loro.";"Dort sind Ihre Rottenflieger aufgelistet, zwischen denen Sie wechseln können.";"Habrá una lista de tus copilotos y podrás alternar entre ellos.";"В нём вы сможете увидеть список пилотов вашего отряда и переключиться между ними.";"Będzie na nim lista twoich skrzydłowych, a ty będziesz mieć możliwość przełączania się między nimi.";"Bude na něm uveden seznam tvých spolubojovníků, mezi kterými můžeš přepínat";"Destek pilotunu görüntüleyecek ve haritalar arasında geçiş yapmanı sağlayacaktır.";"通\t过\t这\t个\t界\t面\t，\t你\t可\t以\t切\t换\t至\t其\t他\t小\t队\t成\t员\t。";"僚機を\t表示する\tマップだ　\t切り\t替えも\t出来る";"Ouve os teus companheiros e deixe alterna entre eles.";"It will list your wingmen and let you cycle between them.";"В ньому ви маєте змогу бачити список пілотів вашої ланки та перемикатися між ними.";"Pokazivaće vašeg branioca krila i moći ćete da kružite između dve mape.";"Kilistázza a kötelék tagjait és lehetőséged van váltani köztük.";"요기의 목록이 나오고 그 중에서 선택할 수 있게 된다.";"У ім вы можна пабачыць спіс пілотаў вашага звязу і пераключацца паміж імі.";"Aceasta îți va afișa coechipierii și te va lăsa să comuți între ei.";"它會列出你的僚機成員並讓你挨個查看。";"通\t过\t这\t个\t界\t面\t，\t你\t可\t以\t切\t换\t至\t其\t他\t小\t队\t成\t员\t。";;
"tutorial02_dialogue03_p01";"Let's start your combat training now.";"Commençons votre formation au combat.";"Ora cominciamo con il tuo addestramento in vista del combattimento.";"Beginnen wir nun mit Ihrer Gefechtsausbildung.";"Comencemos tu entrenamiento para el combate ahora.";"Теперь приступим к боевой подготовке.";"Rozpocznijmy szkolenie bojowe.";"Teď začne tvůj bojový výcvik";"Şimdi muharebe eğitimine başlayalım.";"现\t在\t让\t我\t们\t开\t始\t作\t战\t训\t练\t吧\t。";"では\t戦闘訓練を\t始めよう";"Vamos começar o teu treino de combate.";"Let's start your combat training now.";"Зараз розпочнемо бойову підготовку.";"Započnimo sada vašu borbenu obuku.";"Kezdjünk bele a harci kiképzésedbe.";"현시간부터 계획된 공중전 훈련을 시작한다.";"Цяпер прыступім да баявой падрыхтоўцы.";"Acum să începem antrenamentul de luptă.";"現在開始你的戰鬥訓練吧。";"现\t在\t让\t我\t们\t开\t始\t作\t战\t训\t练\t吧\t。";;
"tutorial02_dialogue03_p02";"Take a look at the radar.";"Regardez le radar.";"Dai un'occhiata al radar.";"Werfen Sie einen Blick auf das Radar.";"Echa un vistazo al radar.";"Обратите внимание на радар.";"Spójrz na radar.";"Podívej se na radar";"Radara bir bak.";"先\t看\t看\t雷\t达\t界\t面\t。";"レーダーに\t注目";"Dá uma olhada no radar.";"Take a look at the radar.";"Зверніть увагу на радар.";"Pogledajte u radar.";"Vess egy pillantást a radarra.";"레이더를 봐봐.";"Паглядзіце на радар.";"Uită-te la radar.";"看一下雷達。";"先\t看\t看\t雷\t达\t界\t面\t。";;
"tutorial02_dialogue03_p03";"You can see your plane in the center, my plane, and four barrage balloons.";"Vous pouvez voir votre avion au centre, mon avion, et quatre ballons de barrage.";"Puoi vedere il tuo aerei al centro, il mio aereo e 4 palloni di sbarramento.";"Sie können Ihr Flugzeug in der Mitte, mein Flugzeug und vier Sperrballons sehen.";"Puedes ver tu avión en el centro, mi avión y cuatro globos de barrera.";"Сейчас вы видите на нём ваш самолёт — в центре, мой самолёт и четыре аэростата.";"Na środku ekranu możesz zobaczyć swój oraz mój samolot i cztery balony zaporowe.";"Uprostřed vidíš svůj letoun, můj letoun a čtyři přehradné balóny";"Uçağını ortada görebilirsin, benim uçağım ve dört hava barajı balonu.";"你\t可\t以\t观\t察\t到\t位\t于\t正\t中\t的\t自\t己\t的\t飞\t机\t，\t以\t及\t我\t的\t飞\t机\t和\t四\t个\t防\t空\t气\t球\t。";"中央には、\tあなたの\t機体、\t私の\t機体、\tそして 4 機の\t阻害気球が\t見えるでしょう。";"Podes ver o teu avião no centro, o meu avião, e quatro balões de barragem.";"You can see your plane in the center, my plane, and four barrage balloons.";"Зараз ви бачите на ньому ваш літак — в центрі, мій літак та чотири аеростата.";"Možete videti svoj ​​avion u sredini, moj avion i četiri baražna balona.";"Láthatod a repülőgépemet, négy záróléggömböt, valamint a te repülőgépedet középen.";"귀관의 비행기가 중앙에 있고, 이 교관과, 그리고 네 대의 방공기구를 볼 수 있을 것이다.";"Зараз на ім паказваецца ваш самалёт — ён у цэнтры, мой самалёт і чатыры аэрастаты.";"Poți să-ți vezi avionul în centru, avionul meu și patru baloane de baraj.";"你可以在螢幕上看到自己的飛機（正中位置）、我的飛機以及四個防空氣球。";"你\t可\t以\t观\t察\t到\t位\t于\t正\t中\t的\t自\t己\t的\t飞\t机\t，\t以\t及\t我\t的\t飞\t机\t和\t四\t个\t防\t空\t气\t球\t。";;
"tutorial02_dialogue03_p04";"These barrage balloons will play the role of enemy forces today.";"Ces ballons de barrage vont jouer le rôle des forces ennemies aujourd'hui.";"Questi palloni da sbarramento faranno la parte del nemico.";"Diese Sperrballons spielen für heute die Rolle der feindlichen Kräfte.";"Esos globos de barrera cumplen su papel ante el enemigo.";"Тренировочные аэростаты будут сегодня выполнять роль ваших противников.";"Te balony zaporowe odegrają dziś rolę wrogich sił.";"Tyto balóny budou dnes představovat nepřátelské jednotky";"Bu hava barajı balonları bugün düşman kuvvetleri rolünü oynayacak.";"现\t在\t这\t些\t防\t空\t气\t球\t将\t扮\t演\t敌\t军\t角\t色\t。";"本日はこの\t阻害気球が\t敵役を\t務めます。";"Estes balões de barragem irão desempenhar o papel de inimigos por hoje.";"These barrage balloons will play the role of enemy forces today.";"Тренувальні аеростати будуть виконувати роль ваших противників.";"Ovi baražni baloni danas će predstavljati neprijateljske snage.";"Ma ezek a záróléggömbök fogják az ellenséges egységek szerepét játszani.";"저 방공기구가 이번 훈련의 적기 역할을 하게 된다.";"Трэніровачныя аэрастаты сёння будуць выконваць ролю вашых супраціўнікаў.";"Aceste baloane de baraj vor juca acum rolul forțelor inamice.";"現在防空氣球將扮演敵軍角色。";"现\t在\t这\t些\t防\t空\t气\t球\t将\t扮\t演\t敌\t军\t角\t色\t。";;
