"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"events/chapter/test_events";"Test Events";"Événements test";"Eventi Test";"Test-Ereignisse";"Eventos de Prueba";"Тестовые события";"Wydarzenia testowe";"Testovací eventy";"Deneme Etkinlikleri";"测​试​任​务";"テストイベント";"Eventos de Teste";"Тестові події";"Test eventi";"Tesztesemények";"시험 이벤트";"Тэставыя падзеі";"Evenimente de testare";"測​試​任​務";"测​试​任​务";"Sự kiện kiểm thử";;
"events/chapter/playtest_events";"Playtest";"Test du jeu";"Prova";"Spieltests";"Prueba";"Playtest";"Gra testowa";"Herní test";"Testler";"游​戏​测​试";"プレイテスト";"Playtest";"Playtest";"Playtest";"Játékteszt";"플레이테스트";"Playtest";"Joc de testare";"遊​戲​測​試";"游​戏​测​试";"Chơi thử";;
"events/chapter/combined_battles";"Combined Battles";"Batailles combinées";"Battaglie Combinate";"Verbundene Schlachten";"Batallas Mixtas";"Совместные сражения";"Bitwy Mieszane";"Kombinované bitvy";"Karışık savaşlar";"联​合​作​战";"共同戦闘";"Batalhas combinadas";"Спільні битви";"Kombinovane bitke";"Összfegyvernemi csaták";"공지합동전";"Агульнавайскавыя баі";"Lupte combinate";"聯​合​作​戰";"联​合​作​战";"Trận đấu Phối hợp";;
"events/chapter/special_events";"Special Events";"Événements spéciaux";"Eventi Speciali";"Spezielle Ereignisse";"Eventos Especiales";"Акционные события";"Wydarzenia specjalne";"Speciální eventy";"Özel Etkinlikler";"特​殊​活​动";"スペシャルイベント";"Eventos Especiais";"Акційні події";"Specijalni eventi";"Különleges események";"특별 이벤트";"Акцыйныя падзеі";"Evenimente speciale";"特​殊​活​動";"特​殊​活​动";"Sự kiện đặc biệt";;
"events/chapter/historical_events";"Historical Events";"Événements historiques";"Eventi Storici";"Historische Ereignisse";"Eventos Históricos";"Исторические события";"Wydarzenia historyczne";"Historické eventy";"Tarihi Etkinlikler";"历​史​事​件";"ヒストリカルイベント";"Eventos Históricos";"Історичні події";"Istorijski eventi";"Történelmi események";"역사 기반 이벤트";"Гістарычныя падзеі";"Evenimente istorice";"歷​史​事​件";"历​史​事​件";"Sự kiện Lịch sử";;
"events/chapter/chronicle";"WW2 Chronicles";"Chroniques de la 2nde GM";"Cronache della 2^GM";"Chroniken des 2. WK";"Crónicas de la SGM";"Хроника Второй мировой";"Kroniki II Wojny Światowej";"Kronika 2. světové války";"WW2 Günlükleri";"二​战​编​年​史";"第二次世界大戦史";"Crónicas da 2ª Guerra Mundial";"Хроніка другої світової війни";"Hronike Drugog Svetskog rata";"II. világháború krónikái";"2차대전 연대기";"Хроніка Другой сусветнай";"Cronici Al Doilea Război Mondial";"二​戰​編​年​史";"二​战​编​年​史";"Biên niên sử Thế Chiến thứ 2";;
"events/chapter/air_tournaments";"Air Tournaments";"Tournois aérien";"Tornei Aviazione";"Flugzeugturniere";"Torneos Aéreos";"Авиатурниры";"Turnieje lotnicze";"Letecké turnaje";"Hava Turnuvaları";"空​战​竞​技​场";"空中戦\tトーナメント";"Torneios Aéreos";"Авіа турніри";"Vazdušni turniri";"Repülőgép-bajnokságok";"공중전 토너먼트";"Авіяцыйныя турніры";"Turnee aeriene";"空​戰​錦​標​賽";"空​战​竞​技​场";"Giải đấu Trên không";;
"events/chapter/tank_tournaments";"Ground Tournaments";"Tournois de char";"Tornei Esercito";"Landfahrzeugturniere";"Torneos Terrestres";"Танковые турниры";"Turnieje pancerne";"Tankové turnaje";"Tank Turnuvaları";"陆​战​竞​技​场";"戦車戦\tトーナメント";"Copa de Tanques";"Танкові турніри";"Tenkovski Turniri";"Szárazföldi bajnokságok";"지상전 토너먼트";"Танкавыя турніры";"Turnee tancuri";"坦​克​錦​標​賽";"陆​战​竞​技​场";"Giải đấu Mặt đất";;
"events/chapter/clan_tournaments";"Squadron Tournaments";"Tournois Escadron";"Tornei tra Squadriglie";"Kampfgruppenturniere";"Torneos de Escuadrones";"Полковые турниры";"Turnieje dywizjonów";"Svazové turnaje";"Filo Turnuvaları";"联​队​赛​竞​技​场";"部隊\tトーナメント";"Copas de Esquadrão";"Полкові турніри";"Eskadrilni Turniri";"Századbajnokságok";"비행대 토너먼트";"Палкавыя турніры";"Turnee companii";"聯​隊​錦​標​賽";"联​队​赛​竞​技​场";"Giải đấu Quân đoàn";;
"events/chapter/race";"Race";"Course";"Gara";"Rennen";"Carrera";"Гонки";"Wyścig";"Závod";"Yarış";"竞​速​赛";"レース";"Corrida";"Гонки";"Trka";"Verseny";"경주";"Гонкі";"Cursă";"競​速​賽";"竞​速​赛";"Đua";;
"events/chapter/mad_thunder";"Mad Thunder";"Mad Thunder";"Mad Thunder";"Mad Thunder";"Mad Thunder";"Mad Thunder";"Mad Thunder";"Mad Thunder";"Mad Thunder";"废​土​雷​霆";"マッドサンダー";"Mad Thunder";"Mad Thunder";"Mad Thunder";"Mad Thunder";"매드 썬더";"Mad Thunder";"Mad Thunder";"瘋​狂​雷​霆";"Mad Thunder";"Sấm Giận";;
"events/future_events";"Future Events";"Événements futurs";"Eventi futuri";"Zukünftige Ereignisse";"Eventos Futuros";"Будущие события";"Przyszłe Wydarzenia";"Plánované eventy";"Gelecek Etkinlikler";"筹​备​中​的​行​动";"開催予定の\tイベント";"Eventos futuros";"Майбутні події";"Budući eventi";"Jövőbeli események";"이벤트 예고";"Будучыя падзеі";"Evenimente viitoare";"籌​備​中​的​行​動";"特​别​行​动​即​将​开​放";"Sự kiện sắp tới";;
"events/players_count";"Players";"Joueurs";"Giocatori";"Spieler";"Jugadores";"Игроков";"Gracze";"Hráči";"Oyuncular";"玩​家​数";"プレイヤー";"Jogadores";"Гравців";"Igrači";"Játékosszám";"플레이어";"Гульцоў";"Jucători";"玩​家​數";"玩​家​数";"Người chơi";;
"events/clans_count";"Squadrons";"Escadrons";"Squadriglie";"Kampfgruppen";"Escuadrones";"Полков";"Klany";"Svazy";"Filolar";"联​队​数";"クラン";"Esquadrões";"Полків";"Eskadrile";"Századok száma";"비행대";"Палкоў";"Companii";"聯​隊​數";"联​队​数";"Quân đoàn";;
"events/max_players_count";"Max players";"Joueurs max";"Giocatori massimi";"Max. Spieler";"Máx. de jugadores";"Макс. игроков";"Maksymalna liczba graczy";"Maximum hráčů";"Maksimum oyuncu sayısı";"最​多​玩​家​数​量";"最大\tプレイヤー\t数";"Max de jogadores";"Макс. гравців";"Maksimalan broj igrača";"Max. játékosszám";"최대 참가 인원";"Макс. гульцоў";"Maxim jucători";"人​數​上​限";"人​数​上​限";"Số người chơi tối đa";"need short string";
"events/players_range";"Players required (min - max): ";"Joueurs requis (min - max) :";"Giocatori richiesti (min - max): ";"Spieler benötigt (Min - Max):";"Jugadores necesarios (mín - máx): ";"Количество игроков (мин - макс): ";"Wymagani gracze (min - max): ";"Počet hráčů (min - max): ";"Gereken oyuncu (min - maks): ";"开​战​人​数​要​求​（下​限 - 上​限）：";"必要参加人数　\t(min - max):";"Jogadores requeridos (min - max):";"Кількість гравців (мін - макс) :";"Igrača potrebno (minimalno - maksimalno): ";"Szükséges játékosszám (min–max): ";"플레이어 숫자 (최소 ~ 최대):";"Патрабуецца гульцоў (мін–макс): ";"Jucători necesari (min - max): ";"開​戰​人​數​要​求​（下​限 - 上​限）：";"开​战​人​数​要​求​（下​限 - 上​限）：";"Yêu cầu người chơi (tối thiểu-tối đa):";;
"events/players_short";"Players (min - max): ";"Joueurs (mini - maxi): ";"Giocatori (min - max): ";"Spieler (min - max): ";"Jugadores (min - max): ";"Игроков (мин - макс): ";"Gracze (min - max): ";"Počet hráčů (min - max): ";"Oyuncular (min - maks): ";"玩​家​数​量：";"プレイヤー\t数（最小 - 最大）:";"Jogadores (min - max): ";"Гравців (мін - макс): ";"Igrači (min - maks): ";"Játékosszám (min–max): ";"플레이어 (최소 ~ 최대):";"Гульцоў (мін-макс): ";"Jucători (min - max): ";"玩​家​數​量：";"玩​家​数​量：";"Người chơi (tối thiểu - tối đa)";;
"events/players_range_single";"Players required: ";"Joueurs requis :";"Giocatori richiesti: ";"Erforderliche Spieler:";"Jugadores necesarios: ";"Количество игроков: ";"Wymagana liczba graczy:";"Počet hráčů: ";"Gerekli Oyuncu:";"玩​家​要​求：";"必要な\tプレイヤー:";"Jogadores necessários:";"Кількість гравців:";"Potrebno igrača:";"Szükséges játékosszám: ";"필요 인원:";"Колькасць гульцоў: ";"Jucători necesari: ";"玩​家​要​求：";"玩​家​要​求：";"Yêu cầu số người chơi: ";;
"events/arcade_common_desc";"An Arcade Battle based on a real historical event, it takes place in random arcade locations. The vehicles list is limited to the vehicles that indeed fought in that period.";"Bataille d'Arcade basée sur des événements historiques réels, elle se déroule dans des endroits aléatoires. La liste de véhicules est limitée aux véhicules qui ont en effet combattus pendant cette période.";"La Battaglia Arcade basata su eventi storici che si svolge con mappe casuali arcade.
La lista delle unità è limitata ai modelli che combatterono durante quel periodo.";"Eine Arcade-Schlacht, die auf einem historischen Ereignis basiert und an einem zufälligen Arcade-Einsatzort ausgetragen wird. Die Liste der verfügbaren Fahrzeuge ist auf Modelle der entsprechenden Periode beschränkt.";"Una Batalla Arcade basada en un evento histórico real, tiene lugar en ubicaciones aleatorias arcade. La lista de vehículos está limitada a los vehículos que se enfrentaron en ese período.";"Аркадный бой по мотивам исторического сражения, происходит на случайных аркадных картах. Выбор техники ограничен списком той техники, которая действительно принимала участие в боях указанного периода.";"Bitwa w trybie zręcznościowym oparta na prawdziwych wydarzeniach historycznych, odbywa się na losowych lokacjach znanych z bitew zręcznościowych. Lista pojazdów ograniczona jest do tych, które rzeczywiście walczyły w tamtym okresie.";"Zjednodušená bitva založená na skutečné historické události, odehrává se v náhodných lokacích. Seznam strojů je omezen na typy, které skutečně bojovaly v daném období";"Bir Basitleştirilmiş Savaş gerçek bir tarihsel olay üzerine kurulmuştur ve rastgele basitleştirilmiş konumlarda yer alır. Araç listesi gerçekten de o dönemde savaşmış araçlar ile sınırlıdır.";"基​于​历​史​事​件​的​街​机​娱​乐​模​式​战​斗。​使​用​随​机​街​机​地​图，​并​将​依​照​史​实​对​载​具​型​号​作​出​限​制。";"「アーケードバトル」\tとは、\t史実の\t出来事を\t基にして\t行われ、\tランダムな\t場所で\t実施されます。\t機体\tリストは、\t当時実際に\t参戦した\t機体に\t限定されています。";"A Batalha Arcade baseada em um acontecimento histórico, ocorre em locais aleatórios de arcade. Lista de aeronaves são limitadas as aeronaves que realmente lutaram neste período.";"Аркадна битва, заснована на реальній історичній події, відбувається у випадкових аркадних локаціях. Вибір техніки обмежений списком тієї техніки, яка справді воювала в той період.";"Arkadne borbe zasnovane na stvarnim istorijskim događajima, odigravaju se na proizvoljnim arkadnim lokacijama. Lista vozila je ograničena na ona vozila koja su se zaista borila u tom periodu.";"Valós eseményeken alapuló árkád csata véletlenszerű történelmi helyszínen. A járművek listája korlátozva van azokra, melyek valóban harcoltak ebben az időszakban.";"실제 일어난 전투를 기반으로 한 아케이드 전투입니다. 이 전투는 무작위로 선택된 아케이드 맵에서 이루어지며 그 당시 실제로 사용된 장비가 등장합니다.";"Аркадны бой паводле гістарычнай бітвы, які адбываецца на выпадковых аркадных мапах. Выбар тэхнікі абмежаваны той, якая сапраўды брала ўдзел у баях таго перыяду.";"Bătălie arcade, bazată pe adevăratul eveniment istoric, se desfășoară în locuri aleatoare arcade. Lista de vehicule este limitată la vehiculele care într-adevăr au luptat în acea perioadă.";"基​於​歷​史​事​件​的​街​機​模​式​戰​鬥，​使​用​隨​機​街​機​地​圖，​並​將​依​照​史​實​對​載​具​型​號​作​出​限​制";"基​于​历​史​事​件​的​标​准​模​式​战​斗。​使​用​随​机​标​准​地​图，​并​将​依​照​要​求​对​载​具​型​号​作​出​限​制。";"Chế Độ Cơ Bản dựa trện sự kiện lịch sử thực tế, được bắt đầu ngẫu nhiên theo vị trí cơ bản. Danh sách phương tiện được giới hạn dựa trên các phương tiện chiến đấu thực tế trong khoảng thời gian đó.";;
"events/clan_only";"This event is for Squadrons members only";"Cet événement est réservé aux membres d'escadrons";"Questo evento è disponibile solo per membri di Squadriglie";"Dieses Ereignis ist nur für Mitglieder einer Kampfgruppe";"Este evento es solo para miembros de Escuadrones";"Событие только для членов полков";"To wydarzenie dostępne jest jedynie dla członków Dywizjonów";"Tento event je pouze pro členy svazu";"Bu etkinlik sadece Filo üyeleri içindir";"只​有​联​队​成​员​才​能​参​加​该​行​动";"この\tイベントは\t部隊\tメンバーのみ\t参加可能です";"Este evento é somente para membros de esquadrões";"Подія тільки для членів полків";"Ovaj događaj je samo za članove Eskadrile";"Ez az esemény csak századok tagjainak elérhető.";"이 이벤트는 같은 비행대 대대원만 참여 가능합니다.";"Падзея толькі для чальцоў палкоў";"Acest eveniment este doar pentru membri unei companii";"只​有​聯​隊​成​員​才​能​參​加​活​動";"只​有​联​队​成​员​才​能​参​加​该​行​动";"Sự kiện này chỉ dành cho các thành viên sư đoàn";;
"events/clan_event_help";"In this kind of event, a team of your squadron fights against a team of another squadron.";"Dans ce genre d'événements, l'équipe de votre escadron se bat contre une équipe d'un autre escadron.";"In questa tipologia di eventi un plotone della tua squadriglia combatte contro quello di un'altra squadriglia.";"In diesem Ereignis kämpft ein Team aus ihrer Kampfgruppe gegen ein Team aus einer anderen Kampfgruppe.";"En este tipo de eventos el equipo de tu escuadrón lucha contra un equipo de otro escuadrón.";"В событиях данного типа команда, состоящая из членов вашего полка, сражается с командой другого полка.";"W tego typu wydarzeniach Twój Dywizjon walczy przeciwko innemu Dywizjonowi.";"V tomto typu eventu bojuje tvůj svaz proti jinému svazu";"Bu etkinliklerde filonuzdan bir manga, başka filoların mangalarıyla çarpışır.";"在​该​行​动​中，​你​们​将​与​其​他​联​队​相​遭​遇。";"この\t種類の\tイベントではあなたの\t部隊の\tチームが\t別部隊と\t戦います。";"Neste tipo de evento a equipe de seu esquadrão combate contra a equipe de outro esquadrão.";"У подіях цього типу команда, що складається з членів вашого полку, б'ється з командою іншого полку.";"U ovom tipu događaja tim iz vaše eskadrile se bori protiv tima iz druge eskadrile.";"Az ilyen típusú eseményeken a századod egy másik század ellen küzd.";"이 이벤트에서 당신의 비행대는 다른 비행대와 편을 나누어 싸우게 됩니다.";"У падзеях гэтага тыпу каманда вашага палка змагаецца супраць каманды іншага палка.";"În acest tip de evenimente echipa companiei tale luptă împotriva echipei altei companii.";"在​活​動​中，​你​們​的​聯​隊​將​與​其​他​聯​隊​戰​鬥";"在​该​行​动​中，​你​们​将​与​其​他​联​队​相​遭​遇。";"Trong loại sự kiện này, 1 đội trong sư đoàn của bạn cần chiến đấu với 1 đội trong sư đoàn khác.";;
"events/allowSwitchClan/false";"Changing squadron during this tournament is not allowed.";"Le changement d'escadron durant ce tournoi n'est pas autorisé.";"Non è possibile cambiare la Squadriglia durante questo torneo.";"Das Wechseln der Kampfgruppe ist während der Laufzeit dieses Turniers nicht erlaubt.";"No está permitido cambiar el escuadrón durante este torneo.";"Не допускается смена полка по ходу данного турнира.";"Zmiana dywizjonu podczas tego turnieju jest niedozwolona.";"Změna svazu během tohoto turnaje není povolena";"Bu turnuva sırasında filo değişimine izin verilmiyor.";"在​该​比​赛​中​无​法​变​更​联​队。";"この\tトーナメントの\t間、\t戦隊を\t変えることはできません。";"A alteração de esquadrão não é permitida durante esta copa.";"Зміна полку в процесі цього турніру не дозволена.";"Menjanje eskadrile za vreme ovog turnira nije dozvoljeno.";"A bajnokság ideje alatt nem engedélyezett a századváltás.";"토너먼트 도중 비행대를 변경할 수 없습니다.";"Змена палка падчас гэтага турніру забаронена.";"Schimbarea companiei pe durata acestui eveniment nu este permisă.";"無​法​在​錦​標​賽​期​間​變​更​聯​隊";"在​该​比​赛​中​无​法​变​更​联​队。";"Không được phép chuyển sang quân đoàn khác khi giải đấu đang diễn ra.";;
"events/allowSwitchClan/true";"Changing squadron during this tournament is allowed.";"Le changement d'escadron lors de ce tournoi est autorisé.";"Si può cambiare Squadriglia durante questo torneo.";"Das Wechseln der Kampfgruppe ist während der Laufzeit dieses Turniers erlaubt.";"Está permitido el cambio de escuadrón en este torneo.";"Разрешена смена полка по ходу данного турнира.";"Zmiana dywizjonu podczas tego turnieju jest dozwolona.";"Změna svazu během tohoto turnaje je povolena";"Bu turnuva sırasında filo değişimine izin veriliyor.";"在​该​比​赛​中​允​许​变​更​联​队。";"この\tトーナメントの\t間に\t戦隊を\t変えることは\t許可されています。";"A alteração de esquadrão é permitida durante esta copa.";"Зміна полку в процесі цього турніру дозволена.";"Menjanje eskadrile za vreme ovog turnira je dozvoljeno.";"A bajnokság ideje alatt engedélyezett a századváltás.";"토너먼트 도중 비행대를 변경할 수 있습니다.";"Змена палка падчас гэтага турніру дазваляецца.";"Schimbarea companiei pe durata acestui eveniment este permisă.";"允​許​在​錦​標​賽​期​間​變​更​聯​隊";"在​该​比​赛​中​允​许​变​更​联​队。";"Được phép chuyển sang quân đoàn khác khi giải đấu đang diễn ra.";;
"events/handicap";"Maximum players: ";"Maximum de joueurs : ";"Giocatori massimi:";"Maximale Spielerzahl: ";"Jugadores máximos: ";"Максимум игроков: ";"Maksymalna ilość graczy: ";"Nejvyšší počet hráčů: ";"Maksimum oyuncu sayısı: ";"人​数​上​限：";"最大参戦人数 ";"Máximo de jogadores: ";"Максимум гравців : ";"Maksimalno igrača: ";"Maximális játékosszám: ";"최대 플레이어 수:";"Максімум гульцоў: ";"Maxim jucători: ";"人​數​上​限 ";"人​数​上​限：";"Số người chơi tối đa: ";;
"events/ticket_cost";"Participation cost: {cost}";"Coût de participation : {cost}";"Costo di partecipazione: {cost}";"Teilnahmekosten: {cost}";"Costo de participación: {cost}";"Стоимость участия: {cost}";"Koszt uczestnictwa: {cost}";"Náklady na účast: {cost}";"Katılım maliyeti: {cost}";"参​与​花​费：​{cost}";"参加に\t必要な\t費用：\t {cost}";"Custo de participação: {cost}";"Вартість участі: {cost}";"Cena učestvovanja: {cost}";"Részvétel díja: {cost}";"참가비: {cost}";"Кошт удзелу: {cost}";"Cost participare: {cost}";"參​與​花​費：​{cost}";"参​与​花​费：​{cost}";"Phí tham gia: {cost}";;
"events/battle_cost";"Battle cost: {cost}";"Coût de la bataille : {cost}";"Costo dela Battaglia: {cost}";"Schlachtkosten: {cost}";"Coste de batalla: {cost}";"Стоимость боя: {cost}";"Koszt bitwy: {cost}";"Náklady na bitvu: {cost}";"Muharebe maliyeti: {cost}";"作​战​花​费：​{cost}";"戦闘に\t要する\t費用：\t {cost}";"Custo de batalha: {cost}";"Вартість бою: {cost}";"Cena bitke: {cost}";"Csata díja: {cost}";"참가비: {cost}";"Кошт бою: {cost}";"Cost bătălie: {cost}";"作​戰​花​費：​{cost}";"作​战​花​费：​{cost}";"Phí trận đấu: {cost}";;
"ticket/max_defeat_count";"Up to {value} defeats";"Jusqu'à {value} défaites";"Fino a {value} sconfitte";"Bis zu {value} Niederlagen.";"Hasta {value} derrotas";"До {value} поражений.";"Do {value} porażek";"Až {value} porážek";"{value} yenilgiye kadar";"仅​允​许​失​败 {value} 场";"最大 {value} 敗北数";"Até {value} derrotas";"До {value} поразок";"Do {value} poraza";"Maximum {value} vereségig";"{value}회 패배 시 종료";"Да {value} паражэнняў.";"Până la {value} înfrângeri";"僅​允​許​失​敗 {value} 場";"仅​允​许​失​败 {value} 场";"Trận thua lên đến {value}";;
"ticket/max_defeat_count_in_a_row";"Up to {value} consecutive defeats";"Jusqu'à {value} défaites consécutives";"Fino a {value} sconfitte consecutive";"Bis zu {value} Niederlagen in Folge.";"Hasta {value} derrotas consecutivas";"До {value} поражений подряд.";"Do {value} porażek z rzędu";"Až {value} porážek v řadě";"ard ard yenilgi sayısı {value} oldu";"仅​允​许 {value} 场​连​败";"{value}連敗まで";"Até {value} derrotas consecutivas";"До {value} поразок поспіль";"Do {value} uzastopnih poraza";"Maximum {value} sorozatbeli vereségig";"{value}회 연속 패배까지";"Да {value} паражэнняў запар.";"Până la {value} înfrângeri consecutive";"僅​允​許 {value} 場​連​敗";"仅​允​许 {value} 场​连​败";"Lên đến {value} trận thua liên tiếp.";;
"ticket/battle_limit";"Up to {value} battles.";"Jusqu'à {value} batailles.";"Fino a {value} battaglie.";"Bis zu {value} Schlachten.";"Hasta {value} batallas.";"До {value} боёв.";"Do {value} bitew.";"Až {value} bitev";"En fazla {value} savaş.";"需​进​行 {value} 场​战​斗";"戦いまで {value}";"Até {value} batalhas.";"До {value} боїв.";"Do {value} bitaka.";"Maximum {value} csatáig";"{value}회 참여 가능";"Да{value} баёў.";"Până la {value} bătălii.";"需​進​行 {value} 場​戰​鬥";"需​进​行 {value} 场​战​斗";"Lên đến {value} trận chiến.";;
"ticket/battle_count";"Battles played";"Batailles joués";"Battaglie giocate";"Schlachten gespielt";"Batallas jugadas";"Сыграно боёв";"Rozegrane bitwy";"Odehrané bitvy";"Oynanan savaş";"已​进​行​的​场​次";"プレイ\t済み";"Batalhas jogadas";"Боїв зіграно";"Odigrane bitke";"Lejátszott csaták";"전투 진행도";"Адваявана баёў";"Bătălii jucate";"已​進​行​的​場​次";"已​进​行​的​场​次";"Các trận đấu đã tham gia";;
"ticket/defeat_count";"Defeats";"Défaites";"Sconfitte";"Niederlagen";"Derrotas";"Поражений";"Porażki";"Porážky";"Malubiyet";"失​败​数";"敗北";"Derrotas";"Поразок";"Porazi";"Vereségek";"패배";"Паражэнняў";"Înfrângeri";"失​敗​數";"失​败​数";"Thất bại";;
"ticket/defeat_count_in_a_row";"Consecutive defeats";"Défaites consécutives";"Sconfitte consecutive";"Niederlagen in Folge";"Derrotas consecutivas";"Поражений подряд";"Porażki z rzędu";"Porážky v řadě";"Ardarda malubiyetler";"连​败​数";"連敗";"Derrotas consecutivas";"Поразок поспіль";"Uzastopni porazi";"Vereségek sorozatban";"연패";"Паражэнняў запар";"Înfrângeri consecutive";"連​敗​數";"连​败​数";"Thất bại liên tiếp";;
"msgbox/need_ticket/purchase";"To participate, you need to purchase:
{ticket}
{info}
Cost: {cost}";"Pour participer, vous devrez acheter :
{ticket}
{info} 
il vous en coûtera : {cost}";"Per partecipare devi acquistare:
{ticket}
{info}
Ti costerà: {cost}";"Zur Teilname ist ein Kauf erforderlich:
{ticket}
{info}
Kosten: {cost}";"Para participar debes comprar:
{ticket}
{info}
Te costará: {cost}";"Для участия вам нужно приобрести:
{ticket}
{info}
Стоимость: {cost}";"Aby wziąć udział, musisz zakupić:
{ticket}
{info}
Koszt: {cost}";"Pro účast potřebuješ koupit
{ticket}
{info}
což tě bude stát {cost}";"Katılmak için satın almanız gereken:
{ticket}
{info}
Maliyeti: {cost}";"需​购​买：
{ticket}
{info}
价​格：​{cost}";"参加するには\tチケット{ticket}を\t購入する\t必要があります。\t
{info}
参加費用は {cost} です。";"Para participar necessita de adquirir:
{ticket}
{info}
Custo: {cost}";"Для участі вам потрібно придбати:
{ticket}
{info}
Вартість: {cost}";"Da bi ste učestvovali morate kupiti:
{ticket}
{info}
Cena: {cost}";"A részvételhez megvásárolandó:
{ticket}
{info}
Ára: {cost}";"참가하기 위해서 다음을 구입해야 합니다.
{ticket}
{info}
비용: {cost}";"Каб узяць удзел, трэба купіць:
{ticket}
{info}
Кошт: {cost}";"Pentru a participa, trebuie să cumperi:
{ticket}
{info}
Cost: {cost}";"需​購​買：
{ticket}
{info}
價​格：​{cost}";"需​购​买：
{ticket}
{info}
价​格：​{cost}";"Để tham gia, bạn cần phải mua:
{ticket}
{info}
Giá: {cost}";;
"msgbox/need_ticket/no_tickets";"Unfortunately, there are no available tickets
for the event {eventName}.";"Malheureusement, il n'y a pas de billets disponibles pour l'événement {eventName}.";"Sfortunatamente non ci sono biglietti disponibili per l'evento {eventName}.";"Unglücklicherweise sind keine Tickets
für das Ereignis '{eventName}' verfügbar.";"Desafortunadamente, no hay tickets disponibles 
para el evento {eventName}.";"К сожалению, для события
{eventName}
нет свободных билетов.";"Niestety, nie ma jeszcze dostępnych biletów dla wydarzenia {eventName}.";"Žádné vstupenky na event {eventName} nejsou k dispozici";"Ne yazık ki, {eventName} etkinliği için
müsait bilet kalmadı.";"暂​未​拥​有​竞​技​场​入​场​券：
{eventName}";"残念なことに、\tこの\tイベント {eventName} で\t利用できる\tチケットがありません。";"Infelizmente, não há bilhetes disponíveis
para o evento {eventName}.";"На жаль, для події
{eventName}
немає вільних квитків.
";"Nažalost nema dostupnih tiketa za ovaj događaj {eventName}.";"Sajnos nincs elérhető jegy
a(z) {eventName} eseményre.";"{eventName}에 사용할 수 있는 출전권이 없습니다.";"На жаль, на падзею
{eventName}
няма білетаў.";"Din păcate, nu sunt bilete disponibile pentru evenimentul {eventName}.";"尚​未​擁​有​錦​標​賽​入​場​券：
{eventName}";"暂​未​拥​有​竞​技​场​入​场​券：
{eventName}";"Không còn vé cho sự kiện {eventName}.";;
"events/all_vs_all";"[Confrontation] All against all";"[Confrontation] Tous contre tous";"[Confronto] Tutti contro tutti";"[Konfrontation] Jeder gegen Jeden";"[Confrontation] Todos contra todos";"[Противостояние] Все против всех";"[Konfrontacja] Wszyscy na Wszystkich";"[Konfrontace] Všichni proti všem";"[Confrontation] Herkes Herkese Karşı";"【娱​乐​历​史​】​大​乱​斗";"[直接対決] 全員\tvs\t全員";"[Confrontação] Todos contra todos";"[Протистояння] Усі проти всіх";"[Sukob] Svi protiv svih";"[Aréna] Mindenki mindenki ellen";"[개인전] 만인에 대한 만인의 투쟁";"[Супрацьстаянне] Усе супраць усіх";"[Confruntare] Fiecare contra tuturor";"【娛​樂​歷​史​】​大​亂​鬥";"【娱​乐​历​史​】​大​乱​斗";"[Đối đầu] Tất cả chống lại nhau";;
