"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Vietnamese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"missions/jpn_midway_m2";"First Carrier Fleet";"Première flotte de porte-avions";"Prima Flotta Portaerei";"Erste Trägerflotte";"Primera Flota de Portaaviones ";"Первая Авианосная Флотилия";"1 Flota Lotniskowców";"První flotila letadlových lodí";"Birinci Uçak Gemisi Filosu";"第\t一\t航\t空\t舰\t队";"第一航空戦隊";"Primeira frota  transportadora";"First Carrier Fleet";"Перша Авіаносна Флотилія";"Prva flota nosača aviona";"Első repülőgép-hordozó flotta";"1항전";"Першая авіяносная флатылія";"Prima flotă de portavioane";"第\t一\t航\t空\t艦\t隊";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
"missions/jpn_midway_m2/condition";"Wind SE 5, clouds cumulus 4, visibility 50, sea smooth";"Vent du SE à 5 nœuds, nuages cumulus 4, visibilité illimitée, mer calme";"Vento da SE a 5 nodi, cumuli di tipo 4, visibilità 50, mare calmo";"Wind aus SO mit Stärke 5 Knoten, Kumuluswolken 4, Sicht 50, ruhige See";"Viento sudeste 5, nubes cúmulos 4, visibilidad 50, mar calmo";"Ветер ЮВ 5, облака кучевые 4, видимость 50, море спокойно";"Wiatr: z południowego wschodu, 5 węzłów, zachmurzenie: 4, cumulusy, widoczność: 50, morze spokojne";"Oblaka kumuly 4, viditelnost 50, jihovýchodní vítr o rychlosti 10 km/h, moře klidné";"Rüzgar GD 5, bulutlar kümülüs 4, görüş açıklığı 50, deniz durgun";"东\t南\t风，\t风\t速 5 节，\t云\t量 4，\t能\t见\t度 50，\t海\t面\t平\t静";"風南東\t5、\t積雲\t4、\t視程\t50、\t海上凪";"Vento SE 5 nuvens 4, visibilidade 50, mar suave";"Wind SE 5, clouds cumulus 4, visibility 50, sea smooth";"Вітер ПдСх 5, хмари купчасті 4, видимість 50, море спокійне";"Vetar JI 5, oblaci kumulusni 4, vidljivost 50, more mirno";"Délkeleti szél, szélsebesség 9 km/h, gomolyfelhők 4000 méteren, látótávolság 50 km, nyugodt tenger";"남동풍, 풍속 5, 적운, 운량 4, 시정 50, 파도 잔잔함";"Вецер ПдУ 5 вузлоў, аблокі кучавыя 4, бачнасць 50, мора спакойнае";"Vânt SE 5, nori cumulus 4, vizibilitate 50, apă liniștită.";"東\t南\t風，\t風\t速 5 節，\t雲\t量 4，\t能\t見\t度 50，\t海\t面\t平\t靜";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
"missions/jpn_midway_m2/desc";"American forces:
Unknown

Japanese forces:
First carrier fleet: 4 carriers, 2 battleships, 2 heavy cruisers, 1 light cruiser, 11 destroyers
Air defensive screen: A6M2 Zero";"Forces japonaises:
Inconnues

Flotte : 4 carriers, 2 battleships, 2 heavy cruisers, 1 light cruiser, 11 destroyers
Forces aériennes en défense : A6M2 Zéro";"Forze americane:
Sconosciute.

Forze giapponesi:
Prima flotta: 4 portaerei, 2 corazzate, 2 incrociatori pesanti, 1 incrociatore leggero, 11 cacciatorpedinieri
Scorta aerea: A6M2 Zero";"Amerikanische Streitkräfte:
Unbekannt

Japanische Streitkräfte:
Erste Trägerflotte: 4 Flugzeugträger, 2 Schlachtschiffe, 2 schwere Kreuzer, 1 leichter Kreuzer, 11 Zerstörer
Luftverteidigung: A6M2 Zero";"
Fuerzas japonesas:
Primera flota de portaaviones 4 portaaviones, 2 acorazados, 2 cruceros pesados, 1 crucero liviano y 11 destructores
Pantalla de defensa aérea: A6M2 Zero";"Силы американцев:
Неизвестно.

Силы японцев:
Первая авианосная флотилия: 4 авианосца, 2 линкора, 2 тяжёлых крейсера, 1 лёгкий крейсер, 11 эсминцев
Противовоздушное заграждение: A6M2 Зеро";"Siły amerykańskie:
Nieznane

Siły japońskie:
1 Zespół Uderzeniowy Lotniskowców: 4 lotniskowce, 2 pancerniki, 2 ciężkie krążowniki, 1 lekki krążownik, 11 niszczycieli
Osłona powietrzna: A6M2 Zero";"Americké síly:
neznámé

Japonské síly:
První flotila letadlových lodí: 
4× letadlová loď
2× bitevní loď
2× těžký křižník
1× lehký křižník
11× torpédoborec

Obranné vzdušné síly:
A6M2 Reisen";"Amerikan kuvvetleri:
Bilinmiyor

Japon kuvvetleri:
Birinci uçak gemisi filosu: 4 uçak gemisi, 2 savaş gemisi, 2 ağır kruvazör, 1 hafif kruvazör, 11 muhrip
Hava savunma siperi: A6M2 Zero";"美\t军：
未\t知

日\t军：
第\t一\t航\t空\t舰\t队：\t4 艘\t航\t母，\t2 艘\t战\t列\t舰，\t2 艘\t重\t巡\t洋\t舰，\t1 艘\t轻\t巡\t洋\t舰，\t11 艘\t驱\t逐\t舰
直\t掩\t机：\t零\t战\t二\t一\t型";"
日本軍:
第一航空戦隊: 空母\t4隻、\t戦艦\t2隻、\t重巡洋艦\t2隻、\t軽巡洋艦\t1隻、\t駆逐艦\t11隻
防空牽制部隊:A6M2零式戦闘機";"Forças americanas:
Desconhecido

Forças Japonesas:
Primeira armada de porta-aviões: 4 porta-aviões, 2 couraçados, 2 cruzadores pesados, 1 cruzador ligeiro, 11 contratorpedeiros
Painel de defesa aérea: A6M2 Zero";"American forces:
Unknown

Japanese forces:
First carrier fleet: 4 carriers, 2 battleships, 2 heavy cruisers, 1 light cruiser, 11 destroyers
Air defensive screen: A6M2 Zero";"
Сили японців: 
Перша Авіаносна Флотилія: 4 авіаносці, 2 лінкори, 2 важких крейсери, 1 легкий крейсер, 11 есмінців 
Протиповітряне  загородження: A6M2 Зеро";"Američke snage:
Nepoznato

Japanske snage:
Prva flota nosača aviona: 4 nosača, 2 bojna broda, 3 teške krstarice, 1 laka krstarica, 11 razarača
Podrška odbrani iz vazduha: A6M2 Zero";"Amerikai haderő:
Ismeretlen

Japán haderő:
Első repülőgép-hordozó flotta: 4 repülőgép-hordozó, 2 csatahajó, 2 nehézcirkáló, 1 könnyűcirkáló és 11 romboló
Légtérvédelem: A6M2 típusú repülőgépek";"미군 병력:
미상

일본군 병력:
제1항공전대: 항공모함 4척, 전함 2척, 중순양함 2척, 경순양함 1척, 구축함 11척
방공대: A6M2 제로";"Сілы амерыканцаў:
Невядома

Сілы японцаў:
Першая авіяносная флатылія: 4 авіяносцы, 2 лінкары, 2 цяжкія крэйсеры, 1 лёгкі крэйсер, 11 эсмінцаў
Паветраная абарона: A6M2 Zero";"Forțele americane:
Necunoscute.

Forțele japoneze:
Prima flotă de portavioane: 4 portavioane, 2 cuirasate, 2 crucișătoare grele, 1 crucișător ușor, 11 distrugătoare.
Apărare aeriană defensivă: A6M2 Zero.";"日\t軍：
第\t一\t航\t空\t艦\t隊：\t4 艘\t航\t母，\t2 艘\t戰\t列\t艦，\t2 艘\t重\t巡\t洋\t艦，\t1 艘\t輕\t巡\t洋\t艦，\t11 艘\t驅\t逐\t艦
掩\t護\t機：\t零\t戰\t二\t一\t型";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
"missions/jpn_midway_m3";"Counterattack";"Contre-attaque";"Contrattacco";"Gegenangriff";"Contraataque";"Контрудар";"Kontratak";"Protiútok";"Karşı Saldırı";"反\t攻";"飛龍攻撃隊の\t反撃";"Contra-ataque";"Counterattack";"Контрудар";"Kontranapad";"Ellentámadás";"반격";"Контрудар";"Contraatac";"反\t擊";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
"missions/jpn_midway_m3/condition";"Wind SE 5, clouds cumulus 4, visibility 50, sea smooth";"Vent du SE à 5 nœuds, nuages cumulus 4, visibilité illimitée, mer calme";"Vento da SE a 5 nodi, cumuli di tipo 4, visibilità 50, mare calmo";"Wind aus SO mit Stärke 5 Knoten, Kumuluswolken 4, Sicht 50, ruhige See";"Viento sudeste 5, nubes cúmulos 4, visibilidad 50, mar calmo";"Ветер ЮВ 5, облака кучевые 4, видимость 50, море спокойно";"Wiatr: z południowego wschodu, 5 węzłów, zachmurzenie: 4, cumulusy, widoczność: 50, morze spokojne";"Oblaka kumuly 4, viditelnost 50, jihovýchodní vítr o rychlosti 10 km/h, moře klidné";"Rüzgar GD 5, bulutlar kümülüs 4, görüş açıklığı 50, deniz durgun";"东\t南\t风，\t风\t速 5 节，\t云\t量 4，\t能\t见\t度 50，\t海\t面\t平\t静";"風南東\t5、\t積雲\t4、\t視程\t50、\t海上凪";"Vento SE 5 nuvens 4, visibilidade 50, mar suave";"Wind SE 5, clouds cumulus 4, visibility 50, sea smooth";"Вітер ПдСх 5, хмари купчасті 4, видимість 50, море спокійне";"Vetar JI 5, oblaci kumulusni 4, vidljivost 50, more mirno";"Délkeleti szél, szélsebesség 9 km/h, gomolyfelhők 4000 méteren, látótávolság 50 km, nyugodt tenger";"남동풍, 풍속 5, 적운, 운량 4, 시정 50, 파도 잔잔함";"Вецер ПдУ 5 вузлоў, аблокі кучавыя 4, бачнасць 50, мора спакойнае";"Vânt SE 5, nori cumulus 4, vizibilitate 50, apă liniștită.";"東\t南\t風，\t風\t速 5 節，\t雲\t量 4，\t能\t見\t度 50，\t海\t面\t平\t靜";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
"missions/jpn_midway_m3/desc";"American forces:
3 carriers, several battleships or heavy cruisers with destroyers

Japanese forces:
Attack group leader: Lt. Joichi Tomonaga, Hiryū air unit commander
Attack group: 36 Nakajima B5N2, 6 A6M2 Zero from Hiryū";"Forces américaines:
3 porte-avions, nombreux battleships ou heavy cruisers avec destoyers.

Forces japonaises:
Commandant du groupe d'attaque: Lt. Joicho Tomonaga, Hiryū
Groupe d'attaque: 36 Nakajima B5N2, 6 A6M2 Zero du Hiryū";"Forze Americane:
3 portaerei, diverse navi da bataglia o incrociatori pesanti con cacciatorpediniere

Forze Giapponesi:
Comandante del gruppo d'attacco: Ten. Joichi Tomonaga, comandante dell'unità aerea Hiryū
Gruppo d'attacco: 36 Nakajima B5N2, 6 A6M2 Zero della Hiryū";"Amerikanische Streitkräfte:
Drei Flugzeugträger und mehrere Schlachtschiffe oder schwere Kreuzer mit Zerstörern

Japanische Streitkräfte:
Kommandant der Angriffsgruppe: Leutnant Joicho Tomonaga, Kommandant der Hiryū-Lufteinheit
Angriffsgruppe: 36 x Nakajima B5N2 und 6 x A6M2 Zero des Flugzeugträgers Hiryū";"Fuerzas norteamericanas:
3 portaaviones, varios acorazados o cruceros pesados con destructores

Fuerzas japonesas:
Líder del grupo de ataque: Tte. Joicho Tomonaga, comandante de la unidad aérea del Hiryū
El grupo de ataque: 36 Nakajima B5N2 y 6 A6M2 Zero del Hiryū";"Силы американцев:
3 авианосца, несколько линкоров или тяжёлых крейсеров с эсминцами

Силы японцев:
Ведущий ударной группы: лейтенант Дзёити Томонага, командир авиасоединения ""Хирю""
Ударная группа: 36 Накадзима B5N2, 6 A6M2 Зеро с ""Хирю""";"Siły amerykańskie:
3 lotniskowce, kilka pancerników lub ciężkich krążowników wspieranych przez niszczyciele

Siły japońskie:
Dowódca grupy bojowej: por. Joicho Tomonaga, dowódca Grupy Powietrznej Hiryū
Grupa bojowa: 36 Nakajima B5N2, 6 A6M2 Zero z Hiryū";"Americké síly:
3× letadlová loď
několik bitevních lodí nebo těžkých křižníků
torpédoborce

Japonské síly:
Velitel útočné skupiny: poručík Joiči Tomonaga, velitel letecké skupiny Hirjú 
Útočná skupina: 
36× B5N2
6× A6M2 Reisen z letadlové lodi Hirjú";"Amerikan kuvvetleri:
3 uçak gemisi, birkaç savaş gemisi veya muhriplerle birlikte ağır kruvazörler

Japon kuvvetleri:
Saldırı grubu lideri: Teğmen Joicho Tomonaga, Hiryū hava birimi komutanı
Saldırı grubu: Hiryū'den 36 adet Nakajima B5N2 ve 6 adet A6M2 Zero";"美\t军：
3 艘\t航\t空\t母\t舰，\t若\t干\t战\t列\t舰\t或\t重\t巡\t洋\t舰，\t驱\t逐\t舰\t护\t航

日\t军：
攻\t击\t编\t队\t队\t长：\t“飞\t龙”\t号\t攻\t击\t编\t队\t指\t挥\t官\t友\t永\t丈\t市\t上\t尉
攻\t击\t编\t队\t构\t成：\t36 架\t九\t七\t舰\t攻，\t6 架\t零\t战\t（“飞\t龙”\t号）";"アメリカ\t軍:
空母\t3隻、\t戦艦・\t重巡洋艦数隻、\t駆逐艦複数

日本軍:
攻撃隊指揮官: 「飛龍」\t飛行隊長・\t友永丈市大尉
攻撃隊: 中島\tB5N2 (九七式) 36機、\tA6M2零戦\t6機 (「飛龍」\tより\t発艦)";"Forças americanas: 
3 porta-aviões, vários couraçados ou cruzadores pesados com contratorpedeiros

Forças japonesas:
Líder do grupo de ataque: Tenente Joichi Tomonaga, comandante grupo aéreo do Hiryū
Grupo de ataque: 36 Nakajima B5N2, 6 A6M2 Zero do Hiryū";"American forces:
3 carriers, several battleships or heavy cruisers with destroyers

Japanese forces:
Attack group leader: Lt. Joichi Tomonaga, Hiryū air unit commander
Attack group: 36 Nakajima B5N2, 6 A6M2 Zero from Hiryū";"Сили американців: 
3 авіаносці, кілька лінкорів чи важких крейсерів із есмінцями  

Сили японців: 
Ведучий ударної групи: лейтинант Дзьоіте Томонага, командир авіаз'єднання ""Хірю"" 
Ударна група: 36 Накадзіма B5N2, 6 A6M2 Зеро із ""Хірю""";"Američke snage:
3 nosača, nekoliko bojnih brodova ili teških krstarica sa razaračima
 
Japanske snage:
Vođa napadačke grupe: poručnik Joiči Tomonaga, zapovednik vazdušne jedinice sa Hirjua
Napadačka grupa: 36 Nakajima B5N2, 6 A6M2 Zeroa sa Hirjua";"Amerikai haderő:
Három repülőgép-hordozó, néhány csatahajó vagy nehézcirkáló rombolókkal

Japán haderő:
Támadó csoport vezetője: Tomonaga Joicsi hadnagy, a Hirjú légi csoport parancsnoka
Támadó csoport: 36 db B5N2 és 6 db A6M2 a Hirjú hordozóról";"미군 병력:
항공모함 3척, 구축함을 동반한 몇몇의 전함 혹은 중순양함

일본군 병력:
공격대 편대장: 히류 함상공격기대 비행대장 도모나가 조이치(友永 丈市) 대위
공격대 구성: 나카지마 B5N2 : 36대, 히류 소속 A6M2 제로 : 6대";"Сілы амерыканцаў:
3 авіяносцы, некалькі лінкараў або цяжкіх крэйсераў з эсмінцамі

Сілы японцаў:
Камандзір ударнай групы: лейтэнант Дзёйці Тамонага, камандзір авіягрупы «Хір'ю»
Ударная група: 36 Nakajima B5N2, 6 A6M2 Zero з авіяносца «Хір'ю»";"Forțele americane:
3 portavioane, câteva cuirasate sau crucișătoare grele și distrugătoare.

Forțele japoneze:
Liderul atacului: locotenentul Joichi Tomonaga, comandantul unității aeriene Hiryū.
Grupul de atac: 36 Nakajima B5N2, 6 A6M2 Zero de pe Hiryū.";"美\t軍：
3 艘\t航\t空\t母\t艦，\t若\t干\t戰\t列\t艦\t或\t重\t巡\t洋\t艦，\t驅\t逐\t艦\t護\t航

日\t軍：
攻\t擊\t編\t隊\t隊\t長：\t飛\t龍 號\t攻\t擊\t編\t隊\t指\t揮\t官\t友\t永\t丈\t市\t大\t尉
攻\t擊\t編\t隊\t構\t成：\t36 架\t九\t七\t艦\t攻，\t6 架\t零\t戰\t二\t一\t型\t（飛\t龍 號）";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
"missions/us_guadalcanal_m1";"Tulagi Landing";"Atterrissage à Tulagi";"Sbarco a Tulagi";"Landung auf Tulagi";"Desembarco en Tulagi";"Высадка на Тулаги";"Lądowanie na Tulagi";"Vylodění na Tulagi";"Tulagi Çıkarması";"图\t拉\t吉\t登\t陆";"ツラギ\t島上陸";"Desembarque de Tulagi";"Tulagi Landing";"Висадка на Тулагі";"Iskrcavanje na Tulagi";"Partraszállás Tulagin";"툴라기 상륙";"Высадка на Тулагі";"Debarcarea pe insula Tulagi";"圖\t拉\t吉\t登\t陸";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
"missions/us_guadalcanal_m1/condition";"Wind SE 5, clouds cumulus 1, visibility 20, sea smooth";"Vent du SE à 5 nœuds, nuages cumulus 1, visibilité 20, mer calme";"Vento SE 5, cumuli di nuvole 1, visibilità 20, mare calmo";"Wind aus SO mit Stärke 5 Knoten, Kumuluswolken 1, Sichtweite 20, ruhige See";"Viento sudeste 5, cúmulos de nubes 1, visibilidad 20, mar en calma";"Ветер ЮВ 5, облака кучевые 1, видимость 20, море спокойно";"Wiatr: z południowego wschodu, zachmurzenie: 1, cumulusy, widoczność: 20, morze spokojne";"Oblaka kumuly 1, viditelnost 20, jihovýchodní vítr o rychlosti 10 km/h, moře klidné";"Rüzgar GD 5, bulutlar kümülüs 1, görüş mesafesi 20, deniz durgun";"东\t南\t风，\t风\t速 5 节，\t云\t量 1，\t能\t见\t度 20，\t海\t面\t平\t静";"風南東\t5\tノット、\t積雲\t1、\t視程\t20\tマイル、\t海上凪";"Vento sudeste 5, nuvens cumulus 1, visibilidade 20, mar suave";"Wind SE 5, clouds cumulus 1, visibility 20, sea smooth";"Вітер ПдСх 5, хмари купчасті 1, видимість 20, море спокійне";"Vetar JI 5, oblaci kumulusni 1, vidljivost 20, more mirno";"Délkeleti szél, szélsebesség 9 km/h, gomolyfelhők 1000 méteren, látótávolság 20 km, nyugodt tenger";"남동풍, 풍속 5, 적운, 운량 1, 시정 20, 파도 잔잔함";"Вецер ПдУ 5 вузлоў, аблокі кучавыя 1, бачнасць 20, мора спакойнае";"Vânt SE 5, nori cumulus 1, vizibilitate 20, apă liniștită.";"東\t南\t風，\t風\t速 5 節，\t雲\t量 1，\t能\t見\t度 20，\t海\t面\t平\t靜";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
"missions/us_guadalcanal_m1/desc";"American forces:
Tulagi strike group: 16 F4F-4 from VF-71, 15 SBD from VS-71

Japanese forces:
Tulagi area flying boats base, AA defense installations";"Forces américaines:
Attaque du groupe Tulagi: 16 F4F-4 de VF-71, 15 SBD de VS-71

Forces japonaises:
Aire de base des bateaux de Tulagi, installations de défense AA";"Forze americane:
Gruppo d'attacco Tulagi: 16 F4F-4 da VF-71, 15 SBD da VS-71

Forze giapponesi:
Base degli idrovolanti dell'area di Tulagi, installazioni difensive AA";"Amerikanische Streitkräfte:
Tulagi Angriffsgruppe: 16 F4F-4 aus dem VF-71, 15 SBD aus dem VS-71

Japanische Streitkräfte:
Flugboot-Basis Tulagi-Gebiet, Flak-Verteidigungsanlagen";"Fuerzas norteamericanas:
Grupo de ataque de Tulagi: 16 F4F-4 del VF-71, 15 SBD del VS-71

Fuerzas japonesas:
Base de hidroaviones del área de Tulagi, instalaciones de defensa AA";"Силы американцев:
Группа высадки на Тулаги: 16 F4F-4 из VF-71, 15 SBD из VS-71

Силы японцев:
База гидропланов на Тулаги, противовоздушные установки";"Siły amerykańskie:
Grupa uderzeniowa Tulagi: 16 F4F-4 z 71 Dywizjonu Myśliwskiego, 15 SBD z 71 Dywizjonu Zwiadowczego

Siły japońskie:
Baza łodzi latających na obszarze Tulagi, instalacje obrony przeciwlotniczej.";"Americké síly:
Úderná skupina Tulagi:
16× F4F-4 Wildcat z VF-71
15× SBD Dauntless z VS-71

Japonské síly:
Základna hydroplánů v oblasti Tulagi, protiletadlové baterie";"Amerikan kuvvetleri:
Tulagi saldırı grubu: VF-71'den 16 F4F-4, VS-71'den 15 SBD

Japon kuvvetleri:
Tulagi bölgesi deniz uçağı üssü, uçaksavar savunma üsleri";"美\t军：
图\t拉\t吉\t攻\t击\t编\t队\t组\t成：\t16 架 F4F-4\t“野\t猫”\t（VF-71 中\t队），\t15 架 SBD\t“无\t畏”\t（VS-71 中\t队）

日\t军：
图\t拉\t吉\t水\t上\t飞\t机\t基\t地，\t防\t空\t设\t施";"米軍:
ツラギ\t島攻撃\tグループ:VF-71\tの\tF4F-4\tが\t16機、\tVS-71\tの\tSBDが\t15機

日本軍:
ツラギ\t島海域の\t水上基地、\t対空防衛施設";"Forças americanas:
Grupo de ataque de Tulagi: 16 F4F-4 do VF-71, 15 SBD do VS-71

Forças japonesas: barcos voadores da base Tulagi, instalaçoes de defesa AA";"American forces:
Tulagi strike group: 16 F4F-4 from VF-71, 15 SBD from VS-71

Japanese forces:
Tulagi area flying boats base, AA defense installations";"Сили американців: 
Група висадки на Тулагі: 16 F4F-4 із VF-71, 15 SBD із VS-71  

Сили японців: 
База гідропланів на Тулагі, протиповітряні установки";"Američke snage:
Udarna grupa sa Tulagija: 16 F4F-4 iz VF-71, 15 SBD iz VS-71
 
Japanske snage:
Baza letećih brodova na Tulagiju, odbrambena protivavionska artiljerija";"Amerikai haderő:
Tulagi csapásmérő csoport: 16 db F4F-4 a VF-71-ből és 15 db SBD a VS-71-ből

Japán haderő:
Tulagi területén lévő repülőcsónak-bázis, légvédelmi létesítmények";"미군 병력:
툴라기 타격대: VF-71 소속 F4F-4 : 16대, VS-71 소속 SBD : 15대

일본군 병력:
툴라기 지역 수상기 기지, 방공시설";"Сілы амерыканцаў:
Група высадкі на Тулагі: 16 F4F-4 з 71-й знішчальнай эскадрыллі, 15 SBD з 71-й выведвальнай эскадрыллі

Сілы японцаў:
База гідрапланаў на Тулагі, супрацьпаветраныя батарэі";"Forțele americane:
Grupul de atac al Tulagi: 16 F4F-4 de pe VF-71, 15 SBD de pe VS-71.

Forțele japoneze:
Baza de hidroavioane Tulagi, instalații de apărare AA.";"美\t軍：
圖\t拉\t吉\t攻\t擊\t編\t隊\t組\t成：\t16 架 F4F-4 野\t猫\t（VF-71 中\t隊），\t15 架 SBD  無\t畏\t（VS-71 中\t隊）

日\t軍：
圖\t拉\t吉\t水\t上\t飛\t機\t基\t地，\t防\t空\t設\t施";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
"missions/us_guadalcanal_m3";"Battle for Henderson Field";"Bataille pour le terrain Henderson";"Battaglia di Henderson Field";"Schlacht um Henderson Field";"La batalla de Campo Henderson";"Битва за Хендерсон-Филд";"Bitwa o Lotnisko Hendersona";"Bitva o letiště Henderson Field";"Henderson Meydanı Savaşı";"亨\t德\t森\t机\t场\t争\t夺\t战";"ヘンダーソン\t基地の\t戦い";"Batalha do campo Henderson ";"Battle for Henderson Field";"Битва за Хендерсон-Філд";"Bitka za aerodrom Henderson";"Harc a Henderson Field repülőtérért";"헨더슨 비행장 전투";"Бітва за Хэндэрсан-Філд";"Bătălia pentru Henderson Field";"亨\t德\t森\t機\t場\t爭\t奪\t戰";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
"missions/us_guadalcanal_m3/condition";"Wind SE 5, clouds cumulus 4, visibility 50";"Vent SE 5, nuages cumulus 4, visibilité 50";"Vento da SE a 5 nodi, cumuli di tipo 4, visibilità 50";"Wind aus SO mit Stärke 5 Knoten, Kumuluswolken 4, Sicht 50";"Viento sudeste 5, nubes cúmulos 4, visibilidad 50";"Ветер ЮВ 5, облака кучевые 4, видимость 50";"Wiatr: z południowego wschodu, 5 węzłów, zachmurzenie: 4, cumulusy, widoczność: 50";"Oblaka kumuly 4, viditelnost 50, Jihovýchodní vítr o rychlosti 10 km/h";"Rüzgar GD 5, bulutlar kümülüs 4, görüş açıklığı 50";"东\t南\t风，\t风\t速 5 节，\t云\t量 4，\t能\t见\t度 50";"風南東\t5、\t積雲\t4、\t視程\t50";"Vento sudeste 5, nuvens cumulus 4, visibilidade 50";"Wind SE 5, clouds cumulus 4, visibility 50";"Вітер ПдСх 5, хмари купчасті 4, видимість 50";"Vetar JI 5, oblaci kumulusni 4, vidljivost 50";"Délkeleti szél, szélsebesség 9 km/h, gomolyfelhők 4000 méteren, látótávolság 50 km";"남동풍, 풍속 5, 적운, 운량 4, 시정 50";"Вецер ПдУ 5 вузлоў, аблокі кучавыя 4, бачнасць 50";"Vânt SE 5, nori cumulus 4, vizibilitate 50.";"東\t南\t風，\t風\t速 5 節，\t雲\t量 4，\t能\t見\t度 50";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
"missions/us_guadalcanal_m3/desc";"American forces:
Henderson Field air group
Lunga defense perimeter, 13 infantry battalions

Japanese forces:
17th Japanese Army";"Forces américaines:
Groupe aérien du terrain d'Henderson
Périmètre de défense de Lunga, 13 combats d'infanterie

Forces japonaises:
17e armée japonaise";"Forze statunitensi:
Gruppo aereo di Henderson Field
Perimetro difensivo di Lunga, 13 battaglioni di fanteria

Forze giapponesi:
17a armata giapponese";"Amerikanische Streitkräfte:
Henderson Field-Luftgeschwader
Lunga-Verteidigungsgürtel, 13 Infanteriebataillone

Japanische Streitkräfte:
17. japanische Armee";"Fuerzas norteamericanas:
Grupo aéreo de Campo Henderson
Perímetro de defensa de Lunga, 13 batallones de infantería

Fuerzas japonesas:
Ejército japonés N° 17";"Силы американцев:
Авиагруппа Хендерсон-Филда
Оборонительный рубеж мыса Лунга, 13 пехотных батальонов

Силы японцев:
17я Армия Японии";"Siły amerykańskie:
Grupa Powietrzna lotniska Hendersona
Przyczółek w rejonie Lunga, 13 batalionów piechoty

Siły japońskie:
17 Armia Japońska";"Americké síly:
Letecká skupina z letiště Henderson Field
Lungský obranný perimetr, 13 praporů pěchoty

Japonské síly:
17. japonská armáda";"Amerikan kuvvetleri:
Henderson Meydanı hava grubu
Lunga savunma çevresi, 13 piyade taburu

Japon kuvvetleri:
17. Japon Ordusu";"美\t军：
亨\t德\t森\t机\t场\t空\t军\t编\t队
隆\t加\t防\t御\t圈，\t13 个\t步\t兵\t营

日\t军：
日\t本\t陆\t军\t第 17 军";"米軍:
ヘンダーソン\t基地飛行連隊
ルンガ\t防衛線、\t普通科大隊\t13隊

日本軍:
第\t17軍";"Forças Americanas:
Grupo aéreo do Henderson Field 
Perímetro de defesa de Lunga, 13 batalhões de infantaria

Forças japonesas: 17º Exército Japonês";"American forces:
Henderson Field air group
Lunga defense perimeter, 13 infantry battalions

Japanese forces:
17th Japanese Army";"Сили американців: 
Авіагрупа Хендерсон-Філда 
Оборонний рубіж мису Лунга, 13 піхотних батальйонів  

Сили японців: 
17а Армія Японії";"Američke snage:
Vazdušna grupa sa aerodroma Henderson
Oblast odbrane na Lungi, 13 pešadijskih bataljona
 
Japanske snage:
17. japanska armija";"Amerikai haderő:
Henderson Field légi csoportja
Lunga védelmi körzet, 13 gyalogsági zászlóalj

Japán haderő:
17. japán hadsereg";"미군 병력:
핸더슨 비행장 비행대
룽가 방어선, 보병대대 13개

일본군 병력:
육군 제17군";"Сілы амерыканцаў:
Авіягрупа аэрадрома Хэндэрсан-Філд
Абарончы рубеж мыса Лунга, 13 пяхотных батальёнаў

Сілы японцаў:
17-я армія Японіі";"Forțele americane:
Grupul aerian de pe Henderson Field.
Perimetrul de apărare Lunga, 13 batalioane de infanterie.

Forțele japoneze:
Armata japoneză a 17-a.";"美\t軍：
亨\t德\t森\t機\t場\t空\t軍\t編\t隊
隆\t加\t防\t禦\t圈，\t13 個\t步\t兵\t營

日\t軍：
日\t本\t陸\t軍\t第 17 軍";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
